game;accuratePass;aerialDuels;challengeLost;disabled;fouls;goalAssist;goals;goodHighClaim;groundDuels;id;interceptionWon;keyPass;minutesPlayed;name;national;offsides;outfielderBlock;position;possessionLost;punches;rating;runsOut;saves;shortName;shotsBlocked;shotsOffTarget;shotsOnTarget;slug;team;team_id;team_name;totalClearance;totalContest;totalCross;totalDuels;totalLongBalls;totalPass;totalTackle;touches;wasFouled
BAY X BCS 16-08-2019;41 (83%);0 (0);;;1;1;;;8 (7);187433;0;5;87';Serge Gnabry;False;;0;F;14;;8.7;;;S. Gnabry;1;1;2;bayern-munchen;BAY;2672;Bayern München;0;3 (3);4 (0);8 (7);2 (1);41 (83%);1;73;3
BAY X BCS 16-08-2019;17 (89%);4 (3);;;1;;2;;7 (3);41789;0;0;90';Robert Lewandowski;False;1;0;F;9;;8.6;;;R. Lewandowski;2;1;2;bayern-munchen;BAY;2672;Bayern München;0;2 (2);0 (0);11 (6);1 (1);17 (89%);0;37;2
BAY X BCS 16-08-2019;73 (89%);4 (2);1;;1;;;;7 (4);53825;3;0;90';Thiago Alcántara;False;;0;M;13;;7.4;;;T. Alcántara;0;0;1;bayern-munchen;BAY;2672;Bayern München;0;2 (1);4 (2);11 (6);8 (6);73 (89%);1;98;2
BAY X BCS 16-08-2019;75 (80%);0 (0);;;0;;;;3 (3);259117;0;2;90';Joshua Kimmich;False;;0;D;30;;7.3;;;J. Kimmich;0;0;0;bayern-munchen;BAY;2672;Bayern München;0;2 (2);13 (3);3 (3);7 (5);75 (80%);0;122;1
BAY X BCS 16-08-2019;8 (80%);1 (0);1;False;1;;1;;5 (3);823631;0;0;68';Dodi Lukebakio;False;;0;F;4;;7.2;;;D. Lukebakio;0;0;1;hertha-bsc;BCS;2528;Hertha BSC;0;1 (1);0 (0);6 (3);0 (0);8 (80%);1;18;1
BAY X BCS 16-08-2019;7 (70%);3 (0);;False;0;1;;;1 (0);16189;0;1;63';Vedad Ibišević;False;;0;F;4;;7.2;;;V. Ibišević;0;1;1;hertha-bsc;BCS;2528;Hertha BSC;0;0 (0);0 (0);4 (0);0 (0);7 (70%);0;14;0
BAY X BCS 16-08-2019;16 (69%);2 (1);1;False;2;;;;12 (9);788801;2;0;90';Lukas Klünter;False;;0;D;12;;7.1;;;L. Klünter;0;0;0;hertha-bsc;BCS;2528;Hertha BSC;7;0 (0);2 (0);14 (10);4 (0);16 (69%);7;52;2
BAY X BCS 16-08-2019;16 (50%);0 (0);;False;0;;;1;0 (0);6280;0;0;90';Rune Jarstein;False;;0;G;;0;7.1;1 (1);5;R. Jarstein;0;0;0;hertha-bsc;BCS;2528;Hertha BSC;1;0 (0);0 (0);0 (0);27 (13);16 (50%);0;45;0
BAY X BCS 16-08-2019;70 (89%);2 (1);2;;1;;;;8 (4);343067;0;2;90';Corentin Tolisso;False;;0;M;12;;7.0;;;C. Tolisso;1;1;0;bayern-munchen;BAY;2672;Bayern München;0;0 (0);2 (0);10 (5);6 (4);70 (89%);1;91;3
BAY X BCS 16-08-2019;76 (93%);4 (4);;;1;;;;4 (3);787505;0;0;90';Benjamin Pavard;False;;0;D;6;;6.9;;;B. Pavard;0;0;0;bayern-munchen;BAY;2672;Bayern München;3;3 (3);0 (0);8 (7);5 (3);76 (93%);0;91;0
BAY X BCS 16-08-2019;29 (72%);3 (2);1;False;1;;;;3 (1);138827;3;0;90';Karim Rekik;False;;2;D;12;;6.9;;;K. Rekik;0;0;0;hertha-bsc;BCS;2528;Hertha BSC;3;0 (0);0 (0);6 (3);11 (4);29 (72%);1;53;0
BAY X BCS 16-08-2019;17 (73%);4 (1);;False;1;1;;;4 (2);246319;1;2;78';Ondrej Duda;False;;0;F;9;;6.8;;;O. Duda;1;1;0;hertha-bsc;BCS;2528;Hertha BSC;0;0 (0);1 (0);8 (3);3 (0);17 (73%);1;33;1
BAY X BCS 16-08-2019;19 (82%);3 (3);1;False;0;;;;1 (0);229544;1;0;90';Niklas Stark;False;;1;D;4;;6.8;;;N. Stark;0;0;0;hertha-bsc;BCS;2528;Hertha BSC;13;0 (0);0 (0);4 (3);4 (3);19 (82%);0;39;0
BAY X BCS 16-08-2019;68 (93%);3 (0);;;0;;;;1 (1);66492;1;2;90';David Alaba;False;;0;D;9;;6.8;;;D. Alaba;1;0;0;bayern-munchen;BAY;2672;Bayern München;1;0 (0);4 (1);4 (1);4 (2);68 (93%);1;97;0
BAY X BCS 16-08-2019;68 (94%);1 (1);;;0;;;;2 (2);168937;1;0;90';Niklas Süle;False;;1;D;5;;6.7;;;N. Süle;0;0;0;bayern-munchen;BAY;2672;Bayern München;1;0 (0);0 (0);3 (3);4 (3);68 (94%);1;79;1
BAY X BCS 16-08-2019;15 (55%);4 (4);1;False;1;;;;5 (3);122570;0;0;90';Mathew Leckie;False;;0;M;15;;6.7;;;M. Leckie;0;0;0;hertha-bsc;BCS;2528;Hertha BSC;0;1 (1);1 (0);9 (7);1 (0);15 (55%);1;40;1
BAY X BCS 16-08-2019;8 (88%);0 (0);;;0;;;;1 (1);318967;0;0;9';Renato Sanches;False;;0;M;1;;6.6;;;R. Sanches;0;0;0;bayern-munchen;BAY;2672;Bayern München;0;0 (0);0 (0);1 (1);0 (0);8 (88%);0;11;1
BAY X BCS 16-08-2019;29 (76%);5 (1);1;;1;;;;4 (2);35166;0;1;85';Thomas Müller;False;1;0;M;14;;6.6;;;T. Müller;1;1;1;bayern-munchen;BAY;2672;Bayern München;1;0 (0);2 (0);9 (3);1 (0);29 (76%);1;53;1
BAY X BCS 16-08-2019;36 (85%);2 (1);;;0;;;;14 (5);280441;0;2;90';Kingsley Coman;False;;0;F;23;;6.5;;;K. Coman;0;0;1;bayern-munchen;BAY;2672;Bayern München;0;6 (1);5 (1);16 (6);1 (1);36 (85%);1;75;3
BAY X BCS 16-08-2019;1 (100%);0 (0);;False;2;;;;3 (0);187437;0;0;22';Davie Selke;False;;1;F;1;;6.5;;;D. Selke;0;0;0;hertha-bsc;BCS;2528;Hertha BSC;2;1 (0);0 (0);3 (0);0 (0);1 (100%);0;6;0
BAY X BCS 16-08-2019;2 (66%);0 (0);1;False;1;;;;3 (1);31861;0;0;27';Alexander Esswein;False;;0;M;2;;6.4;;;A. Esswein;0;0;0;hertha-bsc;BCS;2528;Hertha BSC;1;0 (0);0 (0);3 (1);0 (0);2 (66%);0;8;1
BAY X BCS 16-08-2019;0 (0%);0 (0);;False;0;;;;1 (0);511;0;0;12';Per Ciljan Skjelbred;False;;0;M;2;;6.4;;;P. C. Skjelbred;0;0;0;hertha-bsc;BCS;2528;Hertha BSC;0;1 (0);0 (0);1 (0);0 (0);0 (0%);0;2;0
BAY X BCS 16-08-2019;30 (78%);1 (0);1;False;1;;;;6 (3);109002;3;0;90';Vladimír Darida;False;;0;M;11;;6.3;;;V. Darida;0;0;0;hertha-bsc;BCS;2528;Hertha BSC;2;1 (1);1 (0);7 (3);5 (2);30 (78%);2;54;0
BAY X BCS 16-08-2019;17 (81%);1 (1);2;False;3;;;;6 (0);788949;0;0;90';Maximilian Mittelstädt;False;;2;M;9;;6.2;;;M. Mittelstädt;0;0;0;hertha-bsc;BCS;2528;Hertha BSC;8;0 (0);3 (0);7 (1);6 (3);17 (81%);0;48;0
BAY X BCS 16-08-2019;24 (80%);3 (0);4;False;5;;1;;12 (3);280835;2;1;90';Marko Grujić;False;;0;M;8;;6.2;;;M. Grujić;0;0;1;hertha-bsc;BCS;2528;Hertha BSC;3;2 (2);0 (0);15 (3);1 (0);24 (80%);1;43;0
BAY X BCS 16-08-2019;19 (82%);0 (0);1;;0;;;0;1 (0);8959;0;0;90';Manuel Neuer;False;;0;G;;0;5.8;1 (1);1;M. Neuer;0;0;0;bayern-munchen;BAY;2672;Bayern München;0;0 (0);0 (0);1 (0);7 (3);19 (82%);0;31;0
BAY X BCS 16-08-2019;2 (100%);0 (0);;;0;;;;2 (2);843665;0;0;3';Alphonso Davies;False;;0;M;2;;–;;;A. Davies;0;0;0;bayern-munchen;BAY;2672;Bayern München;0;1 (1);0 (0);2 (2);0 (0);2 (100%);0;8;1
BLK X SCP 17-08-2019;20 (76%);3 (1);;;0;1;1;;7 (4);117373;0;3;90';Kevin Volland;False;1;0;F;12;;8.8;;;K. Volland;1;2;1;bayer-04-leverkusen;BLK;2681;Bayer 04 Leverkusen;0;4 (3);1 (0);10 (5);0 (0);20 (76%);1;43;0
BLK X SCP 17-08-2019;83 (88%);2 (2);1;;0;1;;;4 (2);335033;1;1;90';Wendell;False;1;2;D;15;;8.0;;;Wendell;0;0;0;bayer-04-leverkusen;BLK;2681;Bayer 04 Leverkusen;1;0 (0);2 (0);6 (4);4 (2);83 (88%);2;119;0
BLK X SCP 17-08-2019;15 (68%);5 (2);;;1;;1;;5 (3);246431;1;1;90';Sven Michel;False;;0;F;13;;7.7;;;S. Michel;0;1;2;sc-paderborn-07;SCP;2561;SC Paderborn 07;0;1 (1);1 (0);10 (5);0 (0);15 (68%);2;39;0
BLK X SCP 17-08-2019;48 (81%);4 (3);1;;1;;1;;11 (4);836705;0;5;90';Kai Havertz;False;;0;F;20;;7.5;;;K. Havertz;0;1;1;bayer-04-leverkusen;BLK;2681;Bayer 04 Leverkusen;3;8 (4);0 (0);15 (7);4 (3);48 (81%);0;85;0
BLK X SCP 17-08-2019;19 (86%);4 (1);;;0;;;;3 (3);8944;4;0;90';Uwe Hünemeier;False;;2;D;3;;7.2;;;U. Hünemeier;0;0;0;sc-paderborn-07;SCP;2561;SC Paderborn 07;12;0 (0);0 (0);7 (4);0 (0);19 (86%);3;49;0
BLK X SCP 17-08-2019;4 (40%);2 (0);1;;1;;1;;5 (2);169257;0;0;61';Streli Mamba;False;;0;F;7;;7.1;;;S. Mamba;0;0;1;sc-paderborn-07;SCP;2561;SC Paderborn 07;0;2 (1);0 (0);7 (2);0 (0);4 (40%);0;16;1
BLK X SCP 17-08-2019;98 (95%);6 (3);1;;1;;;;6 (4);15802;3;0;90';Sven Bender;False;;1;D;5;;7.1;;;S. Bender;0;0;0;bayer-04-leverkusen;BLK;2681;Bayer 04 Leverkusen;2;0 (0);0 (0);12 (7);6 (5);98 (95%);3;116;1
BLK X SCP 17-08-2019;36 (81%);0 (0);;;2;;1;;11 (5);808590;0;1;88';Leon Bailey;False;1;0;M;22;;7.0;;;L. Bailey;2;1;2;bayer-04-leverkusen;BLK;2681;Bayer 04 Leverkusen;1;5 (3);8 (1);11 (5);3 (1);36 (81%);0;72;2
