game;addedTime;id;incidentClass;incidentType;isHome;player;playerName;reason;time
BAY X BCS 2019-08-16;1.0;119264321;yellow;card;False;{'name': 'Maximilian Mittelstädt', 'slug': 'maximilian-mittelstadt', 'shortName': 'M. Mittelstädt', 'position': 'D', 'userCount': 442, 'id': 788949};Maximilian Mittelstädt;Foul;90
BAY X BCS 2019-08-16;;119264318;yellow;card;True;{'name': 'Robert Lewandowski', 'slug': 'robert-lewandowski', 'shortName': 'R. Lewandowski', 'position': 'F', 'userCount': 62994, 'id': 41789};Robert Lewandowski;Argument;76
BAY X BCS 2019-08-16;;119264317;yellow;card;True;{'name': 'Benjamin Pavard', 'slug': 'benjamin-pavard', 'shortName': 'B. Pavard', 'position': 'D', 'userCount': 4949, 'id': 787505};Benjamin Pavard;Foul;75
BAY X BCS 2019-08-16;;119264316;yellow;card;True;{'name': 'Thomas Müller', 'slug': 'thomas-muller', 'shortName': 'T. Müller', 'position': 'M', 'userCount': 12945, 'id': 35166};Thomas Müller;Foul;71
BAY X BCS 2019-08-16;;119264320;yellow;card;False;{'name': 'Marko Grujić', 'slug': 'marko-grujic', 'shortName': 'M. Grujić', 'position': 'M', 'userCount': 1836, 'id': 280835};Marko Grujić;Foul;58
BAY X BCS 2019-08-16;;119264319;yellow;card;False;{'name': 'Vladimír Darida', 'slug': 'vladimir-darida', 'shortName': 'V. Darida', 'position': 'M', 'userCount': 460, 'id': 109002};Vladimír Darida;Foul;17
BLK X SCP 2019-08-17;;119265227;yellow;card;True;{'name': 'Aleksandar Dragović', 'slug': 'aleksandar-dragovic', 'shortName': 'A. Dragović', 'position': 'D', 'userCount': 290, 'id': 37313};Aleksandar Dragović;Foul;62
BLK X SCP 2019-08-17;;119265226;yellow;card;True;{'name': 'Wendell', 'slug': 'wendell', 'shortName': 'Wendell', 'position': 'D', 'userCount': 512, 'id': 335033};Wendell;Handball;25
;;119265215;yellow;card;True;{'name': 'Philipp Lienhart', 'slug': 'philipp-lienhart', 'shortName': 'P. Lienhart', 'position': 'D', 'userCount': 343, 'id': 576266};Philipp Lienhart;Foul;62
;;119265218;yellow;card;False;{'name': 'Edimilson Fernandes', 'slug': 'edimilson-fernandes', 'shortName': 'E. Fernandes', 'position': 'M', 'userCount': 339, 'id': 330099};Edimilson Fernandes;Argument;34
