game;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
KOL X BMG 14-09-2019;1;2019-09-14;-8.0;9.0;-10.0;-10.0;-43.0;-56.0;-35.0;-47.0;-4.0;-4.0;2.0;-6.0;-12.0;-12.0;-12.0;23.0;-19.0;-3.0;-14.0;9.0;-10.0;-8.0;10.0;-48.0;-30.0;-27.0;-8.0;-2.0;8.0;-43.0;-34.0;-35.0;-22.0;-7.0;-13.0;-12.0;-5.0;33.0;25.0;15.0;;-3.0;-1.0;11.0;-37.0;-14.0;-23.0;-32.0;-9.0;60.0;40.0;71.0;35.0;26.0;13.0;13.0;-7.0;3.0;4.0;5.0;45.0;-41.0;-16.0;-27.0;-14.0;-15.0;11.0;-7.0;5.0;7.0;17.0;3.0;-3.0;-22.0;-83.0;-43.0;-43.0;-14.0;7.0;14.0;13.0;18.0;17.0;13.0;2.0;10.0;10.0;20.0;100.0;-7.0;46.0;14.0;0;11:30:00;-1;BMG;KOL
UNB X SVW 14-09-2019;2;2019-09-14;-3.0;8.0;8.0;37.0;28.0;61.0;35.0;25.0;-16.0;-25.0;-17.0;5.0;-10.0;-11.0;-8.0;-45.0;-57.0;-59.0;-18.0;-9.0;-4.0;3.0;-8.0;5.0;-5.0;18.0;6.0;20.0;16.0;-24.0;-15.0;-57.0;-35.0;-3.0;-28.0;-16.0;-12.0;-6.0;-29.0;-24.0;-9.0;-17.0;-10.0;18.0;34.0;-28.0;22.0;14.0;-26.0;-15.0;-11.0;-41.0;-100.0;-63.0;-35.0;-17.0;-10.0;26.0;-29.0;-3.0;-1.0;41.0;-40.0;-13.0;-8.0;26.0;-24.0;-4.0;-9.0;-12.0;-11.0;-15.0;-11.0;-10.0;-41.0;-28.0;-9.0;-5.0;6.0;29.0;18.0;30.0;72.0;39.0;54.0;19.0;6.0;59.0;19.0;15.0;17.0;21.0;1;11:30:00;-1;SVW;
MAI X BCS 14-09-2019;1;2019-09-14;8.0;-9.0;-1.0;27.0;23.0;22.0;19.0;9.0;6.0;16.0;15.0;12.0;85.0;47.0;-58.0;-9.0;-1.0;12.0;43.0;52.0;62.0;57.0;15.0;34.0;14.0;12.0;5.0;3.0;-8.0;-4.0;-21.0;-5.0;32.0;20.0;26.0;70.0;42.0;-31.0;-5.0;-16.0;-4.0;-9.0;-8.0;-5.0;-70.0;36.0;-53.0;-73.0;-71.0;-46.0;-27.0;19.0;-11.0;-53.0;-32.0;-20.0;27.0;-24.0;-72.0;-51.0;-32.0;-26.0;-6.0;-34.0;-22.0;-23.0;-9.0;9.0;-9.0;-6.0;-6.0;-10.0;-13.0;-13.0;15.0;-13.0;-11.0;-24.0;-7.0;-19.0;-6.0;-4.0;-51.0;-24.0;15.0;12.0;11.0;64.0;64.0;-29.0;17.0;-14.0;2;11:30:00;1;BCS;
AUG X SGE 14-09-2019;1;2019-09-14;10.0;-26.0;-42.0;-58.0;-30.0;-62.0;-56.0;-32.0;-5.0;-6.0;-13.0;45.0;32.0;-18.0;-1.0;-4.0;-21.0;-15.0;8.0;1.0;-30.0;-61.0;23.0;-87.0;-53.0;-39.0;-22.0;-11.0;68.0;86.0;33.0;-40.0;-16.0;11.0;-24.0;-10.0;25.0;50.0;32.0;12.0;;-8.0;-9.0;-42.0;-23.0;3.0;-13.0;-16.0;-20.0;-15.0;-36.0;-26.0;-19.0;-15.0;-13.0;-10.0;-7.0;-10.0;-61.0;-54.0;-36.0;-46.0;-31.0;-19.0;-15.0;-47.0;-56.0;-11.0;-39.0;-65.0;-30.0;-54.0;-50.0;-36.0;-23.0;-79.0;-49.0;-42.0;-9.0;-41.0;-30.0;-23.0;-19.0;-19.0;-16.0;17.0;1.0;-11.0;-20.0;-13.0;-17.0;-78.0;2;11:30:00;1;SGE;AUG
DOR X BLK 14-09-2019;0;2019-09-14;5.0;-12.0;-11.0;-8.0;6.0;8.0;42.0;30.0;1.0;-17.0;-39.0;13.0;-31.0;-24.0;-35.0;-43.0;-17.0;41.0;86.0;56.0;55.0;28.0;3.0;36.0;16.0;10.0;13.0;42.0;23.0;34.0;14.0;15.0;-7.0;-6.0;-42.0;-32.0;-54.0;-38.0;-29.0;-23.0;-39.0;-22.0;-11.0;-5.0;-44.0;-8.0;-42.0;-6.0;5.0;2.0;-5.0;-13.0;-8.0;-12.0;-8.0;-11.0;-10.0;-5.0;14.0;23.0;15.0;-27.0;-19.0;-25.0;-45.0;-33.0;-44.0;-10.0;-77.0;-60.0;-40.0;-34.0;-13.0;-2.0;-1.0;-7.0;-20.0;-13.0;-5.0;18.0;32.0;20.0;38.0;16.0;30.0;11.0;-7.0;-8.0;29.0;-4.0;50.0;27.0;4;11:30:00;1;BLK;DOR
RBL X BAY 14-09-2019;1;2019-09-14;-16.0;-15.0;-15.0;-76.0;-51.0;-46.0;-91.0;-57.0;-55.0;-56.0;-56.0;-13.0;-35.0;-27.0;-20.0;-16.0;-2.0;-6.0;-8.0;-9.0;18.0;4.0;-31.0;-22.0;-46.0;-50.0;-84.0;-57.0;-39.0;-34.0;-35.0;-24.0;-21.0;-22.0;-10.0;-12.0;-9.0;25.0;13.0;5.0;25.0;19.0;16.0;15.0;41.0;-17.0;64.0;57.0;14.0;6.0;-65.0;-16.0;-13.0;-10.0;-4.0;1.0;-15.0;79.0;28.0;12.0;-19.0;-19.0;-82.0;-53.0;32.0;-6.0;-13.0;-25.0;-1.0;2.0;-11.0;-18.0;-35.0;-29.0;-95.0;-93.0;-57.0;-78.0;-13.0;-48.0;-23.0;-41.0;-27.0;-15.0;-1.0;23.0;18.0;24.0;20.0;-16.0;72.0;-37.0;1;14:30:00;0;BAY;RBL
TSG X SCF 15-09-2019;3;2019-09-15;3.0;-11.0;-21.0;-34.0;50.0;22.0;53.0;22.0;8.0;-5.0;5.0;-40.0;-23.0;-15.0;-13.0;-13.0;-1.0;26.0;17.0;19.0;40.0;28.0;-22.0;19.0;-26.0;58.0;30.0;23.0;44.0;38.0;20.0;58.0;10.0;15.0;11.0;-25.0;20.0;4.0;16.0;16.0;12.0;41.0;41.0;30.0;24.0;-2.0;21.0;50.0;36.0;51.0;-54.0;-15.0;-30.0;-28.0;-13.0;-6.0;2.0;-47.0;-31.0;-8.0;7.0;67.0;66.0;19.0;10.0;-40.0;-11.0;14.0;-17.0;-3.0;15.0;26.0;100.0;30.0;57.0;38.0;-40.0;-13.0;11.0;17.0;10.0;60.0;61.0;34.0;4.0;-40.0;47.0;11.0;21.0;14.0;10.0;-15.0;0;11:30:00;-1;SCF;TSG
SCP X S04 15-09-2019;5;2019-09-15;-2.0;32.0;-22.0;-36.0;-69.0;-41.0;-26.0;-20.0;-9.0;-12.0;-7.0;-2.0;-12.0;28.0;10.0;-12.0;-20.0;-64.0;-30.0;-24.0;-16.0;-65.0;-20.0;-50.0;-83.0;-61.0;-100.0;-55.0;-31.0;-44.0;-22.0;-7.0;-5.0;-19.0;-14.0;-26.0;-59.0;-51.0;-23.0;22.0;37.0;25.0;18.0;31.0;16.0;-66.0;-59.0;-34.0;-23.0;-15.0;-11.0;-12.0;-11.0;-44.0;-59.0;-44.0;-38.0;-17.0;-7.0;-7.0;6.0;-11.0;-13.0;31.0;25.0;15.0;31.0;-21.0;19.0;-39.0;-45.0;-18.0;-25.0;-9.0;4.0;3.0;-4.0;4.0;47.0;12.0;33.0;17.0;34.0;-28.0;-54.0;-63.0;-30.0;-22.0;-12.0;16.0;-2.0;0.0;1;14:00:00;-1;S04;SCP
S04 X MAI 20-09-2019;1;2019-09-20;5.0;16.0;49.0;41.0;23.0;12.0;5.0;-7.0;-46.0;-26.0;-26.0;7.0;-84.0;-51.0;-33.0;21.0;23.0;32.0;85.0;60.0;59.0;30.0;41.0;23.0;9.0;2.0;-61.0;-30.0;19.0;28.0;46.0;42.0;26.0;30.0;15.0;22.0;-12.0;-6.0;-9.0;-1.0;-2.0;4.0;9.0;13.0;12.0;18.0;-28.0;-13.0;-5.0;-1.0;16.0;7.0;3.0;14.0;-18.0;-9.0;22.0;-13.0;-16.0;-15.0;-4.0;49.0;29.0;17.0;1.0;-45.0;-30.0;14.0;-30.0;-19.0;-37.0;-26.0;-17.0;-69.0;-43.0;-15.0;-10.0;-7.0;6.0;-2.0;24.0;-32.0;-6.0;35.0;27.0;10.0;41.0;37.0;49.0;19.0;55.0;-34.0;2;16:30:00;1;;S04
BLK X UNB 21-09-2019;0;2019-09-21;10.0;44.0;32.0;25.0;30.0;50.0;33.0;25.0;58.0;41.0;26.0;14.0;43.0;29.0;47.0;77.0;51.0;63.0;38.0;34.0;18.0;11.0;16.0;5.0;4.0;-2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.0;-3.0;2.0;2.0;3.0;4.0;15.0;1.0;3.0;1.0;27.0;18.0;19.0;16.0;8.0;-8.0;-41.0;25.0;2.0;-29.0;23.0;47.0;28.0;14.0;22.0;14.0;1.0;-11.0;-1.0;6.0;8.0;19.0;17.0;21.0;16.0;21.0;20.0;17.0;45.0;31.0;49.0;34.0;32.0;82.0;85.0;16.0;76.0;100.0;75.0;62.0;53.0;30.0;-13.0;-2.0;7.0;-3.0;14.0;-6.0;39.0;2;11:30:00;1;;BLK
BAY X KOL 21-09-2019;0;2019-09-21;10.0;13.0;-6.0;6.0;-4.0;14.0;65.0;33.0;25.0;19.0;56.0;53.0;25.0;56.0;39.0;30.0;1.0;4.0;5.0;7.0;-4.0;-37.0;64.0;-21.0;-3.0;-3.0;-10.0;-6.0;25.0;11.0;-17.0;7.0;-6.0;62.0;-49.0;-66.0;-33.0;-49.0;-20.0;-28.0;19.0;17.0;13.0;91.0;78.0;30.0;48.0;34.0;26.0;41.0;23.0;13.0;11.0;7.0;15.0;22.0;48.0;22.0;38.0;25.0;12.0;7.0;35.0;9.0;5.0;-11.0;-36.0;28.0;-49.0;-22.0;-7.0;43.0;28.0;18.0;52.0;30.0;20.0;43.0;21.0;33.0;55.0;45.0;13.0;-13.0;-4.0;25.0;26.0;5.0;6.0;24.0;22.0;-39.0;4;11:30:00;1;KOL;BAY
SCF X AUG 21-09-2019;1;2019-09-21;8.0;-15.0;-27.0;-15.0;-12.0;-4.0;3.0;58.0;72.0;49.0;16.0;32.0;12.0;7.0;3.0;22.0;68.0;40.0;22.0;-14.0;-5.0;-9.0;26.0;-8.0;-6.0;-1.0;2.0;-21.0;-11.0;-1.0;5.0;-7.0;-40.0;19.0;-19.0;-7.0;-10.0;11.0;-27.0;-6.0;-20.0;-17.0;-12.0;-2.0;6.0;66.0;10.0;12.0;-52.0;-28.0;-14.0;-3.0;16.0;15.0;2.0;-3.0;36.0;-5.0;-6.0;-22.0;-9.0;30.0;34.0;-41.0;14.0;5.0;29.0;32.0;19.0;35.0;25.0;22.0;15.0;32.0;35.0;21.0;13.0;33.0;-20.0;19.0;7.0;5.0;4.0;-43.0;-32.0;30.0;9.0;40.0;50.0;5.0;59.0;23.0;1;11:30:00;0;AUG;SCF
BCS X SCP 21-09-2019;1;2019-09-21;10.0;64.0;28.0;6.0;-73.0;-46.0;-38.0;-28.0;-24.0;-3.0;-8.0;5.0;-7.0;-15.0;-11.0;16.0;3.0;-3.0;-15.0;-18.0;-33.0;-25.0;2.0;-81.0;-48.0;-30.0;-17.0;14.0;-18.0;-21.0;-39.0;-28.0;-22.0;-2.0;-15.0;-9.0;-35.0;-16.0;-11.0;-7.0;1.0;-2.0;-29.0;-14.0;-10.0;-2.0;-9.0;43.0;21.0;52.0;-69.0;-19.0;-67.0;-79.0;-60.0;-34.0;-12.0;-42.0;-56.0;-34.0;-23.0;-39.0;-28.0;-9.0;-11.0;-25.0;50.0;-28.0;-57.0;-21.0;-10.0;-6.0;-6.0;8.0;8.0;9.0;-7.0;-40.0;-15.0;-27.0;34.0;7.0;4.0;2.0;7.0;23.0;10.0;-41.0;-43.0;-29.0;-14.0;-11.0;2;11:30:00;1;SCP;BCS
SVW X RBL 21-09-2019;3;2019-09-21;-12.0;-4.0;-2.0;-2.0;-31.0;-76.0;-54.0;-30.0;-13.0;16.0;28.0;-7.0;16.0;38.0;22.0;-33.0;-15.0;-10.0;-4.0;-16.0;-60.0;-39.0;-12.0;-18.0;-3.0;-6.0;-19.0;-36.0;-44.0;-52.0;-34.0;-26.0;-10.0;-5.0;41.0;16.0;20.0;15.0;9.0;5.0;-7.0;-2.0;25.0;-25.0;-20.0;-8.0;-40.0;-19.0;-9.0;-12.0;-40.0;-54.0;-24.0;-13.0;27.0;13.0;-10.0;-38.0;-94.0;-73.0;-59.0;-68.0;-44.0;-21.0;-50.0;-28.0;-7.0;-9.0;18.0;63.0;47.0;31.0;31.0;36.0;22.0;8.0;-5.0;10.0;-2.0;11.0;51.0;85.0;7.0;-18.0;-4.0;8.0;12.0;22.0;23.0;-3.0;15.0;14.0;0;14:30:00;-1;RBL;SVW
BMG X DUS 22-09-2019;1;2019-09-22;-9.0;-47.0;-16.0;23.0;11.0;43.0;70.0;81.0;56.0;35.0;50.0;-35.0;36.0;14.0;5.0;4.0;4.0;-5.0;-7.0;-1.0;13.0;2.0;-41.0;5.0;8.0;13.0;-10.0;3.0;-25.0;-58.0;-33.0;-3.0;63.0;-22.0;50.0;36.0;24.0;15.0;-5.0;-1.0;10.0;8.0;4.0;3.0;4.0;-57.0;-10.0;17.0;39.0;25.0;89.0;57.0;-56.0;-19.0;-19.0;-13.0;-75.0;-6.0;41.0;30.0;51.0;10.0;71.0;52.0;35.0;23.0;51.0;-84.0;22.0;19.0;7.0;9.0;8.0;28.0;36.0;8.0;-9.0;8.0;-75.0;3.0;-19.0;-8.0;9.0;3.0;5.0;-7.0;27.0;15.0;56.0;-45.0;34.0;-2.0;2;11:30:00;1;DUS;BMG
SGE X DOR 22-09-2019;2;2019-09-22;10.0;7.0;-54.0;-33.0;-24.0;-16.0;-36.0;-17.0;-15.0;-33.0;-25.0;26.0;-32.0;-24.0;-19.0;-15.0;-14.0;-9.0;-13.0;-15.0;-17.0;-22.0;29.0;-40.0;-29.0;-19.0;-8.0;30.0;16.0;19.0;9.0;-22.0;27.0;38.0;10.0;6.0;5.0;13.0;39.0;19.0;10.0;3.0;-9.0;-36.0;-28.0;21.0;-21.0;14.0;8.0;9.0;-21.0;-14.0;-10.0;-11.0;-86.0;-61.0;-24.0;-45.0;-22.0;-18.0;-41.0;-26.0;-73.0;-100.0;-94.0;-60.0;-46.0;-14.0;24.0;4.0;-23.0;20.0;20.0;12.0;54.0;15.0;-11.0;-36.0;-14.0;-16.0;24.0;11.0;6.0;3.0;-19.0;-5.0;4.0;81.0;65.0;24.0;33.0;34.0;2;14:00:00;0;DOR;SGE
WOB X TSG 23-09-2019;1;2019-09-23;-13.0;-3.0;8.0;12.0;40.0;39.0;41.0;42.0;31.0;16.0;8.0;-9.0;3.0;1.0;-6.0;9.0;3.0;62.0;33.0;25.0;18.0;10.0;-8.0;-9.0;8.0;7.0;9.0;50.0;43.0;80.0;47.0;54.0;55.0;6.0;31.0;8.0;-16.0;-42.0;-28.0;-16.0;27.0;16.0;8.0;-18.0;-11.0;1.0;-32.0;-20.0;-15.0;-24.0;-19.0;-12.0;-33.0;-22.0;43.0;17.0;-38.0;21.0;31.0;16.0;25.0;14.0;3.0;7.0;9.0;24.0;17.0;-47.0;-29.0;-8.0;-8.0;-48.0;31.0;-13.0;-8.0;-12.0;-3.0;10.0;-26.0;6.0;-6.0;-67.0;-42.0;-41.0;-19.0;-10.0;4.0;10.0;-39.0;-18.0;-15.0;-10.0;1;16:30:00;0;TSG;WOB
UNB X SGE 27-09-2019;2;2019-09-27;10.0;9.0;3.0;-6.0;-12.0;-12.0;-16.0;-6.0;-10.0;-5.0;10.0;45.0;6.0;4.0;1.0;-36.0;-21.0;-11.0;-6.0;-2.0;4.0;4.0;29.0;4.0;-14.0;-59.0;-33.0;-40.0;-44.0;-31.0;19.0;-4.0;18.0;31.0;8.0;2.0;-8.0;-53.0;-41.0;-22.0;-95.0;-62.0;-49.0;-88.0;-47.0;18.0;-36.0;-25.0;-14.0;-4.0;-1.0;26.0;9.0;7.0;5.0;18.0;17.0;19.0;13.0;9.0;-37.0;-14.0;-9.0;28.0;58.0;69.0;43.0;67.0;28.0;-21.0;-6.0;41.0;25.0;74.0;42.0;73.0;36.0;-24.0;35.0;-11.0;-2.0;-32.0;-8.0;9.0;-7.0;32.0;19.0;17.0;27.0;14.0;10.0;-11.0;1;16:30:00;-1;SGE;
MAI X WOB 28-09-2019;1;2019-09-28;-1.0;-35.0;-21.0;17.0;22.0;11.0;5.0;-3.0;-6.0;6.0;-30.0;-1.0;-13.0;39.0;20.0;12.0;10.0;7.0;3.0;1.0;2.0;14.0;-18.0;52.0;31.0;25.0;45.0;37.0;22.0;16.0;32.0;34.0;25.0;-9.0;9.0;-12.0;-1.0;27.0;24.0;24.0;57.0;39.0;33.0;14.0;-30.0;-3.0;-22.0;-48.0;-27.0;-36.0;28.0;8.0;10.0;14.0;9.0;7.0;47.0;5.0;-11.0;16.0;8.0;5.0;22.0;20.0;4.0;15.0;34.0;24.0;20.0;-26.0;-8.0;-3.0;-3.0;2.0;-8.0;34.0;17.0;7.0;14.0;6.0;19.0;65.0;67.0;44.0;55.0;60.0;35.0;48.0;61.0;7.0;38.0;62.0;0;11:30:00;-1;WOB;
TSG X BMG 28-09-2019;3;2019-09-28;-10.0;-26.0;-32.0;-30.0;-19.0;32.0;18.0;16.0;13.0;36.0;22.0;-5.0;-26.0;-59.0;-31.0;-20.0;30.0;14.0;-33.0;-12.0;-52.0;-73.0;9.0;-59.0;-38.0;-27.0;-21.0;-26.0;-42.0;-24.0;-13.0;-2.0;45.0;5.0;45.0;29.0;26.0;-34.0;-32.0;-17.0;;5.0;23.0;16.0;12.0;3.0;45.0;34.0;21.0;35.0;1.0;-1.0;2.0;34.0;34.0;26.0;39.0;48.0;-37.0;10.0;-1.0;3.0;-40.0;-42.0;-26.0;-10.0;-2.0;47.0;-31.0;-17.0;-4.0;-41.0;-26.0;-41.0;-25.0;-19.0;20.0;41.0;43.0;29.0;14.0;13.0;3.0;-17.0;11.0;35.0;54.0;61.0;42.0;22.0;31.0;5.0;0;11:30:00;-1;BMG;TSG
AUG X BLK 28-09-2019;3;2019-09-28;-8.0;-24.0;-21.0;-18.0;-14.0;-26.0;-23.0;-45.0;-36.0;-19.0;-17.0;-13.0;-21.0;-43.0;-33.0;-27.0;-23.0;-20.0;-32.0;-35.0;-27.0;-16.0;-14.0;-14.0;-12.0;-40.0;-31.0;-23.0;-100.0;-60.0;-25.0;-17.0;-15.0;-12.0;-6.0;-8.0;-10.0;-10.0;-5.0;6.0;-4.0;-6.0;15.0;-11.0;-7.0;32.0;-13.0;-33.0;-38.0;-22.0;-3.0;4.0;5.0;-16.0;-9.0;-6.0;9.0;-11.0;-13.0;-23.0;18.0;-20.0;-17.0;-36.0;-27.0;-26.0;-18.0;-37.0;-15.0;-12.0;32.0;12.0;30.0;14.0;-25.0;-42.0;31.0;-8.0;-26.0;-16.0;-38.0;-28.0;-33.0;-17.0;-55.0;-36.0;-26.0;-20.0;-6.0;-23.0;-6.0;;0;11:30:00;-1;BLK;AUG
RBL X S04 28-09-2019;3;2019-09-28;4.0;-3.0;9.0;2.0;-8.0;-2.0;2.0;38.0;100.0;65.0;35.0;7.0;4.0;3.0;-46.0;-23.0;51.0;29.0;28.0;19.0;-60.0;-80.0;3.0;-74.0;-45.0;-33.0;-11.0;7.0;57.0;67.0;33.0;23.0;20.0;-19.0;12.0;4.0;7.0;-47.0;-23.0;-10.0;17.0;18.0;9.0;-31.0;-4.0;-10.0;5.0;5.0;26.0;-24.0;48.0;26.0;-35.0;-42.0;-15.0;-55.0;-2.0;-19.0;-10.0;-2.0;-3.0;20.0;22.0;19.0;77.0;78.0;42.0;-10.0;38.0;21.0;13.0;-53.0;-41.0;28.0;1.0;14.0;-24.0;54.0;-33.0;67.0;45.0;45.0;36.0;65.0;37.0;25.0;64.0;39.0;23.0;-18.0;49.0;48.0;1;11:30:00;-1;S04;RBL
SCP X BAY 28-09-2019;3;2019-09-28;-9.0;-12.0;-11.0;-8.0;37.0;-31.0;-8.0;-11.0;-8.0;-29.0;-12.0;6.0;28.0;1.0;13.0;3.0;-18.0;41.0;37.0;21.0;13.0;9.0;-4.0;7.0;-21.0;-18.0;-74.0;-48.0;-35.0;-33.0;-40.0;-24.0;-62.0;37.0;-38.0;-82.0;-52.0;-53.0;-34.0;-26.0;4.0;3.0;-8.0;27.0;46.0;15.0;20.0;4.0;-53.0;-39.0;-47.0;-67.0;-58.0;-29.0;-22.0;-17.0;5.0;-12.0;-11.0;17.0;2.0;-24.0;-15.0;-77.0;-54.0;51.0;12.0;-18.0;17.0;31.0;19.0;-9.0;-6.0;33.0;64.0;37.0;29.0;13.0;-29.0;-39.0;-56.0;-31.0;26.0;58.0;60.0;37.0;35.0;28.0;19.0;-23.0;-12.0;-31.0;2;11:30:00;-1;BAY;SCP
DOR X SVW 28-09-2019;2;2019-09-28;-10.0;52.0;40.0;20.0;20.0;11.0;7.0;7.0;21.0;20.0;75.0;8.0;50.0;35.0;25.0;27.0;18.0;16.0;16.0;17.0;17.0;28.0;51.0;42.0;33.0;1.0;7.0;1.0;9.0;7.0;14.0;20.0;32.0;26.0;18.0;42.0;55.0;35.0;23.0;37.0;7.0;10.0;26.0;20.0;17.0;14.0;7.0;2.0;-2.0;-8.0;25.0;1.0;-30.0;-10.0;-19.0;14.0;25.0;-7.0;-1.0;-1.0;20.0;31.0;77.0;42.0;25.0;15.0;7.0;29.0;-12.0;48.0;26.0;7.0;47.0;26.0;20.0;13.0;-50.0;-5.0;-48.0;9.0;9.0;39.0;32.0;20.0;15.0;18.0;12.0;4.0;38.0;49.0;-40.0;52.0;2;14:30:00;0;SVW;DOR
DUS X SCF 29-09-2019;2;2019-09-29;-10.0;-26.0;-9.0;7.0;16.0;12.0;11.0;8.0;6.0;46.0;24.0;-10.0;19.0;16.0;14.0;10.0;3.0;7.0;1.0;-3.0;-5.0;15.0;25.0;-12.0;-21.0;-16.0;-7.0;19.0;13.0;10.0;14.0;63.0;24.0;10.0;16.0;25.0;82.0;39.0;19.0;-16.0;-5.0;9.0;18.0;26.0;14.0;5.0;52.0;20.0;-23.0;-11.0;11.0;-5.0;-15.0;-10.0;-5.0;6.0;-5.0;12.0;6.0;-8.0;-2.0;-2.0;-1.0;-47.0;-2.0;2.0;2.0;-6.0;34.0;25.0;58.0;100.0;68.0;29.0;19.0;12.0;3.0;-8.0;-11.0;9.0;-29.0;-39.0;-16.0;21.0;20.0;19.0;32.0;19.0;22.0;-11.0;43.0;44.0;1;11:30:00;-1;SCF;DUS
KOL X BCS 29-09-2019;4;2019-09-29;-10.0;64.0;39.0;60.0;39.0;26.0;51.0;29.0;22.0;64.0;35.0;-5.0;8.0;-11.0;-3.0;-4.0;-49.0;29.0;6.0;48.0;-33.0;-4.0;-3.0;-11.0;-14.0;-28.0;-4.0;-5.0;-24.0;-16.0;-9.0;-13.0;-11.0;-8.0;-6.0;6.0;-10.0;-2.0;-4.0;8.0;-12.0;-1.0;7.0;11.0;46.0;-3.0;26.0;63.0;8.0;13.0;9.0;25.0;31.0;27.0;15.0;-32.0;-26.0;-43.0;-29.0;-19.0;-32.0;-36.0;36.0;8.0;4.0;31.0;40.0;-9.0;43.0;24.0;7.0;6.0;4.0;10.0;3.0;7.0;29.0;28.0;37.0;23.0;-46.0;-17.0;-64.0;-35.0;-17.0;-21.0;-53.0;-34.0;-20.0;19.0;-12.0;-22.0;0;14:00:00;-1;BCS;KOL
BCS X DUS 04-10-2019;1;2019-10-04;9.0;44.0;26.0;89.0;78.0;37.0;20.0;-28.0;-8.0;-5.0;54.0;12.0;25.0;19.0;6.0;-6.0;-8.0;-11.0;-12.0;8.0;-39.0;-15.0;30.0;25.0;13.0;-52.0;-59.0;-33.0;-8.0;-5.0;1.0;61.0;34.0;22.0;23.0;43.0;25.0;-41.0;53.0;27.0;1.0;-2.0;-11.0;16.0;3.0;26.0;-7.0;-2.0;-2.0;-43.0;-28.0;-20.0;44.0;3.0;4.0;3.0;52.0;1.0;17.0;28.0;61.0;39.0;29.0;22.0;-24.0;-5.0;-15.0;35.0;-32.0;-33.0;-13.0;-36.0;-5.0;10.0;11.0;10.0;36.0;19.0;20.0;-16.0;-6.0;-16.0;-17.0;-28.0;-14.0;15.0;-9.0;-2.0;8.0;84.0;-14.0;-14.0;3;16:30:00;1;DUS;BCS
BLK X RBL 05-10-2019;1;2019-10-05;6.0;-10.0;-29.0;-11.0;5.0;25.0;8.0;-35.0;-23.0;15.0;33.0;9.0;24.0;57.0;75.0;51.0;63.0;39.0;2.0;3.0;12.0;7.0;-9.0;5.0;-18.0;-7.0;-23.0;-28.0;40.0;17.0;63.0;41.0;2.0;24.0;-10.0;-12.0;-18.0;-24.0;-13.0;-4.0;-39.0;-24.0;-27.0;-9.0;7.0;16.0;28.0;22.0;21.0;17.0;15.0;16.0;16.0;16.0;15.0;23.0;25.0;24.0;20.0;17.0;15.0;12.0;4.0;-6.0;31.0;42.0;26.0;7.0;14.0;8.0;4.0;-30.0;-3.0;-9.0;-12.0;-2.0;-5.0;-34.0;-21.0;-18.0;-3.0;6.0;-6.0;-11.0;21.0;8.0;20.0;12.0;8.0;-6.0;4.0;73.0;1;11:30:00;0;RBL;BLK
BAY X TSG 05-10-2019;2;2019-10-05;5.0;3.0;4.0;5.0;43.0;24.0;14.0;7.0;19.0;6.0;9.0;9.0;12.0;-15.0;-4.0;8.0;24.0;17.0;10.0;71.0;81.0;85.0;11.0;63.0;79.0;38.0;-35.0;30.0;14.0;10.0;15.0;14.0;32.0;12.0;-35.0;16.0;7.0;26.0;29.0;26.0;18.0;13.0;-20.0;8.0;4.0;7.0;4.0;5.0;34.0;-22.0;-22.0;-37.0;-12.0;-4.0;6.0;38.0;-22.0;31.0;42.0;27.0;24.0;12.0;10.0;-7.0;11.0;9.0;8.0;-13.0;41.0;31.0;39.0;39.0;74.0;88.0;57.0;53.0;35.0;-25.0;-10.0;-30.0;-13.0;13.0;20.0;48.0;35.0;57.0;47.0;43.0;64.0;-4.0;60.0;19.0;1;11:30:00;-1;TSG;BAY
