game;away_score;data;form_minute_-12;form_minute_-13;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
SPT X SAN 2017-10-19;1;2017-10-19;;;-10.0;16.0;17.0;12.0;31.0;15.0;27.0;39.0;16.0;2.0;40.0;-66.0;2.0;-4.0;-11.0;18.0;2.0;-5.0;-3.0;-3.0;-6.0;-5.0;-39.0;45.0;25.0;15.0;64.0;39.0;-50.0;108.0;85.0;68.0;48.0;-22.0;73.0;36.0;21.0;13.0;14.0;52.0;25.0;16.0;29.0;24.0;21.0;-91.0;14.0;9.0;5.0;4.0;8.0;11.0;2.0;27.0;17.0;21.0;-53.0;18.0;47.0;32.0;47.0;26.0;13.0;9.0;38.0;49.0;38.0;-27.0;1.0;-12.0;-6.0;-4.0;-1.0;2.0;4.0;9.0;7.0;1.0;-16.0;72.0;37.0;16.0;14.0;11.0;79.0;50.0;33.0;22.0;-23.0;25.0;3.0;5.0;1;21:00:00;0;SAN;SPT
VAS X CFC 2017-10-21;1;2017-10-21;;;-2.0;-10.0;4.0;9.0;8.0;34.0;14.0;7.0;62.0;31.0;10.0;-2.0;1.0;-11.0;-28.0;-14.0;38.0;-28.0;-13.0;-14.0;-9.0;23.0;3.0;13.0;11.0;2.0;-10.0;11.0;-4.0;-4.0;-6.0;3.0;3.0;13.0;17.0;7.0;1.0;26.0;16.0;1.0;0.0;-5.0;-1.0;-12.0;48.0;10.0;26.0;14.0;6.0;2.0;-4.0;23.0;49.0;27.0;9.0;24.0;8.0;-13.0;-4.0;-12.0;55.0;16.0;2.0;-4.0;-3.0;-84.0;-52.0;7.0;-33.0;-3.0;-7.0;-7.0;-48.0;-35.0;-23.0;-19.0;47.0;35.0;6.0;18.0;12.0;14.0;-19.0;-2.0;2.0;1.0;-1.0;-1.0;-1.0;5.0;-1.0;-35.0;1;17:00:00;0;CFC;VAS
CAP X SPT 2017-10-22;1;2017-10-22;;;-10.0;26.0;86.0;57.0;39.0;26.0;31.0;18.0;5.0;-5.0;-21.0;-5.0;-44.0;-31.0;-23.0;37.0;-29.0;19.0;6.0;2.0;28.0;15.0;-2.0;46.0;29.0;25.0;20.0;15.0;4.0;-38.0;-23.0;-11.0;-34.0;-30.0;-12.0;-1.0;11.0;16.0;52.0;2.0;0.0;11.0;53.0;59.0;43.0;-17.0;28.0;18.0;10.0;7.0;11.0;9.0;8.0;7.0;-18.0;-28.0;-8.0;25.0;43.0;59.0;36.0;18.0;4.0;-8.0;-10.0;-9.0;-2.0;-9.0;3.0;-73.0;-39.0;-20.0;-40.0;-46.0;33.0;8.0;27.0;20.0;7.0;-28.0;-7.0;-2.0;3.0;25.0;45.0;-31.0;-3.0;40.0;59.0;40.0;31.0;80.0;2;17:00:00;1;SPT;CAP
BAH X VIT 2017-10-22;1;2017-10-22;;;-7.0;12.0;12.0;13.0;16.0;13.0;14.0;14.0;14.0;14.0;12.0;5.0;10.0;39.0;27.0;19.0;-21.0;-5.0;9.0;4.0;5.0;4.0;4.0;1.0;-1.0;-1.0;-1.0;10.0;-33.0;-21.0;-12.0;-6.0;6.0;8.0;3.0;8.0;46.0;26.0;74.0;-4.0;0.0;21.0;82.0;49.0;24.0;11.0;9.0;-6.0;-11.0;-17.0;-2.0;8.0;11.0;15.0;34.0;29.0;13.0;16.0;8.0;-31.0;-18.0;-12.0;-8.0;-5.0;-1.0;5.0;-7.0;10.0;-4.0;-74.0;-70.0;-49.0;-25.0;-16.0;69.0;38.0;21.0;10.0;9.0;3.0;-6.0;-2.0;-4.0;-100.0;-68.0;-45.0;-30.0;-26.0;137.0;11.0;72.0;-20.0;2;17:00:00;1;VIT;BAH
CRU X CAM 2017-10-22;3;2017-10-22;;;5.0;-17.0;-5.0;-2.0;-20.0;-11.0;-3.0;-25.0;22.0;6.0;10.0;7.0;4.0;-12.0;-1.0;35.0;19.0;12.0;8.0;30.0;60.0;31.0;9.0;14.0;79.0;42.0;19.0;33.0;19.0;-31.0;-8.0;-7.0;-28.0;-6.0;-23.0;-7.0;25.0;15.0;5.0;-1.0;-10.0;-17.0;-13.0;-10.0;-7.0;2.0;4.0;-12.0;-10.0;-10.0;36.0;23.0;-25.0;16.0;41.0;16.0;-24.0;23.0;-86.0;-36.0;-17.0;-7.0;-2.0;7.0;-73.0;-38.0;-20.0;-11.0;-9.0;8.0;19.0;13.0;10.0;58.0;37.0;28.0;64.0;34.0;-4.0;12.0;-79.0;-33.0;-19.0;-6.0;5.0;10.0;9.0;1.0;-10.0;3.0;-34.0;60.0;1;17:00:00;-1;CAM;CRU
GRE X PAL 2017-10-22;3;2017-10-22;;;-5.0;0.0;-1.0;-7.0;6.0;1.0;-2.0;-1.0;4.0;-22.0;25.0;-5.0;11.0;10.0;9.0;15.0;5.0;-3.0;-3.0;-4.0;-5.0;-30.0;-2.0;-40.0;-31.0;31.0;8.0;7.0;3.0;-3.0;18.0;11.0;-28.0;-1.0;23.0;8.0;1.0;-6.0;-36.0;-6.0;-70.0;-9.0;27.0;-74.0;-34.0;-7.0;-18.0;-10.0;-7.0;1.0;-5.0;-100.0;-68.0;-40.0;-23.0;-15.0;6.0;-2.0;-3.0;29.0;13.0;11.0;-77.0;-37.0;-21.0;-9.0;-9.0;0.0;-4.0;-5.0;-6.0;-8.0;-8.0;-8.0;-33.0;-22.0;-46.0;72.0;-5.0;23.0;17.0;5.0;-31.0;-20.0;-11.0;-7.0;-4.0;-1.0;-1.0;-2.0;-1.0;45.0;1;17:00:00;-1;PAL;GRE
SAN X ATG 2017-10-22;0;2017-10-22;;;7.0;-8.0;-2.0;9.0;9.0;11.0;46.0;31.0;22.0;67.0;43.0;6.0;32.0;18.0;15.0;9.0;10.0;9.0;7.0;5.0;4.0;-4.0;7.0;-70.0;151.0;61.0;37.0;22.0;-30.0;-10.0;32.0;64.0;7.0;-6.0;25.0;-32.0;-16.0;37.0;11.0;-29.0;-30.0;-49.0;-36.0;33.0;9.0;5.0;8.0;-19.0;32.0;41.0;-47.0;-54.0;-74.0;-30.0;-23.0;32.0;5.0;14.0;5.0;-7.0;-7.0;-36.0;-18.0;48.0;33.0;26.0;23.0;12.0;12.0;71.0;40.0;16.0;7.0;12.0;-3.0;-3.0;-6.0;-10.0;2.0;-14.0;-11.0;-9.0;-37.0;58.0;18.0;8.0;2.0;4.0;57.0;-19.0;39.0;90.0;1;17:00:00;1;ATG;SAN
SPO X FLA 2017-10-22;0;2017-10-22;;;3.0;6.0;13.0;12.0;12.0;100.0;68.0;37.0;54.0;37.0;36.0;3.0;24.0;-18.0;-9.0;-7.0;-48.0;-56.0;-40.0;-16.0;-13.0;-8.0;4.0;59.0;32.0;13.0;6.0;1.0;-5.0;-10.0;-7.0;-6.0;-6.0;4.0;73.0;39.0;21.0;10.0;-13.0;-12.0;;-20.0;-16.0;-12.0;-35.0;5.0;-23.0;-16.0;-13.0;-11.0;-8.0;-8.0;-33.0;-22.0;-16.0;-12.0;5.0;-55.0;-63.0;-35.0;-24.0;-18.0;-10.0;-7.0;32.0;12.0;4.0;5.0;-4.0;-3.0;-4.0;-1.0;1.0;-14.0;-8.0;-4.0;-7.0;-9.0;5.0;-34.0;-25.0;-24.0;-44.0;-25.0;-12.0;-6.0;6.0;-30.0;-15.0;-3.0;-8.0;-135.0;2;17:00:00;1;FLA;SPO
CHA X FLU 2017-10-22;0;2017-10-22;;;-5.0;-8.0;-11.0;-34.0;-27.0;50.0;26.0;20.0;13.0;-41.0;-23.0;-7.0;-9.0;-6.0;22.0;14.0;6.0;1.0;-5.0;-7.0;-38.0;-27.0;-34.0;-15.0;46.0;22.0;6.0;-35.0;-16.0;-18.0;-45.0;-36.0;-39.0;45.0;-22.0;-7.0;-7.0;-9.0;-10.0;11.0;40.0;7.0;66.0;67.0;34.0;41.0;13.0;3.0;-6.0;-9.0;-9.0;7.0;2.0;12.0;33.0;11.0;17.0;2.0;37.0;10.0;-6.0;-11.0;-12.0;-15.0;-5.0;9.0;18.0;2.0;6.0;-6.0;-6.0;-14.0;-30.0;-77.0;-69.0;-38.0;-25.0;-20.0;-8.0;-14.0;-13.0;-14.0;-19.0;-74.0;-41.0;-21.0;-15.0;-11.0;-5.0;-7.0;-12.0;-40.0;2;19:00:00;1;FLU;CHA
PON X AVA 2017-10-22;2;2017-10-22;;;-10.0;-27.0;-12.0;-2.0;32.0;17.0;15.0;33.0;55.0;55.0;31.0;-6.0;-20.0;12.0;32.0;72.0;50.0;27.0;15.0;4.0;-21.0;-13.0;-8.0;-8.0;-30.0;41.0;15.0;9.0;14.0;10.0;-71.0;-10.0;-6.0;-1.0;75.0;36.0;13.0;-24.0;53.0;33.0;-5.0;-25.0;6.0;52.0;37.0;33.0;18.0;11.0;-18.0;-3.0;7.0;8.0;-20.0;6.0;36.0;61.0;16.0;65.0;35.0;20.0;9.0;12.0;4.0;7.0;9.0;10.0;40.0;-23.0;28.0;46.0;67.0;14.0;10.0;40.0;82.0;100.0;79.0;17.0;-85.0;18.0;27.0;47.0;38.0;25.0;45.0;31.0;37.0;17.0;16.0;-47.0;11.0;0.0;1;19:00:00;-1;AVA;PON
BOT X COR 2017-10-23;1;2017-10-23;;;-10.0;-5.0;-2.0;1.0;1.0;1.0;35.0;-29.0;-14.0;-13.0;-30.0;-14.0;-12.0;5.0;5.0;8.0;11.0;4.0;24.0;44.0;19.0;5.0;-1.0;-7.0;-5.0;6.0;-3.0;-38.0;-20.0;46.0;22.0;16.0;41.0;35.0;28.0;47.0;65.0;36.0;11.0;44.0;;21.0;7.0;1.0;-5.0;20.0;6.0;6.0;-11.0;95.0;48.0;22.0;-51.0;-26.0;-32.0;20.0;10.0;-5.0;-77.0;-45.0;-27.0;-19.0;-12.0;29.0;14.0;7.0;-32.0;-28.0;-22.0;-16.0;-11.0;54.0;28.0;16.0;8.0;100.0;96.0;55.0;-12.0;31.0;12.0;-6.0;-16.0;-40.0;-29.0;-22.0;-20.0;-13.0;-8.0;-9.0;-6.0;5.0;2;20:00:00;1;COR;BOT
SPO X SAN 2017-10-28;1;2017-10-28;;;-10.0;2.0;-1.0;19.0;44.0;23.0;18.0;14.0;80.0;37.0;14.0;-18.0;-8.0;-8.0;77.0;43.0;-27.0;3.0;1.0;34.0;9.0;11.0;-17.0;-9.0;22.0;6.0;7.0;6.0;-93.0;-50.0;-2.0;3.0;-3.0;48.0;8.0;-33.0;-14.0;-10.0;-6.0;60.0;55.0;36.0;-24.0;2.0;6.0;14.0;3.0;3.0;6.0;6.0;11.0;9.0;-8.0;-3.0;-4.0;3.0;14.0;-3.0;38.0;16.0;-10.0;-5.0;-5.0;-14.0;-11.0;27.0;9.0;13.0;7.0;-30.0;-58.0;-36.0;-25.0;-17.0;-5.0;3.0;-2.0;28.0;13.0;15.0;6.0;56.0;77.0;36.0;20.0;10.0;-2.0;-25.0;-16.0;13.0;-11.0;60.0;2;17:00:00;1;SAN;SPO
FLA X VAS 2017-10-28;0;2017-10-28;;;5.0;-20.0;-16.0;-10.0;-6.0;-2.0;-2.0;2.0;2.0;7.0;39.0;2.0;23.0;33.0;19.0;14.0;-23.0;-6.0;27.0;8.0;2.0;-7.0;-22.0;-8.0;29.0;17.0;9.0;-27.0;-15.0;-20.0;-16.0;-13.0;-4.0;-9.0;4.0;5.0;14.0;14.0;19.0;7.0;;9.0;7.0;1.0;8.0;-3.0;6.0;7.0;7.0;13.0;2.0;-6.0;-7.0;35.0;14.0;7.0;-3.0;7.0;2.0;-7.0;-21.0;24.0;9.0;8.0;13.0;14.0;12.0;-2.0;12.0;12.0;12.0;12.0;100.0;69.0;68.0;73.0;46.0;22.0;-10.0;15.0;10.0;11.0;39.0;21.0;16.0;13.0;11.0;8.0;-16.0;-33.0;29.0;105.0;0;19:00:00;0;VAS;FLA
CAP X CHA 2017-10-28;0;2017-10-28;-47.0;-80.0;-18.0;10.0;56.0;43.0;30.0;14.0;4.0;-4.0;-54.0;-27.0;-6.0;-2.0;-13.0;40.0;26.0;21.0;17.0;22.0;36.0;23.0;16.0;11.0;13.0;8.0;5.0;5.0;10.0;18.0;17.0;37.0;28.0;22.0;18.0;10.0;17.0;79.0;53.0;66.0;29.0;3.0;0.0;4.0;5.0;5.0;6.0;16.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;13.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;11.0;6.0;6.0;6.0;6.0;6.0;6.0;100.0;66.0;37.0;19.0;14.0;9.0;-5.0;-5.0;-5.0;-5.0;-5.0;-5.0;-5.0;-25.0;-12.0;9.0;3.0;10.0;0;21:00:00;0;CHA;CAP
CAM X BOT 2017-10-29;0;2017-10-29;;;10.0;-8.0;32.0;11.0;8.0;5.0;6.0;4.0;-27.0;-44.0;-27.0;-21.0;-17.0;-51.0;-57.0;-27.0;-16.0;30.0;10.0;3.0;-6.0;-7.0;-1.0;6.0;3.0;30.0;56.0;27.0;19.0;14.0;-8.0;-11.0;13.0;33.0;9.0;11.0;13.0;13.0;11.0;-2.0;35.0;-1.0;-2.0;-2.0;-2.0;35.0;27.0;20.0;33.0;26.0;20.0;14.0;38.0;29.0;20.0;19.0;26.0;39.0;24.0;42.0;24.0;18.0;38.0;27.0;13.0;7.0;4.0;10.0;-6.0;28.0;17.0;12.0;5.0;6.0;-43.0;-21.0;-10.0;-8.0;-22.0;-7.0;3.0;-1.0;5.0;32.0;49.0;63.0;48.0;34.0;29.0;-14.0;46.0;-5.0;0;17:00:00;0;BOT;CAM
FLU X BAH 2017-10-29;1;2017-10-29;;;10.0;13.0;9.0;12.0;39.0;21.0;-65.0;-27.0;-12.0;-6.0;4.0;19.0;-11.0;4.0;4.0;5.0;7.0;14.0;6.0;4.0;3.0;28.0;-72.0;16.0;9.0;21.0;93.0;54.0;32.0;19.0;10.0;1.0;6.0;-28.0;10.0;11.0;12.0;37.0;27.0;59.0;55.0;-1.0;-1.0;-1.0;-1.0;-9.0;0.0;5.0;9.0;12.0;14.0;13.0;17.0;15.0;28.0;-45.0;-31.0;-16.0;-11.0;-13.0;-10.0;5.0;-16.0;-4.0;5.0;10.0;15.0;-13.0;14.0;12.0;11.0;10.0;9.0;9.0;9.0;9.0;10.0;10.0;7.0;10.0;40.0;58.0;39.0;27.0;20.0;14.0;25.0;24.0;19.0;6.0;10.0;30.0;1;17:00:00;0;BAH;FLU
PON X COR 2017-10-29;0;2017-10-29;;;10.0;12.0;12.0;40.0;27.0;13.0;1.0;-7.0;-17.0;-14.0;-13.0;6.0;-31.0;-22.0;-17.0;-14.0;-43.0;28.0;5.0;31.0;59.0;58.0;10.0;28.0;12.0;-5.0;-7.0;-12.0;-100.0;-87.0;-22.0;-13.0;-3.0;-6.0;81.0;48.0;25.0;14.0;7.0;-1.0;0.0;-6.0;-9.0;-51.0;-36.0;6.0;-66.0;-73.0;-48.0;-29.0;-22.0;-14.0;-5.0;-7.0;-8.0;36.0;4.0;13.0;2.0;-10.0;-4.0;-10.0;-10.0;-30.0;-22.0;-23.0;-13.0;4.0;-8.0;-13.0;-48.0;-28.0;-16.0;-35.0;-25.0;-9.0;-2.0;3.0;3.0;5.0;1.0;-4.0;-35.0;-25.0;-18.0;-29.0;-20.0;-18.0;-14.0;11.0;-71.0;-40.0;1;17:00:00;1;COR;PON
SPT X CFC 2017-10-29;4;2017-10-29;;;-8.0;-24.0;-19.0;-39.0;-61.0;-35.0;42.0;95.0;68.0;57.0;35.0;-11.0;-38.0;-8.0;-1.0;5.0;50.0;37.0;90.0;55.0;40.0;28.0;-11.0;100.0;83.0;47.0;25.0;14.0;-1.0;55.0;31.0;12.0;5.0;7.0;-82.0;-85.0;-44.0;46.0;17.0;56.0;0.0;2.0;7.0;5.0;23.0;-1.0;-40.0;-14.0;-8.0;-9.0;33.0;30.0;-21.0;-21.0;-32.0;-22.0;2.0;-14.0;25.0;35.0;100.0;58.0;38.0;19.0;-27.0;-41.0;-30.0;-104.0;-19.0;-38.0;-23.0;-14.0;-10.0;-8.0;78.0;81.0;40.0;-113.0;-55.0;-49.0;-32.0;-14.0;43.0;31.0;21.0;15.0;11.0;11.0;63.0;-23.0;38.0;-70.0;3;18:00:00;-1;CFC;SPT
VIT X ATG 2017-10-29;1;2017-10-29;;;-10.0;-3.0;-77.0;-39.0;-17.0;-4.0;7.0;14.0;-16.0;54.0;34.0;-6.0;23.0;12.0;15.0;31.0;23.0;14.0;14.0;78.0;50.0;100.0;-3.0;66.0;45.0;32.0;65.0;39.0;20.0;4.0;-33.0;-65.0;-38.0;-9.0;-16.0;27.0;18.0;24.0;14.0;-1.0;30.0;-2.0;-4.0;19.0;8.0;-9.0;3.0;-2.0;19.0;8.0;5.0;4.0;33.0;24.0;14.0;9.0;-8.0;6.0;42.0;-25.0;6.0;5.0;9.0;30.0;100.0;64.0;100.0;-8.0;74.0;22.0;2.0;-2.0;64.0;62.0;26.0;15.0;9.0;50.0;-5.0;32.0;19.0;11.0;11.0;13.0;12.0;12.0;52.0;35.0;65.0;5.0;85.0;-10.0;1;18:00:00;0;ATG;VIT
AVA X GRE 2017-10-29;2;2017-10-29;;;-4.0;3.0;3.0;-48.0;-62.0;-37.0;-22.0;-41.0;-23.0;-13.0;-15.0;-5.0;-6.0;8.0;5.0;45.0;33.0;46.0;-41.0;-14.0;-9.0;6.0;-12.0;51.0;31.0;22.0;16.0;12.0;26.0;13.0;-83.0;-39.0;-18.0;-2.0;-14.0;-9.0;-2.0;-1.0;5.0;5.0;0.0;26.0;20.0;31.0;18.0;2.0;-14.0;-17.0;-11.0;-9.0;-1.0;24.0;24.0;13.0;7.0;22.0;6.0;-11.0;6.0;3.0;100.0;93.0;90.0;57.0;58.0;29.0;11.0;5.0;-4.0;-7.0;-11.0;-13.0;-4.0;-4.0;-9.0;28.0;10.0;38.0;5.0;18.0;16.0;2.0;-28.0;23.0;40.0;45.0;24.0;17.0;14.0;4.0;51.0;-25.0;2;19:00:00;0;GRE;AVA
PAL X CRU 2017-10-30;2;2017-10-30;;;-10.0;-1.0;3.0;9.0;6.0;-5.0;1.0;-4.0;19.0;12.0;11.0;-12.0;5.0;1.0;-2.0;-15.0;-6.0;4.0;3.0;10.0;14.0;16.0;-9.0;19.0;17.0;11.0;57.0;35.0;22.0;100.0;87.0;84.0;77.0;-7.0;44.0;35.0;39.0;19.0;3.0;1.0;15.0;1.0;1.0;1.0;-60.0;-6.0;-28.0;-11.0;41.0;26.0;-24.0;7.0;8.0;8.0;11.0;52.0;-35.0;74.0;42.0;22.0;35.0;10.0;-78.0;-46.0;-24.0;-18.0;-53.0;-20.0;48.0;85.0;57.0;35.0;25.0;53.0;52.0;97.0;59.0;41.0;-15.0;43.0;25.0;11.0;48.0;59.0;85.0;100.0;79.0;41.0;20.0;-6.0;40.0;85.0;2;20:00:00;0;CRU;PAL
SAN X CAM 2017-11-04;1;2017-11-04;;;-10.0;13.0;35.0;23.0;15.0;4.0;30.0;26.0;40.0;49.0;59.0;-3.0;29.0;24.0;12.0;59.0;35.0;44.0;23.0;6.0;-2.0;-29.0;33.0;-27.0;-14.0;-12.0;-11.0;-4.0;-6.0;6.0;31.0;13.0;13.0;42.0;34.0;18.0;7.0;3.0;39.0;20.0;60.0;7.0;9.0;10.0;5.0;23.0;2.0;-36.0;-100.0;-58.0;-27.0;-29.0;33.0;16.0;8.0;9.0;23.0;6.0;5.0;98.0;54.0;25.0;13.0;6.0;-24.0;-20.0;-17.0;19.0;-26.0;-22.0;-22.0;-59.0;-21.0;-14.0;-11.0;-9.0;-10.0;-84.0;35.0;-27.0;53.0;19.0;9.0;4.0;-8.0;-9.0;-3.0;24.0;7.0;24.0;3.0;-50.0;3;17:00:00;1;CAM;SAN
ATG X SPO 2017-11-04;1;2017-11-04;;;5.0;-6.0;-5.0;3.0;2.0;4.0;3.0;3.0;-4.0;50.0;-31.0;7.0;-12.0;-11.0;-10.0;-88.0;-43.0;-32.0;-26.0;-13.0;-1.0;-6.0;-5.0;-33.0;-19.0;-12.0;-8.0;-6.0;-3.0;-3.0;-18.0;-18.0;-12.0;-5.0;24.0;17.0;10.0;4.0;1.0;-8.0;-5.0;-36.0;-20.0;-5.0;7.0;-6.0;2.0;-6.0;-5.0;35.0;11.0;-7.0;-7.0;-9.0;-39.0;-34.0;-13.0;-17.0;-6.0;34.0;-32.0;6.0;-54.0;-31.0;-20.0;-7.0;-2.0;-13.0;15.0;10.0;2.0;2.0;3.0;4.0;5.0;31.0;20.0;14.0;-12.0;20.0;9.0;-5.0;-5.0;-8.0;-10.0;-10.0;-10.0;-4.0;7.0;-14.0;1.0;-25.0;0;19:00:00;-1;SPO;ATG
BOT X FLU 2017-11-04;2;2017-11-04;;;-3.0;-34.0;-16.0;-6.0;-3.0;18.0;9.0;-32.0;-22.0;-20.0;18.0;113.0;-8.0;-2.0;1.0;-20.0;-11.0;-5.0;-2.0;-20.0;-9.0;-10.0;59.0;-4.0;-6.0;-7.0;-9.0;-9.0;-9.0;-9.0;-9.0;-8.0;-69.0;23.0;-39.0;-27.0;-50.0;-33.0;-49.0;-38.0;-30.0;-3.0;-33.0;-88.0;-45.0;10.0;-5.0;3.0;-28.0;-8.0;-3.0;-1.0;3.0;-25.0;-12.0;31.0;-9.0;9.0;-5.0;-34.0;-22.0;-19.0;-15.0;-12.0;-8.0;-13.0;-41.0;-14.0;-22.0;-10.0;13.0;9.0;8.0;-5.0;-5.0;-3.0;-1.0;-8.0;-13.0;-12.0;-14.0;-7.0;-3.0;-1.0;1.0;1.0;-5.0;-73.0;-39.0;-12.0;-19.0;10.0;1;19:00:00;-1;FLU;BOT
CFC X AVA 2017-11-04;0;2017-11-04;;;-10.0;-2.0;-26.0;-20.0;37.0;15.0;9.0;3.0;-8.0;63.0;31.0;-7.0;23.0;16.0;42.0;22.0;15.0;11.0;8.0;-39.0;-26.0;-20.0;-2.0;-14.0;-11.0;-4.0;-3.0;-23.0;-19.0;-13.0;-10.0;-3.0;-7.0;4.0;-5.0;-5.0;79.0;42.0;29.0;7.0;;-5.0;-7.0;4.0;-2.0;4.0;-2.0;-2.0;74.0;40.0;22.0;12.0;34.0;22.0;45.0;50.0;6.0;-32.0;-60.0;-34.0;-20.0;-12.0;22.0;20.0;-14.0;-8.0;-52.0;4.0;-30.0;108.0;56.0;36.0;47.0;24.0;2.0;-4.0;-25.0;-20.0;27.0;-43.0;-31.0;-24.0;-15.0;-6.0;3.0;3.0;80.0;55.0;35.0;4.0;21.0;;4;21:00:00;1;AVA;CFC
COR X PAL 2017-11-05;2;2017-11-05;;;10.0;24.0;17.0;11.0;31.0;58.0;32.0;50.0;31.0;20.0;13.0;-34.0;3.0;-4.0;3.0;3.0;-2.0;0.0;0.0;5.0;77.0;71.0;-49.0;100.0;100.0;59.0;23.0;-27.0;-25.0;-100.0;-72.0;-40.0;73.0;-24.0;27.0;26.0;-38.0;-20.0;-25.0;-22.0;-35.0;-4.0;-5.0;-1.0;18.0;-13.0;7.0;42.0;-28.0;-8.0;-8.0;8.0;3.0;-3.0;-3.0;1.0;-3.0;-10.0;-10.0;-5.0;-2.0;2.0;1.0;-4.0;2.0;-5.0;-100.0;30.0;-66.0;55.0;3.0;-36.0;-17.0;-20.0;-21.0;-21.0;21.0;6.0;64.0;-5.0;-10.0;-14.0;-34.0;-24.0;-53.0;-40.0;-27.0;-29.0;-21.0;62.0;-34.0;-90.0;3;17:00:00;1;PAL;COR
CRU X CAP 2017-11-05;0;2017-11-05;;;-10.0;41.0;21.0;9.0;2.0;49.0;30.0;21.0;10.0;6.0;5.0;-5.0;3.0;7.0;-20.0;-11.0;-4.0;-25.0;-22.0;-5.0;8.0;39.0;-2.0;31.0;24.0;15.0;13.0;15.0;62.0;15.0;-11.0;-3.0;-29.0;26.0;-29.0;73.0;31.0;16.0;8.0;12.0;-5.0;-61.0;-36.0;-22.0;-13.0;15.0;-8.0;30.0;20.0;15.0;17.0;13.0;8.0;43.0;64.0;36.0;10.0;19.0;30.0;13.0;18.0;34.0;24.0;11.0;5.0;-2.0;-10.0;7.0;-30.0;-72.0;-46.0;-31.0;-22.0;-20.0;-46.0;-55.0;-36.0;-24.0;10.0;-42.0;-28.0;-20.0;25.0;12.0;4.0;12.0;-22.0;59.0;12.0;34.0;11.0;-5.0;1;17:00:00;1;CAP;CRU
GRE X FLA 2017-11-05;1;2017-11-05;;;0.0;6.0;8.0;9.0;2.0;5.0;50.0;34.0;20.0;-25.0;-19.0;0.0;-19.0;-16.0;-9.0;-26.0;-18.0;-38.0;-24.0;-47.0;-23.0;-10.0;-2.0;-1.0;3.0;6.0;6.0;6.0;-38.0;-21.0;-14.0;-15.0;-13.0;-1.0;-8.0;5.0;64.0;46.0;30.0;46.0;;35.0;-73.0;-31.0;-15.0;1.0;-7.0;5.0;9.0;39.0;29.0;38.0;27.0;16.0;27.0;15.0;-2.0;7.0;4.0;1.0;5.0;6.0;8.0;9.0;-5.0;-5.0;37.0;-9.0;26.0;97.0;100.0;69.0;35.0;17.0;1.0;5.0;-51.0;-25.0;-1.0;-10.0;-2.0;5.0;84.0;43.0;19.0;48.0;25.0;6.0;1.0;5.0;2.0;-40.0;3;17:00:00;1;FLA;GRE
BAH X PON 2017-11-05;0;2017-11-05;;;10.0;-5.0;-6.0;7.0;9.0;11.0;7.0;11.0;10.0;10.0;7.0;-43.0;35.0;14.0;4.0;-4.0;2.0;8.0;35.0;100.0;67.0;69.0;-9.0;44.0;23.0;6.0;2.0;1.0;-5.0;-7.0;-9.0;-10.0;-15.0;-1.0;-36.0;-28.0;48.0;16.0;6.0;-9.0;-55.0;-30.0;-41.0;-22.0;-30.0;-1.0;48.0;100.0;60.0;25.0;12.0;-4.0;-40.0;-17.0;-4.0;4.0;1.0;3.0;7.0;7.0;85.0;27.0;9.0;14.0;10.0;42.0;28.0;-6.0;19.0;12.0;9.0;4.0;4.0;54.0;36.0;-26.0;-8.0;-6.0;-24.0;-3.0;-3.0;-1.0;-1.0;-1.0;-2.0;-2.0;-2.0;-2.0;-2.0;-12.0;-2.0;70.0;2;18:00:00;1;PON;BAH
