game;addedTime;id;incidentClass;incidentType;injury;isHome;playerIn;playerOut;time
FLA X CAM 2017-05-13;;118583290;;substitution;;True;{'name': 'Vinícius Júnior', 'slug': 'vinicius-junior', 'shortName': 'V. Júnior', 'position': 'F', 'userCount': 44644, 'id': 868812};{'name': 'Orlando Berrío', 'slug': 'orlando-berrio', 'shortName': 'O. Berrío', 'position': 'M', 'userCount': 768, 'id': 285849};82
FLA X CAM 2017-05-13;;118583293;;substitution;;False;{'name': 'Maicosuel', 'slug': 'maicosuel', 'shortName': 'Maicosuel', 'position': 'M', 'userCount': 74, 'id': 33130};{'name': 'Robinho', 'slug': 'robinho', 'shortName': 'Robinho', 'position': 'F', 'userCount': 1859, 'id': 11813};80
FLA X CAM 2017-05-13;;118583292;;substitution;;False;{'name': 'Rafael Moura', 'slug': 'rafael-moura', 'shortName': 'R. Moura', 'position': 'F', 'userCount': 140, 'id': 23395};{'name': 'Fred', 'slug': 'fred', 'shortName': 'Fred', 'position': 'F', 'userCount': 961, 'id': 12764};80
FLA X CAM 2017-05-13;;118583289;;substitution;;True;{'name': 'Ederson', 'slug': 'ederson', 'shortName': 'Ederson', 'position': 'M', 'userCount': 62, 'id': 3273};{'name': 'Miguel Trauco', 'slug': 'miguel-trauco', 'shortName': 'M. Trauco', 'position': 'D', 'userCount': 1397, 'id': 247665};75
FLA X CAM 2017-05-13;;118583288;;substitution;;True;{'name': 'Renê', 'slug': 'rene', 'shortName': 'Renê', 'position': 'D', 'userCount': 784, 'id': 243113};{'name': 'Matheus Sávio', 'slug': 'matheus-savio', 'shortName': 'M. Sávio', 'position': 'M', 'userCount': 201, 'id': 795034};60
FLA X CAM 2017-05-13;;118583291;;substitution;;False;{'name': 'Juan Cazares', 'slug': 'juan-cazares', 'shortName': 'J. Cazares', 'position': 'M', 'userCount': 720, 'id': 158411};{'name': 'Rómulo Otero', 'slug': 'romulo-otero', 'shortName': 'R. Otero', 'position': 'M', 'userCount': 720, 'id': 845323};46
COR X CHA 2017-05-13;;118583395;;substitution;;False;{'name': 'Neném', 'slug': 'nenem', 'shortName': 'Neném', 'position': 'M', 'userCount': 11, 'id': 551340};{'name': 'Rossi', 'slug': 'rossi', 'shortName': 'Rossi', 'position': 'M', 'userCount': 184, 'id': 243425};85
COR X CHA 2017-05-13;;118583394;;substitution;;False;{'name': 'Nadson', 'slug': 'nadson', 'shortName': 'Nadson', 'position': 'M', 'userCount': 15, 'id': 243423};{'name': 'Luiz Antônio', 'slug': 'luiz-antonio', 'shortName': 'L. Antônio', 'position': 'M', 'userCount': 63, 'id': 166487};78
COR X CHA 2017-05-13;;118583392;;substitution;;True;{'name': 'Colin Kazim-Richards', 'slug': 'colin-kazim-richards', 'shortName': 'C. Kazim-Richards', 'position': 'F', 'userCount': 154, 'id': 30134};{'name': 'Gabriel Girotto', 'slug': 'gabriel-girotto', 'shortName': 'G. Girotto', 'position': 'M', 'userCount': 343, 'id': 242052};78
COR X CHA 2017-05-13;;118583393;;substitution;;False;{'name': 'Osman', 'slug': 'osman', 'shortName': 'Osman', 'position': 'M', 'userCount': 33, 'id': 839772};{'name': 'Wellington Paulista', 'slug': 'wellington-paulista', 'shortName': 'W. Paulista', 'position': 'F', 'userCount': 282, 'id': 29106};75
