game;accuratePass;aerialDuels;challengeLost;disabled;fouls;goalAssist;goals;goodHighClaim;groundDuels;id;interceptionWon;keyPass;minutesPlayed;name;national;offsides;outfielderBlock;position;possessionLost;punches;rating;runsOut;saves;shortName;shotsBlocked;shotsOffTarget;shotsOnTarget;slug;team;team_id;team_name;totalClearance;totalContest;totalCross;totalDuels;totalLongBalls;totalPass;totalTackle;touches;wasFouled
SPO X BOT 2019-04-27;28 (80%);3 (2);1;False;4;;1;;9 (5);551478;0;0;90';Hudson;False;;1;M;7;;7.5;;;Hudson;0;0;1;sao-paulo;SPO;1981;São Paulo;1;2 (2);0 (0);12 (7);4 (4);28 (80%);2;48;1
SPO X BOT 2019-04-27;27 (75%);2 (0);1;False;0;1;;;11 (7);958380;1;1;90';Antony Santos;False;;0;M;17;;7.4;;;Antony;0;0;0;sao-paulo;SPO;1981;São Paulo;1;4 (2);3 (1);13 (7);1 (0);27 (75%);3;56;2
SPO X BOT 2019-04-27;5 (35%);0 (0);;False;0;;;1;0 (0);243509;0;1;90';Tiago Volpi;False;;0;G;;2;7.4;0 (0);2;T. Volpi;0;0;0;sao-paulo;SPO;1981;São Paulo;2;0 (0);0 (0);0 (0);11 (2);5 (35%);0;27;0
SPO X BOT 2019-04-27;118 (92%);4 (3);1;;0;;;;5 (3);559194;1;0;90';Gabriel;False;;1;D;10;;7.1;;;Gabriel;1;0;0;botafogo;BOT;1958;Botafogo;6;0 (0);0 (0);9 (6);9 (8);118 (92%);3;145;0
SPO X BOT 2019-04-27;5 (83%);1 (0);;False;2;;;;8 (3);32164;1;1;76';Alexandre Pato;False;2;3;F;8;;7.1;;;A. Pato;1;0;0;sao-paulo;SPO;1981;São Paulo;0;3 (2);1 (0);9 (3);0 (0);5 (83%);1;23;0
SPO X BOT 2019-04-27;80 (93%);0 (0);2;;2;;;;18 (11);850478;0;0;77';Gustavo Bochecha;False;;0;M;11;;7.0;;;G. Bochecha;0;0;0;botafogo;BOT;1958;Botafogo;1;0 (0);0 (0);18 (11);3 (2);80 (93%);7;107;4
SPO X BOT 2019-04-27;4 (100%);1 (1);;False;0;1;;;0 (0);34335;0;1;26';Hernanes;False;;0;M;1;;7.0;;;Hernanes;0;0;1;sao-paulo;SPO;1981;São Paulo;1;0 (0);0 (0);1 (1);0 (0);4 (100%);0;7;0
SPO X BOT 2019-04-27;84 (88%);3 (1);1;;0;;;;3 (2);33539;0;0;90';Cícero;False;;1;M;11;;6.9;;;Cícero;1;0;1;botafogo;BOT;1958;Botafogo;1;0 (0);0 (0);6 (3);4 (4);84 (88%);0;105;2
SPO X BOT 2019-04-27;1 (50%);1 (0);;False;0;;;;2 (2);931472;0;0;14';Jonas Toró;False;;0;F;1;;6.8;;;J. Toró;0;1;0;sao-paulo;SPO;1981;São Paulo;0;1 (1);0 (0);3 (2);0 (0);1 (50%);0;5;1
SPO X BOT 2019-04-27;23 (71%);3 (2);1;False;2;;;;5 (1);338937;1;0;90';Robert Arboleda;False;;2;D;10;;6.8;;;R. Arboleda;0;0;0;sao-paulo;SPO;1981;São Paulo;3;0 (0);0 (0);8 (3);3 (0);23 (71%);1;40;0
SPO X BOT 2019-04-27;11 (55%);1 (0);;False;2;;;;4 (2);243109;0;0;90';Reinaldo;False;;0;D;16;;6.8;;;Reinaldo;0;0;0;sao-paulo;SPO;1981;São Paulo;2;0 (0);4 (0);5 (2);4 (1);11 (55%);2;41;0
SPO X BOT 2019-04-27;10 (66%);0 (0);;False;3;;;;2 (0);551810;0;1;90';Bruno Alves;False;;0;D;6;;6.7;;;B. Alves;0;0;0;sao-paulo;SPO;1981;São Paulo;4;0 (0);0 (0);2 (0);2 (0);10 (66%);0;23;0
SPO X BOT 2019-04-27;18 (78%);0 (0);1;;1;;;;8 (6);330065;1;0;90';Erik;False;;0;F;8;;6.7;;;Erik;0;0;0;botafogo;BOT;1958;Botafogo;0;0 (0);0 (0);8 (6);0 (0);18 (78%);2;33;4
SPO X BOT 2019-04-27;54 (85%);1 (0);1;;1;;;;8 (5);158557;1;1;77';João Paulo;False;;0;M;12;;6.7;;;J. Paulo;2;0;0;botafogo;BOT;1958;Botafogo;0;0 (0);2 (1);9 (5);3 (0);54 (85%);2;77;3
SPO X BOT 2019-04-27;11 (64%);0 (0);;False;4;;1;;6 (1);76526;0;0;90';Éverton Cardoso;False;;0;M;10;;6.7;;;É. Cardoso;0;0;1;sao-paulo;SPO;1981;São Paulo;0;2 (1);0 (0);6 (1);2 (1);11 (64%);0;27;0
SPO X BOT 2019-04-27;36 (94%);1 (1);;False;3;;;;5 (0);840119;1;0;90';Igor Vinicius;False;;0;D;7;;6.6;;;Igor;0;0;0;sao-paulo;SPO;1981;São Paulo;2;2 (0);2 (1);6 (1);1 (0);36 (94%);0;59;0
SPO X BOT 2019-04-27;2 (100%);0 (0);;False;0;;;;1 (1);808785;0;0;8';Vitor Bueno;False;;0;M;0;;6.6;;;V. F. Bueno;0;0;0;sao-paulo;SPO;1981;São Paulo;0;0 (0);0 (0);1 (1);0 (0);2 (100%);1;3;0
SPO X BOT 2019-04-27;82 (93%);1 (0);;;1;;;;2 (1);122716;0;0;90';Joel Carli;False;;0;D;6;;6.6;;;J. Carli;0;0;0;botafogo;BOT;1958;Botafogo;2;0 (0);0 (0);3 (1);2 (1);82 (93%);1;93;0
SPO X BOT 2019-04-27;17 (77%);1 (1);1;False;1;;;;9 (4);913598;0;0;64';Igor Gomes;False;;1;M;11;;6.5;;;I. Gomes;1;0;0;sao-paulo;SPO;1981;São Paulo;1;2 (1);1 (0);10 (5);1 (1);17 (77%);1;35;2
SPO X BOT 2019-04-27;26 (100%);0 (0);;;0;;;;3 (2);874143;0;0;33';Luiz Fernando;False;;0;M;1;;6.5;;;L. Fernando;0;0;0;botafogo;BOT;1958;Botafogo;0;1 (0);0 (0);3 (2);1 (1);26 (100%);0;30;2
SPO X BOT 2019-04-27;21 (87%);0 (0);1;;0;;;;8 (6);879358;0;0;57';Wenderson;False;;0;M;7;;6.4;;;Wenderson;1;0;0;botafogo;BOT;1958;Botafogo;0;0 (0);0 (0);8 (6);1 (0);21 (87%);2;40;4
SPO X BOT 2019-04-27;24 (92%);0 (0);;False;2;;;;11 (5);840398;1;0;87';Tche Tche;False;;0;M;7;;6.4;;;T. Tchê;0;0;1;sao-paulo;SPO;1981;São Paulo;1;5 (3);0 (0);11 (5);0 (0);24 (92%);1;42;1
SPO X BOT 2019-04-27;59 (90%);2 (1);3;;0;;;;4 (1);840148;1;1;90';Marcinho;False;;0;D;7;;6.4;;;Marcinho;1;0;0;botafogo;BOT;1958;Botafogo;1;1 (1);1 (0);6 (2);13 (9);59 (90%);0;78;0
SPO X BOT 2019-04-27;9 (81%);0 (0);;;0;;;;1 (0);790010;0;0;13';Leonardo Valencia;False;;0;M;4;;6.4;;;L. Valencia;0;1;0;botafogo;BOT;1958;Botafogo;0;0 (0);1 (0);1 (0);1 (1);9 (81%);0;14;0
SPO X BOT 2019-04-27;9 (90%);0 (0);1;;0;;;;4 (2);780262;0;0;13';Gustavo Ferrareis;False;;0;M;3;;6.4;;;G. Ferrareis;0;0;0;botafogo;BOT;1958;Botafogo;0;0 (0);0 (0);4 (2);0 (0);9 (90%);1;14;1
SPO X BOT 2019-04-27;19 (67%);1 (1);1;;1;;;;8 (3);147042;0;1;90';Rodrigo Pimpão;False;1;0;M;18;;6.4;;;R. Pimpão;1;1;1;botafogo;BOT;1958;Botafogo;0;5 (3);4 (0);9 (4);1 (0);19 (67%);0;47;0
SPO X BOT 2019-04-27;29 (90%);2 (1);;;1;;;;1 (0);932269;1;1;90';Jonathan;False;;0;D;8;;6.2;;;Jonathan;0;0;0;botafogo;BOT;1958;Botafogo;1;0 (0);2 (0);3 (1);1 (0);29 (90%);0;48;0
SPO X BOT 2019-04-27;20 (83%);0 (0);;;0;;;0;0 (0);840027;0;0;90';Roberto Fernández;False;;0;G;;0;6.2;0 (0);2;R. Fernández;0;0;0;botafogo;BOT;1958;Botafogo;1;0 (0);0 (0);0 (0);10 (6);20 (83%);0;31;0
CAM X AVA 2019-04-27;5 (55%);5 (2);1;False;1;;1;;5 (3);2099;0;2;89';Ricardo Oliveira;False;;0;F;8;;8.2;;;R. Oliveira;0;2;1;atletico-mineiro;CAM;1977;Atlético Mineiro;0;2 (2);1 (0);10 (5);0 (0);5 (55%);0;21;1
CAM X AVA 2019-04-27;32 (88%);3 (1);2;False;1;1;;;19 (13);243187;3;1;90';Geuvânio;False;;0;M;13;;7.7;;;Geuvânio;0;0;1;atletico-mineiro;CAM;1977;Atlético Mineiro;1;5 (3);2 (1);22 (14);0 (0);32 (88%);3;65;7
CAM X AVA 2019-04-27;50 (87%);3 (2);;False;1;;1;;6 (5);35519;3;1;90';Fábio Santos;False;;0;D;15;;7.7;;;F. Santos;0;0;1;atletico-mineiro;CAM;1977;Atlético Mineiro;1;0 (0);3 (1);9 (7);1 (0);50 (87%);3;90;2
CAM X AVA 2019-04-27;32 (76%);0 (0);;False;1;;;;9 (7);248069;1;0;78';Yimmi Chará;False;;0;M;15;;7.3;;;Y. Chará;0;3;0;atletico-mineiro;CAM;1977;Atlético Mineiro;0;5 (4);1 (0);9 (7);2 (0);32 (76%);2;64;1
CAM X AVA 2019-04-27;87 (94%);0 (0);;False;0;;;;3 (3);39618;3;0;90';Adilson;False;;1;M;5;;7.2;;;Adilson;0;0;0;atletico-mineiro;CAM;1977;Atlético Mineiro;0;0 (0);0 (0);3 (3);1 (1);87 (94%);1;99;2
CAM X AVA 2019-04-27;59 (84%);1 (1);2;False;1;;;;11 (6);243427;1;2;90';Luan;False;;0;M;23;;7.1;;;Luan;0;0;0;atletico-mineiro;CAM;1977;Atlético Mineiro;1;4 (2);8 (1);12 (7);7 (6);59 (84%);3;94;1
CAM X AVA 2019-04-27;22 (66%);1 (0);2;False;1;1;;;6 (1);950329;6;1;90';Iury;False;;0;D;18;;7.0;;;Iury;0;0;0;avai;AVA;7315;Avaí;1;1 (0);2 (1);7 (1);2 (0);22 (66%);1;64;0
CAM X AVA 2019-04-27;23 (74%);2 (2);;False;0;;;;3 (3);43655;3;0;90';Marquinhos;False;1;0;D;8;;7.0;;;Marquinhos;0;0;0;avai;AVA;7315;Avaí;5;0 (0);0 (0);5 (5);5 (3);23 (74%);3;42;0
CAM X AVA 2019-04-27;45 (91%);8 (8);;False;0;;;;4 (3);47749;0;0;90';Leonardo Silva;False;;0;D;6;;6.9;;;L. Silva;0;0;0;atletico-mineiro;CAM;1977;Atlético Mineiro;1;0 (0);0 (0);12 (11);2 (1);45 (91%);2;57;1
CAM X AVA 2019-04-27;43 (84%);3 (3);;False;1;;;;5 (2);928134;0;0;90';Guga;False;;0;D;14;;6.8;;;Guga;0;0;0;atletico-mineiro;CAM;1977;Atlético Mineiro;2;2 (1);3 (1);8 (5);6 (4);43 (84%);1;75;0
CAM X AVA 2019-04-27;4 (66%);4 (1);;False;1;;1;;2 (0);926419;0;0;45';Feliciano Brizuela;False;;0;M;7;;6.8;;;F. Brizuela;0;0;1;avai;AVA;7315;Avaí;0;1 (0);2 (0);6 (1);0 (0);4 (66%);0;13;0
CAM X AVA 2019-04-27;15 (100%);1 (0);;False;0;;;;1 (0);268419;2;0;12';Jair;False;;0;M;1;;6.8;;;Jair;0;0;0;atletico-mineiro;CAM;1977;Atlético Mineiro;0;0 (0);0 (0);2 (0);1 (1);15 (100%);0;21;0
CAM X AVA 2019-04-27;58 (92%);5 (4);1;False;2;;;;4 (1);599686;0;0;90';Iago Maidana;False;;0;D;5;;6.7;;;I. Maidana;0;0;0;atletico-mineiro;CAM;1977;Atlético Mineiro;6;0 (0);0 (0);9 (5);4 (3);58 (92%);0;70;1
CAM X AVA 2019-04-27;26 (86%);0 (0);;False;0;;;;3 (3);158595;0;0;73';Jonny Mosquera;False;;0;M;5;;6.7;;;J. Mosquera;0;1;0;avai;AVA;7315;Avaí;0;0 (0);0 (0);3 (3);3 (1);26 (86%);2;37;1
CAM X AVA 2019-04-27;14 (87%);0 (0);;False;0;;;;3 (2);60277;0;0;17';André Moritz;False;;0;M;3;;6.7;;;A. Moritz;0;1;0;avai;AVA;7315;Avaí;0;0 (0);0 (0);3 (2);5 (3);14 (87%);0;25;2
CAM X AVA 2019-04-27;3 (100%);8 (0);;False;1;;;;1 (0);928133;0;0;45';Getúlio;False;;0;F;1;;6.6;;;Getúlio;0;1;0;avai;AVA;7315;Avaí;0;0 (0);1 (0);9 (0);0 (0);3 (100%);0;5;0
CAM X AVA 2019-04-27;32 (88%);1 (1);;False;2;;;;5 (2);329051;1;1;64';Elias;False;;0;M;6;;6.6;;;Elias;0;2;0;atletico-mineiro;CAM;1977;Atlético Mineiro;0;1 (0);0 (0);6 (3);2 (2);32 (88%);1;43;1
CAM X AVA 2019-04-27;22 (78%);2 (1);1;False;1;;;;4 (2);870590;0;0;90';Matheus Barbosa;False;;0;M;6;;6.5;;;M. Barbosa;0;1;0;avai;AVA;7315;Avaí;1;0 (0);0 (0);6 (3);5 (3);22 (78%);2;34;0
CAM X AVA 2019-04-27;5 (71%);1 (1);1;False;1;;;;5 (2);138036;0;0;16';Jones Carioca;False;;0;F;6;;6.5;;;J. Carioca;0;0;0;avai;AVA;7315;Avaí;0;2 (1);1 (0);6 (3);0 (0);5 (71%);1;14;0
CAM X AVA 2019-04-27;31 (83%);4 (0);2;False;1;;;;13 (8);869433;1;1;90';João Paulo;False;;0;M;15;;6.4;;;J. Paulo;1;0;0;avai;AVA;7315;Avaí;0;2 (2);2 (0);17 (8);3 (2);31 (83%);3;57;3
CAM X AVA 2019-04-27;46 (80%);4 (2);1;False;1;;;;4 (3);34054;2;0;90';Betão;False;;0;D;12;;6.4;;;Betão;0;0;0;avai;AVA;7315;Avaí;6;1 (1);0 (0);8 (5);11 (5);46 (80%);0;72;2
CAM X AVA 2019-04-27;33 (89%);2 (1);3;False;1;;;;7 (2);243185;3;0;90';Pedro Castro;False;;0;M;6;;6.3;;;P. Castro;0;0;0;avai;AVA;7315;Avaí;0;0 (0);0 (0);9 (3);5 (4);33 (89%);0;44;2
CAM X AVA 2019-04-27;8 (88%);1 (0);1;False;1;;;;4 (0);243247;0;1;26';Vinícius;False;;0;M;4;;6.2;;;Vinícius;0;1;0;atletico-mineiro;CAM;1977;Atlético Mineiro;0;1 (0);0 (0);5 (0);0 (0);8 (88%);0;13;0
CAM X AVA 2019-04-27;8 (40%);0 (0);;False;0;;;2;0 (0);39418;0;0;90';Victor;False;;0;G;;0;6.2;1 (1);0;Victor;0;0;0;atletico-mineiro;CAM;1977;Atlético Mineiro;1;0 (0);0 (0);0 (0);17 (5);8 (40%);0;25;0
CAM X AVA 2019-04-27;15 (88%);2 (0);1;False;4;;;;14 (3);335807;2;1;74';Gegê;False;;0;M;10;;6.1;;;Gegê;0;0;0;avai;AVA;7315;Avaí;0;4 (1);4 (2);16 (3);2 (1);15 (88%);1;36;1
CAM X AVA 2019-04-27;36 (90%);1 (1);;False;6;;;;11 (3);870908;1;2;90';Paulinho Oliveira;False;;0;D;13;;6.0;;;P. Oliveira;0;0;0;avai;AVA;7315;Avaí;2;2 (2);3 (0);12 (4);1 (1);36 (90%);1;66;0
CAM X AVA 2019-04-27;6 (30%);0 (0);1;False;0;;;0;1 (0);124996;0;0;90';Vladimir;False;;0;G;;1;5.8;0 (0);1;Vladimir;0;0;0;avai;AVA;7315;Avaí;1;0 (0);0 (0);1 (0);14 (0);6 (30%);0;25;0
CAM X AVA 2019-04-27;0 (0%);0 (0);;False;1;;;;1 (0);551422;0;0;1';José Welison;False;;0;M;0;;–;;;J. Welison;0;0;0;atletico-mineiro;CAM;1977;Atlético Mineiro;0;0 (0);0 (0);1 (0);0 (0);0 (0%);0;0;0
CHA X INT 2019-04-27;10 (40%);0 (0);;;0;;;1;0 (0);840032;0;0;90';Tiepo;False;;0;G;;1;8.9;1 (1);7;Tiepo;0;0;0;chapecoense;CHA;21845;Chapecoense;1;0 (0);0 (0);0 (0);23 (8);10 (40%);0;39;0
CHA X INT 2019-04-27;17 (68%);17 (7);1;;5;;2;;6 (1);386212;0;2;90';Everaldo;False;;0;F;13;;8.1;;;Everaldo;0;0;3;chapecoense;CHA;21845;Chapecoense;2;1 (0);0 (0);23 (8);2 (1);17 (68%);0;37;1
CHA X INT 2019-04-27;17 (68%);2 (0);1;;0;1;;;5 (4);870691;2;1;90';Bruno Pacheco;False;;1;D;18;;7.7;;;B. Pacheco;0;0;0;chapecoense;CHA;21845;Chapecoense;6;0 (0);5 (3);7 (4);9 (4);17 (68%);3;60;1
CHA X INT 2019-04-27;23 (85%);4 (1);;;2;;;;7 (3);17789;0;4;90';Rafael Sóbis;False;;0;F;12;;7.6;;;R. Sóbis;1;1;0;internacional;INT;1966;Internacional;1;1 (1);8 (3);11 (4);2 (2);23 (85%);1;50;1
