game;addedTime;assist1;assist1Name;awayScore;homeScore;id;incidentClass;incidentType;isHome;player;time
SAS X JUV 17-09-2017;;;;3;1;121716476;regular;goal;False;{'name': 'Paulo Dybala', 'slug': 'paulo-dybala', 'shortName': 'P. Dybala', 'position': 'F', 'userCount': 83197, 'id': 256219};63
SAS X JUV 17-09-2017;;;;2;1;121716473;regular;goal;True;{'name': 'Matteo Politano', 'slug': 'matteo-politano', 'shortName': 'M. Politano', 'position': 'F', 'userCount': 1987, 'id': 235672};51
SAS X JUV 17-09-2017;;{'name': 'Juan Cuadrado', 'slug': 'juan-cuadrado', 'shortName': 'J. Cuadrado', 'position': 'D', 'userCount': 10324, 'id': 47743};;2;0;121716475;regular;goal;False;{'name': 'Paulo Dybala', 'slug': 'paulo-dybala', 'shortName': 'P. Dybala', 'position': 'F', 'userCount': 83197, 'id': 256219};49
SAS X JUV 17-09-2017;;{'name': 'Mario Mandžukić', 'slug': 'mario-mandzukic', 'shortName': 'M. Mandžukić', 'position': 'F', 'userCount': 9918, 'id': 18886};;1;0;121716474;regular;goal;False;{'name': 'Paulo Dybala', 'slug': 'paulo-dybala', 'shortName': 'P. Dybala', 'position': 'F', 'userCount': 83197, 'id': 256219};16
MIL X UDI 17-09-2017;;{'name': 'Franck Kessié', 'slug': 'franck-kessie', 'shortName': 'F. Kessié', 'position': 'M', 'userCount': 2950, 'id': 359226};;1;2;121717989;regular;goal;True;{'name': 'Nikola Kalinić', 'slug': 'nikola-kalinic', 'shortName': 'N. Kalinić', 'position': 'F', 'userCount': 2497, 'id': 31273};31
MIL X UDI 17-09-2017;;;;1;1;121717990;regular;goal;False;{'name': 'Kevin Lasagna', 'slug': 'kevin-lasagna', 'shortName': 'K. Lasagna', 'position': 'F', 'userCount': 814, 'id': 587962};28
MIL X UDI 17-09-2017;;{'name': 'Davide Calabria', 'slug': 'davide-calabria', 'shortName': 'D. Calabria', 'position': 'D', 'userCount': 1521, 'id': 318607};;0;1;121717988;regular;goal;True;{'name': 'Nikola Kalinić', 'slug': 'nikola-kalinic', 'shortName': 'N. Kalinić', 'position': 'F', 'userCount': 2497, 'id': 31273};22
NAP X BEM 17-09-2017;;;;0;6;121717958;penalty;goal;True;{'name': 'Dries Mertens', 'slug': 'dries-mertens', 'shortName': 'D. Mertens', 'position': 'F', 'userCount': 8984, 'id': 32493};90
NAP X BEM 17-09-2017;;;;0;5;121717957;penalty;goal;True;{'name': 'Dries Mertens', 'slug': 'dries-mertens', 'shortName': 'D. Mertens', 'position': 'F', 'userCount': 8984, 'id': 32493};65
NAP X BEM 17-09-2017;;{'name': 'Faouzi Ghoulam', 'slug': 'faouzi-ghoulam', 'shortName': 'F. Ghoulam', 'position': 'D', 'userCount': 5066, 'id': 133236};;0;4;121717956;regular;goal;True;{'name': 'José Callejón', 'slug': 'jose-callejon', 'shortName': 'J. Callejón', 'position': 'M', 'userCount': 2940, 'id': 40965};32
NAP X BEM 17-09-2017;;{'name': 'Lorenzo Insigne', 'slug': 'lorenzo-insigne', 'shortName': 'L. Insigne', 'position': 'F', 'userCount': 7381, 'id': 106258};;0;3;121717955;regular;goal;True;{'name': 'Dries Mertens', 'slug': 'dries-mertens', 'shortName': 'D. Mertens', 'position': 'F', 'userCount': 8984, 'id': 32493};27
NAP X BEM 17-09-2017;;{'name': 'Faouzi Ghoulam', 'slug': 'faouzi-ghoulam', 'shortName': 'F. Ghoulam', 'position': 'D', 'userCount': 5066, 'id': 133236};;0;2;121717954;regular;goal;True;{'name': 'Lorenzo Insigne', 'slug': 'lorenzo-insigne', 'shortName': 'L. Insigne', 'position': 'F', 'userCount': 7381, 'id': 106258};15
NAP X BEM 17-09-2017;;;;0;1;121717953;regular;goal;True;{'name': 'Allan', 'slug': 'allan', 'shortName': 'Allan', 'position': 'M', 'userCount': 2850, 'id': 158277};3
SPA X CAG 17-09-2017;;{'name': 'Diego Farias', 'slug': 'diego-farias', 'shortName': 'D. Farias', 'position': 'F', 'userCount': 274, 'id': 41008};;2;0;121717983;regular;goal;False;{'name': 'João Pedro', 'slug': 'joao-pedro', 'shortName': 'J. Pedro', 'position': 'F', 'userCount': 1618, 'id': 123208};68
SPA X CAG 17-09-2017;;;;1;0;121717982;regular;goal;False;{'name': 'Nicolò Barella', 'slug': 'nicolo-barella', 'shortName': 'N. Barella', 'position': 'M', 'userCount': 4686, 'id': 363856};17
TOR X SAM 17-09-2017;;{'name': 'Ivan Strinić', 'slug': 'ivan-strinic', 'shortName': 'I. Strinić', 'position': 'D', 'userCount': 788, 'id': 38153};;2;2;121717997;regular;goal;False;{'name': 'Fabio Quagliarella', 'slug': 'fabio-quagliarella', 'shortName': 'F. Quagliarella', 'position': 'F', 'userCount': 2932, 'id': 11621};34
TOR X SAM 17-09-2017;;{'name': 'Adem Ljajić', 'slug': 'adem-ljajic', 'shortName': 'A. Ljajić', 'position': 'M', 'userCount': 1840, 'id': 39587};;1;2;121717995;regular;goal;True;{'name': 'Andrea Belotti', 'slug': 'andrea-belotti', 'shortName': 'A. Belotti', 'position': 'F', 'userCount': 4604, 'id': 220223};14
TOR X SAM 17-09-2017;;"{'name': ""M'Baye Niang"", 'slug': 'mbaye-niang', 'shortName': 'M. Niang', 'position': 'F', 'userCount': 3372, 'id': 139228}";;1;1;121717994;regular;goal;True;{'name': 'Daniele Baselli', 'slug': 'daniele-baselli', 'shortName': 'D. Baselli', 'position': 'M', 'userCount': 739, 'id': 168647};13
TOR X SAM 17-09-2017;;{'name': 'Gastón Ramírez', 'slug': 'gaston-ramirez', 'shortName': 'G. Ramírez', 'position': 'M', 'userCount': 762, 'id': 135590};;1;0;121717996;regular;goal;False;{'name': 'Duván Zapata', 'slug': 'duvan-zapata', 'shortName': 'D. Zapata', 'position': 'F', 'userCount': 7878, 'id': 38162};1
CHV X ATT 17-09-2017;;;;1;1;121719972;penalty;goal;False;{'name': 'Alejandro Gómez', 'slug': 'alejandro-gomez', 'shortName': 'A. Gómez', 'position': 'F', 'userCount': 4684, 'id': 33381};85
CHV X ATT 17-09-2017;;{'name': 'Roberto Inglese', 'slug': 'roberto-inglese', 'shortName': 'R. Inglese', 'position': 'F', 'userCount': 844, 'id': 126699};;0;1;121719971;regular;goal;True;{'name': 'Samuel Bastien', 'slug': 'samuel-bastien', 'shortName': 'S. Bastien', 'position': 'M', 'userCount': 198, 'id': 352964};52
GEN X LAZ 17-09-2017;;;;3;2;121720729;regular;goal;False;{'name': 'Ciro Immobile', 'slug': 'ciro-immobile', 'shortName': 'C. Immobile', 'position': 'F', 'userCount': 10467, 'id': 45923};82
GEN X LAZ 17-09-2017;;{'name': 'Ervin Zukanović', 'slug': 'ervin-zukanovic', 'shortName': 'E. Zukanović', 'position': 'D', 'userCount': 320, 'id': 48543};;2;2;121720726;regular;goal;True;{'name': 'Pietro Pellegri', 'slug': 'pietro-pellegri', 'shortName': 'P. Pellegri', 'position': 'F', 'userCount': 1578, 'id': 839226};73
GEN X LAZ 17-09-2017;;{'name': 'Jordan Lukaku', 'slug': 'jordan-lukaku', 'shortName': 'J. Lukaku', 'position': 'D', 'userCount': 751, 'id': 181575};;2;1;121720728;regular;goal;False;{'name': 'Ciro Immobile', 'slug': 'ciro-immobile', 'shortName': 'C. Immobile', 'position': 'F', 'userCount': 10467, 'id': 45923};70
GEN X LAZ 17-09-2017;;;;1;1;121720725;regular;goal;True;{'name': 'Pietro Pellegri', 'slug': 'pietro-pellegri', 'shortName': 'P. Pellegri', 'position': 'F', 'userCount': 1578, 'id': 839226};57
GEN X LAZ 17-09-2017;;;;1;0;121720727;regular;goal;False;{'name': 'Bastos', 'slug': 'bastos', 'shortName': 'Bastos', 'position': 'D', 'userCount': 836, 'id': 215956};13
BGN X INT 19-09-2017;;;;1;1;121724377;penalty;goal;False;{'name': 'Mauro Icardi', 'slug': 'mauro-icardi', 'shortName': 'M. Icardi', 'position': 'F', 'userCount': 15518, 'id': 233114};77
BGN X INT 19-09-2017;;{'name': 'Bruno Petković', 'slug': 'bruno-petkovic', 'shortName': 'B. Petković', 'position': 'F', 'userCount': 2421, 'id': 309306};;0;1;121724376;regular;goal;True;{'name': 'Simone Verdi', 'slug': 'simone-verdi', 'shortName': 'S. Verdi', 'position': 'F', 'userCount': 1607, 'id': 98058};32
BEM X ROM 20-09-2017;;;;4;0;121727703;ownGoal;goal;False;{'name': 'Lorenzo Venuti', 'slug': 'lorenzo-venuti', 'shortName': 'L. Venuti', 'position': 'D', 'userCount': 89, 'id': 357756};74
BEM X ROM 20-09-2017;;{'name': 'Diego Perotti', 'slug': 'diego-perotti', 'shortName': 'D. Perotti', 'position': 'M', 'userCount': 1760, 'id': 47171};;3;0;121727702;regular;goal;False;{'name': 'Edin Džeko', 'slug': 'edin-dzeko', 'shortName': 'E. Džeko', 'position': 'F', 'userCount': 7795, 'id': 14990};52
BEM X ROM 20-09-2017;;;;2;0;121727701;ownGoal;goal;False;{'name': 'Fabio Lucioni', 'slug': 'fabio-lucioni', 'shortName': 'F. Lucioni', 'position': 'D', 'userCount': 148, 'id': 131916};35
BEM X ROM 20-09-2017;;{'name': 'Aleksandar Kolarov', 'slug': 'aleksandar-kolarov', 'shortName': 'A. Kolarov', 'position': 'D', 'userCount': 3459, 'id': 26097};;1;0;121727700;regular;goal;False;{'name': 'Edin Džeko', 'slug': 'edin-dzeko', 'shortName': 'E. Džeko', 'position': 'F', 'userCount': 7795, 'id': 14990};22
ATT X CRO 20-09-2017;;;;1;5;121729383;penalty;goal;True;{'name': 'Alejandro Gómez', 'slug': 'alejandro-gomez', 'shortName': 'A. Gómez', 'position': 'F', 'userCount': 4684, 'id': 33381};74
ATT X CRO 20-09-2017;;{'name': 'Adrian Stoian', 'slug': 'adrian-stoian', 'shortName': 'A. Stoian', 'position': 'M', 'userCount': 112, 'id': 587608};;1;4;121729384;regular;goal;False;{'name': 'Marco Tumminello', 'slug': 'marco-tumminello', 'shortName': 'M. Tumminello', 'position': 'F', 'userCount': 166, 'id': 818469};70
ATT X CRO 20-09-2017;;{'name': 'Josip Iličić', 'slug': 'josip-ilicic', 'shortName': 'J. Iličić', 'position': 'F', 'userCount': 4627, 'id': 41270};;0;4;121729382;regular;goal;True;{'name': 'Alejandro Gómez', 'slug': 'alejandro-gomez', 'shortName': 'A. Gómez', 'position': 'F', 'userCount': 4684, 'id': 33381};63
ATT X CRO 20-09-2017;;{'name': 'Hans Hateboer', 'slug': 'hans-hateboer', 'shortName': 'H. Hateboer', 'position': 'M', 'userCount': 1263, 'id': 356352};;0;3;121729381;regular;goal;True;{'name': 'Josip Iličić', 'slug': 'josip-ilicic', 'shortName': 'J. Iličić', 'position': 'F', 'userCount': 4627, 'id': 41270};38
ATT X CRO 20-09-2017;;{'name': 'Andrea Petagna', 'slug': 'andrea-petagna', 'shortName': 'A. Petagna', 'position': 'F', 'userCount': 1536, 'id': 295973};;0;2;121729380;regular;goal;True;{'name': 'Mattia Caldara', 'slug': 'mattia-caldara', 'shortName': 'M. Caldara', 'position': 'D', 'userCount': 1528, 'id': 362222};25
ATT X CRO 20-09-2017;;{'name': 'Josip Iličić', 'slug': 'josip-ilicic', 'shortName': 'J. Iličić', 'position': 'F', 'userCount': 4627, 'id': 41270};;0;1;121729379;regular;goal;True;{'name': 'Andrea Petagna', 'slug': 'andrea-petagna', 'shortName': 'A. Petagna', 'position': 'F', 'userCount': 1536, 'id': 295973};5
CAG X SAS 20-09-2017;;;;1;0;121729376;penalty;goal;False;{'name': 'Alessandro Matri', 'slug': 'alessandro-matri', 'shortName': 'A. Matri', 'position': 'F', 'userCount': 199, 'id': 25577};59
GEN X CHV 20-09-2017;;{'name': 'Lucas Castro', 'slug': 'lucas-castro', 'shortName': 'L. Castro', 'position': 'M', 'userCount': 537, 'id': 122711};;1;1;121729364;regular;goal;False;{'name': 'Përparim Hetemaj', 'slug': 'perparim-hetemaj', 'shortName': 'P. Hetemaj', 'position': 'M', 'userCount': 145, 'id': 7472};73
GEN X CHV 20-09-2017;;;;0;1;121729363;regular;goal;True;{'name': 'Diego Laxalt', 'slug': 'diego-laxalt', 'shortName': 'D. Laxalt', 'position': 'M', 'userCount': 1458, 'id': 333589};62
JUV X FIO 20-09-2017;;{'name': 'Juan Cuadrado', 'slug': 'juan-cuadrado', 'shortName': 'J. Cuadrado', 'position': 'D', 'userCount': 10324, 'id': 47743};;0;1;121729365;regular;goal;True;{'name': 'Mario Mandžukić', 'slug': 'mario-mandzukic', 'shortName': 'M. Mandžukić', 'position': 'F', 'userCount': 9918, 'id': 18886};52
LAZ X NAP 20-09-2017;2.0;;;4;1;121729410;penalty;goal;False;{'name': 'Jorginho', 'slug': 'jorginho', 'shortName': 'Jorginho', 'position': 'M', 'userCount': 12444, 'id': 132874};90
LAZ X NAP 20-09-2017;;;;3;1;121729409;regular;goal;False;{'name': 'Dries Mertens', 'slug': 'dries-mertens', 'shortName': 'D. Mertens', 'position': 'F', 'userCount': 8984, 'id': 32493};59
LAZ X NAP 20-09-2017;;{'name': 'Marek Hamšík', 'slug': 'marek-hamsik', 'shortName': 'M. Hamšík', 'position': 'M', 'userCount': 3147, 'id': 25985};;2;1;121729408;regular;goal;False;{'name': 'José Callejón', 'slug': 'jose-callejon', 'shortName': 'J. Callejón', 'position': 'M', 'userCount': 2940, 'id': 40965};56
LAZ X NAP 20-09-2017;;;;1;1;121729407;regular;goal;False;{'name': 'Kalidou Koulibaly', 'slug': 'kalidou-koulibaly', 'shortName': 'K. Koulibaly', 'position': 'D', 'userCount': 8484, 'id': 126071};54
LAZ X NAP 20-09-2017;;{'name': 'Ciro Immobile', 'slug': 'ciro-immobile', 'shortName': 'C. Immobile', 'position': 'F', 'userCount': 10467, 'id': 45923};;0;1;121729406;regular;goal;True;{'name': 'Stefan de Vrij', 'slug': 'stefan-de-vrij', 'shortName': 'S. de Vrij', 'position': 'D', 'userCount': 2968, 'id': 91046};29
MIL X SPA 20-09-2017;;;;0;2;121729374;penalty;goal;True;{'name': 'Franck Kessié', 'slug': 'franck-kessie', 'shortName': 'F. Kessié', 'position': 'M', 'userCount': 2950, 'id': 359226};61
MIL X SPA 20-09-2017;;;;0;1;121729373;penalty;goal;True;{'name': 'Ricardo Rodríguez', 'slug': 'ricardo-rodriguez', 'shortName': 'R. Rodríguez', 'position': 'D', 'userCount': 1681, 'id': 67769};26
UDI X TOR 20-09-2017;;;;3;2;121729368;regular;goal;True;{'name': 'Kevin Lasagna', 'slug': 'kevin-lasagna', 'shortName': 'K. Lasagna', 'position': 'F', 'userCount': 814, 'id': 587962};75
UDI X TOR 20-09-2017;;;;3;1;121729371;regular;goal;False;{'name': 'Adem Ljajić', 'slug': 'adem-ljajic', 'shortName': 'A. Ljajić', 'position': 'M', 'userCount': 1840, 'id': 39587};67
UDI X TOR 20-09-2017;;;;2;1;121729367;penalty;goal;True;{'name': 'Rodrigo De Paul', 'slug': 'rodrigo-de-paul', 'shortName': 'R. D. Paul', 'position': 'M', 'userCount': 3349, 'id': 249399};48
UDI X TOR 20-09-2017;;;;2;0;121729370;ownGoal;goal;False;{'name': 'Emil Hallfreðsson', 'slug': 'emil-hallfredsson', 'shortName': 'E. Hallfreðsson', 'position': 'M', 'userCount': 132, 'id': 15046};30
UDI X TOR 20-09-2017;;;;1;0;121729369;regular;goal;False;{'name': 'Andrea Belotti', 'slug': 'andrea-belotti', 'shortName': 'A. Belotti', 'position': 'F', 'userCount': 4604, 'id': 220223};9
ROM X UDI 23-09-2017;;{'name': 'Bram Nuytinck', 'slug': 'bram-nuytinck', 'shortName': 'B. Nuytinck', 'position': 'D', 'userCount': 211, 'id': 70930};;1;3;121738950;regular;goal;False;{'name': 'Jens Stryger Larsen', 'slug': 'jens-stryger-larsen', 'shortName': 'J. S. Larsen', 'position': 'M', 'userCount': 766, 'id': 44848};90
ROM X UDI 23-09-2017;;;;0;3;121738949;regular;goal;True;{'name': 'Stephan El Shaarawy', 'slug': 'stephan-el-shaarawy', 'shortName': 'S. El Shaarawy', 'position': 'M', 'userCount': 3724, 'id': 45925};45
ROM X UDI 23-09-2017;;{'name': 'Edin Džeko', 'slug': 'edin-dzeko', 'shortName': 'E. Džeko', 'position': 'F', 'userCount': 7795, 'id': 14990};;0;2;121738948;regular;goal;True;{'name': 'Stephan El Shaarawy', 'slug': 'stephan-el-shaarawy', 'shortName': 'S. El Shaarawy', 'position': 'M', 'userCount': 3724, 'id': 45925};30
ROM X UDI 23-09-2017;;{'name': 'Radja Nainggolan', 'slug': 'radja-nainggolan', 'shortName': 'R. Nainggolan', 'position': 'M', 'userCount': 6198, 'id': 44001};;0;1;121738947;regular;goal;True;{'name': 'Edin Džeko', 'slug': 'edin-dzeko', 'shortName': 'E. Džeko', 'position': 'F', 'userCount': 7795, 'id': 14990};12
SPA X NAP 23-09-2017;;{'name': 'Kalidou Koulibaly', 'slug': 'kalidou-koulibaly', 'shortName': 'K. Koulibaly', 'position': 'D', 'userCount': 8484, 'id': 126071};;3;2;121741736;regular;goal;False;{'name': 'Faouzi Ghoulam', 'slug': 'faouzi-ghoulam', 'shortName': 'F. Ghoulam', 'position': 'D', 'userCount': 5066, 'id': 133236};83
SPA X NAP 23-09-2017;;;;2;2;121741733;regular;goal;True;{'name': 'Federico Viviani', 'slug': 'federico-viviani', 'shortName': 'F. Viviani', 'position': 'M', 'userCount': 154, 'id': 148199};78
SPA X NAP 23-09-2017;;{'name': 'Faouzi Ghoulam', 'slug': 'faouzi-ghoulam', 'shortName': 'F. Ghoulam', 'position': 'D', 'userCount': 5066, 'id': 133236};;2;1;121741735;regular;goal;False;{'name': 'José Callejón', 'slug': 'jose-callejon', 'shortName': 'J. Callejón', 'position': 'M', 'userCount': 2940, 'id': 40965};71
SPA X NAP 23-09-2017;;{'name': 'José Callejón', 'slug': 'jose-callejon', 'shortName': 'J. Callejón', 'position': 'M', 'userCount': 2940, 'id': 40965};;1;1;121741734;regular;goal;False;{'name': 'Lorenzo Insigne', 'slug': 'lorenzo-insigne', 'shortName': 'L. Insigne', 'position': 'F', 'userCount': 7381, 'id': 106258};14
SPA X NAP 23-09-2017;;{'name': 'Mirco Antenucci', 'slug': 'mirco-antenucci', 'shortName': 'M. Antenucci', 'position': 'F', 'userCount': 303, 'id': 587720};;0;1;121741732;regular;goal;True;{'name': 'Pasquale Schiattarella', 'slug': 'pasquale-schiattarella', 'shortName': 'P. Schiattarella', 'position': 'M', 'userCount': 62, 'id': 21264};13
JUV X TOR 23-09-2017;1.0;{'name': 'Gonzalo Higuaín', 'slug': 'gonzalo-higuain', 'shortName': 'G. Higuaín', 'position': 'F', 'userCount': 18167, 'id': 19438};;0;4;121743553;regular;goal;True;{'name': 'Paulo Dybala', 'slug': 'paulo-dybala', 'shortName': 'P. Dybala', 'position': 'F', 'userCount': 83197, 'id': 256219};90
JUV X TOR 23-09-2017;;{'name': 'Miralem Pjanić', 'slug': 'miralem-pjanic', 'shortName': 'M. Pjanić', 'position': 'M', 'userCount': 10820, 'id': 27678};;0;3;121743552;regular;goal;True;{'name': 'Alex Sandro', 'slug': 'alex-sandro', 'shortName': 'A. Sandro', 'position': 'D', 'userCount': 6819, 'id': 84854};57
JUV X TOR 23-09-2017;;{'name': 'Juan Cuadrado', 'slug': 'juan-cuadrado', 'shortName': 'J. Cuadrado', 'position': 'D', 'userCount': 10324, 'id': 47743};;0;2;121743551;regular;goal;True;{'name': 'Miralem Pjanić', 'slug': 'miralem-pjanic', 'shortName': 'M. Pjanić', 'position': 'M', 'userCount': 10820, 'id': 27678};40
JUV X TOR 23-09-2017;;{'name': 'Miralem Pjanić', 'slug': 'miralem-pjanic', 'shortName': 'M. Pjanić', 'position': 'M', 'userCount': 10820, 'id': 27678};;0;1;121743550;regular;goal;True;{'name': 'Paulo Dybala', 'slug': 'paulo-dybala', 'shortName': 'P. Dybala', 'position': 'F', 'userCount': 83197, 'id': 256219};16
SAM X MIL 24-09-2017;1.0;{'name': 'Duván Zapata', 'slug': 'duvan-zapata', 'shortName': 'D. Zapata', 'position': 'F', 'userCount': 7878, 'id': 38162};;0;2;121745244;regular;goal;True;{'name': 'Ricardo Álvarez', 'slug': 'ricardo-alvarez', 'shortName': 'R. Álvarez', 'position': 'M', 'userCount': 67, 'id': 115143};90
SAM X MIL 24-09-2017;;;;0;1;121745243;regular;goal;True;{'name': 'Duván Zapata', 'slug': 'duvan-zapata', 'shortName': 'D. Zapata', 'position': 'F', 'userCount': 7878, 'id': 38162};72
CAG X CHV 24-09-2017;3.0;{'name': 'Përparim Hetemaj', 'slug': 'perparim-hetemaj', 'shortName': 'P. Hetemaj', 'position': 'M', 'userCount': 145, 'id': 7472};;2;0;121746225;regular;goal;False;{'name': 'Mariusz Stępiński', 'slug': 'mariusz-stepinski', 'shortName': 'M. Stępiński', 'position': 'F', 'userCount': 2243, 'id': 189127};90
CAG X CHV 24-09-2017;;{'name': 'Fabrizio Cacciatore', 'slug': 'fabrizio-cacciatore', 'shortName': 'F. Cacciatore', 'position': 'D', 'userCount': 212, 'id': 44136};;1;0;121746224;regular;goal;False;{'name': 'Roberto Inglese', 'slug': 'roberto-inglese', 'shortName': 'R. Inglese', 'position': 'F', 'userCount': 844, 'id': 126699};53
CRO X BEM 24-09-2017;;{'name': 'Marcello Trotta', 'slug': 'marcello-trotta', 'shortName': 'M. Trotta', 'position': 'F', 'userCount': 106, 'id': 157641};;0;2;121746236;regular;goal;True;{'name': 'Marcus Rohdén', 'slug': 'marcus-rohden', 'shortName': 'M. Rohdén', 'position': 'M', 'userCount': 55, 'id': 209082};58
CRO X BEM 24-09-2017;;{'name': 'Adrian Stoian', 'slug': 'adrian-stoian', 'shortName': 'A. Stoian', 'position': 'M', 'userCount': 112, 'id': 587608};;0;1;121746235;regular;goal;True;{'name': 'Rolando Mandragora', 'slug': 'rolando-mandragora', 'shortName': 'R. Mandragora', 'position': 'M', 'userCount': 814, 'id': 548178};43
HEL X LAZ 24-09-2017;;{'name': 'Ciro Immobile', 'slug': 'ciro-immobile', 'shortName': 'C. Immobile', 'position': 'F', 'userCount': 10467, 'id': 45923};;3;0;121746241;regular;goal;False;{'name': 'Adam Marušić', 'slug': 'adam-marusic', 'shortName': 'A. Marušić', 'position': 'M', 'userCount': 387, 'id': 267619};60
HEL X LAZ 24-09-2017;;{'name': 'Adam Marušić', 'slug': 'adam-marusic', 'shortName': 'A. Marušić', 'position': 'M', 'userCount': 387, 'id': 267619};;2;0;121746240;regular;goal;False;{'name': 'Ciro Immobile', 'slug': 'ciro-immobile', 'shortName': 'C. Immobile', 'position': 'F', 'userCount': 10467, 'id': 45923};40
HEL X LAZ 24-09-2017;;;;1;0;121746239;penalty;goal;False;{'name': 'Ciro Immobile', 'slug': 'ciro-immobile', 'shortName': 'C. Immobile', 'position': 'F', 'userCount': 10467, 'id': 45923};24
INT X GEN 24-09-2017;;{'name': 'João Mário', 'slug': 'joao-mario', 'shortName': 'J. Mário', 'position': 'M', 'userCount': 2022, 'id': 97001};;0;1;121746257;regular;goal;True;"{'name': ""Danilo D'Ambrosio"", 'slug': 'danilo-dambrosio', 'shortName': ""D. D'Ambrosio"", 'position': 'D', 'userCount': 1189, 'id': 107936}";87
SAS X BGN 24-09-2017;;;;1;0;121748284;regular;goal;False;{'name': 'Orji Okwonkwo', 'slug': 'orji-okwonkwo', 'shortName': 'O. Okwonkwo', 'position': 'F', 'userCount': 150, 'id': 822482};89
