game;addedTime;id;incidentClass;incidentType;injury;isHome;playerIn;playerOut;time
JUV X CAG 19-08-2017;;118640348;;substitution;;False;{'name': 'Daniele Dessena', 'slug': 'daniele-dessena', 'shortName': 'D. Dessena', 'position': 'M', 'userCount': 71, 'id': 5544};{'name': 'Luca Cigarini', 'slug': 'luca-cigarini', 'shortName': 'L. Cigarini', 'position': 'M', 'userCount': 173, 'id': 12656};82
JUV X CAG 19-08-2017;;118640347;;substitution;;False;{'name': 'Marco Sau', 'slug': 'marco-sau', 'shortName': 'M. Sau', 'position': 'F', 'userCount': 143, 'id': 24939};{'name': 'Duje Čop', 'slug': 'duje-cop', 'shortName': 'D. Čop', 'position': 'F', 'userCount': 501, 'id': 44679};81
JUV X CAG 19-08-2017;;118640345;;substitution;;True;{'name': 'Douglas Costa', 'slug': 'douglas-costa', 'shortName': 'D. Costa', 'position': 'F', 'userCount': 16920, 'id': 47908};{'name': 'Juan Cuadrado', 'slug': 'juan-cuadrado', 'shortName': 'J. Cuadrado', 'position': 'D', 'userCount': 10324, 'id': 47743};74
JUV X CAG 19-08-2017;;118640344;;substitution;;True;{'name': 'Blaise Matuidi', 'slug': 'blaise-matuidi', 'shortName': 'B. Matuidi', 'position': 'M', 'userCount': 7024, 'id': 5846};{'name': 'Gonzalo Higuaín', 'slug': 'gonzalo-higuain', 'shortName': 'G. Higuaín', 'position': 'F', 'userCount': 18167, 'id': 19438};71
JUV X CAG 19-08-2017;;118640346;;substitution;;False;{'name': 'João Pedro', 'slug': 'joao-pedro', 'shortName': 'J. Pedro', 'position': 'F', 'userCount': 1618, 'id': 123208};{'name': 'Simone Padoin', 'slug': 'simone-padoin', 'shortName': 'S. Padoin', 'position': 'D', 'userCount': 230, 'id': 27811};63
JUV X CAG 19-08-2017;;118640343;;substitution;;True;{'name': 'Sami Khedira', 'slug': 'sami-khedira', 'shortName': 'S. Khedira', 'position': 'M', 'userCount': 4115, 'id': 4726};{'name': 'Claudio Marchisio', 'slug': 'claudio-marchisio', 'shortName': 'C. Marchisio', 'position': 'M', 'userCount': 2003, 'id': 27919};62
HEL X NAP 19-08-2017;;118640993;;substitution;;True;{'name': 'Mattia Valoti', 'slug': 'mattia-valoti', 'shortName': 'M. Valoti', 'position': 'M', 'userCount': 99, 'id': 139397};{'name': 'Thomas Heurtaux', 'slug': 'thomas-heurtaux', 'shortName': 'T. Heurtaux', 'position': 'D', 'userCount': 29, 'id': 74769};86
HEL X NAP 19-08-2017;;118640996;;substitution;;False;{'name': 'Emanuele Giaccherini', 'slug': 'emanuele-giaccherini', 'shortName': 'E. Giaccherini', 'position': 'M', 'userCount': 397, 'id': 76133};{'name': 'José Callejón', 'slug': 'jose-callejon', 'shortName': 'J. Callejón', 'position': 'M', 'userCount': 2940, 'id': 40965};73
HEL X NAP 19-08-2017;;118640992;;substitution;;True;{'name': 'Giampaolo Pazzini', 'slug': 'giampaolo-pazzini', 'shortName': 'G. Pazzini', 'position': 'F', 'userCount': 400, 'id': 2033};{'name': 'Alessio Cerci', 'slug': 'alessio-cerci', 'shortName': 'A. Cerci', 'position': 'F', 'userCount': 160, 'id': 1778};72
HEL X NAP 19-08-2017;;118640995;;substitution;;False;{'name': 'Allan', 'slug': 'allan', 'shortName': 'Allan', 'position': 'M', 'userCount': 2850, 'id': 158277};{'name': 'Marek Hamšík', 'slug': 'marek-hamsik', 'shortName': 'M. Hamšík', 'position': 'M', 'userCount': 3147, 'id': 25985};66
HEL X NAP 19-08-2017;;118640991;;substitution;;True;{'name': 'Mohamed Fares', 'slug': 'mohamed-fares', 'shortName': 'M. Fares', 'position': 'M', 'userCount': 2077, 'id': 556960};{'name': 'Mattia Zaccagni', 'slug': 'mattia-zaccagni', 'shortName': 'M. Zaccagni', 'position': 'F', 'userCount': 210, 'id': 293581};64
HEL X NAP 19-08-2017;;118640994;;substitution;;False;{'name': 'Dries Mertens', 'slug': 'dries-mertens', 'shortName': 'D. Mertens', 'position': 'F', 'userCount': 8984, 'id': 32493};{'name': 'Arkadiusz Milik', 'slug': 'arkadiusz-milik', 'shortName': 'A. Milik', 'position': 'F', 'userCount': 10824, 'id': 161325};61
ATT X ROM 20-08-2017;;118642439;;substitution;;False;{'name': 'Lorenzo Pellegrini', 'slug': 'lorenzo-pellegrini', 'shortName': 'L. Pellegrini', 'position': 'M', 'userCount': 3083, 'id': 555540};{'name': 'Diego Perotti', 'slug': 'diego-perotti', 'shortName': 'D. Perotti', 'position': 'M', 'userCount': 1760, 'id': 47171};84
ATT X ROM 20-08-2017;;118642438;injury;substitution;True;False;{'name': 'Federico Fazio', 'slug': 'federico-fazio', 'shortName': 'F. Fazio', 'position': 'D', 'userCount': 1233, 'id': 27569};{'name': 'Bruno Peres', 'slug': 'bruno-peres', 'shortName': 'B. Peres', 'position': 'D', 'userCount': 452, 'id': 243175};81
ATT X ROM 20-08-2017;;118642436;;substitution;;True;{'name': 'Marten de Roon', 'slug': 'marten-de-roon', 'shortName': 'M. d. Roon', 'position': 'M', 'userCount': 1199, 'id': 100389};{'name': 'Bryan Cristante', 'slug': 'bryan-cristante', 'shortName': 'B. Cristante', 'position': 'M', 'userCount': 1335, 'id': 186855};75
