game;text;homeScore;awayScore;isLive;time;addedTime;incidentType
ARS X LEI 2017-08-11;FT;4;3;False;90;999;period
ARS X LEI 2017-08-11;HT;2;2;False;45;999;period
WAT X LIV 2017-08-12;FT;3;3;False;90;999;period
WAT X LIV 2017-08-12;HT;2;1;False;45;999;period
CHE X BUR 2017-08-12;FT;2;3;False;90;999;period
CHE X BUR 2017-08-12;HT;0;3;False;45;999;period
CRY X HUD 2017-08-12;FT;0;3;False;90;999;period
CRY X HUD 2017-08-12;HT;0;2;False;45;999;period
EVE X STO 2017-08-12;FT;1;0;False;90;999;period
EVE X STO 2017-08-12;HT;1;0;False;45;999;period
SOU X SWA 2017-08-12;FT;0;0;False;90;999;period
SOU X SWA 2017-08-12;HT;0;0;False;45;999;period
BHA X MCI 2017-08-12;FT;0;2;False;90;999;period
MUN X WES 2017-08-13;FT;4;0;False;90;999;period
SWA X MUN 2017-08-19;FT;0;4;False;90;999;period
SWA X MUN 2017-08-19;HT;0;1;False;45;999;period
BUR X WBA 2017-08-19;FT;0;1;False;90;999;period
LEI X BHA 2017-08-19;FT;2;0;False;90;999;period
SOU X WES 2017-08-19;FT;3;2;False;90;999;period
TOT X CHE 2017-08-20;FT;1;2;False;90;999;period
MCI X EVE 2017-08-21;FT;1;1;False;90;999;period
BOU X MCI 2017-08-26;HT;1;1;False;45;999;period
NEW X WES 2017-08-26;FT;3;0;False;90;999;period
CHE X EVE 2017-08-27;HT;2;0;False;45;999;period
MCI X LIV 2017-09-09;FT;5;0;False;90;999;period
BHA X WBA 2017-09-09;FT;3;1;False;90;999;period
STO X MUN 2017-09-09;FT;2;2;False;90;999;period
BOU X BHA 2017-09-15;FT;2;1;False;90;999;period
WAT X MCI 2017-09-16;FT;0;6;False;90;999;period
LEI X LIV 2017-09-23;HT;1;2;False;45;999;period
MCI X STO 2017-10-14;FT;7;2;False;90;999;period
MCI X STO 2017-10-14;HT;3;1;False;45;999;period
CHE X WAT 2017-10-21;FT;4;2;False;90;999;period
EVE X ARS 2017-10-22;FT;2;5;False;90;999;period
TOT X LIV 2017-10-22;FT;4;1;False;90;999;period
WES X LIV 2017-11-04;FT;1;4;False;90;999;period
WAT X MUN 2017-11-28;FT;2;4;False;90;999;period
BHA X LIV 2017-12-02;FT;1;5;False;90;999;period
ARS X MUN 2017-12-02;FT;1;3;False;90;999;period
TOT X STO 2017-12-09;FT;5;1;False;90;999;period
TOT X SOU 2017-12-26;FT;5;2;False;90;999;period
CHE X STO 2017-12-30;HT;3;0;False;45;999;period
ARS X CRY 2018-01-20;HT;4;0;False;45;999;period
CRY X BHA 2018-04-14;HT;3;2;False;45;999;period
TOT X LEI 2018-05-13;FT;5;4;False;90;999;period
