game;addedTime;id;incidentClass;incidentType;isHome;player;playerName;reason;time
ARS X LEI 2017-08-11;4.0;118696376;yellow;card;False;{'name': 'Wes Morgan', 'slug': 'wes-morgan', 'shortName': 'W. Morgan', 'position': 'D', 'userCount': 402, 'id': 20375};Wes Morgan;Foul;90
WAT X LIV 2017-08-12;;118696556;yellow;card;False;{'name': 'Simon Mignolet', 'slug': 'simon-mignolet', 'shortName': 'S. Mignolet', 'position': 'G', 'userCount': 1900, 'id': 10406};Simon Mignolet;Time wasting;88
WAT X LIV 2017-08-12;;118696555;yellow;card;False;{'name': 'Trent Alexander-Arnold', 'slug': 'trent-alexander-arnold', 'shortName': 'T. Alexander-Arnold', 'position': 'D', 'userCount': 17168, 'id': 795064};Trent Alexander-Arnold;Foul;61
WAT X LIV 2017-08-12;;118696554;yellow;card;False;{'name': 'Sadio Mané', 'slug': 'sadio-mane', 'shortName': 'S. Mané', 'position': 'F', 'userCount': 71444, 'id': 217704};Sadio Mané;Foul;37
CHE X BUR 2017-08-12;;118696795;yellow;card;True;{'name': 'Antonio Rüdiger', 'slug': 'antonio-rudiger', 'shortName': 'A. Rüdiger', 'position': 'D', 'userCount': 3395, 'id': 142622};Antonio Rüdiger;Foul;89
CHE X BUR 2017-08-12;;118696794;yellowRed;card;True;{'name': 'Cesc Fàbregas', 'slug': 'cesc-fabregas', 'shortName': 'C. Fàbregas', 'position': 'M', 'userCount': 5114, 'id': 518};Cesc Fàbregas;Foul;81
CHE X BUR 2017-08-12;;118696798;yellow;card;False;{'name': 'Scott Arfield', 'slug': 'scott-arfield', 'shortName': 'S. Arfield', 'position': 'M', 'userCount': 163, 'id': 17056};Scott Arfield;Foul;77
CHE X BUR 2017-08-12;;118696793;yellow;card;True;{'name': 'David Luiz', 'slug': 'david-luiz', 'shortName': 'D. Luiz', 'position': 'D', 'userCount': 7835, 'id': 21300};David Luiz;Argument;77
CHE X BUR 2017-08-12;;118696797;yellow;card;False;{'name': 'Ben Mee', 'slug': 'ben-mee', 'shortName': 'B. Mee', 'position': 'D', 'userCount': 309, 'id': 137774};Ben Mee;Foul;63
CHE X BUR 2017-08-12;;118696796;yellow;card;False;{'name': 'Robbie Brady', 'slug': 'robbie-brady', 'shortName': 'R. Brady', 'position': 'M', 'userCount': 196, 'id': 267621};Robbie Brady;Foul;60
CHE X BUR 2017-08-12;;118696792;yellow;card;True;{'name': 'Cesc Fàbregas', 'slug': 'cesc-fabregas', 'shortName': 'C. Fàbregas', 'position': 'M', 'userCount': 5114, 'id': 518};Cesc Fàbregas;Argument;16
CHE X BUR 2017-08-12;;118696791;red;card;True;{'name': 'Gary Cahill', 'slug': 'gary-cahill', 'shortName': 'G. Cahill', 'position': 'D', 'userCount': 1485, 'id': 9628};Gary Cahill;Foul;14
CHE X BUR 2017-08-12;;118696790;yellow;card;True;{'name': 'Marcos Alonso', 'slug': 'marcos-alonso', 'shortName': 'M. Alonso', 'position': 'D', 'userCount': 4965, 'id': 69408};Marcos Alonso;Foul;3
CRY X HUD 2017-08-12;;118696769;yellow;card;True;{'name': 'Jason Puncheon', 'slug': 'jason-puncheon', 'shortName': 'J. Puncheon', 'position': 'M', 'userCount': 51, 'id': 19593};Jason Puncheon;Foul;88
CRY X HUD 2017-08-12;;118696772;yellow;card;False;{'name': 'Steve Mounié', 'slug': 'steve-mounie', 'shortName': 'S. Mounié', 'position': 'F', 'userCount': 1005, 'id': 345035};Steve Mounié;Foul;73
CRY X HUD 2017-08-12;;118696771;yellow;card;False;{'name': 'Kasey Palmer', 'slug': 'kasey-palmer', 'shortName': 'K. Palmer', 'position': 'M', 'userCount': 261, 'id': 788260};Kasey Palmer;Foul;60
CRY X HUD 2017-08-12;;118696770;yellow;card;False;{'name': 'Tommy Smith', 'slug': 'tommy-smith', 'shortName': 'T. Smith', 'position': 'D', 'userCount': 26, 'id': 305314};Tommy Smith;Foul;28
EVE X STO 2017-08-12;;118696775;yellow;card;True;{'name': 'Morgan Schneiderlin', 'slug': 'morgan-schneiderlin', 'shortName': 'M. Schneiderlin', 'position': 'M', 'userCount': 739, 'id': 27009};Morgan Schneiderlin;Time wasting;85
EVE X STO 2017-08-12;;118696776;yellow;card;False;{'name': 'Joe Allen', 'slug': 'joe-allen', 'shortName': 'J. Allen', 'position': 'M', 'userCount': 322, 'id': 20602};Joe Allen;Foul;29
SOU X SWA 2017-08-12;;118696779;yellow;card;False;{'name': 'Jay Fulton', 'slug': 'jay-fulton', 'shortName': 'J. Fulton', 'position': 'M', 'userCount': 31, 'id': 164291};Jay Fulton;Argument;90
SOU X SWA 2017-08-12;;118696778;yellow;card;True;{'name': 'Oriol Romeu', 'slug': 'oriol-romeu', 'shortName': 'O. Romeu', 'position': 'M', 'userCount': 212, 'id': 69416};Oriol Romeu;Foul;33
SOU X SWA 2017-08-12;;118696777;yellow;card;True;{'name': 'Nathan Redmond', 'slug': 'nathan-redmond', 'shortName': 'N. Redmond', 'position': 'M', 'userCount': 662, 'id': 115346};Nathan Redmond;Dangerous play;16
WBA X BOU 2017-08-12;5.0;118696782;yellow;card;True;{'name': 'Hal Robson-Kanu', 'slug': 'hal-robson-kanu', 'shortName': 'H. Robson-Kanu', 'position': 'F', 'userCount': 207, 'id': 33427};Hal Robson-Kanu;Foul;90
WBA X BOU 2017-08-12;;118696783;yellow;card;False;{'name': 'Harry Arter', 'slug': 'harry-arter', 'shortName': 'H. Arter', 'position': 'M', 'userCount': 90, 'id': 39121};Harry Arter;Argument;86
