game;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
ING X DUI 19-09-2017;2.0;2017-09-19;0.0;29.0;1.0;4.0;53.0;61.0;32.0;22.0;-79.0;-41.0;-22.0;40.0;-10.0;63.0;42.0;48.0;34.0;25.0;16.0;15.0;13.0;43.0;22.0;26.0;10.0;9.0;3.0;-1.0;-1.0;-1.0;-1.0;29.0;45.0;7.0;55.0;41.0;100.0;84.0;75.0;19.0;5.0;-23.0;-21.0;-8.0;-1.0;-4.0;4.0;27.0;20.0;100.0;-79.0;-9.0;-12.0;-33.0;-62.0;-36.0;4.0;-23.0;-14.0;-8.0;4.0;-2.0;44.0;38.0;-27.0;45.0;24.0;44.0;15.0;12.0;13.0;8.0;8.0;-32.0;-12.0;-4.0;4.0;3.0;26.0;8.0;8.0;6.0;-39.0;-24.0;-27.0;-14.0;-7.0;2.0;2.0;47.0;4.0;30.0;2.0;14:30:00;0.0;DUI;ING
SAN X UNB 19-09-2017;0.0;2017-09-19;10.0;28.0;10.0;-22.0;-12.0;-11.0;-12.0;47.0;33.0;17.0;7.0;10.0;-23.0;-10.0;-9.0;-7.0;-6.0;-5.0;-7.0;-6.0;-6.0;-6.0;15.0;-6.0;-3.0;-6.0;-3.0;-1.0;-5.0;-8.0;-2.0;3.0;3.0;39.0;65.0;36.0;-28.0;-11.0;-10.0;-3.0;0.0;-5.0;-6.0;-2.0;-5.0;-34.0;4.0;4.0;-4.0;-4.0;-6.0;37.0;50.0;27.0;13.0;5.0;62.0;-3.0;-6.0;-6.0;-6.0;-1.0;3.0;4.0;4.0;-24.0;-15.0;32.0;-2.0;4.0;-37.0;-31.0;-23.0;-25.0;-40.0;-56.0;-6.0;-1.0;15.0;27.0;18.0;15.0;2.0;-5.0;-8.0;-10.0;-10.0;-10.0;-24.0;5.0;-1.0;-20.0;1.0;14:30:00;1.0;UNB;SAN
HEI X D98 20-09-2017;2.0;2017-09-20;10.0;35.0;-27.0;-38.0;-35.0;-18.0;-13.0;-2.0;-3.0;-1.0;5.0;6.0;3.0;-29.0;-13.0;-6.0;26.0;10.0;6.0;2.0;-2.0;-3.0;9.0;27.0;11.0;-23.0;79.0;39.0;18.0;-79.0;-38.0;-34.0;-20.0;5.0;-12.0;-2.0;-1.0;20.0;40.0;-30.0;;-100.0;-88.0;-60.0;-49.0;2.0;-31.0;-12.0;-5.0;23.0;15.0;11.0;9.0;9.0;3.0;10.0;28.0;3.0;79.0;79.0;45.0;63.0;73.0;33.0;13.0;-8.0;-4.0;20.0;21.0;5.0;-5.0;-5.0;-5.0;-7.0;-7.0;-37.0;-24.0;-17.0;14.0;-18.0;-13.0;-8.0;-8.0;-7.0;-32.0;-97.0;-60.0;-44.0;-49.0;16.0;-20.0;-75.0;2.0;14:30:00;0.0;D98;HEI
DRE X ARM 20-09-2017;2.0;2017-09-20;-2.0;11.0;8.0;6.0;10.0;12.0;53.0;35.0;24.0;17.0;18.0;-2.0;5.0;7.0;-40.0;-26.0;-16.0;-9.0;-5.0;-40.0;56.0;39.0;-3.0;53.0;31.0;26.0;51.0;14.0;64.0;32.0;24.0;17.0;14.0;-20.0;8.0;8.0;8.0;7.0;12.0;10.0;0.0;9.0;11.0;14.0;7.0;-11.0;8.0;3.0;-3.0;-3.0;-4.0;-5.0;-5.0;-4.0;-38.0;-23.0;-5.0;-15.0;-36.0;-24.0;-14.0;-9.0;-7.0;-3.0;-3.0;4.0;-6.0;4.0;-8.0;-11.0;-22.0;-11.0;53.0;34.0;23.0;47.0;5.0;3.0;4.0;2.0;-73.0;-42.0;-21.0;43.0;19.0;19.0;33.0;52.0;28.0;6.0;18.0;-110.0;0.0;14:30:00;-1.0;ARM;DRE
EBR X FUR 20-09-2017;0.0;2017-09-20;-10.0;6.0;10.0;7.0;6.0;4.0;-29.0;-25.0;-19.0;-9.0;-2.0;-2.0;-3.0;3.0;4.0;40.0;18.0;7.0;5.0;4.0;3.0;79.0;8.0;41.0;21.0;-43.0;-25.0;-24.0;-58.0;-39.0;-24.0;-11.0;-3.0;1.0;4.0;26.0;63.0;50.0;24.0;9.0;-30.0;-33.0;-22.0;-16.0;-12.0;-1.0;-15.0;9.0;-26.0;-13.0;-7.0;-3.0;-2.0;25.0;40.0;29.0;-31.0;42.0;-41.0;-15.0;-26.0;-51.0;-43.0;-33.0;-53.0;-29.0;-13.0;-18.0;17.0;7.0;-46.0;35.0;-16.0;-36.0;-18.0;-34.0;44.0;26.0;-12.0;50.0;18.0;8.0;-10.0;16.0;-5.0;-5.0;-6.0;26.0;19.0;-2.0;8.0;10.0;3.0;14:30:00;1.0;FUR;EBR
DUS X JAH 20-09-2017;0.0;2017-09-20;9.0;3.0;2.0;25.0;19.0;26.0;21.0;24.0;40.0;22.0;11.0;38.0;5.0;-44.0;-24.0;-17.0;-8.0;6.0;6.0;2.0;1.0;1.0;5.0;1.0;-5.0;-43.0;-32.0;-45.0;-33.0;-21.0;-9.0;-20.0;-9.0;-5.0;-5.0;41.0;22.0;12.0;5.0;1.0;-65.0;-9.0;-38.0;-59.0;-36.0;-35.0;-28.0;-17.0;-3.0;-41.0;-19.0;79.0;43.0;13.0;19.0;14.0;-19.0;-3.0;-3.0;-2.0;-9.0;-7.0;-6.0;64.0;33.0;43.0;-42.0;-11.0;-15.0;-10.0;24.0;2.0;3.0;-32.0;39.0;9.0;5.0;1.0;-3.0;-32.0;-17.0;-12.0;18.0;3.0;1.0;-8.0;-9.0;-13.0;-8.0;2.0;5.0;30.0;1.0;14:30:00;1.0;JAH;DUS
NUR X BOC 21-09-2017;1.0;2017-09-21;4.0;3.0;-2.0;-2.0;-69.0;-100.0;-63.0;-3.0;28.0;23.0;19.0;2.0;-28.0;-13.0;-36.0;-26.0;-19.0;-14.0;-17.0;-11.0;-14.0;72.0;26.0;74.0;56.0;30.0;14.0;4.0;-3.0;-19.0;-14.0;-20.0;-10.0;45.0;8.0;-3.0;-3.0;-2.0;8.0;-23.0;;-14.0;-11.0;-14.0;-14.0;40.0;-52.0;-26.0;85.0;37.0;-45.0;-13.0;-3.0;-8.0;-8.0;-6.0;28.0;-7.0;-9.0;-9.0;-9.0;-4.0;6.0;8.0;5.0;-5.0;-49.0;18.0;-34.0;-24.0;-13.0;-6.0;2.0;2.0;7.0;55.0;30.0;15.0;31.0;6.0;1.0;-5.0;-5.0;-10.0;23.0;2.0;100.0;60.0;34.0;-18.0;18.0;0.0;3.0;16:30:00;1.0;BOC;NUR
AUE X SAN 22-09-2017;0.0;2017-09-22;-7.0;11.0;-30.0;-18.0;-15.0;-7.0;5.0;-2.0;74.0;43.0;21.0;-11.0;-37.0;-15.0;-16.0;-11.0;-7.0;-3.0;-3.0;-3.0;-3.0;-3.0;-22.0;-3.0;-3.0;-3.0;-8.0;-12.0;-14.0;-6.0;-6.0;-6.0;-5.0;25.0;-1.0;2.0;2.0;3.0;4.0;2.0;20.0;82.0;49.0;30.0;19.0;5.0;-49.0;-52.0;-27.0;-13.0;29.0;12.0;6.0;-4.0;-3.0;-1.0;3.0;3.0;-3.0;-3.0;-4.0;-5.0;-5.0;29.0;13.0;-42.0;-21.0;-5.0;-39.0;-32.0;-21.0;-11.0;-8.0;-10.0;7.0;7.0;6.0;-28.0;-4.0;-56.0;-37.0;-30.0;-1.0;28.0;15.0;-10.0;-5.0;-67.0;-46.0;31.0;-23.0;-35.0;1.0;14:30:00;1.0;SAN;AUE
DUI X HKI 22-09-2017;3.0;2017-09-22;-5.0;-78.0;-34.0;-20.0;-2.0;-3.0;5.0;4.0;-3.0;-2.0;-4.0;-34.0;-6.0;-7.0;-6.0;3.0;-5.0;-8.0;-10.0;-11.0;-12.0;-38.0;-68.0;-24.0;-16.0;-6.0;34.0;11.0;2.0;2.0;-10.0;-17.0;-6.0;-88.0;-25.0;-18.0;-14.0;-36.0;-18.0;-2.0;5.0;1.0;-4.0;-11.0;-5.0;-62.0;-16.0;-13.0;42.0;51.0;72.0;45.0;28.0;20.0;6.0;1.0;-40.0;2.0;2.0;-4.0;22.0;9.0;28.0;-30.0;106.0;86.0;46.0;-25.0;-36.0;-2.0;-8.0;-60.0;-100.0;-36.0;-20.0;-11.0;27.0;45.0;-25.0;81.0;14.0;4.0;-4.0;-7.0;-6.0;-28.0;-14.0;-90.0;-51.0;48.0;-18.0;100.0;1.0;14:30:00;-1.0;HKI;DUI
ARM X HEI 23-09-2017;1.0;2017-09-23;4.0;21.0;18.0;13.0;23.0;14.0;13.0;13.0;17.0;47.0;21.0;6.0;15.0;10.0;11.0;10.0;13.0;10.0;34.0;17.0;9.0;5.0;1.0;2.0;-35.0;-33.0;-19.0;-16.0;-41.0;-23.0;-19.0;-4.0;37.0;8.0;-40.0;-10.0;-1.0;-27.0;-9.0;5.0;;29.0;-21.0;-1.0;-6.0;11.0;-4.0;-35.0;-39.0;-17.0;31.0;22.0;66.0;42.0;86.0;45.0;11.0;-99.0;-45.0;-26.0;-23.0;-15.0;-3.0;29.0;13.0;11.0;-17.0;52.0;8.0;8.0;40.0;33.0;85.0;-56.0;5.0;5.0;70.0;76.0;36.0;74.0;84.0;75.0;45.0;20.0;10.0;4.0;1.0;56.0;39.0;27.0;51.0;65.0;1.0;09:00:00;0.0;HEI;ARM
STP X DUS 23-09-2017;2.0;2017-09-23;10.0;-100.0;-62.0;-38.0;-17.0;-32.0;-8.0;-9.0;-10.0;-16.0;-9.0;12.0;-7.0;-5.0;-7.0;-77.0;-44.0;-29.0;-20.0;-31.0;-13.0;-7.0;8.0;-4.0;-6.0;-1.0;1.0;1.0;76.0;48.0;32.0;19.0;12.0;6.0;2.0;2.0;1.0;1.0;11.0;-5.0;30.0;11.0;7.0;6.0;5.0;5.0;35.0;22.0;15.0;15.0;14.0;6.0;39.0;20.0;19.0;18.0;3.0;8.0;4.0;-28.0;-12.0;23.0;10.0;38.0;-34.0;-3.0;-11.0;1.0;-48.0;-62.0;-35.0;-27.0;-21.0;39.0;24.0;14.0;23.0;28.0;-34.0;18.0;40.0;68.0;44.0;64.0;42.0;27.0;44.0;33.0;18.0;-17.0;17.0;55.0;1.0;09:00:00;-1.0;DUS;STP
JAH X EBR 23-09-2017;1.0;2017-09-23;-5.0;54.0;56.0;68.0;17.0;14.0;5.0;1.0;-6.0;-54.0;-37.0;-6.0;-85.0;-53.0;-31.0;25.0;-26.0;-13.0;-14.0;14.0;-2.0;5.0;-2.0;7.0;24.0;12.0;6.0;7.0;2.0;-2.0;24.0;22.0;11.0;27.0;4.0;-8.0;-100.0;-100.0;-64.0;-33.0;-5.0;7.0;100.0;61.0;41.0;21.0;29.0;21.0;19.0;8.0;-14.0;-8.0;-3.0;7.0;27.0;63.0;43.0;100.0;82.0;90.0;51.0;41.0;22.0;17.0;16.0;49.0;52.0;33.0;37.0;93.0;91.0;57.0;39.0;34.0;22.0;22.0;97.0;52.0;32.0;29.0;67.0;43.0;19.0;26.0;45.0;58.0;38.0;17.0;23.0;35.0;71.0;-45.0;2.0;09:00:00;1.0;EBR;JAH
D98 X DRE 24-09-2017;3.0;2017-09-24;10.0;2.0;2.0;-3.0;-36.0;-24.0;-11.0;-9.0;54.0;24.0;16.0;11.0;6.0;1.0;-10.0;-10.0;-100.0;-64.0;-23.0;-19.0;-11.0;22.0;47.0;15.0;76.0;23.0;16.0;-99.0;-51.0;-34.0;67.0;35.0;32.0;33.0;28.0;13.0;-9.0;10.0;7.0;7.0;-15.0;4.0;5.0;-7.0;-4.0;62.0;-4.0;-4.0;-2.0;11.0;13.0;-13.0;8.0;10.0;13.0;16.0;24.0;15.0;12.0;41.0;43.0;25.0;18.0;45.0;33.0;22.0;12.0;16.0;13.0;11.0;12.0;16.0;14.0;12.0;-61.0;-2.0;5.0;25.0;9.0;-76.0;-7.0;-7.0;-5.0;-5.0;3.0;26.0;22.0;19.0;34.0;18.0;27.0;155.0;3.0;09:30:00;0.0;DRE;D98
FUR X NUR 24-09-2017;3.0;2017-09-24;10.0;-65.0;-35.0;31.0;13.0;11.0;5.0;39.0;37.0;17.0;6.0;14.0;-7.0;-4.0;-5.0;3.0;3.0;5.0;6.0;11.0;10.0;35.0;11.0;33.0;67.0;38.0;41.0;17.0;-30.0;-10.0;-30.0;-14.0;31.0;-22.0;24.0;22.0;19.0;14.0;15.0;40.0;-5.0;28.0;15.0;67.0;38.0;-3.0;30.0;43.0;52.0;-39.0;-51.0;-25.0;-12.0;-8.0;-2.0;-80.0;31.0;-47.0;-9.0;-6.0;-4.0;7.0;-31.0;-12.0;-2.0;-17.0;10.0;14.0;-21.0;25.0;12.0;8.0;-6.0;-1.0;14.0;10.0;9.0;49.0;-37.0;38.0;25.0;18.0;14.0;53.0;89.0;56.0;37.0;90.0;63.0;-57.0;6.0;-145.0;1.0;09:30:00;-1.0;NUR;FUR
BOC X ING 24-09-2017;0.0;2017-09-24;3.0;6.0;-5.0;-3.0;-45.0;-31.0;-43.0;-29.0;-12.0;33.0;14.0;3.0;11.0;7.0;4.0;36.0;97.0;54.0;-42.0;-3.0;72.0;29.0;4.0;14.0;-13.0;5.0;-2.0;2.0;2.0;-9.0;-56.0;-31.0;-24.0;-17.0;-44.0;-28.0;28.0;15.0;6.0;-4.0;25.0;-9.0;-9.0;52.0;31.0;-10.0;22.0;17.0;14.0;25.0;5.0;8.0;5.0;43.0;20.0;-40.0;8.0;-23.0;-16.0;-19.0;-18.0;-36.0;-19.0;-35.0;-63.0;-40.0;-25.0;50.0;-24.0;-17.0;-11.0;-10.0;-10.0;-9.0;-5.0;-7.0;36.0;14.0;19.0;5.0;5.0;25.0;14.0;5.0;-4.0;-59.0;-39.0;-26.0;-13.0;11.0;-39.0;0.0;2.0;09:30:00;1.0;ING;BOC
UNB X KAI 25-09-2017;0.0;2017-09-25;10.0;25.0;18.0;85.0;47.0;29.0;19.0;12.0;38.0;25.0;16.0;11.0;31.0;26.0;47.0;53.0;27.0;14.0;82.0;56.0;74.0;92.0;6.0;62.0;34.0;50.0;100.0;72.0;93.0;61.0;39.0;-21.0;-3.0;9.0;-1.0;5.0;-5.0;-5.0;-5.0;-16.0;;-93.0;-53.0;-29.0;-15.0;52.0;32.0;27.0;17.0;7.0;-5.0;-2.0;2.0;2.0;2.0;48.0;32.0;30.0;20.0;13.0;34.0;29.0;13.0;3.0;-9.0;-37.0;-54.0;100.0;-43.0;-57.0;-37.0;-18.0;-12.0;-60.0;-25.0;-2.0;80.0;51.0;93.0;14.0;12.0;11.0;5.0;12.0;60.0;100.0;71.0;48.0;4.0;53.0;7.0;;5.0;16:30:00;1.0;KAI;UNB
KAI X FUR 29-09-2017;0.0;2017-09-29;-30.0;11.0;2.0;-2.0;-9.0;-1.0;39.0;52.0;32.0;20.0;7.0;-57.0;4.0;2.0;3.0;-3.0;1.0;1.0;1.0;1.0;1.0;1.0;-39.0;1.0;1.0;1.0;41.0;-33.0;-18.0;-10.0;-4.0;-50.0;-31.0;-25.0;-22.0;-17.0;-14.0;-14.0;-7.0;-3.0;;-1.0;1.0;-7.0;-9.0;-17.0;-11.0;-36.0;-62.0;-33.0;24.0;6.0;10.0;1.0;23.0;8.0;-15.0;6.0;-4.0;-4.0;-11.0;-9.0;-8.0;-8.0;22.0;7.0;11.0;11.0;8.0;7.0;84.0;53.0;34.0;98.0;69.0;41.0;24.0;15.0;39.0;-5.0;71.0;36.0;52.0;23.0;6.0;-28.0;-18.0;-40.0;28.0;21.0;1.0;5.0;3.0;14:30:00;1.0;FUR;KAI
ING X D98 29-09-2017;0.0;2017-09-29;-5.0;22.0;16.0;12.0;8.0;-10.0;-29.0;-15.0;-12.0;-5.0;-30.0;-2.0;-24.0;30.0;4.0;-5.0;2.0;4.0;1.0;-5.0;6.0;34.0;-4.0;91.0;100.0;100.0;55.0;25.0;6.0;-18.0;-34.0;-17.0;23.0;-10.0;-8.0;-3.0;-22.0;-18.0;-18.0;-1.0;-20.0;-5.0;-8.0;-10.0;-4.0;6.0;-6.0;-11.0;-9.0;-5.0;-2.0;11.0;31.0;24.0;35.0;21.0;6.0;42.0;93.0;50.0;23.0;6.0;-68.0;-14.0;16.0;-5.0;-5.0;4.0;-25.0;-58.0;-40.0;-19.0;-7.0;19.0;49.0;35.0;33.0;100.0;30.0;81.0;49.0;38.0;27.0;12.0;17.0;18.0;13.0;11.0;9.0;50.0;8.0;0.0;3.0;14:30:00;1.0;D98;ING
NUR X ARM 30-09-2017;2.0;2017-09-30;-10.0;28.0;9.0;8.0;10.0;8.0;5.0;30.0;12.0;9.0;7.0;-7.0;6.0;3.0;4.0;5.0;5.0;25.0;26.0;11.0;6.0;10.0;-6.0;8.0;13.0;45.0;14.0;-20.0;-1.0;31.0;13.0;-22.0;-2.0;-5.0;4.0;4.0;-17.0;-3.0;5.0;30.0;5.0;-7.0;-5.0;-5.0;5.0;-5.0;5.0;43.0;28.0;20.0;14.0;11.0;1.0;23.0;41.0;20.0;-32.0;37.0;22.0;-110.0;-54.0;70.0;59.0;69.0;58.0;63.0;39.0;-23.0;27.0;20.0;-11.0;30.0;-30.0;-2.0;6.0;8.0;10.0;15.0;-57.0;91.0;57.0;37.0;25.0;18.0;13.0;11.0;-72.0;-34.0;-17.0;-31.0;-2.0;10.0;1.0;09:00:00;-1.0;ARM;NUR
AUE X UNB 30-09-2017;2.0;2017-09-30;10.0;13.0;28.0;12.0;5.0;2.0;-11.0;-11.0;-15.0;-12.0;-16.0;5.0;-37.0;-45.0;-31.0;-23.0;-17.0;-13.0;-10.0;-15.0;-16.0;-39.0;2.0;-23.0;-23.0;-13.0;-7.0;31.0;19.0;9.0;-25.0;36.0;18.0;5.0;11.0;8.0;13.0;6.0;-3.0;-3.0;;3.0;-3.0;48.0;59.0;1.0;56.0;65.0;40.0;32.0;10.0;-86.0;-45.0;-22.0;-8.0;6.0;3.0;12.0;38.0;15.0;-12.0;27.0;15.0;8.0;-19.0;-5.0;-3.0;4.0;12.0;-89.0;-46.0;82.0;44.0;33.0;29.0;21.0;-12.0;4.0;7.0;4.0;47.0;3.0;9.0;8.0;7.0;4.0;7.0;7.0;7.0;-10.0;7.0;25.0;1.0;09:00:00;-1.0;UNB;AUE
HKI X BOC 30-09-2017;0.0;2017-09-30;10.0;6.0;-4.0;-28.0;-14.0;-12.0;22.0;6.0;-6.0;-36.0;-22.0;-28.0;-16.0;-10.0;-1.0;-23.0;43.0;22.0;18.0;40.0;26.0;14.0;-9.0;9.0;11.0;-7.0;3.0;2.0;3.0;22.0;15.0;26.0;23.0;8.0;18.0;53.0;50.0;100.0;79.0;40.0;30.0;-1.0;-1.0;-1.0;41.0;-31.0;28.0;22.0;34.0;24.0;15.0;32.0;100.0;86.0;59.0;38.0;-13.0;81.0;44.0;55.0;44.0;38.0;81.0;46.0;49.0;26.0;88.0;-3.0;41.0;33.0;24.0;20.0;37.0;27.0;15.0;13.0;11.0;4.0;23.0;-4.0;-4.0;42.0;54.0;45.0;39.0;31.0;23.0;39.0;15.0;12.0;36.0;0.0;3.0;09:00:00;1.0;BOC;HKI
HEI X DRE 01-10-2017;2.0;2017-10-01;-9.0;25.0;44.0;5.0;2.0;-3.0;3.0;8.0;24.0;8.0;24.0;-13.0;18.0;15.0;8.0;7.0;30.0;16.0;32.0;-47.0;-17.0;-18.0;-16.0;-11.0;-9.0;-1.0;1.0;-16.0;-9.0;-6.0;-9.0;25.0;23.0;-44.0;19.0;3.0;4.0;3.0;3.0;4.0;;-3.0;13.0;8.0;6.0;-25.0;-4.0;1.0;62.0;38.0;-69.0;-20.0;33.0;10.0;4.0;32.0;-17.0;-25.0;6.0;41.0;19.0;4.0;-30.0;-18.0;-12.0;7.0;2.0;-14.0;5.0;-24.0;-19.0;-14.0;-11.0;-14.0;-9.0;-2.0;38.0;23.0;-12.0;11.0;8.0;6.0;8.0;6.0;5.0;22.0;6.0;-92.0;-77.0;6.0;-47.0;0.0;0.0;09:30:00;-1.0;DRE;HEI
EBR X STP 01-10-2017;2.0;2017-10-01;5.0;-15.0;35.0;18.0;13.0;91.0;81.0;38.0;36.0;16.0;23.0;6.0;51.0;35.0;25.0;21.0;36.0;22.0;77.0;77.0;53.0;28.0;6.0;-46.0;-52.0;65.0;42.0;-36.0;-2.0;25.0;30.0;16.0;42.0;47.0;35.0;19.0;8.0;3.0;-12.0;-3.0;65.0;2.0;-3.0;5.0;-31.0;22.0;60.0;23.0;13.0;6.0;10.0;-18.0;-12.0;33.0;-43.0;-52.0;7.0;-36.0;-27.0;-25.0;-55.0;-33.0;-18.0;-9.0;-8.0;-5.0;-56.0;6.0;-41.0;-28.0;-17.0;-1.0;7.0;-5.0;-5.0;-87.0;-57.0;-62.0;1.0;-85.0;-53.0;-64.0;-41.0;-25.0;-10.0;-7.0;-8.0;33.0;15.0;-26.0;7.0;65.0;0.0;09:30:00;-1.0;STP;EBR
SAN X JAH 01-10-2017;0.0;2017-10-01;10.0;10.0;30.0;41.0;52.0;31.0;17.0;18.0;-32.0;-26.0;-10.0;8.0;-2.0;-7.0;11.0;6.0;5.0;4.0;4.0;-4.0;2.0;-2.0;7.0;3.0;24.0;18.0;4.0;10.0;9.0;-27.0;-9.0;8.0;3.0;10.0;4.0;6.0;6.0;5.0;5.0;-28.0;5.0;-33.0;-15.0;-5.0;4.0;42.0;4.0;-6.0;-20.0;-12.0;-8.0;-5.0;-3.0;-1.0;-36.0;-22.0;27.0;-28.0;-12.0;-3.0;10.0;5.0;3.0;-6.0;-3.0;75.0;42.0;17.0;24.0;13.0;-11.0;-13.0;-39.0;-29.0;-18.0;-41.0;-30.0;-21.0;-31.0;-13.0;-38.0;-21.0;-8.0;-6.0;39.0;21.0;25.0;43.0;24.0;-7.0;-32.0;-155.0;2.0;09:30:00;1.0;JAH;SAN
DUS X DUI 02-10-2017;1.0;2017-10-02;-10.0;-44.0;-41.0;-71.0;-100.0;-91.0;-51.0;-12.0;23.0;18.0;15.0;-7.0;11.0;7.0;-33.0;-25.0;-13.0;-6.0;32.0;42.0;13.0;6.0;78.0;1.0;-8.0;-14.0;-15.0;18.0;10.0;34.0;-33.0;-5.0;-4.0;41.0;-2.0;-3.0;-40.0;-23.0;-13.0;-15.0;10.0;50.0;28.0;14.0;6.0;60.0;-23.0;-21.0;-14.0;-100.0;-95.0;-100.0;-26.0;-88.0;-40.0;26.0;100.0;-13.0;-4.0;-3.0;-23.0;-3.0;-3.0;-9.0;-78.0;-39.0;86.0;64.0;31.0;14.0;49.0;24.0;31.0;12.0;1.0;-6.0;-33.0;-26.0;22.0;-20.0;-6.0;-27.0;-12.0;-8.0;-16.0;-12.0;-7.0;-1.0;19.0;-35.0;9.0;-20.0;3.0;16:30:00;1.0;DUI;DUS
STP X KAI 13-10-2017;1.0;2017-10-13;-10.0;6.0;6.0;5.0;2.0;1.0;-35.0;-26.0;-22.0;-24.0;-17.0;6.0;-10.0;-7.0;-11.0;-9.0;-1.0;9.0;9.0;11.0;1.0;-30.0;6.0;51.0;19.0;16.0;10.0;12.0;7.0;8.0;10.0;12.0;36.0;7.0;31.0;23.0;18.0;16.0;12.0;-7.0;;-6.0;6.0;5.0;8.0;7.0;11.0;13.0;13.0;19.0;17.0;36.0;25.0;24.0;17.0;14.0;8.0;11.0;10.0;10.0;10.0;85.0;50.0;30.0;18.0;-20.0;-40.0;7.0;-19.0;-11.0;21.0;9.0;7.0;91.0;52.0;-68.0;-51.0;-24.0;6.0;-14.0;12.0;17.0;19.0;18.0;12.0;14.0;6.0;-22.0;19.0;6.0;-2.0;-30.0;1.0;14:30:00;0.0;KAI;STP
DUI X EBR 13-10-2017;0.0;2017-10-13;50.0;-3.0;-2.0;-4.0;-4.0;7.0;-34.0;-12.0;-10.0;-2.0;-12.0;2.0;70.0;43.0;32.0;-38.0;-7.0;-11.0;-9.0;-8.0;38.0;18.0;2.0;11.0;7.0;5.0;1.0;-5.0;-1.0;6.0;3.0;2.0;2.0;11.0;-5.0;-11.0;-23.0;-45.0;-29.0;-7.0;0.0;19.0;41.0;48.0;27.0;31.0;6.0;11.0;9.0;-8.0;3.0;-28.0;-14.0;-3.0;6.0;49.0;8.0;29.0;29.0;55.0;30.0;6.0;-5.0;-5.0;-50.0;-43.0;-18.0;13.0;-14.0;27.0;20.0;9.0;1.0;-29.0;-16.0;-8.0;-8.0;-8.0;8.0;-6.0;-7.0;-7.0;-7.0;-14.0;-9.0;-11.0;19.0;6.0;3.0;4.0;1.0;-5.0;0.0;14:30:00;0.0;EBR;DUI
ARM X DUS 14-10-2017;2.0;2017-10-14;-10.0;-31.0;-73.0;-52.0;-29.0;-10.0;-5.0;6.0;10.0;12.0;3.0;-11.0;-45.0;29.0;10.0;-10.0;2.0;-19.0;-5.0;-1.0;3.0;-44.0;20.0;-26.0;-19.0;-15.0;-17.0;-10.0;-9.0;-78.0;-44.0;-18.0;-8.0;8.0;48.0;33.0;21.0;9.0;7.0;3.0;30.0;8.0;12.0;-62.0;-8.0;26.0;-1.0;48.0;24.0;21.0;8.0;-20.0;-6.0;-2.0;6.0;-9.0;22.0;32.0;13.0;-34.0;-24.0;-49.0;-28.0;-12.0;4.0;5.0;11.0;6.0;11.0;4.0;-2.0;-2.0;-38.0;-24.0;-91.0;-58.0;-84.0;-51.0;-7.0;-24.0;-22.0;-7.0;1.0;31.0;18.0;53.0;26.0;16.0;8.0;-50.0;10.0;0.0;0.0;09:00:00;-1.0;DUS;ARM
DRE X ING 14-10-2017;2.0;2017-10-14;2.0;8.0;9.0;2.0;-74.0;-42.0;-56.0;-34.0;-46.0;-3.0;6.0;22.0;-5.0;-40.0;-23.0;-100.0;-100.0;-63.0;36.0;-1.0;57.0;44.0;14.0;66.0;100.0;64.0;34.0;18.0;10.0;3.0;-48.0;-24.0;-17.0;9.0;-33.0;-14.0;6.0;-3.0;-2.0;-2.0;;-7.0;7.0;-4.0;3.0;9.0;100.0;60.0;13.0;16.0;12.0;-2.0;33.0;27.0;23.0;44.0;9.0;37.0;25.0;10.0;1.0;4.0;4.0;15.0;13.0;12.0;10.0;7.0;29.0;16.0;9.0;5.0;2.0;-1.0;-1.0;-1.0;-1.0;-2.0;-7.0;-22.0;-14.0;-14.0;-9.0;5.0;-6.0;-2.0;25.0;13.0;2.0;7.0;-41.0;-25.0;2.0;09:00:00;0.0;ING;DRE
