game;accuratePass;aerialDuels;challengeLost;disabled;fouls;goalAssist;goals;goodHighClaim;groundDuels;id;interceptionWon;keyPass;minutesPlayed;name;national;offsides;outfielderBlock;position;possessionLost;punches;rating;runsOut;saves;shortName;shotsBlocked;shotsOffTarget;shotsOnTarget;slug;team;team_id;team_name;totalClearance;totalContest;totalCross;totalDuels;totalLongBalls;totalPass;totalTackle;touches;wasFouled
BOC X STP 28-07-2017;66 (86%);6 (5);1;;1;;;;4 (2);236;5;2;90';Tim Hoogland;False;;3;D;12;;8.2;;;T. Hoogland;1;0;1;vfl-bochum;BOC;2542;VfL Bochum;3;0 (0);0 (0);10 (7);17 (12);66 (86%);2;95;0
BOC X STP 28-07-2017;28 (77%);0 (0);;;0;;;;3 (3);71072;3;2;89';Waldemar Sobota;False;;1;M;11;;7.8;;;W. Sobota;1;1;1;fc-st-pauli;STP;2526;FC St. Pauli;1;1 (1);2 (1);3 (3);3 (3);28 (77%);2;55;0
BOC X STP 28-07-2017;29 (70%);7 (5);1;;0;;;;2 (1);66514;6;0;90';Lasse Sobiech;False;;3;D;13;;7.8;;;L. Sobiech;0;1;0;fc-st-pauli;STP;2526;FC St. Pauli;8;0 (0);0 (0);9 (6);8 (4);29 (70%);1;61;0
BOC X STP 28-07-2017;23 (71%);0 (0);2;;1;;1;;5 (1);114527;2;4;90';Christopher Buchtmann;False;;0;M;11;;7.7;;;C. Buchtmann;1;0;3;fc-st-pauli;STP;2526;FC St. Pauli;1;0 (0);2 (2);5 (1);7 (2);23 (71%);1;44;0
BOC X STP 28-07-2017;18 (54%);0 (0);;;0;;;2;0 (0);38658;0;0;90';Robin Himmelmann;False;;0;G;;0;7.7;1 (1);5;R. Himmelmann;0;0;0;fc-st-pauli;STP;2526;FC St. Pauli;2;0 (0);0 (0);0 (0);23 (8);18 (54%);0;47;0
BOC X STP 28-07-2017;26 (59%);4 (3);1;;1;;;;17 (11);29447;1;1;90';Jan-Philipp Kalla;False;;3;D;28;;7.6;;;J. Kalla;0;0;0;fc-st-pauli;STP;2526;FC St. Pauli;1;6 (2);6 (1);21 (14);16 (5);26 (59%);7;82;2
BOC X STP 28-07-2017;23 (88%);1 (0);;;1;;;;5 (2);142631;0;2;68';Thomas Eisfeld;False;;0;M;10;;7.3;;;T. Eisfeld;0;0;3;vfl-bochum;BOC;2542;VfL Bochum;0;2 (1);8 (4);6 (2);0 (0);23 (88%);0;42;1
BOC X STP 28-07-2017;18 (60%);1 (1);;;0;;;0;1 (1);24937;0;0;90';Manuel Riemann;False;;0;G;;1;7.3;0 (0);6;M. Riemann;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;1;1 (1);0 (0);2 (2);19 (7);18 (60%);0;44;0
BOC X STP 28-07-2017;51 (86%);2 (1);;;0;;;;6 (4);23060;2;3;90';Stefano Celozzi;False;;0;M;13;;7.3;;;S. Celozzi;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;1;2 (2);3 (1);8 (5);4 (3);51 (86%);0;74;2
BOC X STP 28-07-2017;14 (77%);2 (0);;;1;;;;6 (5);181889;0;2;81';Mats Møller Dæhli;False;;1;M;4;;7.2;;;M. M. Dæhli;1;0;0;fc-st-pauli;STP;2526;FC St. Pauli;0;0 (0);0 (0);8 (5);3 (3);14 (77%);2;26;3
BOC X STP 28-07-2017;10 (66%);3 (0);;;2;1;;;11 (5);17802;1;3;70';Sami Allagui;False;2;0;F;9;;7.1;;;S. Allagui;0;1;1;fc-st-pauli;STP;2526;FC St. Pauli;0;4 (3);0 (0);14 (5);0 (0);10 (66%);0;29;2
BOC X STP 28-07-2017;52 (86%);3 (0);1;;1;;;;8 (5);254411;2;0;90';Jan Gyamerah;False;;1;D;10;;7.0;;;J. Gyamerah;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;1;1 (1);1 (1);11 (5);7 (6);52 (86%);3;80;1
BOC X STP 28-07-2017;17 (73%);1 (0);;;0;;;;3 (2);146927;0;0;90';Daniel Buballa;False;;1;D;9;;7.0;;;D. Buballa;0;0;0;fc-st-pauli;STP;2526;FC St. Pauli;2;1 (0);1 (0);4 (2);6 (3);17 (73%);2;36;0
