game;length;time;addedTime;incidentType
BOC X STP 28-07-2017;3;90;0;injuryTime
ARM X JAH 29-07-2017;2;90;0;injuryTime
ARM X JAH 29-07-2017;1;45;0;injuryTime
NUR X KAI 30-07-2017;2;45;0;injuryTime
DRE X DUI 30-07-2017;3;45;0;injuryTime
HKI X SAN 30-07-2017;4;90;0;injuryTime
JAH X HKI 26-08-2017;5;90;0;injuryTime
STP X ING 16-09-2017;1;90;0;injuryTime
STP X AUE 27-10-2017;6;90;0;injuryTime
D98 X SAN 17-11-2017;4;45;0;injuryTime
ING X ARM 08-04-2018;5;45;0;injuryTime
