game;addedTime;id;incidentClass;incidentType;isHome;player;playerName;reason;time
BOC X STP 28-07-2017;;118687279;yellow;card;False;{'name': 'Jan-Philipp Kalla', 'slug': 'jan-philipp-kalla', 'shortName': 'J. Kalla', 'position': 'D', 'userCount': 8, 'id': 29447};Jan-Philipp Kalla;Foul;34
BOC X STP 28-07-2017;;118687278;yellow;card;True;{'name': 'Danilo Soares', 'slug': 'danilo-soares', 'shortName': 'D. Soares', 'position': 'D', 'userCount': 46, 'id': 121551};Danilo Soares;Foul;17
ING X UNB 29-07-2017;;118687534;yellow;card;False;{'name': 'Marc Torrejón', 'slug': 'marc-torrejon', 'shortName': 'M. Torrejón', 'position': 'D', 'userCount': 7, 'id': 17123};Marc Torrejon;Foul;88
ING X UNB 29-07-2017;;118687533;yellow;card;False;{'name': 'Kristian Pedersen', 'slug': 'kristian-pedersen', 'shortName': 'K. Pedersen', 'position': 'D', 'userCount': 85, 'id': 773591};Kristian Pedersen;Foul;77
ING X UNB 29-07-2017;;118687532;yellow;card;False;{'name': 'Sebastian Polter', 'slug': 'sebastian-polter', 'shortName': 'S. Polter', 'position': 'F', 'userCount': 134, 'id': 39733};Sebastian Polter;Argument;58
ARM X JAH 29-07-2017;1.0;118687721;yellow;card;True;{'name': 'Andraž Šporar', 'slug': 'andraz-sporar', 'shortName': 'A. Šporar', 'position': 'F', 'userCount': 1154, 'id': 166987};Andraž Šporar;;90
ARM X JAH 29-07-2017;;118687724;yellow;card;False;{'name': 'Benedikt Gimber', 'slug': 'benedikt-gimber', 'shortName': 'B. Gimber', 'position': 'M', 'userCount': 18, 'id': 798936};Benedikt Gimber;Foul;89
ARM X JAH 29-07-2017;;118687720;red;card;True;{'name': 'Nils Teixeira', 'slug': 'nils-teixeira', 'shortName': 'N. Teixeira', 'position': 'D', 'userCount': 9, 'id': 66637};Nils Teixeira;Foul;84
ARM X JAH 29-07-2017;;118687719;yellow;card;True;{'name': 'Andreas Voglsammer', 'slug': 'andreas-voglsammer', 'shortName': 'A. Voglsammer', 'position': 'M', 'userCount': 162, 'id': 123320};Andreas Voglsammer;Foul;61
ARM X JAH 29-07-2017;;118687723;yellow;card;False;{'name': 'Benedikt Saller', 'slug': 'benedikt-saller', 'shortName': 'B. Saller', 'position': 'D', 'userCount': 6, 'id': 142118};Benedikt Saller;Foul;35
ARM X JAH 29-07-2017;;118687722;yellow;card;False;{'name': 'Andreas Geipl', 'slug': 'andreas-geipl', 'shortName': 'A. Geipl', 'position': 'M', 'userCount': 16, 'id': 142221};Andreas Geipl;Foul;14
ARM X JAH 29-07-2017;;118687718;yellow;card;True;{'name': 'Christoph Hemlein', 'slug': 'christoph-hemlein', 'shortName': 'C. Hemlein', 'position': 'M', 'userCount': 6, 'id': 123688};Christoph Hemlein;Foul;11
D98 X FUR 29-07-2017;;118687730;yellow;card;False;{'name': 'Serdar Dursun', 'slug': 'serdar-dursun', 'shortName': 'S. Dursun', 'position': 'F', 'userCount': 191, 'id': 123917};Serdar Dursun;Foul;89
D98 X FUR 29-07-2017;;118687729;yellow;card;False;{'name': 'Sebastian Ernst', 'slug': 'sebastian-ernst', 'shortName': 'S. Ernst', 'position': 'M', 'userCount': 24, 'id': 230378};Sebastian Ernst;Foul;87
D98 X FUR 29-07-2017;;118687728;yellow;card;False;{'name': 'Nik Omladič', 'slug': 'nik-omladic', 'shortName': 'N. Omladič', 'position': 'M', 'userCount': 40, 'id': 41728};Nik Omladic;Foul;87
D98 X FUR 29-07-2017;;118687726;yellow;card;True;{'name': 'Kevin Großkreutz', 'slug': 'kevin-grosskreutz', 'shortName': 'K. Großkreutz', 'position': 'D', 'userCount': 86, 'id': 18680};Kevin Grosskreutz;Foul;68
D98 X FUR 29-07-2017;;118687727;yellow;card;False;{'name': 'Benedikt Kirsch', 'slug': 'benedikt-kirsch', 'shortName': 'B. Kirsch', 'position': 'M', 'userCount': 3, 'id': 792572};Benedikt Kirsch;Foul;35
NUR X KAI 30-07-2017;;118688680;yellow;card;False;{'name': 'Gino Fechner', 'slug': 'gino-fechner', 'shortName': 'G. Fechner', 'position': 'M', 'userCount': 8, 'id': 797869};Gino Fechner;Foul;62
NUR X KAI 30-07-2017;;118688679;yellow;card;False;{'name': 'Lukas Spalvis', 'slug': 'lukas-spalvis', 'shortName': 'L. Spalvis', 'position': 'F', 'userCount': 114, 'id': 331491};Lukas Spalvis;Foul;55
NUR X KAI 30-07-2017;;118688678;yellow;card;False;{'name': 'Christoph Moritz', 'slug': 'christoph-moritz', 'shortName': 'C. Moritz', 'position': 'M', 'userCount': 33, 'id': 74340};Christoph Moritz;Foul;51
DRE X DUI 30-07-2017;3.0;118688841;yellowRed;card;False;{'name': 'Lukas Fröde', 'slug': 'lukas-frode', 'shortName': 'L. Fröde', 'position': 'M', 'userCount': 16, 'id': 187435};Lukas Frode;Argument;90
DRE X DUI 30-07-2017;;118688840;yellow;card;False;{'name': 'Borys Tashchy', 'slug': 'borys-tashchy', 'shortName': 'B. Tashchy', 'position': 'F', 'userCount': 60, 'id': 111726};Boris Tashchy;Foul;63
DRE X DUI 30-07-2017;;118688839;yellow;card;False;{'name': 'Lukas Fröde', 'slug': 'lukas-frode', 'shortName': 'L. Fröde', 'position': 'M', 'userCount': 16, 'id': 187435};Lukas Frode;Foul;59
DRE X DUI 30-07-2017;;118688838;yellow;card;False;{'name': 'Kevin Wolze', 'slug': 'kevin-wolze', 'shortName': 'K. Wolze', 'position': 'D', 'userCount': 49, 'id': 40831};Kevin Wolze;Foul;46
DRE X DUI 30-07-2017;2.0;118688837;yellow;card;True;{'name': 'Andreas Lambertz', 'slug': 'andreas-lambertz', 'shortName': 'A. Lambertz', 'position': 'M', 'userCount': 6, 'id': 4861};Andreas Lambertz;Foul;45
HKI X SAN 30-07-2017;5.0;118688850;yellow;card;True;{'name': 'Marvin Ducksch', 'slug': 'marvin-ducksch', 'shortName': 'M. Ducksch', 'position': 'F', 'userCount': 204, 'id': 258325};Marvin Ducksch;;90
HKI X SAN 30-07-2017;;118688846;yellow;card;False;{'name': 'Denis Linsmayer', 'slug': 'denis-linsmayer', 'shortName': 'D. Linsmayer', 'position': 'M', 'userCount': 9, 'id': 124771};Denis Linsmayer;Foul;82
HKI X SAN 30-07-2017;;118688845;yellow;card;False;{'name': 'Philipp Klingmann', 'slug': 'philipp-klingmann', 'shortName': 'P. Klingmann', 'position': 'D', 'userCount': 5, 'id': 123682};Philipp Klingmann;Foul;43
HKI X SAN 30-07-2017;;118688843;yellow;card;True;{'name': 'Kenneth Kronholm', 'slug': 'kenneth-kronholm', 'shortName': 'K. Kronholm', 'position': 'G', 'userCount': 12, 'id': 16110};Kenneth Kronholm;Handball;34
HKI X SAN 30-07-2017;;118688844;yellow;card;False;{'name': 'Tim Kister', 'slug': 'tim-kister', 'shortName': 'T. Kister', 'position': 'D', 'userCount': 10, 'id': 121792};Tim Kister;Foul;26
DUS X EBR 31-07-2017;1.0;118689706;yellow;card;True;{'name': 'Niko Giesselmann', 'slug': 'niko-giesselmann', 'shortName': 'N. Giesselmann', 'position': 'D', 'userCount': 150, 'id': 123915};Niko Giesselmann;Argument;90
DUS X EBR 31-07-2017;;118689710;yellow;card;False;{'name': 'Hendrick Zuck', 'slug': 'hendrick-zuck', 'shortName': 'H. Zuck', 'position': 'M', 'userCount': 6, 'id': 124776};Hendrick Zuck;Foul;88
DUS X EBR 31-07-2017;;118689709;yellow;card;False;{'name': 'Jan Hochscheidt', 'slug': 'jan-hochscheidt', 'shortName': 'J. Hochscheidt', 'position': 'F', 'userCount': 49, 'id': 26825};Jan Hochscheidt;Foul;85
DUS X EBR 31-07-2017;;118689708;yellowRed;card;False;{'name': 'Quirin Moll', 'slug': 'quirin-moll', 'shortName': 'Q. Moll', 'position': 'M', 'userCount': 6, 'id': 116735};Quirin Moll;Foul;81
DUS X EBR 31-07-2017;;118689705;yellow;card;True;{'name': 'Håvard Nielsen', 'slug': 'havard-nielsen', 'shortName': 'H. Nielsen', 'position': 'F', 'userCount': 63, 'id': 94002};Havard Nielsen;Foul;63
DUS X EBR 31-07-2017;;118689707;yellow;card;False;{'name': 'Quirin Moll', 'slug': 'quirin-moll', 'shortName': 'Q. Moll', 'position': 'M', 'userCount': 6, 'id': 116735};Quirin Moll;Foul;45
HEI X AUE 09-08-2017;;118695696;yellow;card;True;{'name': 'Sebastian Griesbeck', 'slug': 'sebastian-griesbeck', 'shortName': 'S. Griesbeck', 'position': 'M', 'userCount': 11, 'id': 128792};Sebastian Griesbeck;Foul;86
HEI X AUE 09-08-2017;;118695699;yellowRed;card;False;{'name': 'Dennis Kempe', 'slug': 'dennis-kempe', 'shortName': 'D. Kempe', 'position': 'D', 'userCount': 11, 'id': 16073};Dennis Kempe;Foul;76
HEI X AUE 09-08-2017;;118695695;yellow;card;True;{'name': 'Mathias Wittek', 'slug': 'mathias-wittek', 'shortName': 'M. Wittek', 'position': 'D', 'userCount': 6, 'id': 26765};Mathias Wittek;Foul;65
HEI X AUE 09-08-2017;;118695698;yellow;card;False;{'name': 'Dennis Kempe', 'slug': 'dennis-kempe', 'shortName': 'D. Kempe', 'position': 'D', 'userCount': 11, 'id': 16073};Dennis Kempe;Foul;37
HEI X AUE 09-08-2017;;118695697;yellow;card;False;{'name': 'Calogero Rizzuto', 'slug': 'calogero-rizzuto', 'shortName': 'C. Rizzuto', 'position': 'M', 'userCount': 16, 'id': 136930};Calogero Rizzuto;Foul;11
UNB X HKI 04-08-2017;;118691042;yellow;card;True;{'name': 'Christopher Trimmel', 'slug': 'christopher-trimmel', 'shortName': 'C. Trimmel', 'position': 'M', 'userCount': 465, 'id': 48557};Christopher Trimmel;Foul;81
UNB X HKI 04-08-2017;;118691044;yellow;card;False;{'name': 'Christopher Lenz', 'slug': 'christopher-lenz', 'shortName': 'C. Lenz', 'position': 'M', 'userCount': 177, 'id': 168897};Christopher Lenz;Foul;64
