game;text;homeScore;awayScore;isLive;time;addedTime;incidentType
FLA X SPT 14-05-2016;FT;1;0;False;90;999;period
FLA X SPT 14-05-2016;HT;1;0;False;45;999;period
PAL X CAP 14-05-2016;FT;4;0;False;90;999;period
CFC X CRU 15-05-2016;HT;0;0;False;45;999;period
BOT X SPO 15-05-2016;FT;0;1;False;90;999;period
BOT X SPO 15-05-2016;HT;0;1;False;45;999;period
STA X VIT 15-05-2016;FT;4;1;False;90;999;period
STA X VIT 15-05-2016;HT;2;0;False;45;999;period
COR X GRE 15-05-2016;FT;0;0;False;90;999;period
PON X PAL 21-05-2016;FT;2;1;False;90;999;period
FLU X STA 21-05-2016;FT;2;2;False;90;999;period
CAP X CAM 22-05-2016;FT;1;1;False;90;999;period
CHA X AME 22-05-2016;FT;3;1;False;90;999;period
SPO X INT 22-05-2016;FT;1;2;False;90;999;period
VIT X COR 22-05-2016;FT;3;2;False;90;999;period
VIT X COR 22-05-2016;HT;1;2;False;45;999;period
SPT X BOT 22-05-2016;HT;1;1;False;45;999;period
PAL X FLU 26-05-2016;FT;2;0;False;90;999;period
COR X PON 26-05-2016;FT;3;0;False;90;999;period
CAM X GRE 27-05-2016;FT;0;3;False;90;999;period
CAM X GRE 27-05-2016;HT;0;3;False;45;999;period
SPT X COR 29-05-2016;FT;0;2;False;90;999;period
CFC X CHA 02-06-2016;FT;3;4;False;90;999;period
PAL X GRE 03-06-2016;FT;4;3;False;90;999;period
SPT X CAM 05-06-2016;FT;4;4;False;90;999;period
SPT X CAM 05-06-2016;HT;2;4;False;45;999;period
INT X AME 11-06-2016;HT;2;1;False;45;999;period
CAM X CRU 12-06-2016;FT;2;3;False;90;999;period
CHA X GRE 15-06-2016;FT;3;3;False;90;999;period
CHA X GRE 15-06-2016;HT;2;2;False;45;999;period
BOT X AME 16-06-2016;HT;3;0;False;45;999;period
PON X CRU 22-06-2016;FT;0;4;False;90;999;period
PON X CRU 22-06-2016;HT;0;2;False;45;999;period
FLU X SAN 23-06-2016;FT;2;4;False;90;999;period
SPT X CHA 26-06-2016;FT;5;1;False;90;999;period
CAM X BOT 01-07-2016;FT;5;3;False;90;999;period
SPT X PAL 04-07-2016;FT;1;3;False;90;999;period
SPT X GRE 17-07-2016;FT;4;2;False;90;999;period
CRU X INT 05-08-2016;HT;3;1;False;45;999;period
CFC X GRE 08-09-2016;HT;4;0;False;45;999;period
CHA X VIT 01-10-2016;FT;1;4;False;90;999;period
CHA X VIT 01-10-2016;HT;0;4;False;45;999;period
SPO X STA 11-12-2016;FT;5;0;False;90;999;period
