game;addedTime;assist1;awayScore;homeScore;id;incidentClass;incidentType;isHome;player;time
FLA X SPT 14-05-2016;;;0;1;119887112;regular;goal;True;{'name': 'Éverton Cardoso', 'slug': 'everton-cardoso', 'shortName': 'É. Cardoso', 'position': 'M', 'userCount': 770, 'id': 76526};5
PAL X CAP 14-05-2016;;{'name': 'Rafael Marques', 'slug': 'rafael-marques', 'shortName': 'R. Marques', 'position': 'F', 'userCount': 87, 'id': 60254};0;4;119887843;regular;goal;True;{'name': 'Gabriel Jesus', 'slug': 'gabriel-jesus', 'shortName': 'Gabriel', 'position': 'F', 'userCount': 21033, 'id': 794839};87
PAL X CAP 14-05-2016;;{'name': 'Cleiton Xavier', 'slug': 'cleiton-xavier', 'shortName': 'C. Xavier', 'position': 'M', 'userCount': 88, 'id': 46832};0;3;119887770;regular;goal;True;{'name': 'Thiago Martins', 'slug': 'thiago-martins', 'shortName': 'T. Martins', 'position': 'D', 'userCount': 107, 'id': 551568};52
PAL X CAP 14-05-2016;;{'name': 'Cleiton Xavier', 'slug': 'cleiton-xavier', 'shortName': 'C. Xavier', 'position': 'M', 'userCount': 88, 'id': 46832};0;2;119887745;regular;goal;True;{'name': 'Gabriel Jesus', 'slug': 'gabriel-jesus', 'shortName': 'Gabriel', 'position': 'F', 'userCount': 21033, 'id': 794839};46
PAL X CAP 14-05-2016;;{'name': 'Gabriel Jesus', 'slug': 'gabriel-jesus', 'shortName': 'Gabriel', 'position': 'F', 'userCount': 21033, 'id': 794839};0;1;119887332;regular;goal;True;{'name': 'Róger Guedes', 'slug': 'roger-guedes', 'shortName': 'R. Guedes', 'position': 'F', 'userCount': 741, 'id': 777341};19
CAM X SAN 14-05-2016;;;0;1;119887862;regular;goal;True;{'name': 'Juan Cazares', 'slug': 'juan-cazares', 'shortName': 'J. Cazares', 'position': 'M', 'userCount': 720, 'id': 158411};15
CFC X CRU 15-05-2016;;{'name': 'Vinicius', 'slug': 'vinicius', 'shortName': 'Vinicius', 'position': 'M', 'userCount': 22, 'id': 124807};0;1;121195871;regular;goal;True;{'name': 'Kléber', 'slug': 'kleber', 'shortName': 'Kléber', 'position': 'F', 'userCount': 41, 'id': 30139};71
BOT X SPO 15-05-2016;;;1;0;119890321;regular;goal;False;{'name': 'Lucas Fernandes', 'slug': 'lucas-fernandes', 'shortName': 'L. Fernandes', 'position': 'M', 'userCount': 239, 'id': 837871};22
STA X VIT 15-05-2016;;;1;4;119891180;penalty;goal;True;{'name': 'Keno', 'slug': 'keno', 'shortName': 'Keno', 'position': 'M', 'userCount': 424, 'id': 787607};87
STA X VIT 15-05-2016;;;1;3;119891168;regular;goal;True;{'name': 'Fernando Gabriel', 'slug': 'fernando-gabriel', 'shortName': 'F. Gabriel', 'position': 'M', 'userCount': 15, 'id': 596542};85
STA X VIT 15-05-2016;;;1;2;119891127;regular;goal;False;{'name': 'Kieza', 'slug': 'kieza', 'shortName': 'Kieza', 'position': 'F', 'userCount': 134, 'id': 76489};80
STA X VIT 15-05-2016;;;0;2;119890499;regular;goal;True;{'name': 'Grafite', 'slug': 'grafite', 'shortName': 'Grafite', 'position': 'F', 'userCount': 96, 'id': 791553};44
STA X VIT 15-05-2016;;;0;1;119890360;regular;goal;True;{'name': 'Grafite', 'slug': 'grafite', 'shortName': 'Grafite', 'position': 'F', 'userCount': 96, 'id': 791553};28
AME X FLU 15-05-2016;;{'name': 'Richarlison', 'slug': 'richarlison', 'shortName': 'Richarlison', 'position': 'M', 'userCount': 11526, 'id': 840217};1;0;119893307;regular;goal;False;{'name': 'Fred', 'slug': 'fred', 'shortName': 'Fred', 'position': 'F', 'userCount': 961, 'id': 12764};39
PON X PAL 21-05-2016;1.0;;1;2;119902635;regular;goal;False;{'name': 'Moisés', 'slug': 'moises', 'shortName': 'Moises', 'position': 'M', 'userCount': 380, 'id': 243249};90
PON X PAL 21-05-2016;;;0;2;119902448;regular;goal;True;{'name': 'Felipe Azevedo', 'slug': 'felipe-azevedo', 'shortName': 'F. Azevedo', 'position': 'M', 'userCount': 23, 'id': 166471};33
PON X PAL 21-05-2016;;;0;1;119902415;regular;goal;True;{'name': 'Felipe Azevedo', 'slug': 'felipe-azevedo', 'shortName': 'F. Azevedo', 'position': 'M', 'userCount': 23, 'id': 166471};24
FLU X STA 21-05-2016;;;2;2;119902703;penalty;goal;False;{'name': 'Grafite', 'slug': 'grafite', 'shortName': 'Grafite', 'position': 'F', 'userCount': 96, 'id': 791553};83
