game;accuratePass;aerialDuels;challengeLost;disabled;dispossessed;fouls;goalAssist;goals;goodHighClaim;groundDuels;id;interceptionWon;keyPass;minutesPlayed;name;national;offsides;outfielderBlock;position;punches;rating;runsOut;saves;shortName;shotsBlocked;shotsOffTarget;shotsOnTarget;slug;team;team_id;team_name;totalClearance;totalContest;totalCross;totalDuels;totalLongBalls;totalPass;totalTackle;touches;wasFouled
FLA X SPT 14-05-2016;63 (88%);5 (1);;;0;2;1;;;5 (3);242213;3;2;90';Willian Arão;False;;0;M;;8.0;;;W. Arão;0;0;0;flamengo;FLA;5981;Flamengo;2;2 (2);1 (1);10 (4);5 (5);63 (88%);1;82;0
FLA X SPT 14-05-2016;58 (92%);3 (3);;;0;0;;;;2 (2);839982;4;0;90';Léo Duarte;False;;0;D;;7.6;;;L. Duarte;0;0;0;flamengo;FLA;5981;Flamengo;2;0 (0);0 (0);5 (5);5 (3);58 (92%);2;77;0
FLA X SPT 14-05-2016;41 (85%);0 (0);;;1;1;;1;;4 (3);76526;0;4;90';Éverton Cardoso;False;1;0;F;;7.6;;;É. Cardoso;0;0;1;flamengo;FLA;5981;Flamengo;0;2 (2);3 (1);4 (3);3 (2);41 (85%);0;59;1
FLA X SPT 14-05-2016;58 (85%);4 (4);;;1;2;;;;8 (5);249509;4;0;90';Oswaldo Henriquez;False;;0;D;;7.3;;;O. Henriquez;0;0;0;sport-recife;SPT;1959;Sport Recife;2;0 (0);1 (0);12 (9);10 (5);58 (85%);5;83;0
FLA X SPT 14-05-2016;48 (85%);2 (1);;;1;0;;;;8 (7);243113;0;0;90';Renê;False;;0;D;;7.3;;;Renê;0;0;0;sport-recife;SPT;1959;Sport Recife;1;0 (0);0 (0);10 (8);5 (3);48 (85%);4;83;3
FLA X SPT 14-05-2016;87 (95%);1 (0);2;;1;2;;;;11 (6);180059;1;1;90';Gustavo Cuéllar;False;;0;M;;7.3;;;G. Cuéllar;0;0;0;flamengo;FLA;5981;Flamengo;1;1 (1);0 (0);12 (6);6 (5);87 (95%);3;106;2
FLA X SPT 14-05-2016;54 (83%);4 (2);;;0;0;;;;4 (4);235;3;0;90';Juan;False;;0;D;;7.3;;;Juan;0;0;0;flamengo;FLA;5981;Flamengo;1;0 (0);0 (0);8 (6);9 (3);54 (83%);3;74;1
FLA X SPT 14-05-2016;21 (87%);0 (0);;;0;1;;;;8 (7);40080;0;0;41';Serginho;False;;0;M;;7.2;;;Serginho;0;0;0;sport-recife;SPT;1959;Sport Recife;0;1 (1);0 (0);8 (7);2 (1);21 (87%);3;33;3
FLA X SPT 14-05-2016;13 (56%);0 (0);;;;0;;;1;0 (0);34142;0;0;90';Paulo Victor;False;;0;G;2;7.2;2 (2);1;P. Victor;0;0;0;flamengo;FLA;5981;Flamengo;2;0 (0);0 (0);0 (0);17 (8);13 (56%);0;29;0
FLA X SPT 14-05-2016;34 (94%);2 (1);2;;1;1;;;;11 (6);759428;1;1;90';Jorge;False;;0;D;;7.1;;;Jorge;0;0;0;flamengo;FLA;5981;Flamengo;0;1 (0);2 (2);13 (7);1 (1);34 (94%);3;63;3
FLA X SPT 14-05-2016;5 (71%);1 (0);;;0;0;;;;3 (2);3273;0;1;16';Ederson;False;;0;M;;7.1;;;Ederson;0;0;2;flamengo;FLA;5981;Flamengo;0;1 (0);0 (0);4 (2);0 (0);5 (71%);2;12;0
FLA X SPT 14-05-2016;37 (92%);1 (0);1;;1;0;;;;11 (7);244039;0;0;90';Rodinei;False;;0;D;;7.0;;;Rodinei;0;1;0;flamengo;FLA;5981;Flamengo;1;3 (1);4 (1);12 (7);4 (3);37 (92%);3;67;3
FLA X SPT 14-05-2016;8 (88%);1 (1);;;0;0;;;;2 (1);329027;0;0;23';Marcelo Cirino;False;;0;F;;6.9;;;M. Cirino;0;3;1;flamengo;FLA;5981;Flamengo;0;1 (0);0 (0);3 (2);1 (1);8 (88%);0;19;1
FLA X SPT 14-05-2016;16 (84%);0 (0);;;;0;;;0;0 (0);47689;0;0;90';Magrão;False;;0;G;0;6.9;0 (0);4;Magrão;0;0;0;sport-recife;SPT;1959;Sport Recife;0;0 (0);0 (0);0 (0);10 (7);16 (84%);0;26;0
