game;accuratePass;aerialDuels;challengeLost;disabled;fouls;goalAssist;goals;goodHighClaim;groundDuels;id;interceptionWon;keyPass;minutesPlayed;name;national;offsides;outfielderBlock;position;possessionLost;punches;rating;runsOut;saves;shortName;shotsBlocked;shotsOffTarget;shotsOnTarget;slug;team;team_id;team_name;totalClearance;totalContest;totalCross;totalDuels;totalLongBalls;totalPass;totalTackle;touches;wasFouled
BAY X BLK 18-08-2017;46 (82%);5 (4);2;;2;1;;;14 (11);18342;3;1;90';Arturo Vidal;False;;0;M;13;;8.6;;;A. Vidal;0;1;0;bayern-munchen;BAY;2672;Bayern München;0;2 (2);0 (0);19 (15);8 (6);46 (82%);9;77;0
BAY X BLK 18-08-2017;47 (94%);0 (0);;;1;;;;17 (10);108574;2;4;90';Karim Bellarabi;False;1;0;M;13;;8.3;;;K. Bellarabi;1;5;0;bayer-04-leverkusen;BLK;2681;Bayer 04 Leverkusen;0;9 (5);1 (0);17 (10);4 (4);47 (94%);4;85;1
BAY X BLK 18-08-2017;48 (80%);2 (2);2;;2;;1;;9 (5);343067;2;0;90';Corentin Tolisso;False;;0;M;14;;8.1;;;C. Tolisso;0;1;3;bayern-munchen;BAY;2672;Bayern München;1;0 (0);1 (0);11 (7);8 (7);48 (80%);2;78;4
BAY X BLK 18-08-2017;41 (91%);1 (0);2;;2;;1;;11 (5);37386;1;3;90';Admir Mehmedi;False;;0;M;12;;7.7;;;A. Mehmedi;0;0;2;bayer-04-leverkusen;BLK;2681;Bayer 04 Leverkusen;0;2 (0);5 (2);12 (5);1 (0);41 (91%);3;66;2
BAY X BLK 18-08-2017;42 (91%);2 (2);2;;0;1;;;6 (3);35680;1;2;90';Sebastian Rudy;False;;1;M;6;;7.7;;;S. Rudy;0;0;0;bayern-munchen;BAY;2672;Bayern München;1;0 (0);1 (1);8 (5);4 (4);42 (91%);3;57;0
BAY X BLK 18-08-2017;39 (90%);2 (2);;;0;;;;4 (4);259117;1;0;90';Joshua Kimmich;False;;2;D;11;;7.4;;;J. Kimmich;0;0;0;bayern-munchen;BAY;2672;Bayern München;2;1 (1);5 (0);6 (6);4 (3);39 (90%);1;65;2
BAY X BLK 18-08-2017;20 (87%);5 (2);;;1;;1;;4 (1);41789;0;2;90';Robert Lewandowski;False;3;0;F;10;;7.4;;;R. Lewandowski;0;2;1;bayern-munchen;BAY;2672;Bayern München;1;0 (0);1 (0);9 (3);0 (0);20 (87%);0;37;2
BAY X BLK 18-08-2017;38 (97%);4 (1);;;2;;;;2 (2);227672;6;0;90';Jonathan Tah;False;;1;D;2;;7.3;;;J. Tah;0;0;0;bayer-04-leverkusen;BLK;2681;Bayer 04 Leverkusen;4;0 (0);0 (0);6 (3);5 (5);38 (97%);2;55;1
BAY X BLK 18-08-2017;13 (72%);0 (0);;;1;1;;;4 (2);226978;0;3;45';Julian Brandt;False;;0;M;8;;7.3;;;J. Brandt;0;2;1;bayer-04-leverkusen;BLK;2681;Bayer 04 Leverkusen;0;1 (1);1 (0);4 (2);1 (0);13 (72%);0;28;1
BAY X BLK 18-08-2017;43 (86%);1 (1);;;0;;1;;2 (1);168937;1;0;90';Niklas Süle;False;;0;D;8;;7.3;;;N. Süle;0;0;1;bayern-munchen;BAY;2672;Bayern München;3;0 (0);0 (0);3 (2);5 (2);43 (86%);0;58;1
BAY X BLK 18-08-2017;43 (86%);2 (1);;;1;;;;3 (2);66492;1;0;90';David Alaba;False;;1;D;9;;7.3;;;D. Alaba;0;0;0;bayern-munchen;BAY;2672;Bayern München;5;1 (1);3 (3);5 (3);4 (3);43 (86%);1;74;0
BAY X BLK 18-08-2017;7 (87%);2 (2);;;1;;;;3 (2);280441;0;0;13';Kingsley Coman;False;1;0;M;3;;6.8;;;K. Coman;1;0;0;bayern-munchen;BAY;2672;Bayern München;0;1 (1);0 (0);5 (4);0 (0);7 (87%);1;13;0
BAY X BLK 18-08-2017;30 (88%);1 (0);;;0;;;;2 (1);84251;0;1;29';Kevin Kampl;False;;0;M;5;;6.8;;;K. Kampl;1;0;0;bayer-04-leverkusen;BLK;2681;Bayer 04 Leverkusen;0;1 (0);0 (0);3 (1);5 (5);30 (88%);1;37;0
BAY X BLK 18-08-2017;26 (81%);0 (0);;;0;;;0;0 (0);26768;0;0;90';Sven Ulreich;False;;0;G;;0;6.8;0 (0);3;S. Ulreich;0;0;0;bayern-munchen;BAY;2672;Bayern München;1;0 (0);0 (0);0 (0);15 (10);26 (81%);0;43;0
BAY X BLK 18-08-2017;44 (88%);0 (0);1;;2;;;;3 (1);16632;0;0;62';Mats Hummels;False;;0;D;6;;6.8;;;M. Hummels;0;0;1;bayern-munchen;BAY;2672;Bayern München;0;0 (0);0 (0);3 (1);9 (7);44 (88%);1;54;0
BAY X BLK 18-08-2017;48 (92%);4 (0);;;3;;;;8 (4);152206;1;2;90';Dominik Kohr;False;;0;M;7;;6.7;;;D. Kohr;1;2;0;bayer-04-leverkusen;BLK;2681;Bayer 04 Leverkusen;1;0 (0);0 (0);12 (4);6 (6);48 (92%);3;66;1
