game;addedTime;id;incidentClass;incidentType;isHome;player;playerName;reason;time
BAY X BLK 18-08-2017;;118700984;yellow;card;True;{'name': 'Arturo Vidal', 'slug': 'arturo-vidal', 'shortName': 'A. Vidal', 'position': 'M', 'userCount': 18485, 'id': 18342};Arturo Vidal;Foul;63
BAY X BLK 18-08-2017;;118700986;yellow;card;False;{'name': 'Charles Aránguiz', 'slug': 'charles-aranguiz', 'shortName': 'C. Aránguiz', 'position': 'M', 'userCount': 1843, 'id': 18304};Charles Aránguiz;Off the ball foul;52
BAY X BLK 18-08-2017;;118700985;yellow;card;False;{'name': 'Dominik Kohr', 'slug': 'dominik-kohr', 'shortName': 'D. Kohr', 'position': 'M', 'userCount': 265, 'id': 152206};Dominik Kohr;Foul;8
MAI X H96 19-08-2017;;118701637;yellow;card;False;{'name': 'Marvin Bakalorz', 'slug': 'marvin-bakalorz', 'shortName': 'M. Bakalorz', 'position': 'M', 'userCount': 19, 'id': 38363};Marvin Bakalorz;Argument;87
MAI X H96 19-08-2017;;118701632;yellow;card;True;{'name': 'Stefan Bell', 'slug': 'stefan-bell', 'shortName': 'S. Bell', 'position': 'D', 'userCount': 107, 'id': 106662};Stefan Bell;Argument;87
MAI X H96 19-08-2017;;118701631;yellow;card;True;{'name': 'Danny Latza', 'slug': 'danny-latza', 'shortName': 'D. Latza', 'position': 'M', 'userCount': 123, 'id': 40360};Danny Latza;Foul;76
MAI X H96 19-08-2017;;118701636;yellow;card;False;{'name': 'Matthias Ostrzolek', 'slug': 'matthias-ostrzolek', 'shortName': 'M. Ostrzolek', 'position': 'D', 'userCount': 23, 'id': 95323};Matthias Ostrzolek;Foul;45
MAI X H96 19-08-2017;;118701630;yellow;card;True;{'name': 'Fabian Frei', 'slug': 'fabian-frei', 'shortName': 'F. Frei', 'position': 'M', 'userCount': 99, 'id': 26285};Fabian Frei;Foul;41
MAI X H96 19-08-2017;;118701635;yellow;card;False;{'name': 'Pirmin Schwegler', 'slug': 'pirmin-schwegler', 'shortName': 'P. Schwegler', 'position': 'M', 'userCount': 93, 'id': 4502};Pirmin Schwegler;Foul;29
MAI X H96 19-08-2017;;118701634;yellow;card;False;{'name': 'Felix Klaus', 'slug': 'felix-klaus', 'shortName': 'F. Klaus', 'position': 'F', 'userCount': 151, 'id': 116570};Felix Klaus;Foul;21
