game;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
SCP X JAH 10-08-2018;0.0;2018-08-10;-6.0;15.0;9.0;10.0;29.0;55.0;34.0;12.0;-43.0;-30.0;35.0;-7.0;40.0;29.0;45.0;24.0;11.0;12.0;4.0;17.0;25.0;20.0;44.0;-12.0;36.0;100.0;83.0;47.0;37.0;18.0;61.0;32.0;98.0;25.0;39.0;-39.0;-89.0;-84.0;-27.0;-7.0;-63.0;-14.0;-10.0;-8.0;-54.0;8.0;-33.0;31.0;4.0;-10.0;-1.0;5.0;4.0;-6.0;4.0;77.0;-21.0;53.0;71.0;100.0;69.0;5.0;-3.0;-3.0;-14.0;8.0;19.0;-19.0;16.0;11.0;16.0;6.0;-3.0;-40.0;-50.0;-13.0;-2.0;-10.0;-37.0;3.0;-47.0;-22.0;-45.0;-29.0;-25.0;-64.0;-29.0;-55.0;-35.0;-17.0;-14.0;32.0;2.0;14:30:00;1.0;JAH;SCP
STP X D98 10-08-2018;0.0;2018-08-10;-10.0;1.0;-26.0;-8.0;-2.0;-2.0;-62.0;-48.0;56.0;7.0;-17.0;-4.0;-2.0;13.0;-5.0;-4.0;-5.0;-4.0;56.0;27.0;5.0;-66.0;-10.0;-37.0;-36.0;-35.0;-26.0;29.0;13.0;-35.0;-7.0;-10.0;-12.0;49.0;11.0;17.0;6.0;-17.0;-19.0;-9.0;2.0;-2.0;-1.0;-2.0;9.0;33.0;8.0;9.0;100.0;72.0;-44.0;-33.0;-21.0;28.0;1.0;2.0;19.0;2.0;11.0;1.0;-4.0;-54.0;-44.0;-31.0;-36.0;-12.0;117.0;11.0;52.0;28.0;-61.0;-26.0;-25.0;-14.0;-23.0;-10.0;-4.0;15.0;7.0;2.0;4.0;1.0;-3.0;-1.0;-4.0;72.0;19.0;-16.0;14.0;1.0;12.0;30.0;2.0;16:30:00;1.0;D98;STP
DUI X BOC 11-08-2018;2.0;2018-08-11;-10.0;-6.0;-2.0;-26.0;20.0;57.0;50.0;45.0;70.0;50.0;45.0;6.0;22.0;-25.0;19.0;5.0;3.0;28.0;9.0;9.0;42.0;-40.0;-1.0;-5.0;-58.0;-38.0;-89.0;-11.0;18.0;43.0;28.0;29.0;54.0;3.0;32.0;18.0;55.0;38.0;21.0;-1.0;7.0;6.0;7.0;11.0;60.0;3.0;34.0;13.0;4.0;37.0;11.0;10.0;-75.0;-16.0;41.0;41.0;4.0;20.0;28.0;78.0;78.0;38.0;-82.0;-7.0;19.0;-6.0;19.0;4.0;53.0;91.0;58.0;75.0;89.0;54.0;31.0;88.0;50.0;20.0;-26.0;26.0;53.0;25.0;47.0;46.0;36.0;72.0;77.0;48.0;97.0;-12.0;100.0;93.0;0.0;09:00:00;-1.0;BOC;DUI
ARM X DRE 11-08-2018;1.0;2018-08-11;-1.0;-15.0;82.0;45.0;31.0;50.0;33.0;23.0;6.0;-15.0;-21.0;-1.0;20.0;-5.0;-1.0;-2.0;-2.0;4.0;36.0;18.0;82.0;53.0;-1.0;60.0;37.0;64.0;35.0;100.0;35.0;24.0;14.0;31.0;61.0;-1.0;67.0;42.0;27.0;25.0;11.0;12.0;-45.0;-14.0;-10.0;-19.0;14.0;-1.0;-38.0;-24.0;-16.0;-24.0;-74.0;-48.0;-37.0;-20.0;-54.0;-35.0;-1.0;-19.0;-2.0;-2.0;18.0;23.0;11.0;8.0;28.0;21.0;28.0;37.0;13.0;-30.0;-33.0;-41.0;-20.0;44.0;76.0;41.0;35.0;-48.0;15.0;-54.0;-39.0;-30.0;24.0;-48.0;39.0;14.0;-65.0;-28.0;-2.0;8.0;-17.0;-135.0;2.0;11:30:00;1.0;DRE;ARM
SAN X HSV 12-08-2018;3.0;2018-08-12;2.0;-28.0;26.0;-19.0;-1.0;32.0;2.0;-30.0;22.0;2.0;60.0;1.0;34.0;19.0;6.0;-5.0;-9.0;-17.0;-22.0;-22.0;-18.0;-36.0;19.0;-42.0;-100.0;-65.0;-43.0;-28.0;-16.0;-71.0;-52.0;-39.0;-12.0;19.0;-7.0;92.0;35.0;21.0;10.0;-9.0;17.0;29.0;8.0;10.0;19.0;7.0;22.0;8.0;3.0;-3.0;-25.0;25.0;32.0;22.0;80.0;79.0;-4.0;-73.0;-27.0;-22.0;42.0;-15.0;-6.0;23.0;8.0;-6.0;-4.0;7.0;8.0;12.0;6.0;32.0;30.0;25.0;51.0;40.0;19.0;-21.0;-79.0;-8.0;-10.0;-14.0;12.0;11.0;4.0;-3.0;-3.0;24.0;12.0;-52.0;;0.0;0.0;09:30:00;-1.0;HSV;SAN
AUE X MAG 12-08-2018;0.0;2018-08-12;4.0;35.0;16.0;22.0;31.0;22.0;43.0;25.0;3.0;-24.0;-6.0;18.0;-35.0;-23.0;-15.0;-7.0;6.0;2.0;5.0;7.0;3.0;17.0;-15.0;32.0;22.0;9.0;-16.0;30.0;26.0;22.0;29.0;17.0;18.0;-3.0;18.0;41.0;22.0;27.0;4.0;4.0;-30.0;33.0;39.0;21.0;8.0;6.0;-5.0;-37.0;-22.0;-85.0;-74.0;-42.0;-21.0;13.0;6.0;81.0;-16.0;61.0;39.0;18.0;9.0;-2.0;-4.0;-13.0;-10.0;-10.0;6.0;-11.0;12.0;49.0;65.0;30.0;44.0;41.0;53.0;48.0;18.0;5.0;6.0;-3.0;-18.0;-16.0;-14.0;-14.0;-35.0;-71.0;-32.0;-10.0;-7.0;-18.0;7.0;-21.0;0.0;11:30:00;0.0;MAG;AUE
HKI X HEI 12-08-2018;1.0;2018-08-12;-5.0;-24.0;-13.0;-11.0;38.0;-26.0;-84.0;-44.0;-6.0;-8.0;-6.0;4.0;2.0;93.0;100.0;87.0;59.0;50.0;21.0;11.0;20.0;47.0;22.0;-37.0;-20.0;-2.0;37.0;54.0;39.0;29.0;-21.0;-25.0;-13.0;41.0;13.0;-36.0;-38.0;-59.0;-34.0;29.0;;23.0;-31.0;-19.0;-19.0;27.0;-6.0;-38.0;-24.0;-17.0;-34.0;-81.0;-88.0;-52.0;-29.0;-16.0;19.0;-48.0;-38.0;-65.0;-44.0;-3.0;-5.0;-18.0;-10.0;-8.0;15.0;22.0;-31.0;-14.0;-9.0;-7.0;-5.0;-55.0;-24.0;-18.0;-16.0;-20.0;10.0;-61.0;-37.0;-57.0;-62.0;-85.0;-54.0;-98.0;-63.0;-62.0;-1.0;3.0;-2.0;-43.0;1.0;11:30:00;0.0;HEI;HKI
KOL X UNB 13-08-2018;1.0;2018-08-13;5.0;-3.0;-5.0;-24.0;-8.0;-5.0;-3.0;-59.0;-34.0;-46.0;-26.0;-6.0;34.0;52.0;36.0;20.0;8.0;39.0;22.0;76.0;89.0;100.0;6.0;100.0;68.0;42.0;56.0;59.0;43.0;59.0;34.0;16.0;2.0;24.0;-1.0;-61.0;80.0;30.0;12.0;6.0;0.0;39.0;-33.0;-10.0;-2.0;100.0;21.0;39.0;23.0;4.0;5.0;37.0;18.0;9.0;4.0;-48.0;63.0;-76.0;-79.0;-48.0;-24.0;-5.0;5.0;13.0;18.0;9.0;10.0;11.0;-80.0;-37.0;23.0;8.0;11.0;9.0;-52.0;-30.0;-18.0;-16.0;11.0;-1.0;7.0;-21.0;-47.0;-20.0;-3.0;21.0;76.0;52.0;41.0;10.0;52.0;57.0;1.0;16:30:00;0.0;UNB;KOL
D98 X DUI 24-08-2018;0.0;2018-08-24;2.0;-1.0;10.0;5.0;-5.0;-1.0;-13.0;-6.0;-8.0;-2.0;36.0;2.0;-66.0;-42.0;-100.0;-64.0;-32.0;-17.0;-23.0;-40.0;45.0;9.0;4.0;4.0;-3.0;4.0;9.0;40.0;25.0;10.0;-15.0;-65.0;-75.0;4.0;-43.0;-61.0;-34.0;-13.0;-2.0;18.0;103.0;14.0;60.0;40.0;30.0;-34.0;-60.0;-38.0;33.0;6.0;39.0;23.0;10.0;-5.0;-4.0;-37.0;-41.0;-59.0;-71.0;-39.0;-14.0;-9.0;-6.0;-4.0;-13.0;61.0;61.0;-32.0;9.0;3.0;-6.0;-8.0;-15.0;75.0;52.0;60.0;28.0;24.0;-5.0;7.0;7.0;-4.0;5.0;-42.0;-6.0;42.0;64.0;38.0;32.0;-12.0;24.0;0.0;3.0;14:30:00;1.0;DUI;D98
BOC X SAN 24-08-2018;0.0;2018-08-24;3.0;85.0;43.0;35.0;33.0;26.0;15.0;24.0;33.0;48.0;57.0;4.0;32.0;20.0;17.0;14.0;7.0;9.0;10.0;10.0;10.0;37.0;5.0;42.0;25.0;65.0;44.0;30.0;22.0;19.0;60.0;91.0;54.0;-3.0;32.0;19.0;8.0;1.0;1.0;-102.0;-27.0;-38.0;-4.0;-7.0;-4.0;-7.0;-19.0;25.0;8.0;7.0;90.0;100.0;97.0;59.0;36.0;1.0;-60.0;-8.0;-8.0;-8.0;-6.0;-74.0;-32.0;-27.0;34.0;-13.0;-22.0;-100.0;-12.0;-55.0;-46.0;42.0;-18.0;-18.0;-4.0;-2.0;-5.0;3.0;-55.0;32.0;29.0;63.0;63.0;21.0;11.0;10.0;-4.0;38.0;63.0;-28.0;-67.0;-41.0;1.0;14:30:00;1.0;SAN;BOC
KOL X AUE 25-08-2018;1.0;2018-08-25;-20.0;6.0;19.0;22.0;24.0;-30.0;-7.0;-2.0;9.0;58.0;45.0;19.0;33.0;28.0;21.0;59.0;94.0;45.0;45.0;100.0;55.0;-55.0;13.0;-8.0;42.0;100.0;94.0;92.0;89.0;50.0;-30.0;-4.0;-3.0;63.0;-2.0;2.0;100.0;90.0;98.0;2.0;12.0;-2.0;2.0;2.0;3.0;78.0;83.0;56.0;26.0;31.0;26.0;41.0;19.0;21.0;13.0;9.0;44.0;5.0;5.0;80.0;51.0;30.0;12.0;45.0;33.0;21.0;13.0;23.0;95.0;61.0;27.0;18.0;18.0;13.0;5.0;-25.0;-3.0;3.0;-14.0;-6.0;-1.0;17.0;11.0;45.0;84.0;47.0;33.0;23.0;58.0;14.0;72.0;-7.0;3.0;09:00:00;1.0;AUE;KOL
MAG X ING 25-08-2018;1.0;2018-08-25;10.0;19.0;50.0;60.0;36.0;36.0;-36.0;-18.0;-10.0;-15.0;-12.0;19.0;-12.0;32.0;10.0;6.0;9.0;11.0;44.0;29.0;17.0;7.0;33.0;82.0;43.0;33.0;18.0;28.0;13.0;56.0;29.0;11.0;69.0;23.0;36.0;4.0;1.0;-9.0;-47.0;-34.0;28.0;-19.0;-35.0;-16.0;25.0;15.0;15.0;15.0;32.0;25.0;56.0;48.0;67.0;100.0;100.0;72.0;-17.0;25.0;15.0;2.0;6.0;-42.0;-28.0;-11.0;-15.0;-31.0;-8.0;-33.0;-19.0;-32.0;-6.0;13.0;22.0;19.0;57.0;26.0;24.0;23.0;-19.0;10.0;2.0;30.0;17.0;11.0;5.0;-4.0;2.0;2.0;8.0;17.0;-10.0;-24.0;1.0;09:00:00;0.0;ING;MAG
FUR X SCP 25-08-2018;2.0;2018-08-25;-3.0;33.0;12.0;72.0;41.0;8.0;-2.0;-19.0;-29.0;-14.0;-19.0;4.0;-23.0;-24.0;33.0;-38.0;-23.0;-11.0;-19.0;-78.0;-42.0;25.0;55.0;-4.0;-23.0;-97.0;-88.0;-83.0;-49.0;46.0;12.0;3.0;-6.0;32.0;-24.0;-68.0;-57.0;-37.0;32.0;2.0;21.0;-7.0;-33.0;-40.0;-10.0;18.0;-7.0;-5.0;4.0;25.0;100.0;61.0;100.0;69.0;26.0;15.0;10.0;6.0;10.0;4.0;21.0;12.0;-28.0;-12.0;-10.0;-5.0;-4.0;1.0;-37.0;-20.0;-9.0;-6.0;-2.0;24.0;14.0;16.0;5.0;69.0;-3.0;35.0;2.0;-42.0;-37.0;-31.0;77.0;31.0;-33.0;-44.0;-42.0;-17.0;-100.0;-129.0;2.0;09:00:00;0.0;SCP;FUR
UNB X STP 26-08-2018;1.0;2018-08-26;-17.0;-4.0;8.0;2.0;-56.0;-28.0;-18.0;-7.0;-1.0;7.0;21.0;-12.0;13.0;37.0;22.0;35.0;9.0;1.0;-23.0;-18.0;-21.0;35.0;-86.0;7.0;46.0;33.0;-30.0;-45.0;-10.0;15.0;14.0;17.0;27.0;-43.0;-17.0;3.0;10.0;-20.0;20.0;93.0;64.0;5.0;4.0;36.0;23.0;-24.0;15.0;10.0;7.0;-8.0;-32.0;-13.0;-6.0;-2.0;95.0;81.0;-12.0;89.0;51.0;23.0;3.0;-6.0;9.0;15.0;4.0;-8.0;-5.0;-5.0;-24.0;-100.0;-87.0;-41.0;-17.0;-16.0;-50.0;-40.0;-31.0;-73.0;10.0;-54.0;-28.0;-7.0;-5.0;-2.0;-17.0;-6.0;-56.0;-100.0;-4.0;2.0;-3.0;18.0;4.0;09:30:00;1.0;STP;UNB
DRE X HEI 26-08-2018;3.0;2018-08-26;-10.0;13.0;32.0;37.0;25.0;23.0;33.0;39.0;6.0;13.0;58.0;-25.0;76.0;70.0;75.0;21.0;14.0;30.0;-49.0;-24.0;-12.0;-7.0;-12.0;-16.0;-85.0;-100.0;-59.0;-52.0;37.0;13.0;59.0;76.0;61.0;-9.0;65.0;65.0;9.0;6.0;-56.0;-27.0;2.0;34.0;24.0;40.0;6.0;-6.0;-25.0;-21.0;13.0;7.0;41.0;38.0;28.0;28.0;26.0;85.0;-41.0;51.0;18.0;10.0;-32.0;-15.0;50.0;10.0;26.0;59.0;71.0;32.0;-41.0;6.0;28.0;33.0;45.0;90.0;58.0;38.0;18.0;-21.0;16.0;51.0;35.0;-53.0;-12.0;11.0;11.0;52.0;100.0;88.0;99.0;-31.0;65.0;27.0;1.0;09:30:00;-1.0;HEI;DRE
JAH X HKI 26-08-2018;0.0;2018-08-26;-10.0;-47.0;-61.0;-47.0;-23.0;-22.0;-42.0;-19.0;-5.0;-6.0;-17.0;-5.0;-26.0;-14.0;66.0;33.0;9.0;33.0;32.0;14.0;28.0;55.0;-10.0;-33.0;57.0;36.0;18.0;7.0;22.0;11.0;9.0;15.0;14.0;9.0;7.0;1.0;-21.0;18.0;-2.0;-37.0;-26.0;-19.0;-9.0;-27.0;-20.0;-11.0;-14.0;-12.0;-62.0;-59.0;-36.0;-5.0;21.0;8.0;10.0;40.0;15.0;2.0;-2.0;-1.0;2.0;-12.0;37.0;12.0;33.0;10.0;-16.0;11.0;-30.0;59.0;75.0;48.0;51.0;32.0;100.0;93.0;55.0;47.0;4.0;56.0;-51.0;-7.0;21.0;66.0;17.0;-41.0;-69.0;-47.0;-55.0;12.0;-33.0;54.0;0.0;09:30:00;0.0;HKI;JAH
HSV X ARM 27-08-2018;0.0;2018-08-27;8.0;86.0;81.0;40.0;34.0;24.0;16.0;30.0;20.0;14.0;14.0;5.0;10.0;-4.0;-8.0;17.0;11.0;7.0;-32.0;-7.0;-9.0;-10.0;4.0;-10.0;-29.0;-43.0;66.0;60.0;41.0;31.0;23.0;8.0;-14.0;9.0;-59.0;-76.0;-36.0;-84.0;-44.0;-2.0;-30.0;-9.0;-25.0;-7.0;-13.0;-42.0;15.0;10.0;-30.0;-66.0;-80.0;-65.0;-39.0;54.0;15.0;-26.0;-14.0;-42.0;-16.0;-4.0;58.0;73.0;52.0;36.0;44.0;4.0;9.0;-12.0;10.0;15.0;14.0;22.0;17.0;11.0;29.0;92.0;53.0;22.0;-49.0;-29.0;-51.0;-99.0;-73.0;-47.0;-72.0;-60.0;63.0;100.0;65.0;30.0;36.0;-47.0;3.0;16:30:00;1.0;ARM;HSV
