game;addedTime;id;incidentClass;incidentType;isHome;player;playerName;reason;time
HSV X HKI 03-08-2018;;118944353;yellow;card;False;{'name': 'Dominik Schmidt', 'slug': 'dominik-schmidt', 'shortName': 'D. Schmidt', 'position': 'D', 'userCount': 8, 'id': 16677};Dominik Schmidt;Foul;87
HSV X HKI 03-08-2018;;118944352;yellow;card;False;{'name': 'Jae-Sung Lee', 'slug': 'jae-sung-lee', 'shortName': 'J. Lee', 'position': 'M', 'userCount': 307, 'id': 537552};Jae-Sung Lee;Foul;75
HSV X HKI 03-08-2018;;118944350;yellow;card;True;{'name': 'Matti Steinmann', 'slug': 'matti-steinmann', 'shortName': 'M. Steinmann', 'position': 'M', 'userCount': 21, 'id': 151597};Matti Steinmann;Foul;71
HSV X HKI 03-08-2018;;118944351;yellow;card;False;{'name': 'Jonas Meffert', 'slug': 'jonas-meffert', 'shortName': 'J. Meffert', 'position': 'M', 'userCount': 28, 'id': 148256};Jonas Meffert;Foul;3
BOC X KOL 04-08-2018;;118944744;yellowRed;card;False;{'name': 'Jorge Mere', 'slug': 'jorge-mere', 'shortName': 'J. Meré', 'position': 'D', 'userCount': 334, 'id': 355046};Jorge Meré;Foul;70
BOC X KOL 04-08-2018;;118944742;yellow;card;True;{'name': 'Maxim Leitsch', 'slug': 'maxim-leitsch', 'shortName': 'M. Leitsch', 'position': 'D', 'userCount': 13, 'id': 842869};Maxim Leitsch;Foul;58
BOC X KOL 04-08-2018;;118944743;yellow;card;False;{'name': 'Jorge Mere', 'slug': 'jorge-mere', 'shortName': 'J. Meré', 'position': 'D', 'userCount': 334, 'id': 355046};Jorge Meré;Foul;50
BOC X KOL 04-08-2018;;118944741;yellow;card;True;{'name': 'Tim Hoogland', 'slug': 'tim-hoogland', 'shortName': 'T. Hoogland', 'position': 'D', 'userCount': 26, 'id': 236};Tim Hoogland;Foul;43
BOC X KOL 04-08-2018;;118944740;yellow;card;True;{'name': 'Danilo Soares', 'slug': 'danilo-soares', 'shortName': 'D. Soares', 'position': 'D', 'userCount': 46, 'id': 121551};Danilo Soares;Foul;32
JAH X ING 04-08-2018;;118945081;yellow;card;False;{'name': 'Benedikt Gimber', 'slug': 'benedikt-gimber', 'shortName': 'B. Gimber', 'position': 'M', 'userCount': 18, 'id': 798936};Benedikt Gimber;Foul;83
JAH X ING 04-08-2018;;118945080;yellow;card;False;{'name': 'Thomas Pledl', 'slug': 'thomas-pledl', 'shortName': 'T. Pledl', 'position': 'M', 'userCount': 43, 'id': 168909};Thomas Pledl;Foul;50
JAH X ING 04-08-2018;;118945078;yellow;card;True;{'name': 'Andreas Geipl', 'slug': 'andreas-geipl', 'shortName': 'A. Geipl', 'position': 'M', 'userCount': 16, 'id': 142221};Andreas Geipl;Foul;19
