game;accuratePass;aerialDuels;challengeLost;disabled;dispossessed;fouls;goalAssist;goals;goodHighClaim;groundDuels;id;interceptionWon;keyPass;minutesPlayed;name;national;offsides;outfielderBlock;position;punches;rating;runsOut;saves;shortName;shotsBlocked;shotsOffTarget;shotsOnTarget;slug;team;team_id;team_name;totalClearance;totalContest;totalCross;totalDuels;totalLongBalls;totalPass;totalTackle;touches;wasFouled
HUL X LEI 2016-08-13;38 (80%);5 (2);;;1;1;;;;3 (1);260097;4;0;90';Luis Hernández;False;;0;D;;6.1;;;L. Hernández;0;0;0;leicester-city;LEI;31;Leicester City;4;0 (0);1 (0);8 (3);4 (1);38 (80%);0;63;1
HUL X LEI 2016-08-13;7 (70%);5 (1);;;1;1;;;;4 (1);173827;0;2;90';Jamie Vardy;False;;0;F;;6.0;;;J. Vardy;1;1;0;leicester-city;LEI;31;Leicester City;0;1 (0);1 (0);9 (2);0 (0);7 (70%);1;20;0
BUR X SWA 2016-08-13;30 (78%);7 (6);;;1;1;;1;;5 (3);31821;5;0;90';Leroy Fer;False;;1;M;;8.2;;;L. Fer;0;1;1;swansea-city;SWA;74;Swansea City;3;0 (0);0 (0);12 (9);4 (3);30 (78%);2;54;1
BUR X SWA 2016-08-13;27 (79%);3 (1);;;0;0;;;;4 (4);151118;2;0;90';Stephen Kingsley;False;;0;D;;7.9;;;S. Kingsley;0;1;1;swansea-city;SWA;74;Swansea City;8;0 (0);2 (0);7 (5);8 (4);27 (79%);4;62;0
BUR X SWA 2016-08-13;35 (77%);4 (3);1;;2;0;;;;11 (8);32821;4;1;90';Kyle Naughton;False;;0;D;;7.8;;;K. Naughton;0;0;0;swansea-city;SWA;74;Swansea City;4;2 (2);4 (2);15 (11);6 (4);35 (77%);6;79;0
BUR X SWA 2016-08-13;3 (75%);1 (0);;;0;0;;;;3 (3);54686;1;3;26';Jefferson Montero;False;;0;M;;7.5;;;J. Montero;0;0;1;swansea-city;SWA;74;Swansea City;1;1 (1);4 (3);4 (3);0 (0);3 (75%);0;16;2
BUR X SWA 2016-08-13;24 (80%);6 (3);;;1;3;;;;4 (0);106273;3;0;90';Jordi Amat;False;;0;D;;7.4;;;J. Amat;0;0;1;swansea-city;SWA;74;Swansea City;11;0 (0);0 (0);10 (3);8 (4);24 (80%);0;47;0
BUR X SWA 2016-08-13;14 (66%);1 (1);;;;0;;;2;1 (1);15479;0;0;90';Łukasz Fabiański;False;;0;G;2;7.4;1 (1);3;Ł. Fabiański;0;0;0;swansea-city;SWA;74;Swansea City;2;0 (0);0 (0);2 (2);15 (9);14 (66%);1;36;0
BUR X SWA 2016-08-13;33 (89%);7 (1);;;1;0;;;;4 (3);137774;4;0;90';Ben Mee;False;;0;D;;7.3;;;B. Mee;0;0;0;burnley;BUR;6;Burnley;5;0 (0);0 (0);11 (4);11 (8);33 (89%);3;52;1
BUR X SWA 2016-08-13;25 (78%);6 (5);1;;0;2;;;;5 (2);38393;5;0;90';Federico Fernández;False;;0;D;;7.3;;;F. Fernández;0;1;0;swansea-city;SWA;74;Swansea City;12;0 (0);0 (0);11 (7);3 (3);25 (78%);2;53;0
BUR X SWA 2016-08-13;24 (55%);0 (0);;;;0;;;1;0 (0);18122;0;0;90';Tom Heaton;False;;0;G;0;7.3;0 (0);7;T. Heaton;0;0;0;burnley;BUR;6;Burnley;0;0 (0);0 (0);0 (0);35 (16);24 (55%);0;51;0
BUR X SWA 2016-08-13;14 (82%);1 (0);1;;1;0;;;;8 (5);209098;0;2;64';Modou Barrow;False;;0;F;;7.2;;;M. Barrow;2;0;0;swansea-city;SWA;74;Swansea City;1;4 (3);6 (3);9 (5);1 (0);14 (82%);0;38;2
BUR X SWA 2016-08-13;24 (75%);4 (4);;;0;3;;;;11 (7);20752;1;0;90';Stephen Ward;False;;0;D;;7.2;;;S. Ward;0;0;0;burnley;BUR;6;Burnley;5;2 (1);4 (2);15 (11);5 (3);24 (75%);5;72;1
BUR X SWA 2016-08-13;27 (84%);11 (8);;;3;4;;;;7 (1);11692;0;0;90';Fernando Llorente;False;1;0;F;;7.2;;;F. Llorente;0;2;4;swansea-city;SWA;74;Swansea City;3;0 (0);1 (0);18 (9);0 (0);27 (84%);0;51;1
BUR X SWA 2016-08-13;17 (60%);4 (2);2;;1;1;;;;5 (1);67507;3;2;90';Matthew Lowton;False;;1;D;;7.1;;;M. Lowton;0;1;0;burnley;BUR;6;Burnley;1;0 (0);5 (2);9 (3);8 (4);17 (60%);1;62;0
BUR X SWA 2016-08-13;13 (81%);4 (1);;;2;1;;;;6 (3);20653;1;2;90';George Boyd;False;;1;M;;7.1;;;G. Boyd;1;0;0;burnley;BUR;6;Burnley;0;1 (1);0 (0);10 (4);1 (0);13 (81%);2;28;0
BUR X SWA 2016-08-13;42 (79%);7 (3);;;2;2;;;;7 (3);20993;0;3;90';Jack Cork;False;1;0;M;;7.0;;;J. Cork;0;0;0;swansea-city;SWA;74;Swansea City;2;0 (0);3 (0);14 (6);7 (3);42 (79%);2;68;1
BUR X SWA 2016-08-13;16 (45%);20 (7);;;0;0;;;;3 (3);19633;0;0;90';Sam Vokes;False;2;0;F;;7.0;;;S. Vokes;0;0;1;burnley;BUR;6;Burnley;1;0 (0);0 (0);23 (10);1 (0);16 (45%);0;47;3
BUR X SWA 2016-08-13;23 (69%);1 (0);;;3;3;;;;13 (6);940;5;0;90';Dean Marney;False;;0;M;;6.8;;;D. Marney;0;1;1;burnley;BUR;6;Burnley;1;1 (0);0 (0);14 (6);6 (4);23 (69%);1;55;5
BUR X SWA 2016-08-13;19 (59%);3 (0);;;1;2;;;;10 (5);636;0;4;87';Wayne Routledge;False;;0;F;;6.8;;;W. Routledge;0;1;0;swansea-city;SWA;74;Swansea City;1;4 (2);6 (3);13 (5);3 (1);19 (59%);2;51;1
BUR X SWA 2016-08-13;34 (87%);2 (0);1;;0;0;;;;4 (3);110846;2;0;90';Michael Keane;False;;0;D;;6.7;;;M. Keane;0;0;0;burnley;BUR;6;Burnley;3;1 (1);0 (0);6 (3);11 (6);34 (87%);0;51;2
BUR X SWA 2016-08-13;7 (87%);0 (0);1;;0;0;;;;2 (1);43192;1;0;30';Gylfi Sigurðsson;False;;1;M;;6.7;;;G. Sigurðsson;0;0;1;swansea-city;SWA;74;Swansea City;0;0 (0);2 (1);2 (1);0 (0);7 (87%);0;16;1
BUR X SWA 2016-08-13;30 (83%);2 (2);2;;0;0;;;;3 (1);20538;1;0;60';Leon Britton;False;;0;M;;6.6;;;L. Britton;0;0;0;swansea-city;SWA;74;Swansea City;1;0 (0);0 (0);5 (3);3 (1);30 (83%);0;41;1
BUR X SWA 2016-08-13;5 (83%);1 (1);;;0;0;;;;0 (0);20220;0;0;3';Lukas Jutkiewicz;False;;0;F;;6.6;;;L. Jutkiewicz;0;0;0;burnley;BUR;6;Burnley;0;0 (0);0 (0);1 (1);1 (1);5 (83%);0;6;0
BUR X SWA 2016-08-13;0 (0%);0 (0);;;0;0;;;;0 (0);27463;0;0;3';Àngel Rangel;False;;0;D;;6.5;;;À. Rangel;0;0;0;swansea-city;SWA;74;Swansea City;0;0 (0);0 (0);0 (0);0 (0);0 (0%);0;1;0
BUR X SWA 2016-08-13;9 (60%);2 (1);;;3;0;;;;9 (4);73951;0;0;90';Andre Gray;False;1;0;F;;6.4;;;A. Gray;0;3;1;burnley;BUR;6;Burnley;0;4 (2);2 (0);11 (5);0 (0);9 (60%);0;33;2
BUR X SWA 2016-08-13;14 (66%);3 (0);4;;2;1;;;;11 (3);17056;0;1;75';Scott Arfield;False;;1;M;;6.4;;;S. Arfield;0;0;0;burnley;BUR;6;Burnley;0;2 (1);0 (0);14 (3);1 (0);14 (66%);2;34;0
BUR X SWA 2016-08-13;28 (75%);3 (2);;;0;1;;;;1 (0);773;1;0;87';David Jones;False;;0;M;;6.2;;;D. Jones;0;0;0;burnley;BUR;6;Burnley;0;0 (0);11 (1);4 (2);3 (0);28 (75%);0;50;0
BUR X SWA 2016-08-13;9 (81%);1 (1);1;;2;0;;;;3 (0);49805;1;0;15';Jóhann Guðmundsson;False;;0;M;;6.0;;;J. Guðmundsson;1;0;0;burnley;BUR;6;Burnley;0;0 (0);1 (0);4 (1);1 (1);9 (81%);0;17;0
CRY X WBA 2016-08-13;21 (80%);0 (0);2;;2;1;;;;15 (10);47992;3;2;90';Andros Townsend;False;;0;M;;7.8;;;A. Townsend;2;2;2;crystal-palace;CRY;7;Crystal Palace;0;2 (2);9 (2);15 (10);0 (0);21 (80%);6;59;2
CRY X WBA 2016-08-13;16 (57%);3 (3);1;;1;1;;;;10 (7);151037;5;0;90';Claudio Yacob;False;;0;M;;7.7;;;C. Yacob;0;2;0;west-bromwich-albion;WBA;8;West Bromwich Albion;4;0 (0);0 (0);13 (10);6 (1);16 (57%);6;48;1
CRY X WBA 2016-08-13;12 (63%);15 (5);1;;5;1;;1;;11 (4);35532;1;3;90';Salomón Rondón;False;1;0;F;;7.5;;;S. Rondón;2;2;2;west-bromwich-albion;WBA;8;West Bromwich Albion;0;3 (2);3 (0);26 (9);1 (0);12 (63%);0;44;2
CRY X WBA 2016-08-13;16 (69%);4 (1);1;;0;1;;;;8 (6);30144;4;0;90';Jonny Evans;False;;1;D;;7.5;;;J. Evans;0;0;0;west-bromwich-albion;WBA;8;West Bromwich Albion;1;1 (1);2 (0);12 (7);10 (4);16 (69%);4;51;1
CRY X WBA 2016-08-13;48 (70%);8 (5);;;0;4;;;;11 (8);24685;1;2;90';Mile Jedinak;False;;0;M;;7.5;;;M. Jedinak;0;0;0;crystal-palace;CRY;7;Crystal Palace;0;0 (0);1 (1);19 (13);9 (3);48 (70%);6;81;2
CRY X WBA 2016-08-13;14 (70%);4 (4);;;0;1;;;;2 (1);13357;0;0;90';Gareth McAuley;False;;1;D;;7.4;;;G. McAuley;0;0;0;west-bromwich-albion;WBA;8;West Bromwich Albion;8;0 (0);0 (0);6 (5);5 (3);14 (70%);1;34;0
CRY X WBA 2016-08-13;25 (80%);6 (0);;;0;1;;;;7 (5);38639;0;3;66';Chung-yong Lee;False;;0;M;;7.3;;;C. Y. Lee;0;0;0;crystal-palace;CRY;7;Crystal Palace;1;2 (1);1 (1);13 (5);3 (3);25 (80%);2;40;2
CRY X WBA 2016-08-13;43 (81%);2 (2);;;0;0;;;;3 (3);19593;3;1;77';Jason Puncheon;False;;0;M;;7.3;;;J. Puncheon;0;0;1;crystal-palace;CRY;7;Crystal Palace;0;1 (1);4 (1);5 (5);3 (1);43 (81%);2;67;0
CRY X WBA 2016-08-13;5 (41%);1 (0);1;;2;3;;;;9 (3);14235;0;5;71';Craig Gardner;False;;0;M;;7.3;;;C. Gardner;0;0;0;west-bromwich-albion;WBA;8;West Bromwich Albion;1;0 (0);7 (6);10 (3);2 (1);5 (41%);2;28;1
CRY X WBA 2016-08-13;11 (31%);0 (0);;;;0;;;1;0 (0);10599;0;1;90';Ben Foster;False;;0;G;0;7.3;0 (0);4;B. Foster;0;0;0;west-bromwich-albion;WBA;8;West Bromwich Albion;0;0 (0);0 (0);0 (0);33 (9);11 (31%);0;43;0
CRY X WBA 2016-08-13;9 (52%);4 (4);;;0;1;;;;2 (1);7776;2;0;90';Jonas Olsson;False;;0;D;;7.3;;;J. Olsson;0;2;0;west-bromwich-albion;WBA;8;West Bromwich Albion;5;0 (0);0 (0);6 (5);7 (3);9 (52%);0;27;1
CRY X WBA 2016-08-13;13 (59%);3 (2);;;0;2;;;;8 (4);50027;2;1;90';Craig Dawson;False;;1;D;;7.2;;;C. Dawson;0;0;0;west-bromwich-albion;WBA;8;West Bromwich Albion;0;3 (1);3 (2);11 (6);5 (1);13 (59%);1;66;3
CRY X WBA 2016-08-13;26 (72%);7 (7);;;0;1;;;;1 (0);20278;3;0;90';Scott Dann;False;;1;D;;7.2;;;S. Dann;0;1;0;crystal-palace;CRY;7;Crystal Palace;6;0 (0);0 (0);8 (7);9 (5);26 (72%);0;49;1
CRY X WBA 2016-08-13;29 (67%);2 (0);;;1;0;;;;5 (4);84686;4;0;89';Pape Souaré;False;;1;D;;7.0;;;P. Souaré;0;0;0;crystal-palace;CRY;7;Crystal Palace;5;0 (0);2 (0);7 (4);10 (2);29 (67%);3;74;1
CRY X WBA 2016-08-13;13 (76%);8 (3);;;1;1;;;;4 (2);50485;0;0;90';Connor Wickham;False;;0;F;;6.9;;;C. Wickham;0;3;0;crystal-palace;CRY;7;Crystal Palace;1;0 (0);0 (0);12 (5);0 (0);13 (76%);0;26;2
CRY X WBA 2016-08-13;7 (87%);0 (0);;;0;0;;;;1 (1);3574;0;1;13';Yohan Cabaye;False;;0;M;;6.9;;;Y. Cabaye;0;0;0;crystal-palace;CRY;7;Crystal Palace;0;0 (0);1 (1);1 (1);1 (1);7 (87%);1;11;0
CRY X WBA 2016-08-13;23 (69%);4 (1);3;;0;0;;;;5 (2);765;4;0;90';Darren Fletcher;False;;0;M;;6.9;;;D. Fletcher;0;0;0;west-bromwich-albion;WBA;8;West Bromwich Albion;1;0 (0);0 (0);9 (3);11 (8);23 (69%);1;45;1
CRY X WBA 2016-08-13;8 (30%);1 (1);;;;0;;;2;0 (0);16620;0;0;90';Wayne Hennessey;False;;0;G;1;6.8;1 (1);2;W. Hennessey;0;0;0;crystal-palace;CRY;7;Crystal Palace;1;0 (0);0 (0);1 (1);25 (7);8 (30%);0;36;1
CRY X WBA 2016-08-13;25 (65%);1 (1);;;1;0;;;;2 (1);10038;1;0;90';Damien Delaney;False;;0;D;;6.8;;;D. Delaney;0;0;0;crystal-palace;CRY;7;Crystal Palace;5;0 (0);0 (0);3 (2);16 (5);25 (65%);1;47;0
CRY X WBA 2016-08-13;7 (70%);1 (0);;;4;3;;;;8 (2);111962;0;0;86';Saido Berahino;False;1;0;F;;6.4;;;S. Berahino;0;1;1;west-bromwich-albion;WBA;8;West Bromwich Albion;0;0 (0);0 (0);9 (2);1 (0);7 (70%);0;25;2
CRY X WBA 2016-08-13;4 (80%);1 (1);;;4;0;1;;;4 (0);41631;0;1;19';James McClean;False;;0;M;;6.4;;;J. McClean;0;0;0;west-bromwich-albion;WBA;8;West Bromwich Albion;2;0 (0);3 (1);5 (1);1 (0);4 (80%);0;17;0
CRY X WBA 2016-08-13;1 (50%);0 (0);1;;0;1;;;;2 (0);822;0;0;4';James Morrison;False;;0;M;;6.2;;;J. Morrison;0;0;0;west-bromwich-albion;WBA;8;West Bromwich Albion;0;0 (0);0 (0);2 (0);1 (0);1 (50%);0;2;0
CRY X WBA 2016-08-13;16 (76%);2 (0);2;;3;2;;;;20 (10);111850;1;0;90';Wilfried Zaha;False;;0;M;;6.1;;;W. Zaha;1;0;1;crystal-palace;CRY;7;Crystal Palace;0;5 (2);4 (0);22 (10);4 (1);16 (76%);7;52;1
CRY X WBA 2016-08-13;8 (88%);0 (0);1;;2;1;;;;6 (2);46620;0;0;24';Yannick Bolasie;False;;0;M;;6.1;;;Y. Bolasie;0;0;0;crystal-palace;CRY;7;Crystal Palace;0;2 (2);2 (0);6 (2);0 (0);8 (88%);0;17;0
CRY X WBA 2016-08-13;28 (77%);5 (2);;;2;1;;;;7 (2);39183;1;0;90';Joel Ward;False;;0;D;;6.1;;;J. Ward;0;1;0;crystal-palace;CRY;7;Crystal Palace;2;2 (0);1 (0);12 (4);4 (0);28 (77%);0;59;2
CRY X WBA 2016-08-13;12 (63%);2 (0);;;5;1;;;;13 (4);36466;1;0;90';Matt Phillips;False;;0;M;;5.9;;;M. Phillips;0;1;0;west-bromwich-albion;WBA;8;West Bromwich Albion;1;5 (1);3 (0);15 (4);4 (2);12 (63%);3;46;0
CRY X WBA 2016-08-13;1 (50%);0 (0);;;0;0;;;;0 (0);39472;0;0;1';Martin Kelly;False;;0;D;;–;;;M. Kelly;0;0;0;crystal-palace;CRY;7;Crystal Palace;0;0 (0);0 (0);0 (0);1 (0);1 (50%);0;2;0
EVE X TOT 2016-08-13;19 (70%);6 (6);;False;0;0;;;;3 (3);10507;0;0;90';Phil Jagielka;False;;2;D;;7.7;;;P. Jagielka;0;0;1;everton;EVE;48;Everton;14;0 (0);0 (0);9 (9);10 (3);19 (70%);2;50;2
EVE X TOT 2016-08-13;38 (77%);2 (2);;;1;2;1;;;9 (6);44614;1;3;90';Kyle Walker;False;;0;D;;7.6;;;K. Walker;0;1;0;tottenham;TOT;33;Tottenham;4;3 (3);5 (2);11 (8);8 (4);38 (77%);3;81;0
EVE X TOT 2016-08-13;31 (81%);2 (2);1;False;1;1;;;;13 (9);106337;2;0;90';Idrissa Gueye;False;;0;M;;7.5;;;I. Gueye;1;0;0;everton;EVE;48;Everton;2;3 (2);0 (0);15 (11);3 (1);31 (81%);6;60;1
EVE X TOT 2016-08-13;25 (71%);6 (3);2;False;4;1;;1;;11 (3);98435;1;3;90';Ross Barkley;False;1;0;F;;7.5;;;R. Barkley;1;2;1;everton;EVE;48;Everton;3;1 (0);2 (0);17 (6);3 (2);25 (71%);2;58;1
EVE X TOT 2016-08-13;35 (76%);2 (1);3;;5;1;;1;;15 (6);122702;1;0;90';Érik Lamela;False;;0;M;;7.4;;;É. Lamela;0;1;2;tottenham;TOT;33;Tottenham;0;3 (3);2 (0);17 (7);2 (1);35 (76%);2;68;2
EVE X TOT 2016-08-13;22 (71%);3 (3);;False;0;0;;;;4 (4);781544;2;0;90';Mason Holgate;False;;0;D;;7.2;;;M. Holgate;0;0;0;everton;EVE;48;Everton;7;0 (0);0 (0);7 (7);8 (2);22 (71%);3;46;1
EVE X TOT 2016-08-13;31 (77%);1 (1);;False;1;1;;;;8 (5);252313;5;0;90';Ramiro Funes Mori;False;;0;D;;7.0;;;R. F. Mori;0;1;0;everton;EVE;48;Everton;7;2 (1);0 (0);9 (6);10 (4);31 (77%);0;62;4
EVE X TOT 2016-08-13;31 (79%);2 (2);;;0;3;;;;7 (4);45956;2;0;90';Victor Wanyama;False;;0;M;;7.0;;;V. Wanyama;0;0;0;tottenham;TOT;33;Tottenham;2;1 (1);0 (0);9 (6);4 (3);31 (79%);2;50;1
EVE X TOT 2016-08-13;16 (84%);0 (0);;;;0;;;1;0 (0);16944;0;0;55';Michel Vorm;False;;0;G;0;7.0;0 (0);2;M. Vorm;0;0;0;tottenham;TOT;33;Tottenham;0;0 (0);0 (0);0 (0);10 (7);16 (84%);0;26;0
EVE X TOT 2016-08-13;37 (88%);5 (3);;;0;0;;;;1 (1);16921;2;0;90';Jan Vertonghen;False;;1;D;;7.0;;;J. Vertonghen;0;0;0;tottenham;TOT;33;Tottenham;9;1 (1);0 (0);6 (4);2 (2);37 (88%);0;56;0
EVE X TOT 2016-08-13;26 (78%);2 (1);1;False;0;3;;;;8 (5);544;0;2;85';Gareth Barry;False;;0;M;;7.0;;;G. Barry;0;0;0;everton;EVE;48;Everton;3;2 (2);1 (0);10 (6);5 (4);26 (78%);3;49;0
EVE X TOT 2016-08-13;47 (77%);0 (0);2;;0;0;;;;6 (4);44575;1;0;90';Toby Alderweireld;False;;0;D;;6.9;;;T. Alderweireld;1;0;0;tottenham;TOT;33;Tottenham;1;2 (2);1 (0);6 (4);25 (15);47 (77%);2;71;0
EVE X TOT 2016-08-13;18 (64%);1 (0);2;False;1;2;;;;8 (3);39283;4;0;90';James McCarthy;False;;2;M;;6.9;;;J. McCarthy;0;0;0;everton;EVE;48;Everton;3;1 (1);1 (0);9 (3);7 (3);18 (64%);1;61;1
EVE X TOT 2016-08-13;48 (69%);2 (1);;;1;0;;;;8 (6);16586;4;0;90';Danny Rose;False;;0;D;;6.9;;;D. Rose;2;0;0;tottenham;TOT;33;Tottenham;3;2 (1);4 (0);10 (7);16 (7);48 (69%);2;119;3
EVE X TOT 2016-08-13;33 (82%);1 (0);3;False;0;0;;;;8 (5);9766;0;1;90';Leighton Baines;False;;0;M;;6.9;;;L. Baines;0;0;0;everton;EVE;48;Everton;1;0 (0);1 (1);9 (5);6 (2);33 (82%);4;58;1
EVE X TOT 2016-08-13;2 (66%);1 (0);1;False;1;0;;;;4 (2);9692;0;0;14';Aaron Lennon;False;;1;M;;6.8;;;A. Lennon;0;0;0;everton;EVE;48;Everton;0;0 (0);0 (0);5 (2);1 (1);2 (66%);2;9;0
EVE X TOT 2016-08-13;19 (82%);2 (0);1;False;3;2;;;;11 (4);3593;2;1;76';Kevin Mirallas;False;;0;F;;6.8;;;K. Mirallas;0;0;2;everton;EVE;48;Everton;0;2 (1);7 (1);13 (4);1 (1);19 (82%);0;46;3
EVE X TOT 2016-08-13;25 (89%);2 (1);;;0;0;;;;3 (2);146101;1;0;56';Eric Dier;False;;1;M;;6.7;;;E. Dier;0;0;0;tottenham;TOT;33;Tottenham;2;1 (0);1 (0);5 (3);5 (3);25 (89%);2;37;0
EVE X TOT 2016-08-13;4 (66%);0 (0);;False;0;0;;;;1 (1);46432;0;0;5';Tom Cleverley;False;;0;M;;6.7;;;T. Cleverley;0;0;0;everton;EVE;48;Everton;0;0 (0);0 (0);1 (1);2 (0);4 (66%);1;8;0
