game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
NAP X CAG 06-05-2017;117 (68%);137 (77%);254 (73%);413 (89%);453 (93%);866 (91%);6;5;11;6;6;12;28%;27%;27%;72%;73%;73%;2;0;2;3;2;5;1;1;2;2;5;7;;;;;;;15;15;30;20;23;43;6;4;2;4;6;2;0;2;0;0;0;0;1;1;0;1;1;3;0;3;173;177;350;463;487;950;;;;;;;2;3;5;6;9;15;1;2;3;8;6;14;2;1;3;3;6;9;3;0;3;8;5;13;5;3;8;14;14;28;0;0;0;0;1;1;1.0;2017-05-06;0.0;17.0;18.0;42.0;29.0;42.0;29.0;22.0;15.0;14.0;6.0;0.0;4.0;3.0;38.0;22.0;13.0;7.0;-32.0;-14.0;-5.0;34.0;0.0;21.0;44.0;64.0;89.0;62.0;43.0;59.0;30.0;20.0;17.0;41.0;16.0;13.0;19.0;33.0;51.0;3.0;40.0;-18.0;-9.0;-10.0;6.0;-38.0;81.0;54.0;12.0;33.0;25.0;-20.0;-6.0;6.0;90.0;54.0;-5.0;34.0;20.0;12.0;1.0;1.0;26.0;46.0;38.0;100.0;100.0;3.0;77.0;69.0;46.0;27.0;13.0;9.0;5.0;4.0;43.0;52.0;13.0;37.0;23.0;40.0;27.0;14.0;8.0;4.0;0.0;40.0;-25.0;12.0;;;3.0;14:00:00;1.0;CAG;NAP
JUV X TOR 06-05-2017;176 (84%);93 (65%);269 (76%);199 (83%);266 (88%);465 (85%);5;8;13;3;6;9;46%;32%;39%;54%;68%;61%;1;0;1;3;4;7;1;0;1;8;4;12;;;;;;;22;28;50;25;23;48;11;15;3;1;4;0;1;1;0;0;0;1;0;1;1;0;1;1;0;1;209;144;353;241;303;544;0;1;1;0;0;0;2;0;2;6;7;13;5;1;6;4;6;10;0;2;2;3;2;5;4;3;7;4;5;9;6;3;9;10;12;22;3;1;4;0;3;3;1.0;2017-05-06;10.0;6.0;-4.0;22.0;-25.0;16.0;7.0;78.0;85.0;58.0;59.0;25.0;32.0;13.0;3.0;5.0;4.0;-3.0;-3.0;-28.0;-15.0;10.0;35.0;4.0;61.0;36.0;24.0;1.0;-12.0;-6.0;5.0;-32.0;-18.0;21.0;-31.0;-15.0;11.0;7.0;1.0;89.0;0.0;-28.0;-14.0;-6.0;-1.0;8.0;2.0;14.0;5.0;-78.0;-17.0;-4.0;12.0;-5.0;16.0;14.0;7.0;14.0;15.0;11.0;55.0;42.0;29.0;41.0;18.0;2.0;0.0;6.0;65.0;41.0;35.0;25.0;29.0;46.0;31.0;11.0;5.0;66.0;1.0;43.0;36.0;-34.0;32.0;19.0;10.0;5.0;5.0;20.0;11.0;-3.0;6.0;55.0;1.0;16:45:00;0.0;TOR;JUV
UDI X ATT 07-05-2017;183 (77%);170 (83%);353 (80%);104 (69%);160 (77%);264 (74%);12;6;18;8;11;19;61%;50%;56%;39%;50%;44%;2;0;2;0;3;3;4;1;5;3;0;3;;;;;;;34;36;70;29;40;69;19;15;1;2;3;1;0;1;;;;;;;1;1;2;0;0;0;237;206;443;150;207;357;;;;;;;6;1;7;2;6;8;3;1;4;3;2;5;3;0;3;1;3;4;2;0;2;2;2;4;8;1;9;4;8;12;1;2;3;2;2;4;1.0;2017-05-07;2.0;91.0;57.0;36.0;18.0;7.0;-5.0;-6.0;-50.0;-75.0;-44.0;-2.0;-46.0;-27.0;-42.0;-19.0;-8.0;8.0;-22.0;-16.0;-6.0;-11.0;5.0;18.0;11.0;11.0;1.0;35.0;21.0;13.0;2.0;-11.0;-12.0;-41.0;-7.0;6.0;-94.0;-47.0;-43.0;15.0;-20.0;-21.0;-6.0;-3.0;-2.0;-21.0;-7.0;6.0;9.0;53.0;74.0;81.0;54.0;34.0;19.0;15.0;-14.0;13.0;4.0;9.0;36.0;62.0;38.0;24.0;20.0;15.0;2.0;24.0;1.0;1.0;-5.0;-1.0;1.0;1.0;1.0;5.0;7.0;8.0;9.0;-9.0;27.0;5.0;-4.0;-4.0;-5.0;-6.0;-4.0;-3.0;-7.0;14.0;-25.0;;1.0;08:30:00;0.0;ATT;UDI
CHV X PAL 07-05-2017;154 (74%);134 (72%);288 (73%);275 (86%);109 (69%);384 (80%);10;5;15;7;9;16;40%;55%;46%;60%;45%;54%;1;6;7;2;0;2;2;5;7;4;1;5;;;;;;;29;32;61;22;24;46;20;20;1;0;1;1;3;4;;;;;;;0;1;1;1;1;2;208;187;395;321;157;478;;;;;;;1;7;8;2;1;3;0;3;3;0;1;1;1;4;5;1;1;2;1;6;7;1;1;2;2;13;15;3;2;5;2;1;3;0;3;3;1.0;2017-05-07;10.0;25.0;20.0;10.0;8.0;9.0;26.0;-40.0;-18.0;-5.0;-9.0;12.0;-9.0;-5.0;8.0;45.0;60.0;42.0;24.0;38.0;15.0;-19.0;33.0;-1.0;7.0;7.0;9.0;11.0;10.0;-22.0;-11.0;8.0;8.0;23.0;16.0;22.0;20.0;10.0;-7.0;-7.0;0.0;-5.0;-15.0;-6.0;-1.0;31.0;3.0;4.0;6.0;6.0;6.0;6.0;6.0;36.0;29.0;19.0;15.0;7.0;-5.0;-32.0;-24.0;-14.0;-8.0;-52.0;72.0;22.0;13.0;6.0;27.0;-26.0;-18.0;-96.0;-97.0;-59.0;-33.0;-4.0;2.0;-16.0;46.0;-7.0;5.0;-6.0;-4.0;-2.0;-2.0;-2.0;-15.0;-34.0;-100.0;46.0;;-30.0;1.0;11:00:00;0.0;PAL;CHV
EMP X BGN 07-05-2017;193 (77%);208 (79%);401 (78%);136 (75%);149 (75%);285 (75%);13;8;21;5;6;11;57%;57%;57%;43%;43%;43%;1;0;1;5;0;5;0;1;1;3;2;5;;;;;;;27;39;66;27;30;57;18;20;2;3;5;1;1;2;;;;;;;0;0;0;2;1;3;252;262;514;182;198;380;;;;;;;1;0;1;10;4;14;0;2;2;6;1;7;2;1;3;4;4;8;2;3;5;5;1;6;3;3;6;15;5;20;2;0;2;0;1;1;1.0;2017-05-07;10.0;20.0;1.0;-41.0;-25.0;-15.0;-9.0;-5.0;1.0;-5.0;-1.0;5.0;-4.0;-42.0;-24.0;26.0;7.0;1.0;55.0;28.0;10.0;6.0;2.0;4.0;41.0;64.0;38.0;53.0;44.0;31.0;38.0;26.0;83.0;1.0;39.0;51.0;31.0;19.0;2.0;1.0;35.0;-9.0;92.0;87.0;48.0;5.0;61.0;30.0;8.0;-3.0;2.0;-3.0;-4.0;-4.0;-30.0;-20.0;75.0;-14.0;-11.0;-9.0;28.0;11.0;4.0;15.0;6.0;-28.0;-10.0;44.0;-6.0;-5.0;-3.0;-1.0;-1.0;-1.0;-1.0;5.0;42.0;24.0;61.0;16.0;11.0;8.0;3.0;4.0;3.0;3.0;3.0;3.0;3.0;36.0;2.0;-70.0;3.0;11:00:00;1.0;BGN;EMP
GEN X INT 07-05-2017;212 (82%);210 (83%);422 (82%);129 (73%);120 (74%);249 (73%);8;5;13;4;4;8;60%;62%;61%;40%;38%;39%;1;2;3;0;1;1;1;2;3;2;2;4;;;;;;;33;18;51;18;17;35;27;16;1;3;4;2;2;4;0;0;0;0;1;1;2;1;3;1;2;3;259;254;513;176;163;339;0;1;1;0;0;0;1;4;5;3;4;7;2;1;3;2;2;4;2;2;4;1;4;5;4;1;5;0;3;3;5;5;10;3;7;10;0;2;2;1;3;4;0.0;2017-05-07;1.0;2.0;-3.0;-5.0;37.0;17.0;-28.0;-48.0;-33.0;-33.0;-18.0;-4.0;-2.0;3.0;50.0;28.0;14.0;5.0;30.0;17.0;-33.0;-20.0;-5.0;-52.0;-63.0;-77.0;-42.0;-22.0;-8.0;-1.0;28.0;12.0;8.0;6.0;1.0;-4.0;7.0;3.0;-4.0;-4.0;0.0;-3.0;-9.0;-12.0;-18.0;3.0;13.0;1.0;56.0;9.0;7.0;8.0;-11.0;-13.0;-11.0;-12.0;13.0;-3.0;-6.0;-48.0;-33.0;-20.0;-12.0;-7.0;-7.0;-10.0;-12.0;30.0;62.0;88.0;54.0;38.0;59.0;27.0;7.0;5.0;-4.0;47.0;15.0;21.0;4.0;-11.0;-9.0;-14.0;-13.0;-12.0;-38.0;-69.0;-33.0;10.0;-16.0;5.0;1.0;11:00:00;1.0;INT;GEN
LAZ X SAM 07-05-2017;294 (87%);136 (80%);430 (85%);214 (84%);227 (88%);441 (86%);2;0;2;1;4;5;56%;40%;49%;44%;60%;51%;0;0;0;1;1;2;1;1;2;4;7;11;;;;;;;19;16;35;22;17;39;6;13;1;3;4;4;0;4;;;;;;;1;1;2;0;0;0;338;169;507;254;257;511;1;0;1;0;0;0;4;2;6;8;5;13;0;1;1;3;3;6;5;2;7;6;5;11;1;1;2;2;4;6;5;3;8;10;9;19;0;1;1;0;0;0;3.0;2017-05-07;-10.0;18.0;3.0;-4.0;2.0;-4.0;-66.0;-38.0;-62.0;-40.0;-11.0;-10.0;29.0;9.0;-36.0;46.0;21.0;16.0;15.0;22.0;46.0;83.0;71.0;48.0;28.0;15.0;-76.0;-40.0;40.0;34.0;94.0;100.0;80.0;28.0;49.0;27.0;15.0;5.0;6.0;4.0;100.0;4.0;6.0;6.0;7.0;15.0;7.0;8.0;14.0;13.0;32.0;41.0;22.0;35.0;23.0;14.0;4.0;4.0;29.0;56.0;74.0;44.0;100.0;62.0;15.0;31.0;14.0;-6.0;3.0;83.0;54.0;-71.0;-44.0;-27.0;-18.0;-7.0;25.0;24.0;-11.0;17.0;38.0;30.0;19.0;53.0;93.0;50.0;25.0;11.0;-4.0;-11.0;-79.0;;7.0;11:00:00;1.0;SAM;LAZ
PES X CRO 07-05-2017;134 (70%);122 (67%);256 (69%);244 (79%);181 (75%);425 (77%);9;8;17;9;8;17;40%;43%;42%;60%;57%;58%;2;2;4;1;0;1;5;1;6;3;2;5;;;;;;;32;29;61;33;36;69;21;15;1;0;1;2;0;2;;;;;;;1;0;1;1;1;2;192;181;373;307;242;549;0;0;0;0;1;1;3;3;6;5;1;6;0;5;5;3;4;7;2;1;3;2;0;2;1;5;6;1;3;4;4;8;12;6;4;10;0;2;2;1;4;5;1.0;2017-05-07;-10.0;-10.0;-45.0;-17.0;-7.0;13.0;6.0;8.0;5.0;4.0;3.0;-8.0;3.0;3.0;-29.0;-37.0;-33.0;-9.0;-7.0;-3.0;7.0;8.0;23.0;13.0;5.0;1.0;3.0;14.0;40.0;-36.0;35.0;42.0;29.0;7.0;58.0;35.0;16.0;11.0;9.0;4.0;40.0;28.0;48.0;26.0;14.0;-18.0;7.0;-6.0;-15.0;-49.0;-25.0;-31.0;-59.0;-30.0;-12.0;-4.0;-9.0;3.0;36.0;24.0;-33.0;-8.0;-2.0;33.0;19.0;17.0;17.0;-23.0;13.0;38.0;-71.0;-18.0;-6.0;5.0;5.0;6.0;2.0;25.0;-16.0;19.0;10.0;5.0;2.0;-5.0;-9.0;-1.0;-1.0;-6.0;-28.0;-5.0;-22.0;-5.0;0.0;11:00:00;-1.0;CRO;PES
SAS X FIO 07-05-2017;173 (77%);130 (75%);303 (76%);148 (77%);122 (81%);270 (79%);0;3;3;4;6;10;53%;52%;53%;47%;48%;47%;1;0;1;2;0;2;2;4;6;6;4;10;;;;;;;27;36;63;26;35;61;19;16;3;3;6;2;1;3;0;0;0;1;0;1;0;2;2;3;3;6;224;174;398;192;151;343;0;1;1;0;0;0;7;2;9;3;6;9;4;2;6;1;1;2;4;2;6;3;5;8;2;2;4;3;0;3;9;4;13;6;6;12;2;2;4;3;2;5;2.0;2017-05-07;-10.0;-35.0;37.0;14.0;46.0;-29.0;1.0;7.0;-5.0;-8.0;-7.0;-3.0;-36.0;-14.0;-6.0;3.0;3.0;-6.0;-2.0;5.0;6.0;11.0;8.0;-7.0;33.0;5.0;4.0;-79.0;-48.0;-34.0;-53.0;-100.0;-60.0;3.0;-29.0;-10.0;-2.0;30.0;27.0;-27.0;40.0;-93.0;-53.0;-60.0;-8.0;26.0;10.0;33.0;21.0;50.0;24.0;18.0;59.0;37.0;52.0;29.0;13.0;-28.0;-11.0;-9.0;-10.0;6.0;7.0;11.0;18.0;3.0;-33.0;10.0;-20.0;-9.0;13.0;2.0;76.0;43.0;23.0;10.0;-31.0;-14.0;1.0;-44.0;-31.0;45.0;12.0;1.0;28.0;96.0;53.0;26.0;-41.0;37.0;-16.0;10.0;2.0;11:00:00;0.0;FIO;SAS
MIL X ROM 07-05-2017;161 (82%);192 (83%);353 (83%);199 (82%);191 (86%);390 (84%);14;6;20;6;3;9;45%;50%;48%;55%;50%;52%;2;2;4;5;1;6;5;1;6;6;3;9;3;0;3;0;0;0;31;26;57;15;14;29;9;12;1;0;1;4;2;6;2;0;2;0;0;0;0;0;0;2;0;2;196;230;426;242;221;463;0;0;0;0;1;1;11;6;17;3;3;6;9;1;10;2;3;5;6;4;10;1;1;2;6;1;7;5;2;7;17;7;24;8;5;13;0;1;1;0;4;4;4.0;2017-05-07;-5.0;-51.0;-30.0;-30.0;-16.0;-3.0;-6.0;26.0;63.0;-45.0;-53.0;-1.0;-75.0;-78.0;-76.0;-40.0;63.0;36.0;27.0;20.0;-59.0;-70.0;-4.0;-40.0;-20.0;25.0;10.0;-18.0;8.0;-16.0;-32.0;-40.0;-59.0;-2.0;-42.0;-45.0;-26.0;-44.0;-24.0;-28.0;-50.0;-11.0;-6.0;26.0;7.0;8.0;6.0;3.0;2.0;21.0;12.0;7.0;9.0;3.0;-2.0;-7.0;1.0;-6.0;-5.0;-4.0;-3.0;4.0;-2.0;-2.0;-25.0;-49.0;31.0;-6.0;28.0;15.0;8.0;10.0;2.0;-37.0;64.0;67.0;-72.0;-15.0;-8.0;-3.0;9.0;-7.0;-30.0;-22.0;-12.0;-7.0;-18.0;-78.0;-21.0;-85.0;1.0;5.0;1.0;16:45:00;-1.0;ROM;MIL
FIO X LAZ 13-05-2017;202 (87%);178 (82%);380 (84%);196 (88%);189 (87%);385 (87%);5;2;7;2;6;8;51%;50%;51%;49%;50%;49%;2;2;4;0;2;2;6;0;6;0;4;4;0;0;0;0;1;1;27;24;51;17;26;43;17;14;2;5;7;1;2;3;1;0;1;0;1;1;0;2;2;1;0;1;233;218;451;223;218;441;;;;;;;4;4;8;3;11;14;4;1;5;3;4;7;1;4;5;2;7;9;3;3;6;2;3;5;7;7;14;5;13;18;1;2;3;1;1;2;2.0;2017-05-13;-10.0;3.0;-13.0;33.0;-23.0;-11.0;-12.0;-6.0;-5.0;1.0;5.0;-13.0;44.0;26.0;-30.0;-11.0;-5.0;-2.0;-2.0;-4.0;-9.0;-9.0;-15.0;-50.0;-57.0;-33.0;26.0;4.0;1.0;-35.0;-43.0;-20.0;-5.0;-54.0;3.0;29.0;19.0;6.0;-23.0;-8.0;;-14.0;-4.0;10.0;4.0;-28.0;-2.0;-2.0;-2.0;-3.0;-3.0;-28.0;-11.0;-76.0;-33.0;-18.0;-29.0;17.0;45.0;34.0;26.0;16.0;-38.0;-22.0;-15.0;83.0;40.0;-15.0;19.0;9.0;28.0;13.0;86.0;74.0;39.0;56.0;28.0;47.0;32.0;28.0;14.0;-84.0;-13.0;-14.0;31.0;83.0;56.0;36.0;27.0;16.0;19.0;105.0;3.0;14:00:00;1.0;LAZ;FIO
ATT X MIL 13-05-2017;203 (84%);238 (86%);441 (85%);201 (86%);153 (79%);354 (83%);4;11;15;4;4;8;50%;59%;54%;50%;41%;46%;2;3;5;2;1;3;4;1;5;5;5;10;;;;;;;25;31;56;19;28;47;8;11;2;4;6;2;1;3;;;;;;;0;2;2;1;0;1;241;276;517;233;193;426;;;;;;;4;6;10;6;2;8;0;4;4;4;0;4;2;2;4;3;4;7;0;3;3;3;3;6;4;9;13;9;5;14;0;1;1;2;0;2;1.0;2017-05-13;10.0;22.0;17.0;15.0;2.0;-25.0;-38.0;-24.0;28.0;10.0;31.0;6.0;18.0;1.0;24.0;11.0;33.0;38.0;28.0;68.0;79.0;43.0;5.0;7.0;7.0;8.0;4.0;-36.0;-14.0;-20.0;-6.0;6.0;-34.0;3.0;-25.0;-21.0;-15.0;-32.0;-19.0;-3.0;70.0;5.0;6.0;8.0;4.0;3.0;58.0;39.0;26.0;19.0;40.0;-36.0;-19.0;-17.0;35.0;1.0;2.0;-6.0;-7.0;-10.0;11.0;8.0;8.0;93.0;84.0;52.0;30.0;2.0;13.0;-25.0;-23.0;-22.0;35.0;7.0;-11.0;-4.0;-5.0;-8.0;27.0;-8.0;-7.0;-37.0;-36.0;-26.0;-20.0;-56.0;-36.0;-25.0;-100.0;38.0;-69.0;0.0;1.0;16:45:00;0.0;MIL;ATT
INT X SAS 14-05-2017;140 (71%);77 (63%);217 (68%);172 (79%);202 (85%);374 (82%);3;9;12;10;7;17;46%;31%;39%;54%;69%;61%;2;1;3;1;5;6;2;0;2;5;10;15;0;1;1;0;0;0;18;25;43;31;32;63;13;13;3;3;6;0;2;2;0;0;0;1;0;1;0;0;0;1;1;2;198;122;320;219;239;458;;;;;;;3;5;8;5;8;13;3;2;5;5;5;10;1;3;4;3;4;7;3;1;4;4;6;10;6;6;12;9;14;23;0;1;1;0;3;3;2.0;2017-05-14;-10.0;23.0;13.0;4.0;6.0;24.0;16.0;61.0;68.0;36.0;15.0;6.0;2.0;69.0;39.0;22.0;11.0;9.0;-3.0;2.0;2.0;28.0;11.0;44.0;29.0;59.0;37.0;22.0;13.0;10.0;6.0;-48.0;-13.0;48.0;-1.0;8.0;-13.0;-5.0;-6.0;-37.0;-45.0;-25.0;26.0;12.0;-29.0;23.0;-15.0;-91.0;-59.0;92.0;41.0;37.0;91.0;57.0;35.0;23.0;38.0;76.0;43.0;29.0;-22.0;3.0;23.0;18.0;18.0;40.0;26.0;20.0;56.0;76.0;47.0;28.0;39.0;18.0;10.0;8.0;7.0;5.0;-12.0;29.0;78.0;67.0;51.0;35.0;14.0;9.0;9.0;-10.0;11.0;29.0;6.0;30.0;1.0;08:30:00;-1.0;SAS;INT
BGN X PES 14-05-2017;159 (76%);142 (76%);301 (76%);195 (85%);220 (83%);415 (84%);2;2;4;8;7;15;48%;42%;45%;52%;58%;55%;0;6;6;2;1;3;1;4;5;4;5;9;0;1;1;0;0;0;24;21;45;31;29;60;13;9;2;2;4;0;3;3;;;;;;;1;1;2;4;1;5;208;188;396;230;265;495;;;;;;;2;10;12;4;4;8;1;4;5;3;1;4;1;3;4;3;4;7;0;3;3;4;2;6;2;13;15;8;6;14;2;0;2;0;2;2;1.0;2017-05-14;-6.0;70.0;28.0;13.0;-4.0;-26.0;-23.0;-39.0;-36.0;-20.0;-9.0;-8.0;-4.0;-9.0;-4.0;-6.0;-13.0;-82.0;-47.0;-27.0;-15.0;-7.0;-4.0;6.0;4.0;-5.0;-11.0;34.0;27.0;9.0;23.0;12.0;2.0;4.0;8.0;8.0;1.0;-3.0;3.0;67.0;10.0;24.0;12.0;6.0;37.0;54.0;45.0;31.0;19.0;13.0;7.0;4.0;29.0;19.0;8.0;-38.0;37.0;-12.0;-7.0;-2.0;20.0;33.0;43.0;29.0;25.0;17.0;12.0;34.0;-36.0;-12.0;-3.0;35.0;22.0;20.0;40.0;27.0;17.0;13.0;93.0;10.0;-8.0;-5.0;-26.0;-25.0;-24.0;-18.0;-34.0;-22.0;-56.0;91.0;-36.0;50.0;3.0;11:00:00;1.0;PES;BGN
CAG X EMP 14-05-2017;215 (83%);188 (83%);403 (83%);204 (81%);154 (79%);358 (80%);5;2;7;9;7;16;51%;56%;53%;49%;44%;47%;1;2;3;1;1;2;1;4;5;0;1;1;0;0;0;2;3;5;26;25;51;30;27;57;11;17;1;2;3;0;1;1;;;;;;;2;1;3;1;3;4;260;227;487;252;194;446;;;;;;;2;5;7;5;6;11;5;1;6;2;5;7;0;3;3;4;2;6;4;1;5;2;2;4;6;6;12;7;8;15;1;1;2;1;1;2;2.0;2017-05-14;-10.0;20.0;11.0;-11.0;-34.0;-22.0;-59.0;-37.0;-22.0;70.0;40.0;-10.0;33.0;25.0;15.0;3.0;-2.0;-1.0;-2.0;1.0;1.0;-25.0;-5.0;-13.0;-36.0;-26.0;-14.0;-15.0;-7.0;-1.0;-2.0;49.0;51.0;-7.0;63.0;30.0;26.0;14.0;4.0;40.0;45.0;27.0;11.0;-20.0;-5.0;5.0;-9.0;58.0;28.0;12.0;1.0;-44.0;-22.0;-16.0;-12.0;-1.0;4.0;7.0;-7.0;-2.0;29.0;14.0;6.0;-32.0;-17.0;-24.0;-15.0;6.0;-10.0;-5.0;-14.0;-11.0;7.0;1.0;2.0;9.0;7.0;5.0;82.0;-40.0;-21.0;-17.0;-15.0;-12.0;-82.0;-72.0;-45.0;-30.0;27.0;47.0;13.0;35.0;3.0;11:00:00;1.0;EMP;CAG
CRO X UDI 14-05-2017;185 (77%);171 (75%);356 (76%);102 (68%);79 (58%);181 (63%);10;4;14;8;10;18;62%;64%;63%;38%;36%;37%;2;2;4;1;0;1;2;6;8;1;3;4;;;;;;;30;14;44;21;20;41;9;11;4;2;6;2;2;4;0;1;1;0;1;1;0;0;0;1;2;3;241;229;470;150;137;287;;;;;;;4;3;7;6;3;9;4;1;5;1;2;3;2;2;4;5;2;7;4;2;6;1;1;2;8;5;13;7;4;11;1;1;2;1;1;2;0.0;2017-05-14;1.0;28.0;-25.0;-9.0;-7.0;-5.0;-2.0;-4.0;-4.0;-6.0;83.0;1.0;37.0;-29.0;-38.0;-27.0;-27.0;-22.0;-54.0;37.0;1.0;-4.0;-24.0;-3.0;-4.0;-2.0;-59.0;-38.0;-25.0;-13.0;-11.0;-5.0;-6.0;-20.0;57.0;42.0;71.0;44.0;21.0;3.0;;-6.0;-10.0;-52.0;-36.0;-8.0;35.0;-11.0;-3.0;-3.0;-3.0;-5.0;-24.0;-36.0;-18.0;-13.0;-6.0;-34.0;-21.0;28.0;13.0;21.0;15.0;29.0;75.0;50.0;22.0;-4.0;7.0;-76.0;-53.0;-38.0;-26.0;-14.0;-2.0;11.0;6.0;28.0;-1.0;16.0;4.0;26.0;10.0;-6.0;-6.0;-8.0;-1.0;-4.0;-5.0;-1.0;-4.0;0.0;1.0;11:00:00;1.0;UDI;CRO
PAL X GEN 14-05-2017;233 (84%);214 (86%);447 (85%);142 (74%);81 (67%);223 (71%);10;9;19;12;11;23;60%;70%;64%;40%;30%;36%;2;2;4;0;1;1;2;7;9;2;1;3;0;0;0;0;2;2;24;29;53;30;28;58;17;18;0;2;2;0;2;2;0;0;0;0;1;1;3;4;7;1;0;1;278;248;526;192;121;313;;;;;;;2;7;9;1;5;6;2;4;6;2;4;6;0;3;3;1;2;3;2;2;4;2;2;4;4;9;13;3;7;10;1;0;1;1;0;1;0.0;2017-05-14;5.0;16.0;11.0;3.0;64.0;78.0;49.0;32.0;17.0;3.0;-3.0;32.0;-4.0;-5.0;-4.0;-3.0;-2.0;39.0;7.0;-21.0;-13.0;-6.0;38.0;-10.0;-9.0;-17.0;-29.0;-21.0;-41.0;-34.0;-29.0;-44.0;-30.0;30.0;-20.0;-25.0;-18.0;-7.0;7.0;7.0;-5.0;-7.0;-13.0;-5.0;23.0;21.0;4.0;-8.0;-58.0;-27.0;-25.0;-52.0;-40.0;-24.0;-25.0;-19.0;16.0;-43.0;-69.0;-35.0;-25.0;-19.0;-13.0;-10.0;-11.0;-11.0;-11.0;-7.0;-4.0;-5.0;3.0;-8.0;-36.0;-29.0;-39.0;-21.0;-9.0;-10.0;1.0;14.0;-7.0;-12.0;-12.0;-6.0;31.0;16.0;46.0;65.0;67.0;26.0;40.0;-70.0;1.0;11:00:00;1.0;GEN;PAL
