game;addedTime;id;incidentClass;incidentType;injury;isHome;playerIn;playerOut;time
ROM X UDI 20-08-2016;;118453115;injury;substitution;True;True;{'name': 'Federico Fazio', 'slug': 'federico-fazio', 'shortName': 'F. Fazio', 'position': 'D', 'userCount': 1233, 'id': 27569};{'name': 'Konstantinos Manolas', 'slug': 'konstantinos-manolas', 'shortName': 'K. Manolas', 'position': 'D', 'userCount': 3017, 'id': 41234};80
ROM X UDI 20-08-2016;;118453098;;substitution;;False;{'name': 'Francesco Lodi', 'slug': 'francesco-lodi', 'shortName': 'F. Lodi', 'position': 'M', 'userCount': 59, 'id': 11645};{'name': 'Seko Fofana', 'slug': 'seko-fofana', 'shortName': 'S. Fofana', 'position': 'M', 'userCount': 775, 'id': 191188};79
ROM X UDI 20-08-2016;;118453089;;substitution;;True;{'name': 'Juan Jesus', 'slug': 'juan-jesus', 'shortName': 'J. Jesus', 'position': 'D', 'userCount': 625, 'id': 108484};{'name': 'Emerson Palmieri', 'slug': 'emerson-palmieri', 'shortName': 'Emerson', 'position': 'D', 'userCount': 2771, 'id': 155997};76
ROM X UDI 20-08-2016;;118453074;;substitution;;False;{'name': 'Adalberto Peñaranda', 'slug': 'adalberto-penaranda', 'shortName': 'A. Peñaranda', 'position': 'F', 'userCount': 694, 'id': 825775};{'name': 'Rodrigo De Paul', 'slug': 'rodrigo-de-paul', 'shortName': 'R. D. Paul', 'position': 'M', 'userCount': 3349, 'id': 249399};68
ROM X UDI 20-08-2016;;118453058;;substitution;;True;{'name': 'Diego Perotti', 'slug': 'diego-perotti', 'shortName': 'D. Perotti', 'position': 'M', 'userCount': 1760, 'id': 47171};{'name': 'Stephan El Shaarawy', 'slug': 'stephan-el-shaarawy', 'shortName': 'S. El Shaarawy', 'position': 'M', 'userCount': 3724, 'id': 45925};57
ROM X UDI 20-08-2016;;118452987;injury;substitution;True;False;{'name': 'Gabriele Angella', 'slug': 'gabriele-angella', 'shortName': 'G. Angella', 'position': 'D', 'userCount': 34, 'id': 43938};{'name': 'Thomas Heurtaux', 'slug': 'thomas-heurtaux', 'shortName': 'T. Heurtaux', 'position': 'D', 'userCount': 29, 'id': 74769};52
JUV X FIO 20-08-2016;;118453406;;substitution;;True;{'name': 'Hernanes', 'slug': 'hernanes', 'shortName': 'Hernanes', 'position': 'M', 'userCount': 1032, 'id': 34335};{'name': 'Sami Khedira', 'slug': 'sami-khedira', 'shortName': 'S. Khedira', 'position': 'M', 'userCount': 4115, 'id': 4726};88
JUV X FIO 20-08-2016;;118453401;;substitution;;True;{'name': 'Patrice Evra', 'slug': 'patrice-evra', 'shortName': 'P. Evra', 'position': 'D', 'userCount': 822, 'id': 3063};{'name': 'Paulo Dybala', 'slug': 'paulo-dybala', 'shortName': 'P. Dybala', 'position': 'F', 'userCount': 83197, 'id': 256219};84
JUV X FIO 20-08-2016;;118453398;;substitution;;False;{'name': 'Giuseppe Rossi', 'slug': 'giuseppe-rossi', 'shortName': 'G. Rossi', 'position': 'F', 'userCount': 259, 'id': 777};{'name': 'Josip Iličić', 'slug': 'josip-ilicic', 'shortName': 'J. Iličić', 'position': 'F', 'userCount': 4627, 'id': 41270};80
JUV X FIO 20-08-2016;;118453377;;substitution;;True;{'name': 'Gonzalo Higuaín', 'slug': 'gonzalo-higuain', 'shortName': 'G. Higuaín', 'position': 'F', 'userCount': 18167, 'id': 19438};{'name': 'Mario Mandžukić', 'slug': 'mario-mandzukic', 'shortName': 'M. Mandžukić', 'position': 'F', 'userCount': 9918, 'id': 18886};66
