game;text;homeScore;awayScore;isLive;time;addedTime;incidentType
ROM X UDI 20-08-2016;FT;4;0;False;90;999;period
ROM X UDI 20-08-2016;HT;0;0;False;45;999;period
JUV X FIO 20-08-2016;FT;2;1;False;90;999;period
JUV X FIO 20-08-2016;HT;1;0;False;45;999;period
MIL X TOR 21-08-2016;FT;3;2;False;90;999;period
ATT X LAZ 21-08-2016;FT;3;4;False;90;999;period
ATT X LAZ 21-08-2016;HT;0;3;False;45;999;period
BGN X CRO 21-08-2016;FT;1;0;False;90;999;period
CHV X INT 21-08-2016;FT;2;0;False;90;999;period
EMP X SAM 21-08-2016;FT;0;1;False;90;999;period
EMP X SAM 21-08-2016;HT;0;1;False;45;999;period
GEN X CAG 21-08-2016;FT;3;1;False;90;999;period
PES X NAP 21-08-2016;FT;2;2;False;90;999;period
PES X NAP 21-08-2016;HT;2;0;False;45;999;period
NAP X MIL 27-08-2016;FT;4;2;False;90;999;period
INT X PAL 28-08-2016;FT;1;1;False;90;999;period
CRO X GEN 28-08-2016;FT;1;3;False;90;999;period
SAM X ATT 28-08-2016;HT;2;1;False;45;999;period
SAS X PES 28-08-2016;FT;0;3;False;90;999;period
TOR X BGN 28-08-2016;FT;5;1;False;90;999;period
JUV X SAS 10-09-2016;HT;3;1;False;45;999;period
ROM X SAM 11-09-2016;HT;1;2;False;45;999;period
PES X INT 11-09-2016;FT;1;2;False;90;999;period
EMP X CRO 12-09-2016;HT;1;1;False;45;999;period
LAZ X PES 17-09-2016;FT;3;0;False;90;999;period
TOR X EMP 18-09-2016;FT;0;0;False;90;999;period
EMP X INT 21-09-2016;FT;0;2;False;90;999;period
EMP X INT 21-09-2016;HT;0;2;False;45;999;period
JUV X CAG 21-09-2016;HT;3;0;False;45;999;period
MIL X SAS 02-10-2016;FT;4;3;False;90;999;period
PAL X TOR 17-10-2016;FT;1;4;False;90;999;period
PAL X TOR 17-10-2016;HT;1;3;False;45;999;period
CAG X FIO 23-10-2016;FT;3;5;False;90;999;period
CAG X FIO 23-10-2016;HT;1;4;False;45;999;period
ROM X PAL 23-10-2016;FT;4;1;False;90;999;period
PES X EMP 06-11-2016;FT;0;4;False;90;999;period
CAG X NAP 11-12-2016;FT;0;5;False;90;999;period
NAP X TOR 18-12-2016;FT;5;3;False;90;999;period
FIO X NAP 22-12-2016;FT;3;3;False;90;999;period
BGN X NAP 04-02-2017;FT;1;7;False;90;999;period
PES X LAZ 05-02-2017;FT;2;6;False;90;999;period
PES X LAZ 05-02-2017;HT;2;2;False;45;999;period
PES X GEN 19-02-2017;FT;5;0;False;90;999;period
CAG X INT 05-03-2017;FT;1;5;False;90;999;period
INT X ATT 12-03-2017;FT;7;1;False;90;999;period
INT X ATT 12-03-2017;HT;5;1;False;45;999;period
EMP X NAP 19-03-2017;FT;2;3;False;90;999;period
FIO X INT 22-04-2017;FT;5;4;False;90;999;period
LAZ X PAL 23-04-2017;FT;6;2;False;90;999;period
LAZ X PAL 23-04-2017;HT;5;0;False;45;999;period
LAZ X SAM 07-05-2017;FT;7;3;False;90;999;period
SAS X CAG 21-05-2017;HT;4;1;False;45;999;period
SAM X NAP 28-05-2017;FT;2;4;False;90;999;period
INT X UDI 28-05-2017;FT;5;2;False;90;999;period
TOR X SAS 28-05-2017;HT;3;2;False;45;999;period
