game;addedTime;assist1;awayScore;homeScore;id;incidentClass;incidentType;isHome;player;time
ARM X STP 29-07-2019;;{'name': 'Jonathan Clauss', 'slug': 'jonathan-clauss', 'shortName': 'J. Clauss', 'position': 'D', 'userCount': 84, 'id': 821728};1;1;126272935;regular;goal;True;{'name': 'Manuel Prietl', 'slug': 'manuel-prietl', 'shortName': 'M. Prietl', 'position': 'M', 'userCount': 55, 'id': 134849};90
ARM X STP 29-07-2019;;{'name': 'Mats Møller Dæhli', 'slug': 'mats-moller-daehli', 'shortName': 'M. M. Dæhli', 'position': 'M', 'userCount': 181, 'id': 181889};1;0;126272936;regular;goal;False;{'name': 'Christian Joe Conteh', 'slug': 'christian-joe-conteh', 'shortName': 'C. J. Conteh', 'position': 'M', 'userCount': 26, 'id': 933833};32
SAN X OSN 02-08-2019;;;1;0;126281898;regular;goal;False;{'name': 'Marcos Álvarez', 'slug': 'marcos-alvarez', 'shortName': 'M. Álvarez', 'position': 'F', 'userCount': 130, 'id': 178883};78
BOC X ARM 02-08-2019;1.0;;3;3;126281893;ownGoal;goal;False;{'name': 'Anthony Losilla', 'slug': 'anthony-losilla', 'shortName': 'A. Losilla', 'position': 'M', 'userCount': 26, 'id': 119179};90
BOC X ARM 02-08-2019;;{'name': 'Silvère Ganvoula', 'slug': 'silvere-ganvoula', 'shortName': 'S. Ganvoula', 'position': 'F', 'userCount': 433, 'id': 787448};2;3;126281890;regular;goal;True;{'name': 'Simon Zoller', 'slug': 'simon-zoller', 'shortName': 'S. Zoller', 'position': 'M', 'userCount': 34, 'id': 88471};85
BOC X ARM 02-08-2019;;{'name': 'Simon Zoller', 'slug': 'simon-zoller', 'shortName': 'S. Zoller', 'position': 'M', 'userCount': 34, 'id': 88471};2;2;126281889;regular;goal;True;{'name': 'Silvère Ganvoula', 'slug': 'silvere-ganvoula', 'shortName': 'S. Ganvoula', 'position': 'F', 'userCount': 433, 'id': 787448};79
BOC X ARM 02-08-2019;;;2;1;126281888;penalty;goal;True;{'name': 'Danny Blum', 'slug': 'danny-blum', 'shortName': 'D. Blum', 'position': 'M', 'userCount': 87, 'id': 111500};74
BOC X ARM 02-08-2019;;{'name': 'Andreas Voglsammer', 'slug': 'andreas-voglsammer', 'shortName': 'A. Voglsammer', 'position': 'M', 'userCount': 162, 'id': 123320};2;0;126281892;regular;goal;False;{'name': 'Fabian Klos', 'slug': 'fabian-klos', 'shortName': 'F. Klos', 'position': 'F', 'userCount': 327, 'id': 85058};55
BOC X ARM 02-08-2019;;{'name': 'Cebio Soukou', 'slug': 'cebio-soukou', 'shortName': 'C. Soukou', 'position': 'M', 'userCount': 620, 'id': 142524};1;0;126281891;regular;goal;False;{'name': 'Andreas Voglsammer', 'slug': 'andreas-voglsammer', 'shortName': 'A. Voglsammer', 'position': 'M', 'userCount': 162, 'id': 123320};53
STP X FUR 02-08-2019;;{'name': 'Sebastian Ernst', 'slug': 'sebastian-ernst', 'shortName': 'S. Ernst', 'position': 'M', 'userCount': 24, 'id': 230378};3;1;126282511;regular;goal;False;{'name': 'Julian Green', 'slug': 'julian-green', 'shortName': 'J. Green', 'position': 'M', 'userCount': 164, 'id': 254191};70
STP X FUR 02-08-2019;;{'name': 'Ryo Miyaichi', 'slug': 'ryo-miyaichi', 'shortName': 'R. Miyaichi', 'position': 'M', 'userCount': 208, 'id': 146089};2;1;126282508;regular;goal;True;{'name': 'Dimitris Diamantakos', 'slug': 'dimitris-diamantakos', 'shortName': 'D. Diamantakos', 'position': 'F', 'userCount': 282, 'id': 98217};45
STP X FUR 02-08-2019;;{'name': 'Marvin Stefaniak', 'slug': 'marvin-stefaniak', 'shortName': 'M. Stefaniak', 'position': 'M', 'userCount': 27, 'id': 335357};2;0;126282510;regular;goal;False;{'name': 'Daniel Keita-Ruel', 'slug': 'daniel-keita-ruel', 'shortName': 'D. Keita-Ruel', 'position': 'F', 'userCount': 87, 'id': 102983};35
STP X FUR 02-08-2019;;{'name': 'Tobias Mohr', 'slug': 'tobias-mohr', 'shortName': 'T. Mohr', 'position': 'M', 'userCount': 34, 'id': 237048};1;0;126282509;regular;goal;False;{'name': 'Daniel Keita-Ruel', 'slug': 'daniel-keita-ruel', 'shortName': 'D. Keita-Ruel', 'position': 'F', 'userCount': 87, 'id': 102983};17
KAR X DRE 03-08-2019;;{'name': 'Sascha Horvath', 'slug': 'sascha-horvath', 'shortName': 'S. Horvath', 'position': 'F', 'userCount': 91, 'id': 282093};2;4;126284762;regular;goal;False;{'name': 'Moussa Koné', 'slug': 'moussa-kone', 'shortName': 'M. Koné', 'position': 'F', 'userCount': 268, 'id': 796085};90
KAR X DRE 03-08-2019;;{'name': 'Dirk Carlson', 'slug': 'dirk-carlson', 'shortName': 'D. Carlson', 'position': 'D', 'userCount': 45, 'id': 850318};1;4;126284760;regular;goal;True;{'name': 'Manuel Stiefler', 'slug': 'manuel-stiefler', 'shortName': 'M. Stiefler', 'position': 'M', 'userCount': 4, 'id': 40195};80
KAR X DRE 03-08-2019;;{'name': 'Marvin Wanitzek', 'slug': 'marvin-wanitzek', 'shortName': 'M. Wanitzek', 'position': 'M', 'userCount': 94, 'id': 270885};1;3;126284759;regular;goal;True;{'name': 'Philipp Hofmann', 'slug': 'philipp-hofmann', 'shortName': 'P. Hofmann', 'position': 'F', 'userCount': 164, 'id': 340719};67
KAR X DRE 03-08-2019;;;1;2;126284758;ownGoal;goal;True;{'name': 'Dženis Burnić', 'slug': 'dzenis-burnic', 'shortName': 'D. Burnić', 'position': 'M', 'userCount': 225, 'id': 844447};60
KAR X DRE 03-08-2019;3.0;{'name': 'Marvin Wanitzek', 'slug': 'marvin-wanitzek', 'shortName': 'M. Wanitzek', 'position': 'M', 'userCount': 94, 'id': 270885};1;1;126284757;regular;goal;True;{'name': 'Philipp Hofmann', 'slug': 'philipp-hofmann', 'shortName': 'P. Hofmann', 'position': 'F', 'userCount': 164, 'id': 340719};45
KAR X DRE 03-08-2019;2.0;{'name': 'Matthäus Taferner', 'slug': 'matthaus-taferner', 'shortName': 'M. Taferner', 'position': 'M', 'userCount': 50, 'id': 901905};1;0;126284761;regular;goal;False;{'name': 'Sascha Horvath', 'slug': 'sascha-horvath', 'shortName': 'S. Horvath', 'position': 'F', 'userCount': 91, 'id': 282093};45
H96 X JAH 03-08-2019;;;1;1;126285739;regular;goal;False;{'name': 'Andreas Albers Nielsen', 'slug': 'andreas-albers-nielsen', 'shortName': 'A. A. Nielsen', 'position': 'F', 'userCount': 49, 'id': 89713};79
H96 X JAH 03-08-2019;;{'name': 'Marvin Ducksch', 'slug': 'marvin-ducksch', 'shortName': 'M. Ducksch', 'position': 'F', 'userCount': 204, 'id': 258325};0;1;126285738;regular;goal;True;{'name': 'Hendrik Weydandt', 'slug': 'hendrik-weydandt', 'shortName': 'H. Weydandt', 'position': 'F', 'userCount': 190, 'id': 844388};66
HEI X STU 04-08-2019;;;2;2;126289319;ownGoal;goal;True;{'name': 'Marc-Oliver Kempf', 'slug': 'marc-oliver-kempf', 'shortName': 'M. O. Kempf', 'position': 'D', 'userCount': 165, 'id': 226974};84
HEI X STU 04-08-2019;;{'name': 'Niklas Dorsch', 'slug': 'dorsch-niklas', 'shortName': 'N. Dorsch', 'position': 'M', 'userCount': 219, 'id': 794995};2;1;126289318;regular;goal;True;{'name': 'Robert Leipertz', 'slug': 'robert-leipertz', 'shortName': 'R. Leipertz', 'position': 'M', 'userCount': 35, 'id': 169427};78
HEI X STU 04-08-2019;;{'name': 'Hamadi Al Ghaddioui', 'slug': 'hamadi-al-ghaddioui', 'shortName': 'H. A. Ghaddioui', 'position': 'F', 'userCount': 218, 'id': 165015};2;0;126289321;regular;goal;False;{'name': 'Holger Badstuber', 'slug': 'holger-badstuber', 'shortName': 'H. Badstuber', 'position': 'D', 'userCount': 182, 'id': 27537};57
HEI X STU 04-08-2019;;{'name': 'Daniel Didavi', 'slug': 'daniel-didavi', 'shortName': 'D. Didavi', 'position': 'M', 'userCount': 250, 'id': 41494};1;0;126289320;regular;goal;False;{'name': 'Hamadi Al Ghaddioui', 'slug': 'hamadi-al-ghaddioui', 'shortName': 'H. A. Ghaddioui', 'position': 'F', 'userCount': 218, 'id': 165015};51
D98 X HKI 04-08-2019;;;0;2;126289953;penalty;goal;True;{'name': 'Serdar Dursun', 'slug': 'serdar-dursun', 'shortName': 'S. Dursun', 'position': 'F', 'userCount': 191, 'id': 123917};64
D98 X HKI 04-08-2019;;{'name': 'Marvin Mehlem', 'slug': 'marvin-mehlem', 'shortName': 'M. Mehlem', 'position': 'M', 'userCount': 51, 'id': 797691};0;1;126289952;regular;goal;True;{'name': 'Tim Skarke', 'slug': 'tim-skarke', 'shortName': 'T. Skarke', 'position': 'M', 'userCount': 16, 'id': 800252};11
AUE X WEH 04-08-2019;;;2;3;126289974;regular;goal;False;{'name': 'Maximilian Dittgen', 'slug': 'maximilian-dittgen', 'shortName': 'M. Dittgen', 'position': 'M', 'userCount': 8, 'id': 187427};89
AUE X WEH 04-08-2019;;;1;3;126289972;regular;goal;True;{'name': 'Tom Baumgart', 'slug': 'tom-baumgart', 'shortName': 'T. Baumgart', 'position': 'M', 'userCount': 19, 'id': 828605};82
AUE X WEH 04-08-2019;;;1;2;126289973;regular;goal;False;{'name': 'Phillip Tietz', 'slug': 'tietz-phillip', 'shortName': 'P. Tietz', 'position': 'F', 'userCount': 19, 'id': 822340};43
AUE X WEH 04-08-2019;;{'name': 'Florian Krüger', 'slug': 'florian-kruger', 'shortName': 'F. Krüger', 'position': 'F', 'userCount': 69, 'id': 945878};0;2;126289971;regular;goal;True;{'name': 'Dimitriy Nazarov', 'slug': 'dimitriy-nazarov', 'shortName': 'D. Nazarov', 'position': 'M', 'userCount': 220, 'id': 96920};35
AUE X WEH 04-08-2019;;{'name': 'Pascal Testroet', 'slug': 'pascal-testroet', 'shortName': 'P. Testroet', 'position': 'F', 'userCount': 81, 'id': 37631};0;1;126289970;regular;goal;True;{'name': 'Florian Krüger', 'slug': 'florian-kruger', 'shortName': 'F. Krüger', 'position': 'F', 'userCount': 69, 'id': 945878};19
NUR X HSV 05-08-2019;;;4;0;126292838;ownGoal;goal;False;{'name': 'Tim Handwerker', 'slug': 'tim-handwerker', 'shortName': 'T. Handwerker', 'position': 'D', 'userCount': 84, 'id': 857917};81
NUR X HSV 05-08-2019;;{'name': 'Sonny Kittel', 'slug': 'sonny-kittel', 'shortName': 'S. Kittel', 'position': 'M', 'userCount': 373, 'id': 97933};3;0;126292837;regular;goal;False;{'name': 'Khaled Narey', 'slug': 'khaled-narey', 'shortName': 'K. Narey', 'position': 'M', 'userCount': 69, 'id': 190065};72
NUR X HSV 05-08-2019;;;2;0;126292836;regular;goal;False;{'name': 'Sonny Kittel', 'slug': 'sonny-kittel', 'shortName': 'S. Kittel', 'position': 'M', 'userCount': 373, 'id': 97933};30
NUR X HSV 05-08-2019;;{'name': 'Tim Leibold', 'slug': 'tim-leibold', 'shortName': 'T. Leibold', 'position': 'D', 'userCount': 112, 'id': 272779};1;0;126292835;regular;goal;False;{'name': 'Jeremy Dudziak', 'slug': 'jeremy-dudziak', 'shortName': 'J. Dudziak', 'position': 'M', 'userCount': 274, 'id': 187187};12
HSV X BOC 16-08-2019;;{'name': 'Tim Leibold', 'slug': 'tim-leibold', 'shortName': 'T. Leibold', 'position': 'D', 'userCount': 112, 'id': 272779};0;1;126328811;regular;goal;True;{'name': 'Lukas Hinterseer', 'slug': 'lukas-hinterseer', 'shortName': 'L. Hinterseer', 'position': 'F', 'userCount': 289, 'id': 66214};60
SAN X NUR 16-08-2019;;{'name': 'Philipp Förster', 'slug': 'philipp-forster', 'shortName': 'P. Förster', 'position': 'M', 'userCount': 58, 'id': 268791};2;3;126328808;regular;goal;True;{'name': 'Philip Türpitz', 'slug': 'philip-turpitz', 'shortName': 'P. Türpitz', 'position': 'M', 'userCount': 36, 'id': 96660};89
SAN X NUR 16-08-2019;;;2;2;126328810;regular;goal;False;{'name': 'Asger Sørensen', 'slug': 'asger-sorensen', 'shortName': 'A. Sørensen', 'position': 'D', 'userCount': 57, 'id': 280729};70
SAN X NUR 16-08-2019;;{'name': 'Tim Handwerker', 'slug': 'tim-handwerker', 'shortName': 'T. Handwerker', 'position': 'D', 'userCount': 84, 'id': 857917};1;2;126328809;regular;goal;False;{'name': 'Sebastian Kerk', 'slug': 'sebastian-kerk', 'shortName': 'S. Kerk', 'position': 'M', 'userCount': 43, 'id': 146924};45
SAN X NUR 16-08-2019;;{'name': 'Leart Paqarada', 'slug': 'leart-paqarada', 'shortName': 'L. Paqarada', 'position': 'D', 'userCount': 209, 'id': 151581};0;2;126328807;regular;goal;True;{'name': 'Kevin Behrens', 'slug': 'kevin-behrens', 'shortName': 'K. Behrens', 'position': 'F', 'userCount': 121, 'id': 164171};34
SAN X NUR 16-08-2019;;;0;1;126328806;regular;goal;True;{'name': 'Mario Engels', 'slug': 'mario-engels', 'shortName': 'M. Engels', 'position': 'M', 'userCount': 45, 'id': 132674};25
ARM X AUE 17-08-2019;;;1;3;126333013;penalty;goal;True;{'name': 'Andreas Voglsammer', 'slug': 'andreas-voglsammer', 'shortName': 'A. Voglsammer', 'position': 'M', 'userCount': 162, 'id': 123320};85
ARM X AUE 17-08-2019;;{'name': 'Philipp Riese', 'slug': 'philipp-riese', 'shortName': 'P. Riese', 'position': 'M', 'userCount': 11, 'id': 96301};1;2;126333014;regular;goal;False;{'name': 'Christoph Daferner', 'slug': 'christoph-daferner', 'shortName': 'C. Daferner', 'position': 'F', 'userCount': 19, 'id': 843133};76
ARM X AUE 17-08-2019;;{'name': 'Manuel Prietl', 'slug': 'manuel-prietl', 'shortName': 'M. Prietl', 'position': 'M', 'userCount': 55, 'id': 134849};0;2;126333012;regular;goal;True;{'name': 'Fabian Klos', 'slug': 'fabian-klos', 'shortName': 'F. Klos', 'position': 'F', 'userCount': 327, 'id': 85058};61
ARM X AUE 17-08-2019;;{'name': 'Jóan Edmundsson', 'slug': 'joan-edmundsson', 'shortName': 'J. Edmundsson', 'position': 'M', 'userCount': 84, 'id': 64860};0;1;126333011;regular;goal;True;{'name': 'Joakim Nilsson', 'slug': 'joakim-nilsson', 'shortName': 'J. Nilsson', 'position': 'D', 'userCount': 28, 'id': 228414};21
STU X STP 17-08-2019;;{'name': 'Borna Sosa', 'slug': 'borna-sosa', 'shortName': 'B. Sosa', 'position': 'D', 'userCount': 595, 'id': 357584};1;2;126333034;regular;goal;True;{'name': 'Nicolás González', 'slug': 'nicolas-gonzalez', 'shortName': 'N. González', 'position': 'F', 'userCount': 886, 'id': 901325};90
STU X STP 17-08-2019;;{'name': 'Gonzalo Castro', 'slug': 'gonzalo-castro', 'shortName': 'G. Castro', 'position': 'M', 'userCount': 289, 'id': 273};1;1;126333033;regular;goal;True;{'name': 'Marc-Oliver Kempf', 'slug': 'marc-oliver-kempf', 'shortName': 'M. O. Kempf', 'position': 'D', 'userCount': 165, 'id': 226974};60
