game;addedTime;id;incidentClass;incidentType;isHome;player;playerName;reason;time
ARM X STP 29-07-2019;3.0;119249598;yellow;card;False;{'name': 'Niklas Hoffmann', 'slug': 'niklas-hoffmann', 'shortName': 'N. Hoffmann', 'position': 'D', 'userCount': 9, 'id': 823385};Niklas Hoffmann;Off the ball foul;90
ARM X STP 29-07-2019;;119249597;yellow;card;False;{'name': 'Ryo Miyaichi', 'slug': 'ryo-miyaichi', 'shortName': 'R. Miyaichi', 'position': 'M', 'userCount': 208, 'id': 146089};Ryo Miyaichi;Foul;79
ARM X STP 29-07-2019;;119249596;yellow;card;True;{'name': 'Manuel Prietl', 'slug': 'manuel-prietl', 'shortName': 'M. Prietl', 'position': 'M', 'userCount': 55, 'id': 134849};Manuel Prietl;Foul;69
ARM X STP 29-07-2019;;119249595;yellow;card;True;{'name': 'Brian Behrendt', 'slug': 'brian-behrendt', 'shortName': 'B. Behrendt', 'position': 'D', 'userCount': 19, 'id': 126219};Brian Behrendt;Foul;56
SAN X OSN 02-08-2019;2.0;119251372;yellow;card;False;{'name': 'David Blacha', 'slug': 'david-blacha', 'shortName': 'D. Blacha', 'position': 'M', 'userCount': 21, 'id': 71761};David Blacha;Foul;90
SAN X OSN 02-08-2019;;119251371;yellow;card;True;{'name': 'Philipp Förster', 'slug': 'philipp-forster', 'shortName': 'P. Förster', 'position': 'M', 'userCount': 58, 'id': 268791};Philipp Förster;Foul;70
SAN X OSN 02-08-2019;;119251370;yellow;card;True;{'name': 'Gerrit Nauber', 'slug': 'gerrit-nauber', 'shortName': 'G. Nauber', 'position': 'D', 'userCount': 5, 'id': 133168};Gerrit Nauber;Foul;66
SAN X OSN 02-08-2019;;119251369;yellow;card;True;{'name': 'Erik Zenga', 'slug': 'erik-zenga', 'shortName': 'E. Zenga', 'position': 'M', 'userCount': 11, 'id': 142478};Erik Zenga;Time wasting;61
SAN X OSN 02-08-2019;;119251368;yellow;card;True;{'name': 'Dennis Diekmeier', 'slug': 'dennis-diekmeier', 'shortName': 'D. Diekmeier', 'position': 'D', 'userCount': 57, 'id': 37627};Dennis Diekmeier;Foul;48
BOC X ARM 02-08-2019;;119251365;yellow;card;True;{'name': 'Silvère Ganvoula', 'slug': 'silvere-ganvoula', 'shortName': 'S. Ganvoula', 'position': 'F', 'userCount': 433, 'id': 787448};Silvère Ganvoula;;80
BOC X ARM 02-08-2019;;119251367;yellow;card;False;{'name': 'Fabian Klos', 'slug': 'fabian-klos', 'shortName': 'F. Klos', 'position': 'F', 'userCount': 327, 'id': 85058};Fabian Klos;Argument;75
BOC X ARM 02-08-2019;;119251364;yellow;card;True;{'name': 'Danilo Soares', 'slug': 'danilo-soares', 'shortName': 'D. Soares', 'position': 'D', 'userCount': 46, 'id': 121551};Danilo Soares;Argument;75
BOC X ARM 02-08-2019;;119251363;yellow;card;True;{'name': 'Anthony Losilla', 'slug': 'anthony-losilla', 'shortName': 'A. Losilla', 'position': 'M', 'userCount': 26, 'id': 119179};Anthony Losilla;Foul;60
BOC X ARM 02-08-2019;;119251366;yellow;card;False;{'name': 'Cebio Soukou', 'slug': 'cebio-soukou', 'shortName': 'C. Soukou', 'position': 'M', 'userCount': 620, 'id': 142524};Cebio Soukou;Foul;52
STP X FUR 02-08-2019;;119251598;yellow;card;False;{'name': 'Maximilian Wittek', 'slug': 'maximilian-wittek', 'shortName': 'M. Wittek', 'position': 'D', 'userCount': 32, 'id': 254125};Maximilian Wittek;Handball;50
KAR X DRE 03-08-2019;;119251985;yellow;card;True;{'name': 'Daniel Gordon', 'slug': 'daniel-gordon', 'shortName': 'D. Gordon', 'position': 'D', 'userCount': 26, 'id': 18233};Daniel Gordon;Dangerous play;86
KAR X DRE 03-08-2019;;119251988;yellow;card;False;{'name': 'Dženis Burnić', 'slug': 'dzenis-burnic', 'shortName': 'D. Burnić', 'position': 'M', 'userCount': 225, 'id': 844447};Dženis Burnić;Argument;55
KAR X DRE 03-08-2019;;119251987;yellow;card;False;{'name': 'Patrick Ebert', 'slug': 'patrick-ebert', 'shortName': 'P. Ebert', 'position': 'M', 'userCount': 31, 'id': 8705};Patrick Ebert;Foul;48
KAR X DRE 03-08-2019;;119251986;yellow;card;False;{'name': 'Jannik Müller', 'slug': 'jannik-muller', 'shortName': 'J. Müller', 'position': 'D', 'userCount': 12, 'id': 169249};Jannik Müller;Foul;43
H96 X JAH 03-08-2019;;119252354;yellow;card;True;{'name': 'Edgar Prib', 'slug': 'edgar-prib', 'shortName': 'E. Prib', 'position': 'M', 'userCount': 43, 'id': 40206};Edgar Prib;Foul;18
H96 X JAH 03-08-2019;;119252356;yellow;card;False;{'name': 'Sebastian Nachreiner', 'slug': 'sebastian-nachreiner', 'shortName': 'S. Nachreiner', 'position': 'D', 'userCount': 5, 'id': 133586};Sebastian Nachreiner;Foul;14
H96 X JAH 03-08-2019;;119252355;yellow;card;False;{'name': 'Marcel Correia', 'slug': 'marcel-correia', 'shortName': 'M. Correia', 'position': 'D', 'userCount': 24, 'id': 39846};Marcel Correia;Foul;13
HEI X STU 04-08-2019;;119253729;yellow;card;False;{'name': 'Pascal Stenzel', 'slug': 'pascal-stenzel', 'shortName': 'P. Stenzel', 'position': 'D', 'userCount': 124, 'id': 352562};Pascal Stenzel;Argument;36
D98 X HKI 04-08-2019;;119254105;yellow;card;False;{'name': 'Phil Neumann', 'slug': 'phil-neumann', 'shortName': 'P. Neumann', 'position': 'D', 'userCount': 23, 'id': 843108};Phil Neumann;Foul;60
AUE X WEH 04-08-2019;5.0;119254119;yellow;card;True;{'name': 'Marko Mihojević', 'slug': 'marko-mihojevic', 'shortName': 'M. Mihojević', 'position': 'D', 'userCount': 133, 'id': 812376};Marko Mihojević;Time wasting;90
AUE X WEH 04-08-2019;1.0;119254124;yellow;card;False;{'name': 'Maximilian Dittgen', 'slug': 'maximilian-dittgen', 'shortName': 'M. Dittgen', 'position': 'M', 'userCount': 8, 'id': 187427};Maximilian Dittgen;Foul;90
AUE X WEH 04-08-2019;;119254123;yellow;card;False;{'name': 'Sebastian Mrowca', 'slug': 'sebastian-mrowca', 'shortName': 'S. Mrowca', 'position': 'M', 'userCount': 63, 'id': 147312};Sebastian Mrowca;Foul;78
AUE X WEH 04-08-2019;;119254122;yellow;card;False;{'name': 'Jeremias Lorch', 'slug': 'jeremias-lorch', 'shortName': 'J. Lorch', 'position': 'M', 'userCount': 6, 'id': 786061};Jeremias Lorch;Foul;75
