game;length;time;addedTime;incidentType
STP X FUR 02-08-2019;5;45;0;injuryTime
H96 X JAH 03-08-2019;4;45;0;injuryTime
AUE X STU 23-08-2019;7;90;0;injuryTime
NUR X OSN 25-08-2019;8;90;0;injuryTime
NUR X OSN 25-08-2019;7;45;0;injuryTime
AUE X NUR 18-10-2019;6;90;0;injuryTime
