game;addedTime;confirmed;id;incidentClass;incidentType;isHome;player;time
NUR X D98 23-02-2020;;False;1984;cardUpgrade;varDecision;True;{'name': 'Asger Sørensen', 'slug': 'asger-sorensen', 'shortName': 'A. Sørensen', 'position': 'D', 'userCount': 57, 'id': 280729};54
OSN X WEH 06-03-2020;;False;2091;penaltyAwarded;varDecision;False;{'name': 'Daniel-Kofi Kyereh', 'slug': 'daniel-kofi-kyereh', 'shortName': 'D. Kyereh', 'position': 'M', 'userCount': 43, 'id': 569684};60
DRE X AUE 08-03-2020;;False;2145;goalNotAwarded;varDecision;False;{'name': 'Jan Hochscheidt', 'slug': 'jan-hochscheidt', 'shortName': 'J. Hochscheidt', 'position': 'F', 'userCount': 49, 'id': 26825};7
HKI X FUR 08-03-2020;;False;2147;penaltyNotAwarded;varDecision;True;{'name': 'Jae-Sung Lee', 'slug': 'jae-sung-lee', 'shortName': 'J. Lee', 'position': 'M', 'userCount': 307, 'id': 537552};33
STP X NUR 17-05-2020;;False;2217;cardUpgrade;varDecision;False;{'name': 'Christian Mathenia', 'slug': 'christian-mathenia', 'shortName': 'C. Mathenia', 'position': 'G', 'userCount': 49, 'id': 142096};54
WEH X STU 17-05-2020;5.0;False;2218;penaltyNotAwarded;varDecision;True;{'name': 'Paterson Chato Nguendong', 'slug': 'paterson-chato-nguendong', 'shortName': 'P. C. Nguendong', 'position': 'M', 'userCount': 13, 'id': 254375};90
HEI X WEH 22-05-2020;;False;2222;goalAwarded;varDecision;False;{'name': 'Törles Knöll', 'slug': 'torles-knoll', 'shortName': 'T. Knöll', 'position': 'F', 'userCount': 29, 'id': 902370};81
AUE X D98 26-05-2020;;False;2232;goalAwarded;varDecision;False;{'name': 'Nicolai Rapp', 'slug': 'nicolai-rapp', 'shortName': 'N. Rapp', 'position': 'D', 'userCount': 20, 'id': 787931};48
FUR X OSN 26-05-2020;;False;2233;goalAwarded;varDecision;False;{'name': 'Lukas Gugganig', 'slug': 'lukas-gugganig', 'shortName': 'L. Gugganig', 'position': 'D', 'userCount': 33, 'id': 336375};77
D98 X FUR 29-05-2020;;True;2242;penaltyAwarded;varDecision;True;{'name': 'Seung-Ho Paik', 'slug': 'seung-ho-paik', 'shortName': 'S. Paik', 'position': 'M', 'userCount': 216, 'id': 881307};62
OSN X JAH 29-05-2020;;False;2241;penaltyNotAwarded;varDecision;False;{'name': 'Chima Okoroji', 'slug': 'chima-okoroji', 'shortName': 'C. Okoroji', 'position': 'D', 'userCount': 54, 'id': 800465};35
