game;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
STP X HKI 26-08-2019;1.0;2019-08-26;-2.0;5.0;27.0;15.0;5.0;-36.0;-45.0;-37.0;-28.0;23.0;5.0;7.0;-9.0;-5.0;-12.0;-47.0;-28.0;-22.0;-9.0;30.0;39.0;24.0;10.0;13.0;6.0;-26.0;-8.0;-11.0;-10.0;-7.0;-4.0;6.0;39.0;5.0;21.0;39.0;9.0;9.0;-9.0;-31.0;;-1.0;3.0;-10.0;-20.0;-33.0;37.0;28.0;17.0;7.0;8.0;-8.0;-6.0;-46.0;-53.0;-33.0;-26.0;-27.0;-83.0;-51.0;-32.0;-18.0;-17.0;9.0;-7.0;18.0;10.0;-13.0;-13.0;-21.0;-17.0;-17.0;-32.0;-36.0;-26.0;-79.0;-53.0;-29.0;-5.0;39.0;-26.0;-5.0;-22.0;-7.0;-19.0;-21.0;23.0;-12.0;-4.0;13.0;-60.0;-8.0;2.0;16:30:00;1.0;HKI;STP
NUR X HEI 30-08-2019;2.0;2019-08-30;-6.0;45.0;30.0;-24.0;-7.0;-10.0;28.0;2.0;8.0;15.0;58.0;48.0;31.0;17.0;-34.0;-41.0;-19.0;-14.0;-10.0;-29.0;-65.0;-53.0;30.0;-30.0;51.0;18.0;17.0;7.0;5.0;37.0;23.0;69.0;45.0;51.0;22.0;51.0;31.0;16.0;19.0;65.0;-9.0;27.0;6.0;-9.0;-7.0;33.0;-18.0;-12.0;-10.0;-9.0;-9.0;63.0;32.0;15.0;9.0;-8.0;26.0;-15.0;-15.0;-15.0;19.0;4.0;-49.0;-30.0;19.0;-4.0;14.0;13.0;73.0;39.0;42.0;-32.0;6.0;-7.0;-9.0;31.0;22.0;38.0;24.0;29.0;11.0;-73.0;-49.0;-87.0;-51.0;-34.0;28.0;36.0;35.0;35.0;39.0;26.0;2.0;14:30:00;0.0;HEI;NUR
SAN X D98 30-08-2019;0.0;2019-08-30;-40.0;-38.0;-48.0;-8.0;-2.0;11.0;-36.0;-9.0;32.0;20.0;79.0;-33.0;52.0;31.0;35.0;55.0;22.0;-16.0;3.0;3.0;3.0;9.0;-22.0;16.0;41.0;24.0;-17.0;-8.0;-30.0;-28.0;-41.0;-18.0;-22.0;33.0;-14.0;-13.0;-34.0;-39.0;-12.0;27.0;33.0;30.0;45.0;59.0;25.0;15.0;11.0;1.0;-17.0;-17.0;39.0;1.0;-3.0;-4.0;-15.0;17.0;36.0;10.0;32.0;25.0;33.0;5.0;50.0;62.0;41.0;34.0;35.0;19.0;23.0;6.0;-5.0;-4.0;20.0;22.0;41.0;17.0;1.0;-21.0;-16.0;-60.0;-40.0;-22.0;-14.0;-34.0;-42.0;-24.0;36.0;13.0;27.0;-62.0;25.0;45.0;1.0;14:30:00;1.0;D98;SAN
ARM X FUR 31-08-2019;2.0;2019-08-31;1.0;33.0;24.0;15.0;50.0;18.0;12.0;9.0;5.0;-44.0;-17.0;1.0;17.0;5.0;-19.0;-49.0;-25.0;-6.0;5.0;15.0;68.0;40.0;-22.0;22.0;-13.0;-9.0;37.0;38.0;21.0;-30.0;-18.0;-1.0;5.0;-79.0;6.0;11.0;11.0;64.0;50.0;32.0;6.0;7.0;29.0;15.0;9.0;-83.0;-7.0;4.0;16.0;15.0;45.0;40.0;62.0;41.0;25.0;33.0;-10.0;34.0;24.0;82.0;74.0;49.0;27.0;21.0;89.0;50.0;29.0;-4.0;16.0;9.0;3.0;-3.0;-28.0;-23.0;-10.0;-5.0;22.0;12.0;26.0;30.0;-33.0;-15.0;11.0;32.0;16.0;-16.0;-3.0;-7.0;8.0;44.0;30.0;49.0;2.0;09:00:00;0.0;FUR;ARM
DRE X STP 31-08-2019;3.0;2019-08-31;-10.0;9.0;14.0;32.0;-49.0;-41.0;-23.0;-44.0;-50.0;-28.0;-12.0;-10.0;23.0;23.0;55.0;14.0;5.0;10.0;6.0;4.0;16.0;-34.0;-8.0;-43.0;26.0;5.0;2.0;10.0;11.0;7.0;7.0;7.0;52.0;-6.0;87.0;57.0;38.0;52.0;32.0;16.0;6.0;9.0;5.0;-13.0;12.0;4.0;12.0;14.0;28.0;-28.0;-6.0;36.0;20.0;75.0;47.0;29.0;4.0;9.0;11.0;9.0;11.0;17.0;11.0;-21.0;-13.0;-8.0;-11.0;42.0;-82.0;-48.0;-32.0;-48.0;-28.0;-12.0;-10.0;12.0;7.0;24.0;20.0;22.0;14.0;38.0;23.0;13.0;25.0;16.0;21.0;8.0;-30.0;9.0;-21.0;-71.0;3.0;09:00:00;0.0;STP;DRE
WEH X JAH 31-08-2019;5.0;2019-08-31;3.0;-2.0;2.0;-3.0;13.0;4.0;-9.0;-1.0;64.0;54.0;65.0;36.0;49.0;26.0;-39.0;-17.0;-8.0;-1.0;10.0;53.0;33.0;16.0;16.0;10.0;44.0;22.0;9.0;-42.0;-46.0;-59.0;-39.0;-45.0;-26.0;-26.0;-16.0;-15.0;-10.0;-27.0;49.0;19.0;-19.0;-20.0;-9.0;-11.0;38.0;-13.0;-37.0;20.0;-25.0;-6.0;-11.0;14.0;6.0;39.0;3.0;4.0;-11.0;-22.0;-43.0;-32.0;-21.0;-12.0;-17.0;-10.0;-14.0;23.0;8.0;-26.0;4.0;19.0;-38.0;-70.0;-64.0;-40.0;-59.0;-57.0;-27.0;-13.0;-14.0;16.0;9.0;3.0;9.0;2.0;-31.0;-22.0;-16.0;-14.0;-29.0;-6.0;-79.0;12.0;0.0;09:00:00;-1.0;JAH;WEH
HSV X H96 01-09-2019;0.0;2019-09-01;-10.0;49.0;67.0;38.0;52.0;26.0;30.0;19.0;15.0;32.0;-56.0;-10.0;-17.0;-38.0;-24.0;-29.0;-51.0;-29.0;-5.0;-3.0;-2.0;2.0;-9.0;14.0;2.0;12.0;2.0;-51.0;-1.0;24.0;17.0;4.0;18.0;6.0;13.0;31.0;22.0;17.0;19.0;49.0;18.0;17.0;21.0;10.0;24.0;-15.0;12.0;7.0;-5.0;-10.0;-1.0;-4.0;19.0;15.0;21.0;74.0;-21.0;60.0;28.0;12.0;21.0;27.0;13.0;31.0;44.0;49.0;25.0;-13.0;8.0;-4.0;6.0;-59.0;-27.0;-27.0;-6.0;-9.0;22.0;12.0;-13.0;-13.0;43.0;29.0;8.0;-8.0;-22.0;-19.0;-18.0;-14.0;-13.0;33.0;;;3.0;09:30:00;1.0;H96;HSV
HKI X AUE 01-09-2019;1.0;2019-09-01;-3.0;-11.0;13.0;6.0;2.0;1.0;-24.0;-13.0;42.0;17.0;9.0;-14.0;6.0;6.0;3.0;34.0;13.0;-8.0;-15.0;-14.0;-65.0;-73.0;-17.0;-48.0;-33.0;-26.0;-51.0;53.0;10.0;5.0;-58.0;-23.0;-15.0;-45.0;-7.0;-1.0;15.0;-19.0;-4.0;4.0;4.0;5.0;5.0;-59.0;-41.0;-29.0;-32.0;-33.0;-53.0;-49.0;-35.0;-100.0;-64.0;-40.0;-53.0;-36.0;-22.0;-19.0;29.0;9.0;-49.0;-38.0;-19.0;-11.0;-5.0;3.0;12.0;-9.0;1.0;2.0;3.0;72.0;47.0;39.0;61.0;39.0;15.0;-24.0;-4.0;-84.0;-56.0;-30.0;-9.0;-6.0;-33.0;-16.0;11.0;33.0;20.0;17.0;28.0;19.0;1.0;09:30:00;0.0;AUE;HKI
OSN X KAR 01-09-2019;0.0;2019-09-01;2.0;-72.0;-36.0;-13.0;-8.0;-2.0;24.0;29.0;21.0;81.0;100.0;2.0;64.0;36.0;59.0;30.0;42.0;32.0;23.0;78.0;49.0;19.0;3.0;15.0;10.0;-20.0;-44.0;-20.0;-22.0;-7.0;-4.0;-30.0;-43.0;-46.0;-20.0;-42.0;-19.0;-7.0;-5.0;-17.0;-68.0;-37.0;-20.0;38.0;19.0;-28.0;62.0;40.0;27.0;11.0;24.0;6.0;-31.0;-21.0;-32.0;-13.0;-16.0;-1.0;32.0;16.0;21.0;11.0;-62.0;-37.0;-44.0;48.0;3.0;-27.0;-13.0;-11.0;-12.0;-30.0;-23.0;-31.0;60.0;25.0;-18.0;-1.0;-29.0;33.0;40.0;31.0;25.0;15.0;57.0;70.0;35.0;-28.0;11.0;-16.0;-17.0;-29.0;3.0;09:30:00;1.0;KAR;OSN
STU X BOC 02-09-2019;1.0;2019-09-02;0.0;14.0;14.0;11.0;8.0;9.0;9.0;37.0;30.0;27.0;71.0;-9.0;48.0;32.0;25.0;52.0;-31.0;6.0;45.0;39.0;77.0;51.0;22.0;27.0;38.0;24.0;-14.0;-18.0;29.0;16.0;29.0;32.0;24.0;53.0;-42.0;-12.0;-2.0;7.0;10.0;58.0;12.0;-28.0;-10.0;-3.0;31.0;38.0;40.0;29.0;30.0;-19.0;-26.0;-27.0;-13.0;-6.0;-2.0;23.0;24.0;32.0;13.0;7.0;8.0;18.0;37.0;26.0;8.0;22.0;14.0;17.0;7.0;9.0;5.0;-3.0;-3.0;-5.0;-7.0;-8.0;-18.0;-10.0;22.0;-37.0;-51.0;-49.0;-30.0;45.0;32.0;21.0;33.0;21.0;4.0;13.0;-8.0;35.0;2.0;16:30:00;1.0;BOC;STU
KAR X SAN 13-09-2019;0.0;2019-09-13;6.0;-1.0;54.0;26.0;10.0;54.0;-38.0;-13.0;-52.0;-67.0;-70.0;24.0;-40.0;-23.0;15.0;18.0;-20.0;-10.0;-10.0;-3.0;39.0;13.0;27.0;-15.0;-5.0;-59.0;-37.0;-19.0;22.0;8.0;9.0;5.0;3.0;32.0;-2.0;11.0;59.0;36.0;45.0;44.0;17.0;22.0;8.0;5.0;-29.0;-24.0;-76.0;-51.0;-45.0;-75.0;-37.0;-15.0;-8.0;84.0;74.0;45.0;-16.0;23.0;14.0;-10.0;-4.0;-6.0;-8.0;-9.0;-26.0;54.0;19.0;-13.0;45.0;-66.0;-26.0;-25.0;-10.0;42.0;5.0;-23.0;-17.0;-33.0;-9.0;-41.0;-18.0;-14.0;10.0;-5.0;-46.0;-51.0;-35.0;-47.0;-46.0;-5.0;-26.0;-16.0;1.0;14:30:00;1.0;SAN;KAR
FUR X WEH 13-09-2019;1.0;2019-09-13;7.0;-3.0;32.0;16.0;20.0;18.0;13.0;57.0;27.0;14.0;8.0;10.0;14.0;-9.0;11.0;-10.0;6.0;10.0;9.0;27.0;1.0;-17.0;10.0;18.0;8.0;7.0;-22.0;17.0;-11.0;-33.0;-16.0;-4.0;-58.0;12.0;-35.0;31.0;26.0;19.0;39.0;23.0;75.0;22.0;-23.0;-26.0;-12.0;1.0;-9.0;-9.0;-4.0;-5.0;-22.0;-20.0;-4.0;5.0;14.0;23.0;2.0;68.0;39.0;54.0;47.0;26.0;10.0;5.0;3.0;1.0;6.0;-35.0;8.0;27.0;76.0;58.0;51.0;35.0;21.0;14.0;33.0;64.0;-53.0;44.0;58.0;40.0;27.0;49.0;29.0;21.0;-34.0;42.0;56.0;-27.0;39.0;35.0;2.0;14:30:00;1.0;WEH;FUR
HEI X HKI 14-09-2019;0.0;2019-09-14;0.0;9.0;20.0;-13.0;52.0;29.0;19.0;7.0;1.0;-49.0;-50.0;27.0;-29.0;-22.0;-18.0;-28.0;-11.0;-7.0;-13.0;36.0;19.0;72.0;19.0;38.0;47.0;-32.0;8.0;-5.0;-3.0;-12.0;-10.0;21.0;42.0;56.0;20.0;8.0;-17.0;-61.0;-41.0;-28.0;-12.0;-11.0;29.0;10.0;3.0;32.0;-13.0;-28.0;-21.0;-38.0;-22.0;48.0;44.0;4.0;-10.0;-15.0;21.0;18.0;-7.0;-16.0;-13.0;-32.0;-24.0;-25.0;-20.0;-47.0;-29.0;25.0;-37.0;-22.0;-16.0;-94.0;-13.0;-11.0;-23.0;-50.0;-30.0;-37.0;17.0;-21.0;-26.0;-33.0;20.0;25.0;14.0;10.0;6.0;-32.0;-38.0;8.0;-24.0;;3.0;09:00:00;1.0;HKI;HEI
H96 X ARM 14-09-2019;2.0;2019-09-14;7.0;-4.0;-6.0;25.0;29.0;19.0;42.0;27.0;54.0;12.0;7.0;8.0;1.0;-2.0;32.0;17.0;-37.0;30.0;-36.0;-21.0;-19.0;-11.0;1.0;-34.0;33.0;-11.0;-42.0;-20.0;13.0;-7.0;-13.0;7.0;2.0;-3.0;65.0;71.0;39.0;36.0;15.0;-5.0;-1.0;-5.0;-30.0;-26.0;-19.0;23.0;-17.0;-18.0;27.0;29.0;39.0;20.0;10.0;-5.0;-26.0;-13.0;22.0;-13.0;-4.0;2.0;32.0;-53.0;-19.0;-10.0;-14.0;-16.0;-2.0;39.0;-6.0;-16.0;-11.0;-8.0;19.0;37.0;22.0;-25.0;-13.0;24.0;19.0;6.0;-19.0;-66.0;-34.0;-24.0;-29.0;-18.0;-17.0;-11.0;-8.0;8.0;10.0;9.0;0.0;09:00:00;-1.0;ARM;H96
JAH X STU 14-09-2019;3.0;2019-09-14;3.0;-18.0;-24.0;-14.0;-16.0;-16.0;-15.0;-32.0;-19.0;11.0;-2.0;1.0;33.0;17.0;7.0;-12.0;-59.0;-58.0;-31.0;-12.0;-43.0;-50.0;17.0;-47.0;-47.0;-35.0;-24.0;-4.0;10.0;2.0;-6.0;-38.0;-31.0;9.0;-36.0;-28.0;-30.0;-17.0;-11.0;6.0;-31.0;-25.0;-40.0;-57.0;-40.0;3.0;-54.0;-38.0;-30.0;-45.0;-26.0;-35.0;40.0;-16.0;-4.0;-3.0;-15.0;-45.0;37.0;2.0;-4.0;-33.0;-28.0;-11.0;-39.0;-25.0;-52.0;-12.0;-32.0;39.0;38.0;30.0;46.0;-28.0;-63.0;-73.0;-51.0;-38.0;-13.0;22.0;5.0;5.0;2.0;-12.0;-52.0;-23.0;-13.0;13.0;48.0;-12.0;76.0;57.0;2.0;09:00:00;-1.0;STU;JAH
D98 X NUR 15-09-2019;3.0;2019-09-15;-12.0;-10.0;-16.0;21.0;-32.0;-49.0;-46.0;-39.0;-24.0;17.0;5.0;-7.0;2.0;-15.0;-7.0;-2.0;9.0;15.0;16.0;14.0;7.0;73.0;-4.0;43.0;52.0;31.0;45.0;-67.0;-43.0;-23.0;-8.0;27.0;30.0;-2.0;25.0;-21.0;20.0;6.0;20.0;-26.0;-9.0;-6.0;6.0;-9.0;-16.0;14.0;-32.0;-70.0;-42.0;-21.0;-27.0;-37.0;-32.0;-12.0;-2.0;-19.0;45.0;11.0;20.0;16.0;-38.0;-23.0;109.0;47.0;25.0;13.0;5.0;51.0;-43.0;-72.0;-23.0;-18.0;-12.0;24.0;-18.0;-4.0;-16.0;-57.0;28.0;-36.0;-29.0;-18.0;-11.0;33.0;18.0;11.0;6.0;3.0;-89.0;-37.0;-52.0;;3.0;09:30:00;0.0;NUR;D98
AUE X OSN 15-09-2019;0.0;2019-09-15;-4.0;16.0;17.0;15.0;1.0;-27.0;-16.0;31.0;34.0;51.0;41.0;-2.0;26.0;48.0;97.0;57.0;44.0;33.0;38.0;16.0;13.0;10.0;4.0;-59.0;-33.0;31.0;9.0;-8.0;-6.0;14.0;29.0;24.0;22.0;11.0;38.0;23.0;13.0;35.0;44.0;55.0;-9.0;-2.0;-9.0;-37.0;-26.0;6.0;22.0;2.0;-8.0;13.0;-13.0;-51.0;-29.0;-39.0;-19.0;-15.0;44.0;-4.0;-6.0;-23.0;-19.0;-15.0;-43.0;-46.0;-29.0;-23.0;-52.0;8.0;-12.0;-7.0;6.0;18.0;35.0;70.0;31.0;8.0;1.0;-6.0;39.0;-12.0;-11.0;-19.0;-16.0;-15.0;-14.0;-13.0;-100.0;-68.0;-48.0;28.0;-36.0;;1.0;09:30:00;1.0;OSN;AUE
BOC X DRE 15-09-2019;2.0;2019-09-15;4.0;24.0;-23.0;-5.0;-13.0;45.0;47.0;66.0;52.0;56.0;66.0;16.0;36.0;19.0;32.0;20.0;47.0;31.0;23.0;14.0;-25.0;-6.0;32.0;-5.0;-6.0;49.0;23.0;-30.0;11.0;-4.0;-10.0;-10.0;-8.0;-27.0;-29.0;-21.0;-31.0;-20.0;-6.0;53.0;2.0;1.0;-21.0;-29.0;-19.0;-19.0;40.0;62.0;43.0;26.0;13.0;43.0;39.0;27.0;17.0;18.0;-15.0;11.0;17.0;4.0;-44.0;-22.0;-36.0;-19.0;-7.0;5.0;6.0;21.0;3.0;11.0;9.0;8.0;18.0;21.0;80.0;51.0;59.0;45.0;41.0;27.0;44.0;59.0;34.0;20.0;13.0;6.0;100.0;100.0;67.0;25.0;41.0;93.0;2.0;09:30:00;0.0;DRE;BOC
STP X HSV 16-09-2019;0.0;2019-09-16;8.0;23.0;12.0;37.0;25.0;17.0;6.0;28.0;21.0;37.0;17.0;45.0;26.0;-26.0;-7.0;-10.0;-8.0;-8.0;-5.0;-8.0;-4.0;24.0;28.0;14.0;-30.0;-27.0;-21.0;-17.0;-14.0;-6.0;-6.0;-6.0;-6.0;18.0;-17.0;-38.0;-13.0;-45.0;-96.0;-67.0;-3.0;-6.0;8.0;-7.0;-42.0;12.0;-80.0;-57.0;-39.0;-68.0;-42.0;-42.0;-29.0;-10.0;-34.0;-20.0;16.0;-10.0;-10.0;-3.0;4.0;-6.0;11.0;1.0;23.0;1.0;-29.0;4.0;-23.0;21.0;-14.0;-28.0;-15.0;-37.0;-28.0;23.0;-43.0;-32.0;4.0;-21.0;-16.0;34.0;21.0;-13.0;-27.0;-3.0;-9.0;-17.0;40.0;5.0;27.0;-53.0;2.0;16:30:00;1.0;HSV;STP
HEI X D98 20-09-2019;0.0;2019-09-20;2.0;-17.0;-11.0;-24.0;-33.0;-20.0;-11.0;-7.0;-3.0;-1.0;-31.0;3.0;-25.0;-17.0;-9.0;-8.0;-5.0;-23.0;-18.0;27.0;28.0;20.0;4.0;25.0;39.0;-49.0;-21.0;-22.0;-6.0;6.0;30.0;18.0;41.0;4.0;43.0;40.0;17.0;19.0;7.0;22.0;-3.0;-6.0;-6.0;-16.0;-12.0;-4.0;-18.0;-12.0;25.0;18.0;14.0;8.0;-8.0;-6.0;-6.0;54.0;69.0;26.0;3.0;-5.0;-12.0;-34.0;-58.0;-68.0;-48.0;-77.0;-47.0;37.0;-65.0;-38.0;-32.0;-86.0;-52.0;-7.0;-1.0;-6.0;4.0;-27.0;27.0;-19.0;34.0;11.0;80.0;36.0;14.0;-38.0;-23.0;-40.0;-37.0;13.0;-26.0;-6.0;1.0;14:30:00;1.0;D98;HEI
HKI X H96 20-09-2019;2.0;2019-09-20;0.0;-5.0;-15.0;-13.0;-8.0;-6.0;-27.0;-20.0;-55.0;-48.0;-28.0;7.0;-14.0;-7.0;-3.0;-2.0;-3.0;2.0;-1.0;1.0;-1.0;-6.0;6.0;-3.0;21.0;-23.0;-6.0;-6.0;-30.0;-20.0;-6.0;-7.0;-3.0;5.0;3.0;-3.0;-3.0;-73.0;-73.0;-41.0;-6.0;13.0;-7.0;6.0;18.0;9.0;13.0;6.0;-32.0;-42.0;-25.0;-14.0;30.0;7.0;43.0;68.0;6.0;43.0;3.0;-2.0;22.0;27.0;9.0;25.0;18.0;36.0;24.0;-8.0;45.0;30.0;51.0;33.0;42.0;18.0;5.0;18.0;11.0;12.0;-27.0;11.0;11.0;1.0;-1.0;2.0;11.0;20.0;14.0;10.0;7.0;-21.0;6.0;129.0;1.0;14:30:00;-1.0;H96;HKI
NUR X KAR 21-09-2019;1.0;2019-09-21;10.0;15.0;23.0;-19.0;-19.0;-5.0;8.0;8.0;12.0;14.0;14.0;13.0;34.0;51.0;45.0;40.0;55.0;33.0;44.0;25.0;5.0;-43.0;14.0;-38.0;-32.0;-18.0;-12.0;-11.0;-34.0;-20.0;-13.0;39.0;3.0;10.0;-31.0;-11.0;-46.0;-25.0;-13.0;61.0;-12.0;-14.0;-6.0;-2.0;-7.0;13.0;4.0;4.0;-36.0;-7.0;-2.0;-12.0;-29.0;-41.0;-17.0;-13.0;20.0;-11.0;39.0;22.0;64.0;47.0;24.0;-19.0;6.0;49.0;29.0;51.0;13.0;-27.0;-12.0;-56.0;-26.0;-8.0;15.0;16.0;-66.0;-10.0;57.0;13.0;-49.0;-24.0;-3.0;-2.0;11.0;3.0;10.0;5.0;29.0;24.0;12.0;-46.0;1.0;09:00:00;0.0;KAR;NUR
SAN X BOC 21-09-2019;1.0;2019-09-21;2.0;9.0;14.0;30.0;20.0;26.0;1.0;3.0;-19.0;-35.0;-17.0;-9.0;29.0;7.0;46.0;-32.0;-1.0;-6.0;-28.0;20.0;3.0;29.0;-61.0;16.0;-13.0;-31.0;-16.0;-2.0;-3.0;-2.0;-8.0;-33.0;-15.0;-40.0;-5.0;-34.0;-32.0;-23.0;-20.0;-27.0;-31.0;-32.0;-19.0;-10.0;8.0;-49.0;61.0;34.0;13.0;11.0;1.0;-10.0;-13.0;-10.0;-76.0;-41.0;-37.0;-35.0;-15.0;-7.0;31.0;18.0;14.0;10.0;4.0;-7.0;8.0;-77.0;7.0;24.0;35.0;25.0;39.0;21.0;15.0;11.0;6.0;-19.0;-45.0;-18.0;-10.0;23.0;-16.0;6.0;47.0;54.0;34.0;47.0;53.0;42.0;44.0;61.0;1.0;09:00:00;0.0;BOC;SAN
STU X FUR 21-09-2019;0.0;2019-09-21;-4.0;-17.0;-71.0;-47.0;-34.0;-11.0;-6.0;39.0;18.0;8.0;7.0;-9.0;6.0;3.0;4.0;5.0;-4.0;4.0;8.0;8.0;45.0;23.0;45.0;-36.0;-18.0;-5.0;-10.0;-25.0;-58.0;-65.0;-79.0;-46.0;-11.0;21.0;-3.0;-3.0;33.0;47.0;37.0;28.0;-24.0;-6.0;-1.0;6.0;8.0;18.0;26.0;20.0;66.0;37.0;23.0;16.0;-12.0;-12.0;-6.0;-10.0;11.0;-11.0;-18.0;-16.0;30.0;38.0;-25.0;-4.0;-41.0;72.0;22.0;8.0;11.0;2.0;10.0;-4.0;-8.0;5.0;-4.0;21.0;11.0;-34.0;-2.0;-17.0;-44.0;-15.0;-8.0;-2.0;37.0;25.0;22.0;23.0;8.0;-18.0;-13.0;-98.0;2.0;09:00:00;1.0;FUR;STU
WEH X ARM 21-09-2019;5.0;2019-09-21;10.0;2.0;-12.0;-12.0;-21.0;-20.0;-54.0;-37.0;-20.0;-5.0;13.0;3.0;-50.0;-54.0;-30.0;-33.0;-10.0;-9.0;-9.0;36.0;15.0;-12.0;-4.0;-9.0;-6.0;-8.0;-7.0;13.0;-29.0;-38.0;-26.0;-26.0;-20.0;17.0;-1.0;-4.0;16.0;60.0;-47.0;-3.0;2.0;-5.0;-5.0;-2.0;-4.0;20.0;-5.0;-6.0;-8.0;-39.0;-30.0;-20.0;28.0;57.0;26.0;14.0;41.0;2.0;-17.0;-10.0;-6.0;-30.0;-15.0;-6.0;-2.0;23.0;50.0;45.0;29.0;21.0;1.0;-3.0;-32.0;52.0;19.0;8.0;5.0;5.0;20.0;-2.0;-88.0;-62.0;-43.0;-33.0;-28.0;-14.0;-7.0;35.0;23.0;11.0;11.0;6.0;2.0;09:00:00;-1.0;ARM;WEH
DRE X JAH 22-09-2019;1.0;2019-09-22;21.0;38.0;23.0;-18.0;6.0;7.0;5.0;-7.0;-10.0;-12.0;18.0;21.0;3.0;9.0;5.0;25.0;21.0;13.0;11.0;-38.0;-47.0;-29.0;23.0;-11.0;-6.0;-1.0;-13.0;-43.0;-51.0;-7.0;-11.0;12.0;16.0;26.0;-13.0;-2.0;-19.0;-21.0;-20.0;-19.0;-18.0;-11.0;74.0;29.0;24.0;21.0;25.0;27.0;83.0;20.0;16.0;-11.0;43.0;11.0;17.0;4.0;24.0;-14.0;-24.0;-33.0;-21.0;-25.0;-14.0;-38.0;-49.0;-39.0;34.0;19.0;12.0;5.0;-31.0;-15.0;-8.0;-14.0;-12.0;35.0;7.0;-8.0;16.0;-55.0;-48.0;-14.0;-13.0;-10.0;5.0;-6.0;-16.0;-30.0;29.0;28.0;33.0;-13.0;2.0;09:30:00;1.0;JAH;DRE
HSV X AUE 22-09-2019;0.0;2019-09-22;-10.0;36.0;21.0;13.0;7.0;1.0;-1.0;4.0;-17.0;24.0;9.0;-3.0;22.0;23.0;35.0;21.0;-86.0;-49.0;-30.0;-15.0;36.0;21.0;4.0;14.0;9.0;41.0;22.0;40.0;39.0;38.0;24.0;22.0;21.0;1.0;20.0;19.0;37.0;16.0;7.0;1.0;-27.0;-9.0;34.0;16.0;9.0;1.0;16.0;-15.0;-32.0;-15.0;-5.0;4.0;7.0;6.0;4.0;2.0;3.0;-26.0;31.0;10.0;34.0;47.0;31.0;26.0;20.0;11.0;35.0;4.0;18.0;30.0;70.0;49.0;35.0;36.0;50.0;57.0;41.0;21.0;7.0;-33.0;-29.0;-17.0;-6.0;8.0;10.0;-17.0;-4.0;9.0;8.0;38.0;12.0;;4.0;09:30:00;1.0;AUE;HSV
OSN X STP 22-09-2019;1.0;2019-09-22;-7.0;-14.0;-2.0;3.0;61.0;36.0;15.0;5.0;3.0;20.0;20.0;-16.0;36.0;-29.0;-30.0;-17.0;-35.0;-28.0;-12.0;-23.0;-8.0;5.0;-8.0;-19.0;-11.0;-76.0;-38.0;-29.0;-19.0;-10.0;-3.0;-11.0;48.0;-7.0;28.0;1.0;-12.0;-10.0;-12.0;-4.0;;5.0;69.0;48.0;34.0;19.0;6.0;7.0;-2.0;-4.0;-10.0;-43.0;-48.0;-17.0;-7.0;-31.0;38.0;-8.0;10.0;38.0;53.0;29.0;10.0;14.0;19.0;6.0;10.0;25.0;25.0;2.0;-4.0;-7.0;13.0;10.0;40.0;37.0;30.0;27.0;-58.0;16.0;17.0;56.0;33.0;-23.0;10.0;4.0;21.0;-73.0;-34.0;-40.0;-24.0;26.0;1.0;09:30:00;0.0;STP;OSN
ARM X STU 27-09-2019;1.0;2019-09-27;6.0;-32.0;-25.0;-20.0;-10.0;41.0;27.0;9.0;-8.0;-3.0;-7.0;7.0;-63.0;-46.0;-28.0;-20.0;-13.0;-9.0;-53.0;-37.0;-37.0;-30.0;4.0;-25.0;-19.0;-19.0;-58.0;-23.0;-12.0;-39.0;-19.0;-9.0;-3.0;-3.0;15.0;10.0;7.0;27.0;21.0;4.0;22.0;22.0;9.0;-11.0;5.0;16.0;-6.0;6.0;-5.0;3.0;11.0;10.0;48.0;25.0;11.0;2.0;14.0;-5.0;-12.0;-11.0;-40.0;-26.0;-29.0;-23.0;-40.0;-27.0;19.0;-9.0;-6.0;-8.0;-9.0;-32.0;-15.0;41.0;10.0;2.0;-18.0;-15.0;-6.0;-21.0;-17.0;-71.0;-50.0;-4.0;-34.0;-44.0;-25.0;-25.0;-20.0;-9.0;-36.0;-26.0;0.0;14:30:00;-1.0;STU;ARM
