game;text;homeScore;awayScore;isLive;time;addedTime;incidentType
MCI X LIV 2014-08-25;FT;3;1;False;90;999;period
MCI X LIV 2014-08-25;HT;1;0;False;45;999;period
MCI X TOT 2014-10-18;FT;4;1;False;90;999;period
MCI X TOT 2014-10-18;HT;2;1;False;45;999;period
NEW X CHE 2014-12-06;FT;2;1;False;90;999;period
NEW X CHE 2014-12-06;HT;0;0;False;45;999;period
CHE X MCI 2015-01-31;FT;1;1;False;90;999;period
CHE X MCI 2015-01-31;HT;1;1;False;45;999;period
ARS X ASV 2015-02-01;FT;5;0;False;90;999;period
LEI X CHE 2015-04-29;FT;1;3;False;90;999;period
SWA X LIV 2015-03-16;FT;0;1;False;90;999;period
MCI X WBA 2015-03-21;FT;3;0;False;90;999;period
MCI X WBA 2015-03-21;HT;2;0;False;45;999;period
STO X CRY 2015-03-21;FT;1;2;False;90;999;period
STO X CRY 2015-03-21;HT;1;2;False;45;999;period
WES X SUN 2015-03-21;FT;1;0;False;90;999;period
ARS X LIV 2015-04-04;HT;3;0;False;45;999;period
SUN X CRY 2015-04-11;FT;1;4;False;90;999;period
TOT X ASV 2015-04-11;HT;0;1;False;45;999;period
ASV X QPR 2015-04-07;FT;3;3;False;90;999;period
CRY X WBA 2015-04-18;FT;0;2;False;90;999;period
LEI X SWA 2015-04-18;FT;2;0;False;90;999;period
ARS X SUN 2015-05-20;FT;0;0;False;90;999;period
SOU X TOT 2015-04-25;FT;2;2;False;90;999;period
NEW X SWA 2015-04-25;FT;2;3;False;90;999;period
MCI X ASV 2015-04-25;FT;3;2;False;90;999;period
HUL X ARS 2015-05-04;HT;0;3;False;45;999;period
MCI X QPR 2015-05-10;FT;6;0;False;90;999;period
SOU X ASV 2015-05-16;FT;6;1;False;90;999;period
SOU X ASV 2015-05-16;HT;5;1;False;45;999;period
SWA X MCI 2015-05-17;FT;2;4;False;90;999;period
ARS X WBA 2015-05-24;HT;4;0;False;45;999;period
LEI X QPR 2015-05-24;FT;5;1;False;90;999;period
STO X LIV 2015-05-24;HT;5;0;False;45;999;period
