game;addedTime;id;incidentClass;incidentType;isHome;player;reason;time
CHE X LIV 2015-05-10;;118308588;yellow;card;True;{'name': 'John Mikel Obi', 'slug': 'john-mikel-obi', 'shortName': 'J. O. Mikel', 'position': 'M', 'userCount': 3361, 'id': 7311};Foul;58
CHE X LIV 2015-05-10;;118308527;yellow;card;True;{'name': 'Branislav Ivanović', 'slug': 'branislav-ivanovic', 'shortName': 'B. Ivanović', 'position': 'D', 'userCount': 887, 'id': 25233};Foul;43
CHE X LIV 2015-05-10;;118308493;yellow;card;False;{'name': 'Rickie Lambert', 'slug': 'rickie-lambert', 'shortName': 'R. Lambert', 'position': 'F', 'userCount': 25, 'id': 19659};Foul;29
CHE X LIV 2015-05-10;;118308489;yellow;card;False;{'name': 'Martin Škrtel', 'slug': 'martin-skrtel', 'shortName': 'M. Škrtel', 'position': 'D', 'userCount': 727, 'id': 12394};Foul;26
CHE X LIV 2015-05-10;;118308475;yellow;card;False;{'name': 'Adam Lallana', 'slug': 'adam-lallana', 'shortName': 'A. Lallana', 'position': 'M', 'userCount': 3225, 'id': 17054};Foul;20
CHE X LIV 2015-05-10;;118308416;yellow;card;True;{'name': 'Cesc Fàbregas', 'slug': 'cesc-fabregas', 'shortName': 'C. Fàbregas', 'position': 'M', 'userCount': 5114, 'id': 518};Off the ball foul;2
ARS X SWA 2015-05-11;;118309426;yellow;card;False;{'name': 'Jonjo Shelvey', 'slug': 'jonjo-shelvey', 'shortName': 'J. Shelvey', 'position': 'M', 'userCount': 517, 'id': 36465};Foul;38
SOU X ASV 2015-05-16;;118310560;yellow;card;True;{'name': 'Victor Wanyama', 'slug': 'victor-wanyama', 'shortName': 'V. Wanyama', 'position': 'M', 'userCount': 3939, 'id': 45956};Foul;69
SOU X ASV 2015-05-16;;118310531;yellow;card;False;{'name': 'Ashley Westwood', 'slug': 'ashley-westwood', 'shortName': 'A. Westwood', 'position': 'M', 'userCount': 230, 'id': 49647};Foul;21
BUR X STO 2015-05-16;;118310840;yellow;card;False;"{'name': ""Steven\u200b N'Zonzi"", 'slug': 'steven-nzonzi', 'shortName': ""S. N'Zonzi"", 'position': 'M', 'userCount': 1458, 'id': 51652}";Foul;49
BUR X STO 2015-05-16;;118310760;yellow;card;True;{'name': 'George Boyd', 'slug': 'george-boyd', 'shortName': 'G. Boyd', 'position': 'M', 'userCount': 23, 'id': 20653};Foul;42
BUR X STO 2015-05-16;;118310702;yellow;card;False;{'name': 'Mame Biram Diouf', 'slug': 'mame-biram-diouf', 'shortName': 'M. B. Diouf', 'position': 'M', 'userCount': 356, 'id': 22481};Foul;25
QPR X NEW 2015-05-16;;118310894;yellow;card;True;{'name': 'Seok-yeong Yun', 'slug': 'seok-yeong-yun', 'shortName': 'S. Y. Yun', 'position': 'D', 'userCount': 2, 'id': 146945};Foul;84
QPR X NEW 2015-05-16;;118310842;yellow;card;True;{'name': 'Joey Barton', 'slug': 'joey-barton', 'shortName': 'J. Barton', 'position': 'M', 'userCount': 38, 'id': 1095};Foul;50
SUN X LEI 2015-05-16;;118310889;yellow;card;True;{'name': 'Sebastian Larsson', 'slug': 'sebastian-larsson', 'shortName': 'S. Larsson', 'position': 'M', 'userCount': 241, 'id': 524};Foul;79
SUN X LEI 2015-05-16;;118310878;yellow;card;True;{'name': 'Connor Wickham', 'slug': 'connor-wickham', 'shortName': 'C. Wickham', 'position': 'F', 'userCount': 111, 'id': 50485};Foul;66
SUN X LEI 2015-05-16;;118310869;yellow;card;False;{'name': 'Robert Huth', 'slug': 'robert-huth', 'shortName': 'R. Huth', 'position': 'D', 'userCount': 73, 'id': 1203};Foul;63
SUN X LEI 2015-05-16;;118310763;yellow;card;True;{'name': 'Lee Cattermole', 'slug': 'lee-cattermole', 'shortName': 'L. Cattermole', 'position': 'M', 'userCount': 54, 'id': 14210};Foul;43
SUN X LEI 2015-05-16;;118310711;yellow;card;True;{'name': 'Liam Bridcutt', 'slug': 'liam-bridcutt', 'shortName': 'L. Bridcutt', 'position': 'M', 'userCount': 17, 'id': 33852};Foul;29
TOT X HUL 2015-05-16;2.0;118310903;yellow;card;False;{'name': 'David Meyler', 'slug': 'david-meyler', 'shortName': 'D. Meyler', 'position': 'M', 'userCount': 121, 'id': 43442};Argument;90
TOT X HUL 2015-05-16;;118310863;yellow;card;True;{'name': 'Danny Rose', 'slug': 'danny-rose', 'shortName': 'D. Rose', 'position': 'D', 'userCount': 1667, 'id': 16586};Foul;59
TOT X HUL 2015-05-16;;118310861;yellow;card;True;{'name': 'Nabil Bentaleb', 'slug': 'nabil-bentaleb', 'shortName': 'N. Bentaleb', 'position': 'M', 'userCount': 4096, 'id': 368120};Foul;57
TOT X HUL 2015-05-16;;118310756;yellow;card;True;{'name': 'Ryan Mason', 'slug': 'ryan-mason', 'shortName': 'R. Mason', 'position': 'M', 'userCount': 38, 'id': 44567};Foul;42
WES X EVE 2015-05-16;1.0;118310899;yellow;card;False;{'name': 'Brendon Galloway', 'slug': 'brendon-galloway', 'shortName': 'B. Galloway', 'position': 'D', 'userCount': 31, 'id': 198030};Foul;90
WES X EVE 2015-05-16;;118310882;yellow;card;False;{'name': 'James McCarthy', 'slug': 'james-mccarthy', 'shortName': 'J. McCarthy', 'position': 'M', 'userCount': 203, 'id': 39283};Foul;74
WES X EVE 2015-05-16;;118310773;yellow;card;False;{'name': 'Gareth Barry', 'slug': 'gareth-barry', 'shortName': 'G. Barry', 'position': 'M', 'userCount': 136, 'id': 544};Foul;45
WES X EVE 2015-05-16;;118310724;yellow;card;False;{'name': 'Séamus Coleman', 'slug': 'seamus-coleman', 'shortName': 'S. Coleman', 'position': 'D', 'userCount': 647, 'id': 76632};Foul;33
WES X EVE 2015-05-16;;118310726;yellow;card;True;{'name': 'Winston Reid', 'slug': 'winston-reid', 'shortName': 'W. Reid', 'position': 'D', 'userCount': 155, 'id': 14120};Foul;26
LIV X CRY 2015-05-16;;118311171;yellow;card;True;{'name': 'Philippe Coutinho', 'slug': 'philippe-coutinho', 'shortName': 'P. Coutinho', 'position': 'M', 'userCount': 78237, 'id': 119159};Argument;87
LIV X CRY 2015-05-16;;118311167;yellow;card;False;{'name': 'Jordon Mutch', 'slug': 'jordon-mutch', 'shortName': 'J. Mutch', 'position': 'M', 'userCount': 13, 'id': 38130};Foul;84
LIV X CRY 2015-05-16;;118311147;yellow;card;False;{'name': 'James McArthur', 'slug': 'james-mcarthur', 'shortName': 'J. McArthur', 'position': 'M', 'userCount': 196, 'id': 39282};Foul;83
LIV X CRY 2015-05-16;;118311141;yellow;card;False;{'name': 'Joel Ward', 'slug': 'joel-ward', 'shortName': 'J. Ward', 'position': 'D', 'userCount': 171, 'id': 39183};Foul;79
LIV X CRY 2015-05-16;;118311066;yellow;card;True;{'name': 'Emre Can', 'slug': 'emre-can', 'shortName': 'E. Can', 'position': 'M', 'userCount': 5464, 'id': 138156};Foul;42
SWA X MCI 2015-05-17;;118311898;yellow;card;False;{'name': 'Fernandinho', 'slug': 'fernandinho', 'shortName': 'Fernandinho', 'position': 'D', 'userCount': 3835, 'id': 13630};Foul;77
SWA X MCI 2015-05-17;;118311854;yellow;card;False;{'name': 'Pablo Zabaleta', 'slug': 'pablo-zabaleta', 'shortName': 'P. Zabaleta', 'position': 'D', 'userCount': 571, 'id': 11796};Foul;61
SWA X MCI 2015-05-17;;118311840;yellow;card;False;{'name': 'James Milner', 'slug': 'james-milner', 'shortName': 'J. Milner', 'position': 'M', 'userCount': 4415, 'id': 791};Foul;50
MUN X ARS 2015-05-17;5.0;118312169;yellow;card;True;{'name': 'Ander Herrera', 'slug': 'ander-herrera', 'shortName': 'A. Herrera', 'position': 'M', 'userCount': 4142, 'id': 82474};Foul;90
WBA X CHE 2015-05-18;;118312877;yellow;card;False;{'name': 'Juan Cuadrado', 'slug': 'juan-cuadrado', 'shortName': 'J. Cuadrado', 'position': 'M', 'userCount': 10244, 'id': 47743};Foul;82
WBA X CHE 2015-05-18;;118312871;yellow;card;True;{'name': 'Craig Gardner', 'slug': 'craig-gardner', 'shortName': 'C. Gardner', 'position': 'M', 'userCount': 13, 'id': 14235};Foul;63
WBA X CHE 2015-05-18;;118312857;yellow;card;True;{'name': 'Jonas Olsson', 'slug': 'jonas-olsson', 'shortName': 'J. Olsson', 'position': 'D', 'userCount': 25, 'id': 7776};Foul;37
WBA X CHE 2015-05-18;;118312855;yellow;card;True;{'name': 'Darren Fletcher', 'slug': 'darren-fletcher', 'shortName': 'D. Fletcher', 'position': 'M', 'userCount': 86, 'id': 765};Argument;29
WBA X CHE 2015-05-18;;118312854;red;card;False;{'name': 'Cesc Fàbregas', 'slug': 'cesc-fabregas', 'shortName': 'C. Fàbregas', 'position': 'M', 'userCount': 5114, 'id': 518};Fight;29
WBA X CHE 2015-05-18;;118312853;yellow;card;False;{'name': 'Diego Costa', 'slug': 'diego-costa', 'shortName': 'D. Costa', 'position': 'F', 'userCount': 8943, 'id': 21212};Argument;28
ARS X WBA 2015-05-24;;118315174;yellow;card;True;{'name': 'Héctor Bellerín', 'slug': 'hector-bellerin', 'shortName': 'H. Bellerín', 'position': 'D', 'userCount': 3853, 'id': 188365};Foul;48
ASV X BUR 2015-05-24;;118315200;yellow;card;False;{'name': 'Scott Arfield', 'slug': 'scott-arfield', 'shortName': 'S. Arfield', 'position': 'M', 'userCount': 163, 'id': 17056};Foul;66
ASV X BUR 2015-05-24;;118315180;yellow;card;True;{'name': 'Ron Vlaar', 'slug': 'ron-vlaar', 'shortName': 'R. Vlaar', 'position': 'D', 'userCount': 71, 'id': 9965};Foul;53
ASV X BUR 2015-05-24;;118315135;yellow;card;False;{'name': 'Fredrik Ulvestad', 'slug': 'fredrik-ulvestad', 'shortName': 'F. Ulvestad', 'position': 'M', 'userCount': 43, 'id': 36922};Foul;29
CHE X SUN 2015-05-24;;118315214;yellow;card;True;{'name': 'Nemanja Matić', 'slug': 'nemanja-matic', 'shortName': 'N. Matić', 'position': 'M', 'userCount': 4931, 'id': 44241};Foul;82
CHE X SUN 2015-05-24;;118315146;yellow;card;True;{'name': 'Juan Cuadrado', 'slug': 'juan-cuadrado', 'shortName': 'J. Cuadrado', 'position': 'M', 'userCount': 10244, 'id': 47743};Foul;42
CHE X SUN 2015-05-24;;118315137;yellow;card;False;{'name': 'Jack Rodwell', 'slug': 'jack-rodwell', 'shortName': 'J. Rodwell', 'position': 'D', 'userCount': 83, 'id': 32002};Foul;32
CRY X SWA 2015-05-24;2.0;118315238;yellow;card;True;{'name': 'Brede Hangeland', 'slug': 'brede-hangeland', 'shortName': 'B. Hangeland', 'position': 'D', 'userCount': 1, 'id': 6381};Off the ball foul;90
CRY X SWA 2015-05-24;1.0;118315227;yellow;card;True;{'name': 'Glenn Murray', 'slug': 'glenn-murray', 'shortName': 'G. Murray', 'position': 'F', 'userCount': 419, 'id': 20097};Foul;89
EVE X TOT 2015-05-24;;118315215;yellow;card;False;{'name': 'Ryan Mason', 'slug': 'ryan-mason', 'shortName': 'R. Mason', 'position': 'M', 'userCount': 38, 'id': 44567};Foul;83
EVE X TOT 2015-05-24;;118315210;yellow;card;True;{'name': 'Phil Jagielka', 'slug': 'phil-jagielka', 'shortName': 'P. Jagielka', 'position': 'D', 'userCount': 230, 'id': 10507};Foul;81
EVE X TOT 2015-05-24;;118315208;yellow;card;False;{'name': 'Benjamin Stambouli', 'slug': 'benjamin-stambouli', 'shortName': 'B. Stambouli', 'position': 'D', 'userCount': 241, 'id': 105951};;80
HUL X MUN 2015-05-24;3.0;118315234;yellow;card;True;{'name': 'Stephen Quinn', 'slug': 'stephen-quinn', 'shortName': 'S. Quinn', 'position': 'M', 'userCount': 16, 'id': 11807};Foul;90
HUL X MUN 2015-05-24;2.0;118315232;yellow;card;False;{'name': 'Chris Smalling', 'slug': 'chris-smalling', 'shortName': 'C. Smalling', 'position': 'D', 'userCount': 3530, 'id': 47741};Foul;90
HUL X MUN 2015-05-24;;118315228;yellow;card;True;{'name': 'Michael Dawson', 'slug': 'michael-dawson', 'shortName': 'M. Dawson', 'position': 'D', 'userCount': 54, 'id': 927};Foul;90
HUL X MUN 2015-05-24;;118315206;red;card;False;{'name': 'Marouane Fellaini', 'slug': 'marouane-fellaini', 'shortName': 'M. Fellaini', 'position': 'M', 'userCount': 2630, 'id': 21764};Foul;77
HUL X MUN 2015-05-24;;118315194;yellow;card;False;{'name': 'Daley Blind', 'slug': 'daley-blind', 'shortName': 'D. Blind', 'position': 'D', 'userCount': 2317, 'id': 44864};;57
MCI X SOU 2015-05-24;;118315132;yellow;card;False;{'name': 'Shane Long', 'slug': 'shane-long', 'shortName': 'S. Long', 'position': 'F', 'userCount': 466, 'id': 10486};Foul;25
MCI X SOU 2015-05-24;;118315108;yellow;card;True;{'name': 'Martín Demichelis', 'slug': 'martin-demichelis', 'shortName': 'M. Demichelis', 'position': 'D', 'userCount': 69, 'id': 301};Foul;2
NEW X WES 2015-05-24;;118315223;yellow;card;True;{'name': 'Jonás Gutiérrez', 'slug': 'jonas-gutierrez', 'shortName': 'J. Gutiérrez', 'position': 'M', 'userCount': 39, 'id': 12803};;86
NEW X WES 2015-05-24;;118315209;yellow;card;False;{'name': 'Morgan Amalfitano', 'slug': 'morgan-amalfitano', 'shortName': 'M. Amalfitano', 'position': 'M', 'userCount': 12, 'id': 16405};Foul;80
NEW X WES 2015-05-24;;118315191;yellow;card;True;{'name': 'Moussa Sissoko', 'slug': 'moussa-sissoko', 'shortName': 'M. Sissoko', 'position': 'M', 'userCount': 2424, 'id': 27014};;54
STO X LIV 2015-05-24;;118315207;yellow;card;True;{'name': 'Erik Pieters', 'slug': 'erik-pieters', 'shortName': 'E. Pieters', 'position': 'D', 'userCount': 345, 'id': 17063};Foul;77
STO X LIV 2015-05-24;;118315176;yellow;card;False;{'name': 'Martin Škrtel', 'slug': 'martin-skrtel', 'shortName': 'M. Škrtel', 'position': 'D', 'userCount': 727, 'id': 12394};Foul;48
STO X LIV 2015-05-24;1.0;118315149;yellow;card;True;{'name': 'Ryan Shawcross', 'slug': 'ryan-shawcross', 'shortName': 'R. Shawcross', 'position': 'D', 'userCount': 45, 'id': 27314};Foul;45
STO X LIV 2015-05-24;;118315128;yellow;card;True;{'name': 'Glenn Whelan', 'slug': 'glenn-whelan', 'shortName': 'G. Whelan', 'position': 'M', 'userCount': 61, 'id': 10535};Foul;16
STO X LIV 2015-05-24;;118315123;yellow;card;False;{'name': 'Lucas Leiva', 'slug': 'lucas-leiva', 'shortName': 'L. Leiva', 'position': 'M', 'userCount': 1021, 'id': 27234};Foul;14
STO X LIV 2015-05-24;;118315112;yellow;card;True;{'name': 'Charlie Adam', 'slug': 'charlie-adam', 'shortName': 'C. Adam', 'position': 'M', 'userCount': 53, 'id': 9360};Foul;8
