game;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
ASV X SWA 2015-03-21;1;2015-03-21;1.0;-2.0;-1.0;-2.0;-8.0;-31.0;-19.0;-13.0;19.0;10.0;6.0;1.0;2.0;-7.0;-5.0;-9.0;-12.0;-50.0;-97.0;-60.0;-58.0;-100.0;1.0;-41.0;-17.0;18.0;2.0;4.0;-3.0;3.0;-3.0;-10.0;-9.0;1.0;-4.0;-1.0;-4.0;-6.0;-12.0;-11.0;-15.0;2.0;-4.0;7.0;80.0;1.0;79.0;78.0;44.0;32.0;15.0;-19.0;-7.0;7.0;2.0;3.0;1.0;5.0;64.0;39.0;25.0;16.0;71.0;69.0;38.0;21.0;12.0;5.0;1.0;-7.0;-4.0;20.0;49.0;28.0;16.0;9.0;3.0;-41.0;3.0;-45.0;-27.0;-17.0;-11.0;5.0;-6.0;-3.0;80.0;65.0;37.0;-2.0;22.0;-40.0;0;13:00:00;-1;SWA;ASV
ASV X SWA 2015-03-21;1;2015-03-21;7.0;14.0;10.0;3.0;3.0;3.0;3.0;3.0;9.0;12.0;9.0;-4.0;8.0;6.0;5.0;-28.0;-72.0;-60.0;-34.0;-18.0;-6.0;52.0;6.0;34.0;17.0;32.0;26.0;14.0;5.0;5.0;3.0;38.0;65.0;10.0;41.0;71.0;44.0;65.0;-38.0;23.0;10.0;-8.0;-6.0;28.0;11.0;10.0;9.0;-8.0;1.0;31.0;12.0;3.0;8.0;5.0;1.0;36.0;10.0;22.0;13.0;3.0;-5.0;-23.0;-43.0;-45.0;-25.0;-14.0;51.0;60.0;32.0;84.0;74.0;48.0;28.0;10.0;5.0;8.0;36.0;23.0;40.0;11.0;-28.0;-11.0;-32.0;-17.0;-8.0;32.0;24.0;23.0;15.0;22.0;-28.0;-35.0;0;13:00:00;-1;SWA;ASV
STO X CRY 2015-03-21;2;2015-03-21;1.0;-35.0;-13.0;63.0;64.0;46.0;100.0;65.0;37.0;22.0;21.0;1.0;9.0;8.0;3.0;4.0;-6.0;-3.0;-3.0;-2.0;-2.0;-31.0;1.0;-24.0;-15.0;25.0;18.0;12.0;6.0;8.0;2.0;-26.0;-45.0;11.0;-28.0;-92.0;-55.0;-32.0;-17.0;-26.0;-75.0;-14.0;-26.0;-18.0;-4.0;7.0;12.0;7.0;-29.0;62.0;-29.0;-44.0;-24.0;-40.0;32.0;45.0;-5.0;63.0;35.0;31.0;14.0;13.0;28.0;20.0;19.0;64.0;81.0;1.0;99.0;62.0;39.0;22.0;16.0;7.0;5.0;4.0;3.0;3.0;1.0;-19.0;-48.0;-32.0;-13.0;32.0;16.0;14.0;5.0;13.0;12.0;-4.0;28.0;40.0;1;13:00:00;-1;CRY;STO
STO X CRY 2015-03-21;2;2015-03-21;3.0;7.0;-40.0;-21.0;78.0;47.0;29.0;28.0;20.0;9.0;8.0;-3.0;3.0;5.0;6.0;37.0;25.0;13.0;11.0;10.0;2.0;4.0;3.0;6.0;7.0;7.0;-7.0;4.0;-2.0;9.0;15.0;11.0;47.0;3.0;29.0;-79.0;-91.0;-53.0;-33.0;2.0;-30.0;1.0;2.0;12.0;-24.0;4.0;-83.0;-48.0;-32.0;-19.0;-8.0;4.0;7.0;29.0;51.0;35.0;99.0;19.0;-71.0;-27.0;-14.0;-4.0;80.0;60.0;39.0;57.0;38.0;61.0;16.0;8.0;9.0;37.0;26.0;20.0;16.0;-11.0;-33.0;-20.0;39.0;-8.0;-1.0;4.0;27.0;20.0;45.0;30.0;21.0;14.0;31.0;-23.0;-32.0;-45.0;1;13:00:00;-1;CRY;STO
WES X SUN 2015-03-21;0;2015-03-21;1.0;-6.0;-1.0;3.0;5.0;9.0;-28.0;-11.0;21.0;48.0;68.0;2.0;43.0;26.0;29.0;20.0;9.0;6.0;4.0;21.0;18.0;11.0;3.0;-10.0;-1.0;46.0;-45.0;-10.0;-6.0;-3.0;-1.0;7.0;9.0;-18.0;10.0;15.0;13.0;52.0;65.0;-10.0;-40.0;-14.0;-43.0;-26.0;-11.0;-7.0;-7.0;-4.0;-31.0;-19.0;-22.0;-14.0;-9.0;-4.0;-3.0;-2.0;-7.0;-2.0;-7.0;-35.0;-21.0;15.0;4.0;2.0;2.0;40.0;26.0;-2.0;18.0;19.0;14.0;29.0;50.0;37.0;25.0;-37.0;-36.0;-20.0;-39.0;-9.0;-2.0;4.0;-17.0;-9.0;-2.0;4.0;3.0;6.0;82.0;-14.0;9.0;5.0;1;15:30:00;1;SUN;WES
WES X SUN 2015-03-21;0;2015-03-21;-5.0;-10.0;-9.0;-9.0;-13.0;-86.0;-55.0;-36.0;-25.0;27.0;-14.0;-2.0;-4.0;4.0;4.0;-2.0;-2.0;-2.0;-8.0;-57.0;-35.0;-22.0;-21.0;-15.0;-10.0;-9.0;-7.0;4.0;29.0;19.0;10.0;-7.0;-22.0;-12.0;-17.0;-12.0;-9.0;-14.0;-16.0;-18.0;-40.0;-5.0;-21.0;-6.0;-8.0;-11.0;-8.0;-3.0;-4.0;-2.0;-5.0;27.0;19.0;18.0;6.0;-79.0;-10.0;-45.0;-31.0;-23.0;-17.0;-8.0;-14.0;-12.0;-15.0;-18.0;-19.0;-9.0;72.0;27.0;17.0;2.0;-4.0;-5.0;7.0;-4.0;-9.0;-4.0;-13.0;-6.0;-8.0;17.0;3.0;-4.0;-4.0;12.0;-4.0;3.0;1.0;-11.0;-2.0;-5.0;1;15:30:00;1;SUN;WES
WES X SUN 2015-03-21;0;2015-03-21;2.0;-76.0;-15.0;-9.0;15.0;44.0;86.0;48.0;28.0;15.0;-6.0;2.0;-4.0;-7.0;-35.0;-21.0;20.0;3.0;2.0;48.0;100.0;94.0;-82.0;50.0;39.0;48.0;21.0;8.0;3.0;-2.0;-9.0;28.0;10.0;-43.0;38.0;20.0;5.0;28.0;14.0;8.0;50.0;-3.0;-9.0;-3.0;-20.0;-26.0;-40.0;-22.0;-31.0;-12.0;7.0;-4.0;-4.0;2.0;2.0;-4.0;35.0;2.0;-14.0;-6.0;-2.0;82.0;100.0;47.0;14.0;10.0;16.0;10.0;-19.0;-4.0;7.0;5.0;-2.0;29.0;20.0;-77.0;-40.0;-25.0;11.0;-19.0;-13.0;-4.0;-4.0;-9.0;-7.0;24.0;9.0;9.0;4.0;6.0;54.0;0.0;1;15:30:00;1;SUN;WES
WES X SUN 2015-03-21;0;2015-03-21;1.0;-51.0;-30.0;-11.0;7.0;1.0;1.0;-4.0;7.0;9.0;-74.0;29.0;-38.0;-20.0;-10.0;-5.0;-39.0;-19.0;-9.0;-9.0;7.0;5.0;17.0;-7.0;-3.0;29.0;44.0;29.0;16.0;8.0;1.0;4.0;-2.0;9.0;-4.0;-5.0;-6.0;7.0;33.0;7.0;5.0;50.0;26.0;17.0;12.0;5.0;8.0;3.0;3.0;3.0;8.0;-9.0;-30.0;-11.0;-5.0;-1.0;2.0;2.0;-9.0;-2.0;2.0;-4.0;22.0;13.0;89.0;59.0;37.0;5.0;17.0;-24.0;-12.0;32.0;15.0;10.0;44.0;27.0;-74.0;-34.0;1.0;-24.0;-16.0;-8.0;-19.0;31.0;13.0;3.0;3.0;-4.0;-1.0;-1.0;1.0;90.0;1;15:30:00;1;SUN;WES
ARS X LIV 2015-04-04;1;2015-04-04;32.0;1.0;-21.0;-12.0;-7.0;-3.0;6.0;-5.0;1.0;1.0;1.0;19.0;-5.0;-2.0;-31.0;-18.0;-12.0;-38.0;-19.0;-10.0;-7.0;-6.0;12.0;-2.0;-3.0;2.0;2.0;2.0;7.0;6.0;79.0;48.0;35.0;48.0;96.0;58.0;50.0;61.0;37.0;13.0;80.0;2.0;4.0;-7.0;4.0;90.0;24.0;12.0;15.0;8.0;8.0;41.0;83.0;-62.0;-9.0;-37.0;72.0;-26.0;-19.0;-5.0;-2.0;-34.0;-18.0;-29.0;-16.0;-9.0;-1.0;44.0;7.0;-9.0;-51.0;-29.0;-16.0;-59.0;-33.0;-85.0;-54.0;-31.0;26.0;-19.0;47.0;26.0;12.0;8.0;26.0;43.0;26.0;16.0;30.0;7.0;17.0;155.0;4;09:45:00;1;LIV;ARS
ARS X LIV 2015-04-04;1;2015-04-04;-1.0;-2.0;1.0;38.0;23.0;14.0;14.0;9.0;43.0;100.0;73.0;-6.0;44.0;32.0;16.0;3.0;28.0;12.0;-30.0;-13.0;-48.0;-60.0;24.0;-40.0;-21.0;-33.0;-31.0;-16.0;20.0;6.0;-5.0;;1.0;10.0;0.0;-26.0;-65.0;-42.0;-33.0;-23.0;5.0;2.0;-4.0;-45.0;-35.0;5.0;-24.0;-18.0;-14.0;-13.0;-11.0;-5.0;-4.0;-3.0;-8.0;-6.0;2.0;-5.0;-24.0;-16.0;-10.0;-7.0;-55.0;-33.0;-16.0;-16.0;-15.0;-41.0;-7.0;-5.0;-5.0;-19.0;-42.0;-26.0;-22.0;-14.0;-9.0;-54.0;-19.0;-28.0;-18.0;-17.0;-11.0;9.0;-12.0;5.0;29.0;16.0;-46.0;-5.0;-1.0;10.0;4;09:45:00;1;LIV;ARS
ARS X LIV 2015-04-04;1;2015-04-04;4.0;9.0;8.0;7.0;7.0;6.0;61.0;43.0;68.0;28.0;-47.0;-42.0;-54.0;-39.0;-28.0;-23.0;-17.0;-14.0;-15.0;-45.0;-36.0;-65.0;34.0;-43.0;-29.0;-19.0;-55.0;-34.0;-25.0;-14.0;-8.0;-1.0;-5.0;28.0;5.0;31.0;18.0;16.0;9.0;25.0;0.0;0.0;5.0;7.0;34.0;15.0;20.0;8.0;6.0;4.0;2.0;32.0;16.0;10.0;17.0;11.0;11.0;6.0;35.0;31.0;23.0;39.0;23.0;17.0;14.0;43.0;54.0;7.0;27.0;76.0;15.0;-40.0;-51.0;-25.0;21.0;-90.0;-23.0;-11.0;4.0;-7.0;6.0;1.0;-40.0;-24.0;-19.0;-11.0;76.0;43.0;21.0;3.0;13.0;30.0;4;09:45:00;1;LIV;ARS
ARS X LIV 2015-04-04;1;2015-04-04;-1.0;-1.0;1.0;41.0;44.0;27.0;16.0;5.0;3.0;-42.0;-25.0;1.0;-16.0;-15.0;9.0;6.0;7.0;28.0;20.0;10.0;39.0;22.0;1.0;10.0;11.0;18.0;19.0;17.0;16.0;15.0;14.0;14.0;14.0;1.0;14.0;54.0;37.0;68.0;46.0;37.0;45.0;24.0;17.0;13.0;11.0;1.0;37.0;-22.0;4.0;34.0;13.0;8.0;14.0;41.0;23.0;21.0;-5.0;18.0;17.0;74.0;50.0;36.0;22.0;24.0;16.0;15.0;45.0;-1.0;33.0;25.0;41.0;63.0;43.0;29.0;16.0;-26.0;-9.0;-2.0;-5.0;59.0;-71.0;-11.0;-17.0;-1.0;29.0;18.0;14.0;18.0;54.0;-3.0;9.0;70.0;4;09:45:00;1;LIV;ARS
ARS X LIV 2015-04-04;1;2015-04-04;1.0;-3.0;-1.0;1.0;1.0;4.0;7.0;8.0;9.0;9.0;4.0;1.0;81.0;52.0;30.0;25.0;18.0;8.0;12.0;5.0;5.0;11.0;1.0;14.0;16.0;12.0;10.0;13.0;9.0;6.0;25.0;100.0;79.0;1.0;48.0;30.0;18.0;3.0;3.0;-4.0;5.0;2.0;-28.0;-20.0;-15.0;-15.0;-47.0;47.0;-64.0;-47.0;-46.0;-23.0;-15.0;32.0;24.0;12.0;-8.0;8.0;6.0;8.0;6.0;25.0;16.0;31.0;39.0;25.0;15.0;-24.0;20.0;42.0;55.0;34.0;51.0;31.0;18.0;10.0;13.0;7.0;-14.0;-18.0;-6.0;-1.0;-4.0;2.0;2.0;3.0;3.0;-3.0;12.0;-8.0;2.0;-5.0;4;09:45:00;1;LIV;ARS
ARS X LIV 2015-04-04;1;2015-04-04;-2.0;-2.0;-2.0;29.0;15.0;7.0;2.0;33.0;-74.0;-31.0;-17.0;-2.0;-8.0;32.0;-29.0;-3.0;2.0;12.0;5.0;6.0;5.0;-4.0;-23.0;7.0;4.0;5.0;5.0;10.0;8.0;7.0;6.0;-73.0;43.0;44.0;42.0;32.0;21.0;20.0;-113.0;-37.0;-5.0;-8.0;-1.0;3.0;3.0;11.0;4.0;25.0;17.0;-12.0;-2.0;39.0;18.0;8.0;4.0;76.0;-42.0;45.0;30.0;21.0;11.0;4.0;10.0;14.0;16.0;42.0;28.0;-17.0;54.0;34.0;-32.0;-6.0;4.0;14.0;13.0;8.0;13.0;50.0;-10.0;62.0;37.0;23.0;-14.0;-22.0;-14.0;-7.0;7.0;3.0;14.0;-10.0;39.0;-85.0;4;09:45:00;1;LIV;ARS
ARS X LIV 2015-04-04;1;2015-04-04;1.0;10.0;6.0;33.0;21.0;19.0;58.0;36.0;20.0;43.0;27.0;5.0;39.0;75.0;41.0;18.0;17.0;10.0;3.0;9.0;-24.0;48.0;45.0;24.0;46.0;70.0;51.0;29.0;24.0;35.0;20.0;34.0;97.0;33.0;60.0;36.0;24.0;15.0;1.0;-73.0;35.0;-40.0;-21.0;63.0;23.0;21.0;12.0;1.0;-7.0;-14.0;-4.0;-8.0;59.0;26.0;9.0;-7.0;34.0;-2.0;-11.0;69.0;31.0;-52.0;-25.0;-20.0;-18.0;-17.0;14.0;51.0;8.0;13.0;11.0;15.0;11.0;10.0;8.0;8.0;7.0;27.0;24.0;24.0;97.0;66.0;37.0;24.0;22.0;10.0;8.0;7.0;6.0;15.0;10.0;-25.0;4;09:45:00;1;LIV;ARS
ARS X LIV 2015-04-04;1;2015-04-04;6.0;-3.0;-1.0;-3.0;3.0;-3.0;-44.0;-69.0;-49.0;-32.0;-16.0;-3.0;41.0;28.0;17.0;-30.0;-11.0;-39.0;-28.0;-16.0;-12.0;-7.0;-3.0;6.0;32.0;24.0;45.0;27.0;-20.0;-34.0;-20.0;-19.0;-11.0;3.0;-64.0;-5.0;-2.0;1.0;1.0;1.0;65.0;1.0;1.0;6.0;-5.0;-3.0;1.0;-3.0;-3.0;-10.0;-13.0;-10.0;-8.0;-7.0;18.0;6.0;38.0;1.0;-3.0;38.0;43.0;23.0;11.0;24.0;9.0;-12.0;-36.0;18.0;-23.0;-47.0;-59.0;-31.0;-18.0;19.0;34.0;21.0;-12.0;-7.0;7.0;-12.0;-11.0;-8.0;64.0;33.0;18.0;9.0;-22.0;-41.0;-26.0;1.0;-16.0;30.0;4;09:45:00;1;LIV;ARS
ARS X LIV 2015-04-04;1;2015-04-04;1.0;35.0;28.0;24.0;56.0;39.0;24.0;16.0;16.0;8.0;7.0;21.0;1.0;7.0;51.0;42.0;27.0;38.0;54.0;-33.0;3.0;8.0;13.0;4.0;3.0;6.0;1.0;7.0;6.0;-38.0;-17.0;23.0;-8.0;9.0;43.0;40.0;21.0;18.0;18.0;8.0;75.0;6.0;-6.0;-36.0;35.0;6.0;-26.0;-11.0;-7.0;-2.0;-5.0;20.0;39.0;22.0;12.0;11.0;4.0;4.0;-11.0;10.0;1.0;-6.0;-4.0;-12.0;-13.0;-9.0;5.0;-3.0;55.0;26.0;15.0;-26.0;-1.0;29.0;13.0;1.0;-47.0;-58.0;3.0;-38.0;-18.0;-22.0;-11.0;24.0;65.0;41.0;24.0;-52.0;-25.0;23.0;-2.0;-10.0;4;09:45:00;1;LIV;ARS
ARS X LIV 2015-04-04;1;2015-04-04;1.0;-6.0;4.0;-56.0;-35.0;-22.0;-44.0;-27.0;-18.0;-12.0;-51.0;30.0;-52.0;-35.0;-24.0;-23.0;-15.0;-6.0;-7.0;-8.0;-8.0;-8.0;18.0;-49.0;-73.0;-100.0;-68.0;-25.0;70.0;32.0;19.0;6.0;-6.0;11.0;-16.0;-69.0;-51.0;-40.0;-28.0;-36.0;0.0;-25.0;-13.0;72.0;34.0;2.0;20.0;-34.0;-15.0;-17.0;-18.0;-13.0;-3.0;-15.0;-41.0;-27.0;1.0;-19.0;-34.0;-52.0;-31.0;-1.0;37.0;20.0;11.0;13.0;8.0;1.0;-29.0;-57.0;-32.0;-48.0;-97.0;-54.0;-27.0;-14.0;-85.0;-48.0;1.0;-32.0;-42.0;-24.0;-6.0;-12.0;-35.0;-100.0;-94.0;-59.0;-43.0;-1.0;-9.0;0.0;4;09:45:00;1;LIV;ARS
ARS X LIV 2015-04-04;1;2015-04-04;1.0;-4.0;2.0;6.0;15.0;70.0;63.0;39.0;24.0;10.0;2.0;1.0;-4.0;2.0;7.0;40.0;25.0;29.0;11.0;5.0;-1.0;5.0;-19.0;-41.0;-28.0;-17.0;-71.0;-48.0;-21.0;-22.0;-14.0;-24.0;-14.0;-9.0;-9.0;-30.0;-93.0;-55.0;-28.0;-57.0;-40.0;-1.0;4.0;-2.0;3.0;-4.0;-7.0;-8.0;-16.0;-11.0;-8.0;-65.0;-50.0;-35.0;-22.0;-9.0;2.0;-2.0;34.0;18.0;39.0;22.0;11.0;3.0;5.0;-2.0;73.0;2.0;7.0;-6.0;-5.0;-33.0;-30.0;-10.0;-36.0;-21.0;-10.0;-6.0;3.0;-14.0;-6.0;-3.0;-7.0;10.0;63.0;32.0;24.0;14.0;-21.0;3.0;-51.0;-5.0;4;09:45:00;1;LIV;ARS
ARS X LIV 2015-04-04;1;2015-04-04;4.0;-43.0;-25.0;19.0;1.0;2.0;3.0;1.0;30.0;17.0;10.0;1.0;6.0;43.0;23.0;13.0;8.0;-31.0;-38.0;-22.0;-18.0;-11.0;-6.0;-9.0;-4.0;5.0;-11.0;-5.0;-2.0;-1.0;-1.0;-1.0;-1.0;-4.0;11.0;31.0;14.0;-25.0;-4.0;6.0;40.0;6.0;8.0;10.0;11.0;-3.0;8.0;1.0;1.0;-39.0;-16.0;-8.0;-3.0;77.0;43.0;27.0;-23.0;-59.0;-53.0;-36.0;-19.0;-5.0;2.0;5.0;4.0;2.0;6.0;-14.0;8.0;10.0;16.0;-45.0;-16.0;-9.0;11.0;6.0;12.0;12.0;-14.0;12.0;11.0;86.0;56.0;44.0;18.0;12.0;8.0;11.0;7.0;-29.0;31.0;-45.0;4;09:45:00;1;LIV;ARS
SUN X CRY 2015-04-11;4;2015-04-11;1.0;1.0;1.0;1.0;1.0;1.0;1.0;-5.0;-1.0;41.0;24.0;-5.0;-20.0;-2.0;1.0;-7.0;-9.0;-8.0;-14.0;-3.0;31.0;22.0;6.0;12.0;2.0;5.0;-6.0;-3.0;-2.0;-1.0;-1.0;-1.0;-21.0;2.0;30.0;9.0;10.0;5.0;4.0;40.0;20.0;-26.0;-2.0;-2.0;-77.0;2.0;-54.0;-31.0;-94.0;-52.0;-66.0;-74.0;-45.0;-27.0;-17.0;-8.0;1.0;-3.0;-7.0;-45.0;-62.0;-43.0;-16.0;-80.0;-35.0;-19.0;25.0;1.0;11.0;10.0;-6.0;-5.0;-6.0;-5.0;-3.0;-7.0;-5.0;-3.0;1.0;-8.0;-5.0;-8.0;60.0;11.0;6.0;2.0;31.0;18.0;11.0;1.0;41.0;150.0;1;12:00:00;-1;CRY;SUN
TOT X ASV 2015-04-11;1;2015-04-11;1.0;-3.0;8.0;6.0;6.0;6.0;26.0;17.0;12.0;10.0;8.0;1.0;-28.0;33.0;12.0;19.0;13.0;12.0;57.0;81.0;49.0;71.0;1.0;38.0;15.0;16.0;10.0;-4.0;-4.0;-76.0;-24.0;27.0;2.0;1.0;28.0;58.0;9.0;-39.0;-24.0;27.0;-80.0;-4.0;-6.0;-2.0;-5.0;1.0;-52.0;-30.0;-16.0;-9.0;-4.0;51.0;31.0;26.0;29.0;25.0;5.0;49.0;32.0;26.0;18.0;-17.0;-3.0;-9.0;-3.0;-3.0;4.0;3.0;44.0;59.0;43.0;29.0;40.0;43.0;61.0;44.0;34.0;21.0;7.0;14.0;7.0;6.0;-3.0;-87.0;-90.0;-71.0;-45.0;-44.0;-12.0;4.0;-8.0;15.0;0;12:00:00;-1;ASV;TOT
TOT X ASV 2015-04-11;1;2015-04-11;1.0;61.0;37.0;27.0;11.0;-5.0;-57.0;-44.0;-31.0;42.0;15.0;1.0;29.0;-69.0;-32.0;-21.0;-41.0;-24.0;-10.0;75.0;44.0;27.0;1.0;15.0;8.0;-2.0;-4.0;-10.0;-13.0;-50.0;-37.0;-24.0;-16.0;2.0;-11.0;-11.0;-4.0;-30.0;-16.0;12.0;10.0;7.0;5.0;8.0;-10.0;2.0;-42.0;-24.0;-13.0;-7.0;7.0;-4.0;-4.0;17.0;4.0;38.0;5.0;14.0;-10.0;-6.0;-8.0;-27.0;-20.0;-15.0;-13.0;-6.0;6.0;31.0;3.0;-5.0;-9.0;-35.0;-25.0;-7.0;23.0;-53.0;-24.0;-16.0;40.0;-32.0;-98.0;-62.0;-44.0;-33.0;-20.0;-8.0;-12.0;-12.0;-8.0;100.0;-2.0;5.0;0;12:00:00;-1;ASV;TOT
WES X STO 2015-04-11;1;2015-04-11;1.0;15.0;8.0;35.0;-21.0;-5.0;5.0;40.0;21.0;13.0;8.0;19.0;4.0;-1.0;-5.0;-3.0;-2.0;-2.0;-6.0;-3.0;-27.0;-56.0;41.0;-34.0;-47.0;-36.0;-22.0;-17.0;-13.0;-8.0;-37.0;-54.0;-100.0;24.0;-69.0;-43.0;-56.0;-33.0;-17.0;-3.0;5.0;-4.0;-5.0;-10.0;-9.0;18.0;-12.0;-10.0;-8.0;-7.0;13.0;2.0;-38.0;-58.0;-37.0;-25.0;15.0;-17.0;-10.0;-36.0;-29.0;-34.0;-23.0;-16.0;-9.0;-8.0;-11.0;82.0;-14.0;-15.0;57.0;10.0;8.0;7.0;2.0;-25.0;-17.0;-8.0;46.0;-18.0;-58.0;-16.0;-42.0;-23.0;-20.0;-16.0;27.0;3.0;-3.0;27.0;-3.0;-100.0;1;12:00:00;0;STO;WES
WES X STO 2015-04-11;1;2015-04-11;-6.0;-9.0;3.0;-77.0;-48.0;-36.0;-28.0;-14.0;-10.0;-8.0;-11.0;-43.0;-32.0;-20.0;-7.0;9.0;42.0;10.0;-32.0;-15.0;-11.0;-10.0;-28.0;-6.0;-7.0;-5.0;-4.0;-8.0;-11.0;-12.0;-8.0;-5.0;-9.0;-19.0;-6.0;6.0;1.0;1.0;6.0;-10.0;-10.0;-5.0;-3.0;-6.0;-3.0;-13.0;61.0;35.0;12.0;-24.0;-12.0;-15.0;-7.0;-7.0;-45.0;-25.0;-40.0;-18.0;27.0;6.0;3.0;-4.0;-48.0;-34.0;-23.0;-16.0;-13.0;-23.0;-7.0;-7.0;-7.0;37.0;16.0;6.0;-4.0;-4.0;-57.0;-37.0;-16.0;-25.0;-37.0;-54.0;-31.0;-20.0;-14.0;-29.0;-17.0;-8.0;-7.0;-11.0;-43.0;0.0;1;12:00:00;0;STO;WES
WES X STO 2015-04-11;1;2015-04-11;6.0;-26.0;-23.0;-15.0;-7.0;-16.0;-17.0;-17.0;-22.0;-20.0;-6.0;-3.0;21.0;10.0;7.0;5.0;8.0;3.0;2.0;-5.0;-6.0;-4.0;-3.0;-2.0;-36.0;-20.0;-11.0;-11.0;-26.0;-13.0;-2.0;21.0;36.0;-8.0;23.0;13.0;7.0;7.0;42.0;19.0;-25.0;-1.0;-1.0;5.0;32.0;33.0;18.0;57.0;65.0;44.0;-24.0;1.0;-1.0;-1.0;2.0;-39.0;13.0;-16.0;-8.0;-8.0;-4.0;41.0;45.0;28.0;48.0;26.0;9.0;5.0;6.0;1.0;-3.0;-4.0;-10.0;-18.0;-13.0;-10.0;-18.0;-62.0;-63.0;-38.0;-25.0;58.0;28.0;-23.0;-3.0;-2.0;-1.0;-77.0;-45.0;-36.0;-27.0;-5.0;1;12:00:00;0;STO;WES
WES X STO 2015-04-11;1;2015-04-11;1.0;-38.0;-21.0;-16.0;4.0;74.0;41.0;17.0;9.0;8.0;-2.0;5.0;-2.0;-3.0;-3.0;-26.0;-5.0;-2.0;1.0;1.0;77.0;51.0;1.0;35.0;21.0;8.0;-49.0;-19.0;-11.0;-1.0;6.0;7.0;-30.0;-2.0;-9.0;13.0;10.0;8.0;24.0;8.0;-5.0;11.0;14.0;2.0;5.0;-2.0;6.0;6.0;7.0;43.0;24.0;12.0;5.0;1.0;-8.0;-6.0;-43.0;4.0;-22.0;-18.0;-12.0;-8.0;-1.0;-2.0;73.0;42.0;29.0;-67.0;35.0;25.0;8.0;13.0;86.0;48.0;32.0;23.0;16.0;7.0;-100.0;8.0;13.0;-30.0;-7.0;-9.0;-5.0;-3.0;1.0;1.0;1.0;-71.0;-75.0;40.0;1;12:00:00;0;STO;WES
WES X STO 2015-04-11;1;2015-04-11;-1.0;79.0;52.0;34.0;64.0;31.0;11.0;10.0;49.0;29.0;26.0;-6.0;19.0;11.0;8.0;4.0;2.0;5.0;43.0;30.0;-41.0;-8.0;-4.0;-5.0;-1.0;5.0;10.0;5.0;8.0;4.0;2.0;5.0;33.0;-3.0;14.0;3.0;7.0;3.0;-6.0;-6.0;-90.0;-8.0;-4.0;-57.0;-39.0;-3.0;-28.0;-41.0;-49.0;-70.0;-37.0;-13.0;-2.0;34.0;-27.0;9.0;-22.0;7.0;27.0;57.0;40.0;27.0;19.0;13.0;-17.0;-28.0;-13.0;-14.0;24.0;87.0;57.0;89.0;51.0;37.0;15.0;12.0;7.0;13.0;-4.0;16.0;48.0;32.0;27.0;36.0;52.0;29.0;18.0;26.0;14.0;4.0;7.0;-45.0;1;12:00:00;0;STO;WES
ASV X QPR 2015-04-07;3;2015-04-07;6.0;-13.0;76.0;45.0;78.0;51.0;27.0;16.0;16.0;12.0;18.0;13.0;44.0;33.0;22.0;36.0;48.0;29.0;40.0;26.0;37.0;48.0;8.0;31.0;15.0;11.0;-18.0;78.0;51.0;37.0;24.0;-48.0;-22.0;5.0;38.0;14.0;10.0;11.0;5.0;-2.0;0.0;1.0;1.0;-5.0;-1.0;3.0;11.0;11.0;7.0;4.0;42.0;3.0;-76.0;-44.0;-16.0;-13.0;7.0;-7.0;-1.0;1.0;1.0;-40.0;-21.0;-12.0;-6.0;-2.0;2.0;3.0;-5.0;1.0;1.0;-30.0;-16.0;-13.0;-12.0;-11.0;-43.0;-60.0;-75.0;-33.0;-21.0;13.0;45.0;66.0;36.0;19.0;13.0;37.0;21.0;-22.0;10.0;85.0;3;16:45:00;0;QPR;ASV
