game;accuratePass;aerialDuels;challengeLost;disabled;dispossessed;fouls;goalAssist;goals;goodHighClaim;groundDuels;id;interceptionWon;keyPass;minutesPlayed;name;national;offsides;outfielderBlock;position;punches;rating;runsOut;saves;shortName;shotsBlocked;shotsOffTarget;shotsOnTarget;slug;team;team_id;team_name;totalClearance;totalContest;totalCross;totalDuels;totalLongBalls;totalPass;totalTackle;touches;wasFouled
MCI X LIV 2014-08-25;35 (85%);2 (1);;;0;0;;2;;3 (3);37126;3;1;80';Stevan Jovetić;False;;0;F;;8.4;;;S. Jovetić;0;1;2;manchester-city;MCI;17;Manchester City;0;1 (1);0 (0);5 (4);1 (0);35 (85%);0;0;2
MCI X LIV 2014-08-25;18 (69%);0 (0);;;3;0;;;;10 (6);20963;0;2;90';Daniel Sturridge;False;1;0;F;;7.9;;;D. Sturridge;1;2;2;liverpool;LIV;44;Liverpool;1;4 (3);2 (1);10 (6);1 (0);18 (69%);1;0;2
MCI X LIV 2014-08-25;61 (92%);1 (1);;;0;0;;;;3 (3);701;1;2;90';Steven Gerrard;False;;0;M;;7.6;;;S. Gerrard;1;0;0;liverpool;LIV;44;Liverpool;2;0 (0);6 (1);4 (4);6 (4);61 (92%);3;0;0
MCI X LIV 2014-08-25;85 (93%);2 (0);;;0;2;;;;6 (4);14468;0;0;90';Yaya Touré;False;;0;M;;7.4;;;Y. Touré;1;0;1;manchester-city;MCI;17;Manchester City;0;1 (1);1 (0);8 (4);3 (3);85 (93%);2;0;1
MCI X LIV 2014-08-25;8 (100%);0 (0);;;1;0;;1;;1 (0);17094;0;0;22';Sergio Agüero;False;;0;F;;7.2;;;S. Agüero;0;1;1;manchester-city;MCI;17;Manchester City;0;0 (0);0 (0);1 (0);1 (1);8 (100%);0;0;0
MCI X LIV 2014-08-25;54 (85%);0 (0);1;;0;0;;;;4 (3);42694;1;1;90';Jordan Henderson;False;;0;M;;7.1;;;J. Henderson;0;0;0;liverpool;LIV;44;Liverpool;1;0 (0);3 (1);4 (3);5 (3);54 (85%);3;0;0
MCI X LIV 2014-08-25;17 (81%);2 (2);;;;0;;;2;0 (0);16817;0;0;90';Joe Hart;False;;0;G;3;7.1;0 (0);3;J. Hart;0;0;0;manchester-city;MCI;17;Manchester City;3;0 (0);0 (0);2 (2);7 (3);17 (81%);0;0;0
MCI X LIV 2014-08-25;13 (72%);0 (0);;;1;0;1;;;2 (1);11869;0;1;25';Jesús Navas;False;;0;M;;7.1;;;J. Navas;0;0;0;manchester-city;MCI;17;Manchester City;0;0 (0);2 (0);2 (1);3 (1);13 (72%);1;0;0
MCI X LIV 2014-08-25;25 (86%);1 (0);2;;1;0;;;;8 (4);20602;2;0;75';Joe Allen;False;;0;M;;6.9;;;J. Allen;1;0;0;liverpool;LIV;44;Liverpool;0;3 (2);0 (0);9 (4);1 (0);25 (86%);1;0;1
MCI X LIV 2014-08-25;11 (91%);0 (0);;;0;0;;;;3 (2);13630;1;1;10';Fernandinho;False;;0;M;;6.9;;;Fernandinho;0;0;0;manchester-city;MCI;17;Manchester City;0;1 (0);0 (0);3 (2);0 (0);11 (91%);2;0;0
MCI X LIV 2014-08-25;69 (89%);1 (0);1;;3;2;1;;;10 (3);3544;0;3;90';Samir Nasri;False;;0;M;;6.9;;;S. Nasri;0;0;0;manchester-city;MCI;17;Manchester City;0;2 (1);4 (1);11 (3);1 (1);69 (89%);1;0;1
MCI X LIV 2014-08-25;57 (78%);2 (1);;;0;1;;;;4 (3);532;2;1;90';Gaël Clichy;False;;0;D;;6.9;;;G. Clichy;0;0;0;manchester-city;MCI;17;Manchester City;4;1 (1);2 (1);6 (4);9 (2);57 (78%);2;0;0
MCI X LIV 2014-08-25;30 (85%);0 (0);;;0;1;;;;8 (4);138534;0;2;79';Raheem Sterling;False;;0;F;;6.8;;;R. Sterling;0;1;0;liverpool;LIV;44;Liverpool;0;4 (1);2 (0);8 (4);1 (1);30 (85%);0;0;3
MCI X LIV 2014-08-25;13 (86%);0 (0);;;1;0;;;;3 (2);98461;1;1;30';Lazar Marković;False;;0;F;;6.8;;;L. Marković;0;0;0;liverpool;LIV;44;Liverpool;0;1 (1);1 (0);3 (2);0 (0);13 (86%);1;0;0
