game;addedTime;id;incidentClass;incidentType;isHome;player;playerName;reason;time
CHV X JUV 18-08-2018;5.0;118958567;yellow;card;True;{'name': 'Nenad Tomović', 'slug': 'nenad-tomovic', 'shortName': 'N. Tomović', 'position': 'D', 'userCount': 155, 'id': 38574};Nenad Tomović;Foul;90
CHV X JUV 18-08-2018;;118958566;yellow;card;True;{'name': 'Ivan Radovanović', 'slug': 'ivan-radovanovic', 'shortName': 'I. Radovanović', 'position': 'M', 'userCount': 183, 'id': 19394};Ivan Radovanović;Foul;60
TOR X ROM 19-08-2018;1.0;118960629;yellow;card;False;{'name': 'Edin Džeko', 'slug': 'edin-dzeko', 'shortName': 'E. Džeko', 'position': 'F', 'userCount': 7787, 'id': 14990};Edin Džeko;;90
TOR X ROM 19-08-2018;;118960628;yellow;card;False;{'name': 'Alessandro Florenzi', 'slug': 'alessandro-florenzi', 'shortName': 'A. Florenzi', 'position': 'D', 'userCount': 2266, 'id': 152420};Alessandro Florenzi;Foul;84
TOR X ROM 19-08-2018;;118960626;yellow;card;True;{'name': 'Iago Falque', 'slug': 'iago-falque', 'shortName': 'I. Falque', 'position': 'F', 'userCount': 886, 'id': 46707};Iago Falque;Foul;57
TOR X ROM 19-08-2018;;118960627;yellow;card;False;{'name': 'Federico Fazio', 'slug': 'federico-fazio', 'shortName': 'F. Fazio', 'position': 'D', 'userCount': 1234, 'id': 27569};Federico Fazio;Foul;30
BGN X SPA 19-08-2018;;118960985;yellowRed;card;True;{'name': 'Ádám Nagy', 'slug': 'adam-nagy', 'shortName': 'Á. Nagy', 'position': 'M', 'userCount': 1344, 'id': 795713};Ádám Nagy;Foul;89
BGN X SPA 19-08-2018;;118960987;yellow;card;False;{'name': 'Felipe', 'slug': 'felipe', 'shortName': 'Felipe', 'position': 'D', 'userCount': 143, 'id': 2951};Felipe;Foul;81
BGN X SPA 19-08-2018;;118960984;yellow;card;True;{'name': 'Ádám Nagy', 'slug': 'adam-nagy', 'shortName': 'Á. Nagy', 'position': 'M', 'userCount': 1344, 'id': 795713};Ádám Nagy;Handball;68
BGN X SPA 19-08-2018;;118960983;yellow;card;True;{'name': 'Federico Mattiello', 'slug': 'federico-mattiello', 'shortName': 'F. Mattiello', 'position': 'M', 'userCount': 200, 'id': 227866};Federico Mattiello;Foul;64
BGN X SPA 19-08-2018;2.0;118960986;yellow;card;False;{'name': 'Mohamed Fares', 'slug': 'mohamed-fares', 'shortName': 'M. Fares', 'position': 'M', 'userCount': 2063, 'id': 556960};Mohamed Fares;Foul;45
BGN X SPA 19-08-2018;;118960982;yellow;card;True;{'name': 'Erick Pulgar', 'slug': 'erick-pulgar', 'shortName': 'E. Pulgar', 'position': 'M', 'userCount': 2646, 'id': 590262};Erick Pulgar;Foul;20
EMP X CAG 19-08-2018;2.0;118960981;yellow;card;False;{'name': 'Fabio Pisacane', 'slug': 'fabio-pisacane', 'shortName': 'F. Pisacane', 'position': 'D', 'userCount': 207, 'id': 76063};Fabio Pisacane;Foul;90
EMP X CAG 19-08-2018;;118960978;yellow;card;True;{'name': 'Jacob Rasmussen', 'slug': 'jacob-rasmussen', 'shortName': 'J. Rasmussen', 'position': 'D', 'userCount': 152, 'id': 842176};Jacob Rasmussen;Foul;90
EMP X CAG 19-08-2018;;118960980;yellow;card;False;{'name': 'Nicolò Barella', 'slug': 'nicolo-barella', 'shortName': 'N. Barella', 'position': 'M', 'userCount': 4665, 'id': 363856};Nicolò Barella;Foul;76
EMP X CAG 19-08-2018;;118960977;yellow;card;True;{'name': 'Leonardo Capezzi', 'slug': 'leonardo-capezzi', 'shortName': 'L. Capezzi', 'position': 'M', 'userCount': 29, 'id': 800373};Leonardo Capezzi;Foul;66
EMP X CAG 19-08-2018;;118960979;yellow;card;False;{'name': 'Filippo Romagna', 'slug': 'filippo-romagna', 'shortName': 'F. Romagna', 'position': 'D', 'userCount': 294, 'id': 356032};Filippo Romagna;Foul;44
EMP X CAG 19-08-2018;;118960976;yellow;card;True;{'name': 'Luca Antonelli', 'slug': 'luca-antonelli', 'shortName': 'L. Antonelli', 'position': 'D', 'userCount': 146, 'id': 19172};Luca Antonelli;Foul;28
PRM X UDI 19-08-2018;3.0;118960964;yellow;card;False;{'name': 'Seko Fofana', 'slug': 'seko-fofana', 'shortName': 'S. Fofana', 'position': 'M', 'userCount': 773, 'id': 191188};Seko Fofana;;90
PRM X UDI 19-08-2018;;118960962;yellow;card;True;{'name': 'Simone Iacoponi', 'slug': 'simone-iacoponi', 'shortName': 'S. Iacoponi', 'position': 'D', 'userCount': 308, 'id': 19063};Simone Iacoponi;Foul;86
PRM X UDI 19-08-2018;;118960961;yellow;card;True;{'name': 'Massimo Gobbi', 'slug': 'massimo-gobbi', 'shortName': 'M. Gobbi', 'position': 'D', 'userCount': 77, 'id': 1944};Massimo Gobbi;Foul;84
PRM X UDI 19-08-2018;;118960963;yellow;card;False;{'name': 'Kevin Lasagna', 'slug': 'kevin-lasagna', 'shortName': 'K. Lasagna', 'position': 'F', 'userCount': 814, 'id': 587962};Kevin Lasagna;Foul;57
SAS X INT 19-08-2018;;118960958;yellow;card;True;{'name': 'Stefano Sensi', 'slug': 'stefano-sensi', 'shortName': 'S. Sensi', 'position': 'M', 'userCount': 3173, 'id': 294313};Stefano Sensi;Foul;90
