game;text;homeScore;awayScore;isLive;time;addedTime;incidentType
CHV X JUV 18-08-2018;FT;2;3;False;90;999;period
CHV X JUV 18-08-2018;HT;1;1;False;45;999;period
LAZ X NAP 18-08-2018;FT;1;2;False;90;999;period
TOR X ROM 19-08-2018;FT;0;1;False;90;999;period
TOR X ROM 19-08-2018;HT;0;0;False;45;999;period
EMP X CAG 19-08-2018;FT;2;0;False;90;999;period
EMP X CAG 19-08-2018;HT;1;0;False;45;999;period
PRM X UDI 19-08-2018;FT;2;2;False;90;999;period
SAS X INT 19-08-2018;FT;1;0;False;90;999;period
ATT X FRO 20-08-2018;FT;4;0;False;90;999;period
SAM X FIO 19-09-2018;FT;1;1;False;90;999;period
SAM X FIO 19-09-2018;HT;0;1;False;45;999;period
MIL X GEN 31-10-2018;FT;2;1;False;90;999;period
NAP X MIL 25-08-2018;FT;3;2;False;90;999;period
FIO X CHV 26-08-2018;FT;6;1;False;90;999;period
FIO X CHV 26-08-2018;HT;2;0;False;45;999;period
FRO X BGN 26-08-2018;FT;0;0;False;90;999;period
ROM X ATT 27-08-2018;FT;3;3;False;90;999;period
ROM X ATT 27-08-2018;HT;1;3;False;45;999;period
BGN X INT 01-09-2018;FT;0;3;False;90;999;period
SAM X NAP 02-09-2018;FT;3;0;False;90;999;period
SAS X GEN 02-09-2018;FT;5;3;False;90;999;period
SAS X GEN 02-09-2018;HT;4;1;False;45;999;period
FRO X SAM 15-09-2018;FT;0;5;False;90;999;period
SAS X EMP 21-09-2018;FT;3;1;False;90;999;period
TOR X NAP 23-09-2018;FT;1;3;False;90;999;period
TOR X NAP 23-09-2018;HT;0;2;False;45;999;period
CHV X UDI 23-09-2018;FT;0;2;False;90;999;period
LAZ X GEN 23-09-2018;FT;4;1;False;90;999;period
ROM X FRO 26-09-2018;HT;3;0;False;45;999;period
FRO X GEN 30-09-2018;HT;1;2;False;45;999;period
SAS X MIL 30-09-2018;FT;1;4;False;90;999;period
CHV X ATT 21-10-2018;FT;1;5;False;90;999;period
MIL X SAM 28-10-2018;HT;2;2;False;45;999;period
NAP X EMP 02-11-2018;FT;5;1;False;90;999;period
INT X GEN 03-11-2018;FT;5;0;False;90;999;period
JUV X CAG 03-11-2018;HT;2;1;False;45;999;period
SAM X BGN 01-12-2018;HT;3;1;False;45;999;period
EMP X SAM 22-12-2018;FT;2;4;False;90;999;period
SAS X ATT 29-12-2018;FT;2;6;False;90;999;period
CHV X FIO 27-01-2019;FT;3;4;False;90;999;period
BGN X FRO 27-01-2019;FT;0;4;False;90;999;period
SAS X SAM 16-03-2019;FT;3;5;False;90;999;period
LAZ X PRM 17-03-2019;HT;4;0;False;45;999;period
NAP X UDI 17-03-2019;FT;4;2;False;90;999;period
CHV X CAG 29-03-2019;HT;0;3;False;45;999;period
UDI X EMP 07-04-2019;HT;3;2;False;45;999;period
