game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Big chances missed_away_1ST;Big chances missed_away_2ND;Big chances missed_away_ALL;Big chances missed_home_1ST;Big chances missed_home_2ND;Big chances missed_home_ALL;Big chances_away_1ST;Big chances_away_2ND;Big chances_away_ALL;Big chances_home_1ST;Big chances_home_2ND;Big chances_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Clearances_away_1ST;Clearances_away_2ND;Clearances_away_ALL;Clearances_home_1ST;Clearances_home_2ND;Clearances_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Crosses_away_1ST;Crosses_away_2ND;Crosses_away_ALL;Crosses_home_1ST;Crosses_home_2ND;Crosses_home_ALL;Dribbles_away_1ST;Dribbles_away_2ND;Dribbles_away_ALL;Dribbles_home_1ST;Dribbles_home_2ND;Dribbles_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Interceptions_away_1ST;Interceptions_away_2ND;Interceptions_away_ALL;Interceptions_home_1ST;Interceptions_home_2ND;Interceptions_home_ALL;Long balls_away_1ST;Long balls_away_2ND;Long balls_away_ALL;Long balls_home_1ST;Long balls_home_2ND;Long balls_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Possession lost_away_1ST;Possession lost_away_2ND;Possession lost_away_ALL;Possession lost_home_1ST;Possession lost_home_2ND;Possession lost_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Tackles_away_1ST;Tackles_away_2ND;Tackles_away_ALL;Tackles_home_1ST;Tackles_home_2ND;Tackles_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
MIL X GEN 31-10-2018;169 (80%);148 (80%);317 (80%);252 (89%);239 (89%);491 (89%);5;3;8;6;5;11;44%;40%;42%;56%;60%;58%;0;0;0;1;0;1;0;0;0;1;1;2;1;0;1;0;6;6;5;22;27;9;5;14;1;1;2;1;6;7;;;;;;;5/11 (45%);0/5 (0%);5/16 (31%);0/4 (0%);6/18 (33%);6/22 (27%);3/7 (43%);2/4 (50%);5/11 (45%);4/5 (80%);3/6 (50%);7/11 (64%);21;20;41;25;23;48;18;10;2;5;7;1;1;2;;;;;;;8;6;14;5;3;8;13/29 (45%);9/22 (41%);22/51 (43%);17/28 (61%);9/19 (47%);26/47 (55%);0;0;0;0;1;1;212;184;396;284;269;553;;;118;;;113;;;;;;;5;1;6;2;8;10;6;0;6;3;10;13;1;1;2;3;6;9;3;0;3;4;14;18;10;8;18;7;6;13;8;1;9;6;22;28;1;1;2;0;2;2;1.0;2018-10-31;2.0;22.0;13.0;7.0;14.0;1.0;-27.0;-39.0;-17.0;-5.0;24.0;-16.0;21.0;22.0;29.0;14.0;-7.0;-16.0;-27.0;-18.0;-16.0;31.0;-8.0;11.0;7.0;-29.0;-17.0;-2.0;9.0;25.0;3.0;-14.0;-24.0;-9.0;-50.0;-42.0;-66.0;-33.0;-31.0;17.0;;-27.0;-5.0;59.0;39.0;59.0;23.0;37.0;22.0;42.0;26.0;-36.0;-9.0;-27.0;-11.0;11.0;15.0;51.0;39.0;64.0;47.0;33.0;98.0;97.0;63.0;37.0;52.0;11.0;38.0;14.0;43.0;52.0;18.0;7.0;-8.0;6.0;11.0;33.0;8.0;28.0;72.0;5.0;6.0;-5.0;14.0;12.0;28.0;26.0;38.0;33.0;23.0;42.0;2.0;17:30:00;1.0;GEN;MIL
JUV X LAZ 25-08-2018;160 (80%);195 (84%);355 (82%);271 (84%);171 (82%);442 (83%);9;6;15;8;5;13;39%;52%;45%;61%;48%;55%;0;0;0;1;1;2;0;0;0;1;2;3;0;1;1;2;3;5;13;14;27;8;6;14;2;0;2;2;4;6;;;;;;;1/7 (14%);1/8 (13%);2/15 (13%);3/12 (25%);1/14 (7%);4/26 (15%);2/8 (25%);5/8 (63%);7/16 (44%);3/6 (50%);5/5 (100%);8/11 (73%);23;22;45;26;28;54;14;11;2;3;5;2;0;2;0;0;0;1;0;1;13;9;22;6;7;13;12/24 (49%);12/25 (48%);24/49 (49%);18/35 (51%);16/25 (64%);34/60 (57%);0;2;2;0;0;0;201;231;432;321;209;530;;;134;;;138;;;;;;;3;0;3;4;4;8;5;1;6;2;2;4;2;0;2;3;4;7;4;2;6;3;5;8;10;4;14;13;7;20;7;2;9;7;9;16;0;2;2;1;2;3;0.0;2018-08-25;-7.0;13.0;9.0;-59.0;-61.0;-47.0;-24.0;-11.0;-13.0;-16.0;66.0;5.0;100.0;69.0;51.0;13.0;52.0;24.0;13.0;2.0;26.0;11.0;4.0;61.0;33.0;12.0;3.0;13.0;-14.0;-47.0;-21.0;-6.0;7.0;6.0;3.0;3.0;47.0;39.0;17.0;12.0;-7.0;-83.0;-45.0;-26.0;-25.0;19.0;-15.0;-4.0;-6.0;10.0;-4.0;38.0;-34.0;-8.0;-9.0;-8.0;10.0;-55.0;-53.0;-14.0;-11.0;92.0;56.0;29.0;-19.0;12.0;37.0;4.0;22.0;16.0;81.0;40.0;26.0;53.0;79.0;44.0;26.0;10.0;33.0;-4.0;-6.0;-6.0;6.0;47.0;31.0;21.0;-41.0;-13.0;-53.0;21.0;-7.0;36.0;2.0;14:00:00;1.0;LAZ;JUV
NAP X MIL 25-08-2018;283 (89%);231 (86%);514 (88%);271 (91%);263 (88%);534 (90%);3;2;5;2;6;8;51%;48%;50%;49%;52%;50%;0;0;0;0;1;1;0;0;0;0;2;2;1;1;2;2;5;7;15;7;22;4;8;12;0;1;1;4;1;5;0;0;0;1;0;1;1/3 (33%);1/7 (14%);2/10 (20%);3/14 (21%);0/6 (0%);3/20 (15%);7/10 (70%);5/8 (63%);12/18 (67%);7/9 (78%);6/8 (75%);13/17 (76%);21;18;39;21;30;51;11;11;3;2;5;0;0;0;;;;;;;2;7;9;3;12;15;15/30 (50%);17/27 (63%);32/57 (56%);18/24 (75%);11/21 (52%);29/45 (64%);2;0;2;1;2;3;317;268;585;298;298;596;;;116;;;104;;;;;;;3;4;7;5;8;13;1;3;4;7;2;9;1;1;2;3;5;8;0;1;1;7;4;11;7;5;12;6;14;20;3;5;8;12;12;24;1;1;2;1;1;2;2.0;2018-08-25;2.0;76.0;44.0;33.0;19.0;25.0;9.0;-70.0;-24.0;-13.0;-20.0;2.0;22.0;14.0;97.0;55.0;35.0;18.0;55.0;32.0;18.0;-14.0;-2.0;-16.0;-11.0;-3.0;13.0;10.0;54.0;28.0;8.0;-17.0;-6.0;-2.0;34.0;54.0;36.0;41.0;23.0;-2.0;69.0;63.0;34.0;18.0;8.0;-29.0;-81.0;-49.0;-34.0;-26.0;90.0;91.0;84.0;56.0;32.0;6.0;50.0;6.0;1.0;6.0;60.0;36.0;18.0;-17.0;6.0;111.0;72.0;12.0;57.0;28.0;-21.0;15.0;8.0;-13.0;-9.0;-14.0;-68.0;-37.0;13.0;-8.0;81.0;47.0;27.0;5.0;13.0;13.0;67.0;12.0;-23.0;63.0;-10.0;49.0;3.0;16:30:00;1.0;MIL;NAP
SPA X PRM 26-08-2018;113 (73%);150 (75%);263 (74%);200 (85%);205 (83%);405 (84%);7;8;15;11;8;19;40%;45%;42%;60%;55%;58%;0;1;1;0;1;1;0;1;1;0;1;1;1;0;1;2;1;3;12;9;21;11;8;19;1;1;2;5;2;7;0;0;0;0;1;1;1/7 (14%);1/3 (33%);2/10 (20%);2/14 (14%);4/12 (33%);6/26 (23%);3/5 (60%);5/9 (56%);8/14 (57%);0/1 (0%);8/8 (100%);8/9 (89%);19;28;47;18;32;50;14;13;2;2;4;0;0;0;;;;;;;6;5;11;6;9;15;10/27 (37%);13/32 (41%);23/59 (39%);13/24 (54%);14/32 (44%);27/56 (48%);2;0;2;0;0;0;154;200;354;236;248;484;;;137;;;128;;;;;;;0;2;2;5;7;12;1;2;3;5;5;10;0;0;0;2;3;5;2;0;2;4;2;6;4;7;11;3;9;12;2;2;4;9;9;18;0;2;2;1;4;5;0.0;2018-08-26;-2.0;7.0;7.0;12.0;14.0;64.0;29.0;54.0;36.0;31.0;52.0;-14.0;28.0;17.0;13.0;10.0;7.0;12.0;-11.0;9.0;28.0;24.0;-24.0;4.0;3.0;-1.0;13.0;15.0;18.0;15.0;14.0;37.0;41.0;-19.0;89.0;52.0;33.0;25.0;52.0;5.0;-15.0;-16.0;7.0;7.0;97.0;-16.0;50.0;9.0;1.0;-4.0;-3.0;-63.0;-38.0;-22.0;-11.0;-16.0;-15.0;-7.0;42.0;17.0;-10.0;-5.0;-5.0;-6.0;-7.0;-7.0;15.0;-77.0;8.0;6.0;-6.0;-7.0;-12.0;12.0;2.0;46.0;55.0;24.0;-40.0;8.0;25.0;10.0;-22.0;47.0;47.0;31.0;23.0;52.0;31.0;24.0;17.0;44.0;1.0;14:00:00;1.0;PRM;SPA
CAG X SAS 26-08-2018;231 (86%);195 (80%);426 (83%);120 (77%);151 (79%);271 (78%);5;6;11;7;9;16;63%;56%;59%;37%;44%;41%;1;0;1;2;0;2;1;2;3;2;0;2;1;1;2;2;1;3;10;8;18;10;11;21;1;1;2;2;5;7;;;;;;;2/11 (18%);4/5 (80%);6/16 (38%);5/13 (38%);5/13 (38%);10/26 (38%);2/5 (40%);0/2 (0%);2/7 (29%);2/4 (50%);2/4 (50%);4/8 (50%);17;16;33;27;27;54;16;14;1;3;4;3;0;3;;;;;;;7;6;13;9;7;16;13/28 (46%);15/29 (52%);28/57 (48%);13/26 (50%);14/26 (54%);27/52 (52%);0;1;1;1;0;1;268;244;512;155;191;346;;;138;;;122;0;1;1;0;0;0;4;5;9;6;6;12;2;4;6;3;3;6;3;2;5;2;4;6;2;2;4;1;2;3;4;4;8;11;9;20;6;7;13;7;8;15;1;3;4;1;3;4;2.0;2018-08-26;-10.0;-64.0;109.0;42.0;4.0;3.0;-7.0;37.0;26.0;-40.0;40.0;-8.0;-23.0;-52.0;-43.0;-56.0;-54.0;-31.0;-11.0;17.0;48.0;45.0;-7.0;47.0;69.0;28.0;20.0;48.0;28.0;16.0;23.0;17.0;13.0;-19.0;14.0;60.0;12.0;-14.0;-22.0;-14.0;23.0;15.0;67.0;39.0;29.0;-11.0;14.0;12.0;43.0;21.0;-70.0;-37.0;-28.0;-49.0;-30.0;-2.0;-9.0;6.0;4.0;13.0;14.0;44.0;10.0;-33.0;-19.0;-15.0;-8.0;-42.0;-8.0;3.0;2.0;34.0;72.0;38.0;-26.0;-5.0;-34.0;-55.0;-16.0;-64.0;-36.0;-21.0;-10.0;-4.0;-1.0;-2.0;32.0;62.0;10.0;-13.0;4.0;82.0;2.0;16:30:00;0.0;SAS;CAG
FIO X CHV 26-08-2018;194 (80%);255 (85%);449 (83%);196 (81%);211 (85%);407 (83%);7;1;8;7;12;19;51%;56%;53%;49%;44%;47%;1;0;1;0;1;1;1;0;1;1;3;4;1;2;3;4;0;4;8;4;12;13;14;27;0;3;3;2;0;2;;;;;;;1/7 (14%);1/10 (10%);2/17 (12%);2/5 (40%);2/3 (67%);4/8 (50%);1/2 (50%);4/7 (57%);5/9 (56%);3/7 (43%);2/3 (67%);5/10 (50%);21;18;39;18;29;47;9;14;4;1;5;2;1;3;;;;;;;6;2;8;9;7;16;22/39 (56%);13/32 (41%);35/71 (49%);23/44 (52%);12/27 (44%);35/71 (49%);3;2;5;1;1;2;244;300;544;243;248;491;;;153;;;125;;;;;;;2;3;5;9;5;14;1;1;2;4;2;6;1;2;3;7;5;12;1;2;3;6;2;8;8;6;14;6;9;15;3;5;8;15;7;22;0;3;3;1;0;1;1.0;2018-08-26;-10.0;100.0;61.0;17.0;-41.0;-30.0;-25.0;-19.0;-14.0;-10.0;-100.0;-2.0;-61.0;-28.0;-29.0;-24.0;-47.0;-44.0;-68.0;-65.0;-38.0;-19.0;2.0;-9.0;-5.0;-5.0;-9.0;-28.0;-15.0;-8.0;24.0;19.0;40.0;51.0;-25.0;-10.0;78.0;100.0;100.0;44.0;0.0;28.0;20.0;52.0;65.0;86.0;72.0;40.0;17.0;3.0;-4.0;-7.0;-1.0;-20.0;-9.0;-10.0;53.0;-2.0;4.0;56.0;26.0;41.0;-31.0;7.0;-12.0;-21.0;-14.0;31.0;-20.0;-16.0;-13.0;83.0;39.0;-30.0;-20.0;-100.0;-89.0;-56.0;21.0;-37.0;-35.0;-16.0;-8.0;-28.0;-11.0;-15.0;-9.0;-6.0;-2.0;100.0;-1.0;100.0;6.0;16:30:00;1.0;CHV;FIO
FRO X BGN 26-08-2018;165 (77%);152 (77%);317 (77%);217 (81%);130 (72%);347 (77%);18;14;32;12;10;22;45%;53%;49%;55%;47%;51%;1;0;1;0;2;2;1;0;1;0;2;2;4;4;8;1;1;2;5;6;11;12;17;29;3;2;5;1;1;2;1;0;1;1;0;1;3/10 (30%);1/10 (10%);4/20 (20%);2/4 (50%);4/7 (57%);6/11 (55%);1/3 (33%);2/4 (50%);3/7 (43%);1/2 (50%);4/7 (57%);5/9 (56%);33;34;67;25;24;49;10;16;1;3;4;2;1;3;;;;;;;9;6;15;6;4;10;24/38 (63%);15/37 (41%);39/75 (52%);19/32 (59%);20/43 (47%);39/75 (52%);;;;;;;213;197;410;268;180;448;;;155;;;144;;;;;;;4;1;5;3;6;9;4;0;4;2;3;5;2;1;3;1;3;4;6;4;10;1;1;2;9;11;20;8;5;13;10;5;15;4;7;11;0;1;1;0;2;2;0.0;2018-08-26;6.0;-38.0;-31.0;-30.0;-54.0;-25.0;-65.0;-33.0;-14.0;-62.0;-72.0;8.0;-32.0;-54.0;-54.0;-35.0;-60.0;-33.0;-14.0;-13.0;-56.0;-41.0;-26.0;61.0;27.0;35.0;-75.0;-31.0;-25.0;-18.0;-33.0;-9.0;6.0;-20.0;30.0;35.0;32.0;31.0;54.0;37.0;;24.0;15.0;47.0;63.0;-12.0;26.0;-67.0;-37.0;-4.0;-11.0;-3.0;-3.0;-3.0;-5.0;-31.0;-8.0;28.0;35.0;10.0;7.0;34.0;21.0;13.0;17.0;13.0;61.0;-58.0;30.0;-28.0;6.0;-1.0;-3.0;54.0;26.0;7.0;3.0;-2.0;-31.0;-39.0;-24.0;23.0;-22.0;-15.0;-8.0;-17.0;-13.0;-7.0;-13.0;-17.0;-14.0;-8.0;0.0;16:30:00;0.0;BGN;FRO
GEN X EMP 26-08-2018;243 (84%);288 (87%);531 (86%);100 (74%);97 (76%);197 (75%);5;5;10;7;11;18;67%;73%;70%;33%;27%;30%;;;;;;;0;1;1;1;0;1;1;6;7;3;2;5;13;3;16;14;23;37;2;4;6;1;2;3;;;;;;;0/5 (0%);3/11 (27%);3/16 (19%);0/12 (0%);2/3 (67%);2/15 (13%);7/11 (64%);8/16 (50%);15/27 (56%);3/5 (60%);1/4 (25%);4/9 (44%);21;26;47;22;35;57;16;13;0;1;1;1;2;3;1;1;2;0;0;0;4;4;8;6;3;9;9/22 (41%);22/28 (79%);31/50 (62%);11/27 (41%);17/27 (63%);28/54 (52%);3;0;3;0;0;0;289;330;619;136;127;263;;;135;;;116;;;;;;;2;7;9;4;3;7;4;3;7;3;2;5;1;3;4;2;1;3;4;5;9;4;2;6;5;7;12;6;14;20;6;12;18;8;5;13;0;2;2;1;2;3;1.0;2018-08-26;-5.0;2.0;-24.0;-48.0;-53.0;-36.0;-35.0;-22.0;-14.0;-10.0;96.0;-7.0;83.0;44.0;46.0;-28.0;-13.0;-59.0;-41.0;-49.0;-24.0;-19.0;-44.0;11.0;52.0;31.0;13.0;3.0;35.0;5.0;-7.0;-15.0;-10.0;-35.0;-14.0;-5.0;-27.0;-47.0;-50.0;-12.0;-22.0;-6.0;-43.0;-31.0;-100.0;-84.0;-79.0;-81.0;-61.0;-50.0;-10.0;-53.0;-22.0;39.0;6.0;26.0;-54.0;10.0;-26.0;-24.0;-12.0;-7.0;-10.0;-54.0;-37.0;-40.0;-45.0;78.0;39.0;-30.0;-24.0;-7.0;-20.0;-15.0;-7.0;-47.0;-43.0;-17.0;27.0;-2.0;-58.0;-35.0;-22.0;-21.0;-26.0;-8.0;10.0;21.0;23.0;12.0;12.0;-169.0;2.0;16:30:00;1.0;EMP;GEN
INT X TOR 26-08-2018;162 (79%);193 (81%);355 (80%);309 (88%);125 (72%);434 (83%);3;13;16;10;11;21;37%;58%;46%;63%;42%;54%;;;;;;;0;1;1;0;0;0;0;3;3;3;1;4;8;10;18;8;13;21;0;4;4;2;3;5;;;;;;;1/4 (25%);4/10 (40%);5/14 (36%);4/14 (29%);2/7 (29%);6/21 (29%);7/7 (100%);3/9 (33%);10/16 (63%);2/4 (50%);1/3 (33%);3/7 (43%);19;27;46;26;28;54;15;14;1;2;3;1;3;4;;;;;;;4;7;11;10;3;13;3/25 (12%);21/33 (64%);24/58 (41%);26/35 (74%);19/42 (45%);45/77 (58%);1;2;3;0;2;2;206;238;444;351;174;525;;;135;;;133;;;;;;;1;7;8;5;2;7;1;3;4;2;2;4;1;5;6;3;2;5;1;4;5;3;3;6;3;4;7;6;11;17;2;11;13;8;5;13;2;0;2;1;0;1;2.0;2018-08-26;6.0;-31.0;-1.0;-7.0;-4.0;-1.0;26.0;64.0;49.0;39.0;21.0;8.0;1.0;4.0;6.0;6.0;3.0;1.0;3.0;4.0;5.0;6.0;18.0;11.0;41.0;46.0;100.0;71.0;59.0;56.0;67.0;34.0;18.0;13.0;-35.0;-57.0;-18.0;58.0;25.0;4.0;-30.0;2.0;1.0;1.0;2.0;10.0;6.0;-18.0;-80.0;-56.0;-51.0;-57.0;-100.0;-70.0;-82.0;-86.0;37.0;-47.0;-17.0;-7.0;2.0;-4.0;1.0;-2.0;-3.0;-8.0;-100.0;100.0;-62.0;-40.0;-27.0;-13.0;-79.0;-68.0;-34.0;34.0;7.0;-44.0;68.0;-100.0;-58.0;-20.0;17.0;18.0;64.0;48.0;94.0;59.0;29.0;38.0;-40.0;73.0;2.0;16:30:00;0.0;TOR;INT
UDI X SAM 26-08-2018;238 (84%);242 (81%);480 (83%);120 (77%);90 (68%);210 (73%);7;10;17;4;7;11;64%;70%;67%;36%;30%;33%;0;0;0;3;1;4;0;0;0;3;1;4;0;6;6;2;1;3;11;6;17;14;24;38;1;6;7;5;3;8;0;0;0;0;1;1;0/6 (0%);4/14 (29%);4/20 (20%);2/10 (20%);0/8 (0%);2/18 (11%);2/2 (100%);3/8 (37%);5/10 (50%);3/7 (43%);5/8 (63%);8/15 (53%);20;26;46;23;32;55;10;7;4;1;5;0;3;3;0;1;1;0;0;0;13;5;18;5;10;15;10/26 (38%);8/22 (36%);18/48 (38%);18/31 (58%);13/34 (38%);31/65 (48%);0;0;0;1;0;1;282;298;580;156;132;288;;;159;;;137;;;;;;;0;7;7;6;1;7;2;4;6;6;2;8;0;3;3;5;1;6;2;6;8;7;3;10;8;9;17;10;16;26;2;13;15;13;4;17;1;2;3;0;1;1;0.0;2018-08-26;12.0;100.0;100.0;59.0;22.0;1.0;-2.0;-1.0;-51.0;-32.0;88.0;-17.0;100.0;31.0;19.0;-13.0;-12.0;-17.0;-36.0;81.0;88.0;40.0;-10.0;9.0;2.0;-53.0;-11.0;-8.0;-11.0;-32.0;-17.0;-13.0;-33.0;20.0;-21.0;39.0;21.0;18.0;83.0;1.0;0.0;-7.0;56.0;30.0;17.0;6.0;7.0;4.0;3.0;1.0;-23.0;-18.0;-33.0;-15.0;11.0;12.0;4.0;8.0;10.0;10.0;9.0;41.0;42.0;14.0;2.0;8.0;3.0;14.0;8.0;1.0;-69.0;-80.0;-58.0;-53.0;-36.0;-36.0;-55.0;-41.0;100.0;-60.0;-40.0;-48.0;-31.0;-100.0;-81.0;-75.0;-99.0;-100.0;-96.0;79.0;-75.0;10.0;1.0;16:30:00;1.0;SAM;UDI
ROM X ATT 27-08-2018;152 (75%);135 (71%);287 (73%);147 (76%);258 (85%);405 (82%);9;13;22;11;14;25;53%;40%;45%;47%;60%;55%;1;1;2;0;1;1;4;1;5;0;2;2;7;3;10;1;4;5;11;10;21;13;12;25;9;2;11;2;1;3;2;0;2;0;0;0;3/14 (21%);1/9 (11%);4/23 (17%);2/7 (29%);5/12 (42%);7/19 (37%);6/11 (55%);6/8 (75%);12/19 (63%);0/4 (0%);7/10 (70%);7/14 (50%);26;28;54;20;33;53;13;9;2;5;7;2;0;2;1;0;1;0;0;0;7;7;14;2;2;4;14/33 (42%);13/31 (42%);27/64 (42%);11/27 (41%);16/28 (57%);27/55 (49%);3;3;6;0;0;0;202;191;393;194;302;496;;;159;;;138;;;;;;;11;4;15;2;13;15;4;3;7;3;7;10;5;1;6;3;7;10;5;3;8;5;5;10;7;5;12;5;6;11;16;7;23;7;18;25;0;1;1;0;1;1;3.0;2018-08-27;19.0;-22.0;-7.0;60.0;10.0;8.0;-32.0;-46.0;-31.0;-27.0;-43.0;10.0;-100.0;-59.0;-31.0;-82.0;-16.0;70.0;36.0;19.0;-42.0;-3.0;80.0;13.0;-3.0;-3.0;-6.0;-45.0;-68.0;-19.0;-16.0;-14.0;-100.0;11.0;-76.0;-50.0;-37.0;-30.0;30.0;40.0;;10.0;10.0;10.0;14.0;13.0;40.0;28.0;100.0;91.0;51.0;22.0;27.0;15.0;17.0;6.0;-47.0;7.0;93.0;96.0;50.0;60.0;37.0;39.0;29.0;25.0;59.0;-38.0;46.0;15.0;11.0;5.0;-5.0;40.0;28.0;28.0;26.0;10.0;-41.0;-41.0;-63.0;-21.0;85.0;41.0;23.0;100.0;100.0;43.0;-38.0;-97.0;-8.0;-70.0;3.0;16:30:00;0.0;ATT;ROM
MIL X ROM 31-08-2018;226 (87%);224 (84%);450 (85%);319 (93%);163 (83%);482 (89%);4;12;16;3;7;10;43%;57%;49%;57%;43%;51%;;;;;;;0;0;0;1;1;2;1;0;1;4;3;7;9;12;21;6;20;26;0;3;3;3;5;8;;;;;;;1/5 (20%);2/10 (20%);3/15 (20%);3/12 (25%);2/11 (18%);5/23 (22%);5/6 (83%);3/8 (37%);8/14 (57%);5/7 (71%);5/8 (63%);10/15 (67%);18;24;42;13;27;40;7;8;3;5;8;1;0;1;;;;;;;9;6;15;7;7;14;15/27 (56%);16/23 (70%);31/50 (62%);14/23 (61%);9/25 (36%);23/48 (48%);0;1;1;4;3;7;260;268;528;343;197;540;;;116;;;104;;;;;;;1;2;3;4;9;13;0;3;3;3;6;9;1;1;2;4;6;10;1;2;3;7;6;13;7;6;13;3;12;15;2;4;6;11;15;26;0;2;2;0;0;0;1.0;2018-08-31;3.0;27.0;18.0;10.0;14.0;3.0;-3.0;17.0;46.0;100.0;76.0;4.0;42.0;-26.0;-8.0;-11.0;7.0;31.0;22.0;60.0;43.0;93.0;10.0;81.0;34.0;14.0;3.0;8.0;-10.0;-39.0;-18.0;-8.0;10.0;1.0;4.0;77.0;47.0;30.0;19.0;30.0;30.0;40.0;22.0;-21.0;-1.0;-10.0;-58.0;-33.0;-33.0;53.0;13.0;40.0;77.0;47.0;-45.0;-49.0;-18.0;-100.0;-72.0;46.0;4.0;-42.0;-50.0;45.0;13.0;5.0;5.0;-5.0;17.0;12.0;16.0;3.0;22.0;5.0;12.0;53.0;31.0;-42.0;15.0;-60.0;39.0;11.0;-6.0;1.0;-17.0;70.0;18.0;30.0;15.0;45.0;-27.0;184.0;2.0;16:30:00;1.0;ROM;MIL
