game;length;time;addedTime;incidentType
BAY X HSV 14-08-2015;1;45;0;injuryTime
MAI X ING 15-08-2015;3;90;0;injuryTime
AUG X BCS 15-08-2015;5;90;0;injuryTime
AUG X BCS 15-08-2015;2;45;0;injuryTime
D98 X H96 15-08-2015;2;90;0;injuryTime
KOL X WOB 22-08-2015;4;90;0;injuryTime
KOL X HSV 29-08-2015;3;45;0;injuryTime
HSV X S04 26-09-2015;6;90;0;injuryTime
DOR X D98 27-09-2015;4;45;0;injuryTime
ING X TSG 05-12-2015;7;90;0;injuryTime
BCS X AUG 23-01-2016;1;90;0;injuryTime
