game;addedTime;confirmed;id;incidentClass;incidentType;isHome;player;time
HEL X JUV 08-02-2020;;False;1817;goalAwarded;varDecision;True;{'name': 'Marash Kumbulla', 'slug': 'marash-kumbulla', 'shortName': 'M. Kumbulla', 'position': 'D', 'userCount': 1127, 'id': 893642};23
BCA X UDI 09-02-2020;;False;1832;penaltyAwarded;varDecision;False;{'name': 'Ken Sema', 'slug': 'ken-sema', 'shortName': 'K. Sema', 'position': 'M', 'userCount': 428, 'id': 319847};12
BGN X GEN 15-02-2020;;False;1882;cardUpgrade;varDecision;True;{'name': 'Jerdy Schouten', 'slug': 'jerdy-schouten', 'shortName': 'J. Schouten', 'position': 'M', 'userCount': 146, 'id': 844234};34
SAM X FIO 16-02-2020;4.0;True;1906;penaltyNotAwarded;varDecision;True;{'name': 'Morten Thorsby', 'slug': 'morten-thorsby', 'shortName': 'M. Thorsby', 'position': 'M', 'userCount': 170, 'id': 280991};45
SAM X FIO 16-02-2020;;False;1902;penaltyNotAwarded;varDecision;False;{'name': 'Germán Pezzella', 'slug': 'german-pezzella', 'shortName': 'G. Pezzella', 'position': 'D', 'userCount': 1396, 'id': 158241};38
SAM X FIO 16-02-2020;;False;1901;penaltyNotAwarded;varDecision;False;{'name': 'Gaetano Castrovilli', 'slug': 'gaetano-castrovilli', 'shortName': 'G. Castrovilli', 'position': 'M', 'userCount': 1227, 'id': 587628};17
BCA X NAP 21-02-2020;;False;1938;penaltyNotAwarded;varDecision;False;{'name': 'Lorenzo Insigne', 'slug': 'lorenzo-insigne', 'shortName': 'L. Insigne', 'position': 'F', 'userCount': 7381, 'id': 106258};48
SPA X JUV 22-02-2020;;False;1964;penaltyNotAwarded;varDecision;True;{'name': 'Simone Missiroli', 'slug': 'simone-missiroli', 'shortName': 'S. Missiroli', 'position': 'M', 'userCount': 105, 'id': 5465};67
FIO X MIL 22-02-2020;;False;1973;cardUpgrade;varDecision;True;{'name': 'Dalbert', 'slug': 'dalbert', 'shortName': 'Dalbert', 'position': 'M', 'userCount': 894, 'id': 385386};62
FIO X MIL 22-02-2020;;False;1971;goalAwarded;varDecision;False;{'name': 'Zlatan Ibrahimović', 'slug': 'zlatan-ibrahimovic', 'shortName': 'Z. Ibrahimović', 'position': 'F', 'userCount': 69289, 'id': 2089};35
GEN X LAZ 23-02-2020;;False;1982;penaltyNotAwarded;varDecision;True;{'name': 'Goran Pandev', 'slug': 'goran-pandev', 'shortName': 'G. Pandev', 'position': 'F', 'userCount': 729, 'id': 2695};88
ROM X LEC 23-02-2020;;False;1996;goalNotAwarded;varDecision;True;{'name': 'Edin Džeko', 'slug': 'edin-dzeko', 'shortName': 'E. Džeko', 'position': 'F', 'userCount': 7787, 'id': 14990};70
HEL X CAG 20-06-2020;;False;2332;cardUpgrade;varDecision;True;{'name': 'Fabio Borini', 'slug': 'fabio-borini', 'shortName': 'F. Borini', 'position': 'F', 'userCount': 898, 'id': 89510};34
ATT X SAS 21-06-2020;;True;2345;penaltyNotAwarded;varDecision;False;{'name': 'Grégoire Defrel', 'slug': 'gregoire-defrel', 'shortName': 'G. Defrel', 'position': 'F', 'userCount': 646, 'id': 148566};70
ATT X SAS 21-06-2020;;False;2344;goalAwarded;varDecision;True;{'name': 'Alejandro Gómez', 'slug': 'alejandro-gomez', 'shortName': 'A. Gómez', 'position': 'F', 'userCount': 4679, 'id': 33381};21
LAZ X BGN 29-02-2020;;False;2036;goalAwarded;varDecision;False;{'name': 'Takehiro Tomiyasu', 'slug': 'tomiyasu-takehiro', 'shortName': 'T. Tomiyasu', 'position': 'D', 'userCount': 1163, 'id': 804434};69
LAZ X BGN 29-02-2020;;False;2035;goalAwarded;varDecision;False;{'name': 'Stefano Denswil', 'slug': 'stefano-denswil', 'shortName': 'S. Denswil', 'position': 'D', 'userCount': 282, 'id': 97404};53
LEC X ATT 01-03-2020;;False;2065;goalNotAwarded;varDecision;False;{'name': 'Luis Muriel', 'slug': 'luis-muriel', 'shortName': 'L. Muriel', 'position': 'F', 'userCount': 5380, 'id': 119242};89
CAG X ROM 01-03-2020;;False;2067;penaltyNotAwarded;varDecision;True;{'name': 'Luca Pellegrini', 'slug': 'luca-pellegrini', 'shortName': 'L. Pellegrini', 'position': 'D', 'userCount': 1404, 'id': 826186};87
PRM X SPA 08-03-2020;;True;2150;penaltyAwarded;varDecision;False;{'name': 'Mattia Valoti', 'slug': 'mattia-valoti', 'shortName': 'M. Valoti', 'position': 'M', 'userCount': 91, 'id': 139397};70
PRM X SPA 08-03-2020;;True;2151;penaltyNotAwarded;varDecision;False;{'name': 'Mattia Valoti', 'slug': 'mattia-valoti', 'shortName': 'M. Valoti', 'position': 'M', 'userCount': 91, 'id': 139397};61
SAM X HEL 08-03-2020;6.0;False;2153;redCardGiven;varDecision;True;{'name': 'Karol Linetty', 'slug': 'karol-linetty', 'shortName': 'K. Linetty', 'position': 'M', 'userCount': 3030, 'id': 189135};90
SAM X HEL 08-03-2020;;False;2152;penaltyNotAwarded;varDecision;True;{'name': 'Albin Ekdal', 'slug': 'albin-ekdal', 'shortName': 'A. Ekdal', 'position': 'M', 'userCount': 300, 'id': 21992};84
BGN X JUV 22-06-2020;;False;2351;penaltyNotAwarded;varDecision;False;{'name': 'Matthijs De Ligt', 'slug': 'matthijs-de-ligt', 'shortName': 'M. D. Ligt', 'position': 'D', 'userCount': 26055, 'id': 803031};23
HEL X NAP 23-06-2020;;False;2354;goalAwarded;varDecision;True;{'name': 'Davide Faraoni', 'slug': 'davide-faraoni', 'shortName': 'D. Faraoni', 'position': 'M', 'userCount': 491, 'id': 32040};61
ROM X SAM 24-06-2020;;False;2361;goalAwarded;varDecision;True;{'name': 'Jordan Veretout', 'slug': 'jordan-veretout', 'shortName': 'J. Veretout', 'position': 'M', 'userCount': 1310, 'id': 151124};32
CAG X TOR 27-06-2020;;False;2379;penaltyAwarded;varDecision;True;{'name': 'Nahitan Nández', 'slug': 'nahitan-nandez', 'shortName': 'N. Nandez', 'position': 'M', 'userCount': 1845, 'id': 589620};43
CAG X TOR 27-06-2020;;False;2378;goalNotAwarded;varDecision;True;{'name': 'Giovanni Simeone', 'slug': 'giovanni-simeone', 'shortName': 'G. Simeone', 'position': 'F', 'userCount': 2483, 'id': 341143};18
LAZ X FIO 27-06-2020;4.0;False;2384;cardUpgrade;varDecision;False;{'name': 'Dušan Vlahović', 'slug': 'dusan-vlahovic', 'shortName': 'D. Vlahović', 'position': 'F', 'userCount': 1491, 'id': 832208};90
NAP X SPA 28-06-2020;5.0;False;2397;goalAwarded;varDecision;True;{'name': 'Lorenzo Insigne', 'slug': 'lorenzo-insigne', 'shortName': 'L. Insigne', 'position': 'F', 'userCount': 7381, 'id': 106258};45
NAP X SPA 28-06-2020;;False;2396;goalNotAwarded;varDecision;True;{'name': 'Dries Mertens', 'slug': 'dries-mertens', 'shortName': 'D. Mertens', 'position': 'F', 'userCount': 8991, 'id': 32493};5
PRM X INT 28-06-2020;;True;2403;goalNotAwarded;varDecision;False;{'name': 'Diego Godín', 'slug': 'diego-godin', 'shortName': 'D. Godín', 'position': 'D', 'userCount': 4158, 'id': 14933};20
