game;addedTime;assist1;awayScore;homeScore;id;incidentClass;incidentType;isHome;player;time
PRM X JUV 24-08-2019;;{'name': 'Alex Sandro', 'slug': 'alex-sandro', 'shortName': 'A. Sandro', 'position': 'D', 'userCount': 6809, 'id': 84854};1;0;126361767;regular;goal;False;{'name': 'Giorgio Chiellini', 'slug': 'giorgio-chiellini', 'shortName': 'G. Chiellini', 'position': 'D', 'userCount': 5838, 'id': 2009};21
FIO X NAP 24-08-2019;;{'name': 'José Callejón', 'slug': 'jose-callejon', 'shortName': 'J. Callejón', 'position': 'M', 'userCount': 2942, 'id': 40965};4;3;126362543;regular;goal;False;{'name': 'Lorenzo Insigne', 'slug': 'lorenzo-insigne', 'shortName': 'L. Insigne', 'position': 'F', 'userCount': 7381, 'id': 106258};67
FIO X NAP 24-08-2019;;{'name': 'Gaetano Castrovilli', 'slug': 'gaetano-castrovilli', 'shortName': 'G. Castrovilli', 'position': 'M', 'userCount': 1227, 'id': 587628};3;3;126362539;regular;goal;True;{'name': 'Kevin-Prince Boateng', 'slug': 'kevin-prince-boateng', 'shortName': 'K. Boateng', 'position': 'F', 'userCount': 8784, 'id': 8713};65
FIO X NAP 24-08-2019;;{'name': 'Lorenzo Insigne', 'slug': 'lorenzo-insigne', 'shortName': 'L. Insigne', 'position': 'F', 'userCount': 7381, 'id': 106258};3;2;126362542;regular;goal;False;{'name': 'José Callejón', 'slug': 'jose-callejon', 'shortName': 'J. Callejón', 'position': 'M', 'userCount': 2942, 'id': 40965};56
FIO X NAP 24-08-2019;;{'name': 'Erick Pulgar', 'slug': 'erick-pulgar', 'shortName': 'E. Pulgar', 'position': 'M', 'userCount': 2646, 'id': 590262};2;2;126362538;regular;goal;True;{'name': 'Nikola Milenković', 'slug': 'nikola-milenkovic', 'shortName': 'N. Milenković', 'position': 'D', 'userCount': 2084, 'id': 836168};51
FIO X NAP 24-08-2019;;;2;1;126362541;penalty;goal;False;{'name': 'Lorenzo Insigne', 'slug': 'lorenzo-insigne', 'shortName': 'L. Insigne', 'position': 'F', 'userCount': 7381, 'id': 106258};42
FIO X NAP 24-08-2019;;{'name': 'Lorenzo Insigne', 'slug': 'lorenzo-insigne', 'shortName': 'L. Insigne', 'position': 'F', 'userCount': 7381, 'id': 106258};1;1;126362540;regular;goal;False;{'name': 'Dries Mertens', 'slug': 'dries-mertens', 'shortName': 'D. Mertens', 'position': 'F', 'userCount': 8991, 'id': 32493};38
FIO X NAP 24-08-2019;;;0;1;126362537;penalty;goal;True;{'name': 'Erick Pulgar', 'slug': 'erick-pulgar', 'shortName': 'E. Pulgar', 'position': 'M', 'userCount': 2646, 'id': 590262};9
UDI X MIL 25-08-2019;;{'name': 'Rodrigo De Paul', 'slug': 'rodrigo-de-paul', 'shortName': 'R. D. Paul', 'position': 'M', 'userCount': 3344, 'id': 249399};0;1;126366727;regular;goal;True;{'name': 'Rodrigo Becão', 'slug': 'rodrigo-becao', 'shortName': 'R. Becão', 'position': 'D', 'userCount': 420, 'id': 880207};72
CAG X BCA 25-08-2019;;;1;0;126367186;penalty;goal;False;{'name': 'Alfredo Donnarumma', 'slug': 'alfredo-donnarumma', 'shortName': 'A. Donnarumma', 'position': 'F', 'userCount': 925, 'id': 126963};54
HEL X BGN 25-08-2019;;;1;1;126367182;regular;goal;True;{'name': 'Miguel Veloso', 'slug': 'miguel-veloso', 'shortName': 'M. Veloso', 'position': 'M', 'userCount': 678, 'id': 6557};36
HEL X BGN 25-08-2019;;;1;0;126367183;penalty;goal;False;{'name': 'Nicola Sansone', 'slug': 'nicola-sansone', 'shortName': 'N. Sansone', 'position': 'M', 'userCount': 674, 'id': 100580};15
ROM X GEN 25-08-2019;;{'name': 'Paolo Ghiglione', 'slug': 'paolo-ghiglione', 'shortName': 'P. Ghiglione', 'position': 'M', 'userCount': 640, 'id': 787642};3;3;126367197;regular;goal;False;{'name': 'Christian Kouamé', 'slug': 'christian-kouame', 'shortName': 'C. Kouamé', 'position': 'F', 'userCount': 1458, 'id': 812946};70
ROM X GEN 25-08-2019;;;2;3;126367194;regular;goal;True;{'name': 'Aleksandar Kolarov', 'slug': 'aleksandar-kolarov', 'shortName': 'A. Kolarov', 'position': 'D', 'userCount': 3457, 'id': 26097};49
ROM X GEN 25-08-2019;;;2;2;126367196;penalty;goal;False;{'name': 'Domenico Criscito', 'slug': 'domenico-criscito', 'shortName': 'D. Criscito', 'position': 'D', 'userCount': 1047, 'id': 14251};43
ROM X GEN 25-08-2019;;{'name': 'Bryan Cristante', 'slug': 'bryan-cristante', 'shortName': 'B. Cristante', 'position': 'M', 'userCount': 1340, 'id': 186855};1;2;126367193;regular;goal;True;{'name': 'Edin Džeko', 'slug': 'edin-dzeko', 'shortName': 'E. Džeko', 'position': 'F', 'userCount': 7787, 'id': 14990};30
ROM X GEN 25-08-2019;;{'name': 'Cristian Romero', 'slug': 'cristian-romero', 'shortName': 'C. Romero', 'position': 'D', 'userCount': 980, 'id': 829932};1;1;126367195;regular;goal;False;{'name': 'Andrea Pinamonti', 'slug': 'andrea-pinamonti', 'shortName': 'A. Pinamonti', 'position': 'F', 'userCount': 1719, 'id': 826198};16
ROM X GEN 25-08-2019;;{'name': 'Edin Džeko', 'slug': 'edin-dzeko', 'shortName': 'E. Džeko', 'position': 'F', 'userCount': 7787, 'id': 14990};0;1;126367192;regular;goal;True;{'name': 'Cengiz Ünder', 'slug': 'cengiz-under', 'shortName': 'C. Ünder', 'position': 'M', 'userCount': 7248, 'id': 758876};6
SPA X ATT 25-08-2019;;;3;2;126367165;regular;goal;False;{'name': 'Luis Muriel', 'slug': 'luis-muriel', 'shortName': 'L. Muriel', 'position': 'F', 'userCount': 5380, 'id': 119242};76
