game;addedTime;id;incidentClass;incidentType;isHome;player;playerName;reason;time
PRM X JUV 24-08-2019;1.0;119272998;yellow;card;False;{'name': 'Miralem Pjanić', 'slug': 'miralem-pjanic', 'shortName': 'M. Pjanić', 'position': 'M', 'userCount': 10548, 'id': 27678};Miralem Pjanić;Foul;90
PRM X JUV 24-08-2019;;119272997;yellow;card;False;{'name': 'Federico Bernardeschi', 'slug': 'federico-bernardeschi', 'shortName': 'F. Bernardeschi', 'position': 'M', 'userCount': 6641, 'id': 294597};Federico Bernardeschi;Foul;88
PRM X JUV 24-08-2019;;119272996;yellow;card;False;{'name': 'Sami Khedira', 'slug': 'sami-khedira', 'shortName': 'S. Khedira', 'position': 'M', 'userCount': 4113, 'id': 4726};Sami Khedira;Foul;53
PRM X JUV 24-08-2019;;119272995;yellow;card;True;{'name': 'Hernani', 'slug': 'hernani', 'shortName': 'Hernani', 'position': 'M', 'userCount': 400, 'id': 156019};Hernani;Foul;45
PRM X JUV 24-08-2019;;119272994;yellow;card;True;{'name': 'Dejan Kulusevski', 'slug': 'dejan-kulusevski', 'shortName': 'D. Kulusevski', 'position': 'F', 'userCount': 2968, 'id': 928124};Dejan Kulusevski;Foul;27
FIO X NAP 24-08-2019;5.0;119273663;yellow;card;True;{'name': 'Germán Pezzella', 'slug': 'german-pezzella', 'shortName': 'G. Pezzella', 'position': 'D', 'userCount': 1396, 'id': 158241};Germán Pezzella;Foul;90
FIO X NAP 24-08-2019;3.0;119273662;yellow;card;True;{'name': 'Kevin-Prince Boateng', 'slug': 'kevin-prince-boateng', 'shortName': 'K. Boateng', 'position': 'F', 'userCount': 8784, 'id': 8713};Kevin-Prince Boateng;Argument;90
FIO X NAP 24-08-2019;1.0;119273667;yellow;card;False;{'name': 'Piotr Zieliński', 'slug': 'piotr-zielinski', 'shortName': 'P. Zieliński', 'position': 'M', 'userCount': 8234, 'id': 138605};Piotr Zieliński;Foul;90
FIO X NAP 24-08-2019;;119273666;yellow;card;False;{'name': 'Mário Rui', 'slug': 'mario-rui', 'shortName': 'M. Rui', 'position': 'D', 'userCount': 1470, 'id': 99546};Mário Rui;Foul;24
FIO X NAP 24-08-2019;;119273665;yellow;card;False;{'name': 'José Callejón', 'slug': 'jose-callejon', 'shortName': 'J. Callejón', 'position': 'M', 'userCount': 2942, 'id': 40965};José Callejón;Argument;19
FIO X NAP 24-08-2019;;119273664;yellow;card;False;{'name': 'Allan', 'slug': 'allan', 'shortName': 'Allan', 'position': 'M', 'userCount': 2849, 'id': 158277};Allan;Foul;19
UDI X MIL 25-08-2019;5.0;119275654;yellow;card;True;{'name': 'Mato Jajalo', 'slug': 'mato-jajalo', 'shortName': 'M. Jajalo', 'position': 'M', 'userCount': 172, 'id': 42147};Mato Jajalo;Foul;45
UDI X MIL 25-08-2019;;119275657;yellow;card;False;{'name': 'Fabio Borini', 'slug': 'fabio-borini', 'shortName': 'F. Borini', 'position': 'F', 'userCount': 898, 'id': 89510};Fabio Borini;Foul;44
UDI X MIL 25-08-2019;;119275656;yellow;card;False;{'name': 'Hakan Çalhanoğlu', 'slug': 'hakan-calhanoglu', 'shortName': 'H. Çalhanoğlu', 'position': 'M', 'userCount': 6437, 'id': 135700};Hakan Çalhanoğlu;Foul;34
UDI X MIL 25-08-2019;;119275655;yellow;card;False;{'name': 'Lucas Paquetá', 'slug': 'lucas-paqueta', 'shortName': 'L. Paquetá', 'position': 'M', 'userCount': 13576, 'id': 839981};Lucas Paquetá;Foul;21
CAG X BCA 25-08-2019;;119276093;yellow;card;False;{'name': 'Daniele Dessena', 'slug': 'daniele-dessena', 'shortName': 'D. Dessena', 'position': 'M', 'userCount': 70, 'id': 5544};Daniele Dessena;Foul;74
CAG X BCA 25-08-2019;;119276091;yellow;card;True;{'name': 'Simone Pinna', 'slug': 'simone-pinna', 'shortName': 'S. Pinna', 'position': 'D', 'userCount': 52, 'id': 826707};Simone Pinna;Foul;71
CAG X BCA 25-08-2019;;119276092;yellow;card;False;{'name': 'Florian Aye', 'slug': 'florian-aye', 'shortName': 'F. Aye', 'position': 'F', 'userCount': 249, 'id': 801280};Florian Aye;Foul;61
