game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Big chances missed_away_1ST;Big chances missed_away_2ND;Big chances missed_away_ALL;Big chances missed_home_1ST;Big chances missed_home_2ND;Big chances missed_home_ALL;Big chances_away_1ST;Big chances_away_2ND;Big chances_away_ALL;Big chances_home_1ST;Big chances_home_2ND;Big chances_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Clearances_away_1ST;Clearances_away_2ND;Clearances_away_ALL;Clearances_home_1ST;Clearances_home_2ND;Clearances_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Crosses_away_1ST;Crosses_away_2ND;Crosses_away_ALL;Crosses_home_1ST;Crosses_home_2ND;Crosses_home_ALL;Dribbles_away_1ST;Dribbles_away_2ND;Dribbles_away_ALL;Dribbles_home_1ST;Dribbles_home_2ND;Dribbles_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Interceptions_away_1ST;Interceptions_away_2ND;Interceptions_away_ALL;Interceptions_home_1ST;Interceptions_home_2ND;Interceptions_home_ALL;Long balls_away_1ST;Long balls_away_2ND;Long balls_away_ALL;Long balls_home_1ST;Long balls_home_2ND;Long balls_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Possession lost_away_1ST;Possession lost_away_2ND;Possession lost_away_ALL;Possession lost_home_1ST;Possession lost_home_2ND;Possession lost_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Tackles_away_1ST;Tackles_away_2ND;Tackles_away_ALL;Tackles_home_1ST;Tackles_home_2ND;Tackles_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
BGN X SPA 30-08-2019;126 (68%);99 (71%);225 (69%);162 (78%);197 (85%);359 (82%);12;11;23;17;19;36;48%;37%;42%;52%;63%;58%;1;0;1;2;5;7;1;0;1;2;5;7;0;2;2;3;2;5;4;12;16;11;10;21;1;1;2;6;5;11;0;0;0;0;1;1;1/9 (11%);2/7 (29%);3/16 (19%);4/11 (36%);8/17 (47%);12/28 (43%);6/7 (86%);4/5 (80%);10/12 (83%);7/12 (58%);8/11 (73%);15/23 (65%);34;26;60;38;38;76;15;13;3;3;6;0;1;1;0;0;0;0;1;1;5;6;11;5;4;9;10/35 (29%);9/29 (31%);19/64 (30%);5/22 (23%);12/25 (48%);17/47 (36%);0;0;0;0;2;2;185;139;324;207;233;440;82;61;143;71;65;136;;;;;;;2;3;5;6;8;14;3;3;6;3;6;9;0;1;1;4;5;9;1;3;4;4;5;9;9;6;15;7;6;13;3;6;9;10;13;23;0;2;2;1;2;3;0.0;2019-08-30;-18.0;53.0;36.0;56.0;44.0;81.0;49.0;74.0;27.0;12.0;27.0;-4.0;20.0;19.0;6.0;19.0;10.0;44.0;69.0;39.0;25.0;13.0;-11.0;-45.0;-45.0;-54.0;-30.0;-17.0;-6.0;-1.0;3.0;16.0;54.0;-17.0;38.0;22.0;44.0;32.0;21.0;23.0;-18.0;-13.0;-9.0;-13.0;-9.0;-1.0;-26.0;-6.0;46.0;40.0;28.0;61.0;44.0;79.0;49.0;32.0;5.0;44.0;8.0;27.0;-19.0;-4.0;-10.0;-7.0;26.0;63.0;69.0;7.0;46.0;48.0;28.0;26.0;42.0;32.0;13.0;15.0;26.0;21.0;9.0;10.0;100.0;59.0;42.0;7.0;-18.0;-90.0;-55.0;-18.0;-11.0;29.0;-9.0;56.0;1.0;16:45:00;1.0;SPA;BGN
MIL X BCA 31-08-2019;103 (73%);119 (70%);222 (72%);262 (90%);180 (79%);442 (85%);3;13;16;4;13;17;34%;43%;38%;66%;57%;62%;1;0;1;0;2;2;1;0;1;1;2;3;1;1;2;2;3;5;13;12;25;4;8;12;2;1;3;1;4;5;1;0;1;0;0;0;0/5 (0%);1/6 (17%);1/11 (9%);3/10 (30%);3/12 (25%);6/22 (27%);3/5 (60%);1/2 (50%);4/7 (57%);5/8 (63%);8/13 (62%);13/21 (62%);23;34;57;25;37;62;18;14;0;3;3;1;0;1;0;0;0;0;1;1;3;3;6;3;7;10;7/23 (30%);8/20 (40%);15/43 (35%);25/36 (69%);26/48 (54%);51/84 (61%);1;5;6;0;0;0;141;169;310;292;228;520;52;76;128;53;83;136;;;;;;;2;1;3;4;7;11;2;1;3;3;4;7;1;0;1;1;3;4;2;1;3;2;3;5;9;14;23;7;11;18;4;2;6;6;10;16;3;1;4;1;2;3;0.0;2019-08-31;9.0;19.0;46.0;82.0;53.0;36.0;22.0;13.0;9.0;-29.0;21.0;14.0;-47.0;-30.0;-21.0;-3.0;18.0;20.0;19.0;19.0;18.0;57.0;42.0;45.0;50.0;25.0;10.0;-3.0;-6.0;-12.0;-61.0;-37.0;-23.0;40.0;-13.0;28.0;8.0;11.0;17.0;13.0;-3.0;-10.0;21.0;23.0;66.0;27.0;45.0;36.0;-23.0;-12.0;11.0;14.0;26.0;16.0;-17.0;-6.0;19.0;-6.0;-6.0;-3.0;-7.0;-25.0;-19.0;-23.0;20.0;2.0;2.0;15.0;3.0;1.0;6.0;9.0;-19.0;-25.0;-30.0;-10.0;7.0;1.0;9.0;2.0;-10.0;-4.0;15.0;63.0;39.0;65.0;54.0;29.0;15.0;9.0;61.0;43.0;1.0;14:00:00;1.0;BCA;MIL
JUV X NAP 31-08-2019;230 (87%);241 (86%);471 (86%);233 (87%);139 (85%);372 (86%);4;7;11;5;2;7;50%;63%;56%;50%;37%;44%;0;0;0;1;0;1;0;3;3;3;0;3;3;0;3;0;0;0;7;8;15;5;13;18;3;2;5;1;1;2;0;0;0;2;0;2;1/5 (20%);3/9 (33%);4/14 (29%);1/5 (20%);0/10 (0%);1/15 (7%);3/6 (50%);5/6 (83%);8/12 (67%);6/9 (67%);2/5 (40%);8/14 (57%);21;23;44;23;14;37;13;13;2;2;4;1;3;4;0;0;0;1;1;2;6;3;9;5;4;9;14/19 (74%);9/16 (56%);23/35 (66%);19/28 (68%);8/17 (47%);27/45 (60%);1;0;1;0;0;0;264;281;545;269;163;432;52;51;103;55;44;99;;;;;;;0;5;5;4;3;7;4;1;5;2;3;5;1;6;7;4;3;7;8;2;10;2;3;5;8;5;13;6;3;9;8;7;15;6;6;12;2;1;3;0;3;3;3.0;2019-08-31;-8.0;25.0;22.0;29.0;12.0;-39.0;-22.0;48.0;19.0;9.0;15.0;-15.0;59.0;28.0;-27.0;-6.0;-5.0;-20.0;-12.0;-34.0;-2.0;8.0;-7.0;8.0;95.0;68.0;43.0;52.0;5.0;-17.0;-48.0;-27.0;-42.0;34.0;-22.0;-6.0;2.0;3.0;2.0;9.0;-14.0;-4.0;-9.0;-12.0;-17.0;21.0;-8.0;-50.0;-50.0;-82.0;-10.0;38.0;18.0;-65.0;-41.0;-29.0;18.0;-10.0;-1.0;68.0;40.0;14.0;-25.0;-61.0;-47.0;-78.0;-52.0;16.0;-6.0;-28.0;24.0;2.0;-27.0;-22.0;-25.0;-21.0;-17.0;-22.0;14.0;-18.0;-21.0;-47.0;-9.0;-4.0;-1.0;1.0;4.0;1.0;33.0;15.0;49.0;21.0;4.0;16:45:00;1.0;NAP;JUV
LAZ X ROM 01-09-2019;141 (80%);172 (83%);313 (82%);168 (84%);149 (86%);317 (85%);10;4;14;12;6;18;47%;53%;50%;53%;47%;50%;0;0;0;1;2;3;1;0;1;1;3;4;1;1;2;1;1;2;10;18;28;5;8;13;4;0;4;3;5;8;1;1;2;0;0;0;3/6 (50%);0/4 (0%);3/10 (30%);3/9 (33%);2/14 (14%);5/23 (22%);5/9 (56%);11/12 (92%);16/21 (76%);4/7 (57%);3/6 (50%);7/13 (54%);26;27;53;34;21;55;13;15;4;2;6;1;0;1;2;0;2;3;1;4;6;2;8;4;3;7;14/28 (50%);12/23 (52%);26/51 (51%);15/22 (68%);11/19 (58%);26/41 (63%);0;0;0;2;0;2;177;207;384;201;173;374;54;51;105;53;55;108;;;;;;;4;0;4;8;5;13;4;2;6;8;5;13;3;0;3;4;3;7;4;3;7;5;4;9;6;4;10;12;5;17;8;3;11;13;9;22;1;2;3;1;3;4;1.0;2019-09-01;-10.0;27.0;23.0;15.0;17.0;3.0;-7.0;-13.0;-64.0;-38.0;-16.0;-1.0;-24.0;-13.0;41.0;83.0;54.0;46.0;60.0;31.0;13.0;40.0;43.0;33.0;30.0;22.0;21.0;22.0;13.0;2.0;1.0;34.0;26.0;44.0;21.0;19.0;29.0;27.0;21.0;-18.0;-44.0;-82.0;-62.0;-25.0;-1.0;9.0;10.0;8.0;77.0;49.0;32.0;21.0;10.0;-4.0;61.0;88.0;-37.0;50.0;40.0;27.0;30.0;-20.0;-1.0;50.0;69.0;77.0;45.0;42.0;-50.0;25.0;42.0;26.0;29.0;27.0;19.0;10.0;-21.0;-17.0;5.0;-16.0;-16.0;-38.0;35.0;21.0;16.0;27.0;26.0;13.0;4.0;-29.0;-19.0;13.0;1.0;14:00:00;0.0;ROM;LAZ
ATT X TOR 01-09-2019;126 (81%);86 (66%);212 (74%);160 (86%);163 (78%);323 (81%);11;15;26;8;10;18;46%;38%;42%;54%;62%;58%;0;0;0;1;2;3;0;2;2;1;2;3;3;0;3;4;5;9;20;17;37;12;4;16;3;2;5;3;9;12;0;0;0;1;0;1;4/11 (36%);2/7 (29%);6/18 (33%);2/15 (13%);4/16 (25%);6/31 (19%);7/10 (70%);7/12 (58%);14/22 (64%);2/5 (40%);2/8 (25%);4/13 (31%);29;41;70;27;31;58;17;14;3;4;7;1;1;2;;;;;;;5;12;17;1;3;4;11/26 (42%);11/31 (35%);22/57 (39%);17/21 (81%);15/26 (58%);32/47 (68%);2;1;3;1;0;1;156;131;287;187;210;397;57;68;125;56;86;142;;;;;;;4;3;7;6;8;14;1;1;2;3;5;8;2;3;5;4;5;9;2;1;3;5;7;12;6;11;17;8;12;20;6;4;10;11;15;26;1;1;2;0;2;2;3.0;2019-09-01;10.0;56.0;32.0;27.0;61.0;92.0;26.0;14.0;24.0;6.0;-2.0;3.0;-12.0;-28.0;-1.0;-4.0;-52.0;-50.0;-6.0;-17.0;-77.0;-45.0;-2.0;-18.0;17.0;-33.0;-19.0;-30.0;-21.0;-9.0;3.0;9.0;42.0;-28.0;24.0;13.0;13.0;26.0;34.0;55.0;-15.0;-10.0;9.0;6.0;100.0;20.0;70.0;64.0;41.0;27.0;39.0;46.0;23.0;9.0;5.0;1.0;14.0;-2.0;-2.0;-26.0;32.0;-33.0;-31.0;-42.0;-19.0;-44.0;54.0;34.0;18.0;12.0;5.0;29.0;3.0;9.0;29.0;13.0;4.0;11.0;20.0;16.0;11.0;62.0;38.0;25.0;18.0;23.0;37.0;9.0;7.0;35.0;58.0;22.0;2.0;16:45:00;-1.0;TOR;ATT
CAG X INT 01-09-2019;286 (88%);234 (86%);520 (87%);210 (86%);117 (76%);327 (82%);6;10;16;9;8;17;58%;62%;60%;42%;38%;40%;0;1;1;0;0;0;0;2;2;0;1;1;1;1;2;2;1;3;3;6;9;12;4;16;4;1;5;1;4;5;;;;;;;0/8 (0%);0/4 (0%);0/12 (0%);1/5 (20%);5/15 (33%);6/20 (30%);3/4 (75%);10/11 (91%);13/15 (87%);5/9 (56%);2/3 (67%);7/12 (58%);22;37;59;22;20;42;10;13;0;1;1;1;2;3;0;1;1;0;0;0;0;2;2;4;3;7;29/46 (63%);19/33 (58%);48/79 (61%);26/40 (65%);15/32 (47%);41/72 (57%);0;1;1;1;0;1;326;271;597;245;154;399;55;59;114;55;60;115;;;;;;;1;5;6;3;1;4;0;2;2;3;0;3;2;3;5;0;2;2;2;1;3;2;2;4;11;7;18;2;8;10;3;6;9;5;3;8;2;1;3;0;5;5;2.0;2019-09-01;12.0;-10.0;-2.0;4.0;5.0;-20.0;-17.0;-47.0;-30.0;-20.0;-15.0;33.0;16.0;4.0;-7.0;-3.0;-4.0;-6.0;-11.0;-9.0;-34.0;-23.0;25.0;-69.0;-43.0;-24.0;-11.0;25.0;21.0;12.0;-10.0;-9.0;-18.0;12.0;-12.0;19.0;14.0;3.0;5.0;-33.0;22.0;16.0;24.0;18.0;24.0;-21.0;15.0;80.0;78.0;34.0;15.0;5.0;-5.0;-8.0;-29.0;-46.0;-26.0;-34.0;-45.0;-30.0;-22.0;-14.0;-11.0;-26.0;-13.0;-11.0;12.0;-13.0;-14.0;-8.0;-57.0;-38.0;-22.0;-16.0;-4.0;-15.0;-11.0;-9.0;9.0;-9.0;-9.0;17.0;4.0;-33.0;-36.0;-23.0;-24.0;-24.0;-16.0;-8.0;-2.0;9.0;1.0;16:45:00;-1.0;INT;CAG
GEN X FIO 01-09-2019;139 (75%);154 (83%);293 (79%);144 (76%);125 (75%);269 (75%);10;6;16;12;8;20;48%;55%;51%;52%;45%;49%;1;0;1;1;2;3;1;1;2;2;2;4;1;2;3;2;1;3;13;5;18;11;12;23;1;7;8;6;3;9;0;0;0;0;2;2;0/8 (0%);3/20 (15%);3/28 (11%);5/16 (31%);3/10 (30%);8/26 (31%);7/9 (78%);9/11 (82%);16/20 (80%);2/5 (40%);1/2 (50%);3/7 (43%);33;22;55;26;29;55;14;17;3;3;6;1;4;5;0;1;1;1;1;2;4;5;9;6;6;12;11/23 (48%);10/14 (71%);21/37 (57%);15/29 (52%);11/34 (32%);26/63 (41%);0;1;1;1;0;1;185;185;370;190;167;357;75;72;147;75;60;135;;;;;;;3;8;11;8;8;16;5;5;10;6;6;12;1;5;6;4;4;8;4;4;8;4;3;7;6;1;7;7;13;20;7;12;19;12;11;23;0;0;0;2;0;2;1.0;2019-09-01;-10.0;-17.0;-9.0;68.0;37.0;-45.0;-10.0;20.0;3.0;-52.0;-32.0;-24.0;-24.0;-15.0;11.0;3.0;-3.0;85.0;48.0;73.0;40.0;15.0;-8.0;1.0;31.0;-46.0;-15.0;26.0;15.0;3.0;2.0;7.0;-37.0;-3.0;-23.0;-15.0;-9.0;30.0;26.0;14.0;21.0;10.0;3.0;5.0;-40.0;23.0;-45.0;-23.0;23.0;-28.0;38.0;22.0;18.0;45.0;51.0;72.0;-15.0;42.0;18.0;8.0;23.0;-35.0;-11.0;9.0;1.0;2.0;1.0;4.0;49.0;100.0;83.0;90.0;54.0;12.0;-34.0;-70.0;-47.0;-36.0;-32.0;-21.0;-11.0;-42.0;-31.0;-18.0;-18.0;-16.0;-13.0;-51.0;-31.0;-26.0;-44.0;-56.0;2.0;16:45:00;1.0;FIO;GEN
LEC X HEL 01-09-2019;268 (85%);124 (73%);392 (81%);133 (81%);227 (82%);360 (82%);11;16;27;10;9;19;65%;38%;52%;35%;62%;48%;3;0;3;1;0;1;3;1;4;1;0;1;1;2;3;1;2;3;6;16;22;6;6;12;2;5;7;0;2;2;;;;;;;2/8 (25%);1/8 (13%);3/16 (19%);4/7 (57%);3/14 (21%);7/21 (33%);5/9 (56%);4/9 (44%);9/18 (50%);2/5 (40%);5/8 (63%);7/13 (54%);28;31;59;24;29;53;13;14;0;3;3;3;0;3;1;0;1;0;0;0;2;5;7;4;4;8;16/34 (47%);8/28 (29%);24/62 (39%);12/24 (50%);15/27 (56%);27/51 (53%);0;1;1;1;0;1;317;169;486;165;276;441;67;67;134;48;75;123;;;;;;;6;3;9;4;5;9;5;3;8;4;5;9;3;1;4;0;3;3;3;3;6;1;5;6;4;6;10;7;7;14;9;6;15;5;10;15;1;2;3;1;1;2;1.0;2019-09-01;-10.0;-24.0;-20.0;-74.0;-72.0;-65.0;-44.0;-37.0;-10.0;-11.0;-51.0;-13.0;-49.0;-73.0;-44.0;-87.0;-67.0;-44.0;-48.0;-31.0;-17.0;-11.0;11.0;-9.0;-19.0;27.0;9.0;24.0;39.0;19.0;-17.0;-25.0;52.0;3.0;13.0;4.0;9.0;7.0;15.0;9.0;36.0;23.0;-34.0;18.0;28.0;28.0;16.0;22.0;11.0;-6.0;3.0;2.0;8.0;-32.0;-12.0;-8.0;14.0;-21.0;22.0;4.0;3.0;-62.0;-55.0;-29.0;-12.0;45.0;7.0;6.0;5.0;10.0;13.0;40.0;29.0;46.0;30.0;22.0;46.0;29.0;-4.0;34.0;-59.0;-22.0;-15.0;-6.0;-11.0;4.0;-17.0;73.0;56.0;-12.0;55.0;32.0;0.0;16:45:00;-1.0;HEL;LEC
SAS X SAM 01-09-2019;158 (81%);64 (71%);222 (78%);211 (85%);400 (91%);611 (89%);4;2;6;3;5;8;45%;18%;30%;55%;82%;70%;0;0;0;1;1;2;0;1;1;3;2;5;2;2;4;2;0;2;1;12;13;4;4;8;3;2;5;2;2;4;0;0;0;2;0;2;4/7 (57%);0/3 (0%);4/10 (40%);2/6 (33%);0/7 (0%);2/13 (15%);3/5 (60%);1/4 (25%);4/9 (44%);8/8 (100%);9/10 (90%);17/18 (94%);13;11;24;19;27;46;10;8;1;3;4;3;0;3;;;;;;;3;8;11;8;4;12;17/29 (59%);5/15 (33%);22/44 (50%);6/13 (46%);5/11 (45%);11/24 (46%);4;0;4;2;1;3;195;90;285;247;438;685;55;48;103;52;58;110;1;0;1;0;0;0;5;2;7;4;4;8;3;0;3;1;2;3;3;1;4;4;4;8;3;1;4;3;2;5;3;5;8;3;8;11;8;3;11;7;6;13;1;2;3;1;0;1;1.0;2019-09-01;-10.0;-22.0;-63.0;-28.0;-44.0;-16.0;-14.0;-17.0;-8.0;-19.0;-6.0;-30.0;6.0;-4.0;-10.0;-85.0;-61.0;-55.0;-28.0;-13.0;-3.0;-2.0;-30.0;55.0;27.0;70.0;50.0;27.0;20.0;74.0;38.0;53.0;51.0;-28.0;31.0;12.0;1.0;32.0;41.0;16.0;1.0;-1.0;-2.0;45.0;24.0;-3.0;45.0;31.0;38.0;23.0;29.0;11.0;10.0;8.0;20.0;17.0;-5.0;39.0;27.0;12.0;14.0;14.0;17.0;2.0;8.0;-36.0;44.0;-5.0;18.0;20.0;19.0;43.0;10.0;20.0;17.0;15.0;11.0;13.0;-44.0;-28.0;32.0;6.0;11.0;14.0;37.0;28.0;39.0;32.0;26.0;-29.0;43.0;20.0;4.0;16:45:00;1.0;SAM;SAS
UDI X PRM 01-09-2019;229 (85%);146 (76%);375 (81%);176 (83%);227 (87%);403 (85%);6;12;18;1;9;10;56%;41%;49%;44%;59%;51%;0;0;0;1;0;1;1;1;2;2;0;2;2;0;2;0;3;3;7;23;30;5;6;11;1;0;1;0;8;8;0;3;3;0;0;0;1/3 (33%);1/2 (50%);2/5 (40%);3/6 (50%);8/21 (38%);11/27 (41%);1/4 (25%);6/7 (86%);7/11 (64%);5/6 (83%);9/14 (64%);14/20 (70%);19;33;52;16;31;47;12;12;4;5;9;0;0;0;;;;;;;6;2;8;9;9;18;29/41 (71%);22/39 (56%);51/80 (64%);20/37 (54%);18/21 (86%);38/58 (66%);0;1;1;0;0;0;268;193;461;211;262;473;50;69;119;53;63;116;;;;;;;1;2;3;5;12;17;2;1;3;2;7;9;1;2;3;5;6;11;4;1;5;2;4;6;7;12;19;4;10;14;5;3;8;7;16;23;1;2;3;0;1;1;3.0;2019-09-01;10.0;-4.0;-34.0;-26.0;-20.0;-17.0;-16.0;-12.0;42.0;17.0;-13.0;38.0;-5.0;-8.0;28.0;56.0;30.0;29.0;27.0;15.0;-33.0;24.0;20.0;28.0;12.0;-20.0;11.0;-5.0;-8.0;35.0;19.0;13.0;8.0;15.0;8.0;-3.0;-5.0;-63.0;-34.0;-23.0;-2.0;-9.0;-13.0;-53.0;-5.0;15.0;67.0;40.0;28.0;27.0;18.0;38.0;27.0;20.0;16.0;13.0;11.0;-25.0;-16.0;44.0;11.0;31.0;24.0;23.0;36.0;18.0;4.0;5.0;9.0;31.0;32.0;22.0;68.0;42.0;26.0;16.0;11.0;7.0;-6.0;23.0;14.0;12.0;14.0;-11.0;64.0;91.0;52.0;36.0;20.0;-10.0;91.0;20.0;1.0;16:45:00;-1.0;PRM;UDI
FIO X JUV 14-09-2019;229 (85%);173 (85%);402 (85%);167 (80%);152 (79%);319 (80%);5;1;6;6;4;10;57%;51%;54%;43%;49%;46%;0;0;0;3;0;3;0;0;0;3;0;3;2;1;3;1;3;4;5;13;18;5;7;12;0;0;0;2;8;10;0;1;1;0;0;0;1/4 (25%);0/4 (0%);1/8 (13%);2/6 (33%);4/13 (31%);6/19 (32%);4/8 (50%);2/4 (50%);6/12 (50%);8/11 (73%);4/6 (67%);12/17 (71%);22;12;34;36;20;56;19;12;3;2;5;2;2;4;;;;;;;2;1;3;4;2;6;14/27 (52%);14/23 (61%);28/50 (56%);19/33 (58%);17/27 (63%);36/60 (60%);0;1;1;1;2;3;270;204;474;208;192;400;;;119;;;123;;;;;;;0;2;2;6;6;12;1;0;1;5;4;9;2;2;4;3;2;5;5;1;6;3;3;6;6;5;11;14;4;18;5;3;8;9;9;18;1;2;3;2;1;3;0.0;2019-09-14;-4.0;-17.0;-11.0;8.0;1.0;9.0;5.0;37.0;79.0;41.0;39.0;-4.0;-57.0;-28.0;-69.0;-67.0;-47.0;-27.0;-19.0;-10.0;-5.0;-1.0;6.0;-1.0;5.0;46.0;33.0;39.0;38.0;11.0;-4.0;-12.0;-8.0;-3.0;-5.0;28.0;19.0;45.0;21.0;11.0;6.0;4.0;3.0;5.0;3.0;-5.0;2.0;9.0;2.0;-4.0;58.0;37.0;29.0;49.0;29.0;45.0;30.0;53.0;31.0;16.0;11.0;45.0;-26.0;24.0;18.0;26.0;9.0;15.0;3.0;-5.0;-11.0;-2.0;3.0;1.0;37.0;18.0;42.0;20.0;9.0;-18.0;-12.0;-11.0;-19.0;-2.0;-10.0;-1.0;22.0;26.0;14.0;2.0;57.0;25.0;0.0;11:00:00;0.0;JUV;FIO
NAP X SAM 14-09-2019;140 (80%);119 (76%);259 (78%);303 (92%);322 (90%);625 (91%);4;1;5;6;4;10;36%;31%;33%;64%;69%;67%;1;1;2;1;1;2;1;1;2;1;1;2;2;0;2;2;5;7;7;13;20;8;4;12;5;2;7;2;6;8;1;0;1;0;0;0;1/5 (20%);1/5 (20%);2/10 (20%);1/7 (14%);0/17 (0%);1/24 (4%);2/4 (50%);6/9 (67%);8/13 (62%);1/1 (100%);7/14 (50%);8/15 (53%);14;22;36;20;19;39;10;6;1;3;4;2;0;2;0;0;0;1;0;1;6;3;9;1;7;8;6/22 (27%);9/20 (45%);15/42 (36%);9/19 (47%);13/21 (62%);22/40 (55%);0;0;0;2;0;2;176;157;333;331;357;688;;;112;;;111;;;;;;;3;3;6;4;8;12;2;4;6;6;7;13;2;0;2;2;4;6;3;1;4;6;8;14;6;11;17;6;7;13;6;4;10;10;16;26;2;0;2;2;0;2;0.0;2019-09-14;-10.0;-65.0;-16.0;-8.0;5.0;37.0;31.0;23.0;57.0;37.0;22.0;-8.0;1.0;34.0;16.0;10.0;6.0;5.0;-4.0;8.0;8.0;9.0;-3.0;22.0;-28.0;-14.0;19.0;11.0;11.0;14.0;1.0;-6.0;-31.0;7.0;-14.0;-21.0;-2.0;7.0;-21.0;-11.0;2.0;9.0;11.0;11.0;12.0;43.0;17.0;65.0;43.0;73.0;75.0;49.0;29.0;31.0;20.0;38.0;30.0;27.0;20.0;29.0;45.0;29.0;19.0;8.0;37.0;-29.0;32.0;30.0;29.0;58.0;53.0;59.0;41.0;25.0;-38.0;-50.0;-20.0;-3.0;17.0;-9.0;-14.0;-1.0;-16.0;30.0;18.0;17.0;53.0;47.0;23.0;11.0;11.0;13.0;2.0;14:00:00;1.0;SAM;NAP
