game;text;homeScore;awayScore;isLive;time;addedTime;incidentType
BAY X TSG 24-08-2018;FT;3;1;False;90;999;period
BAY X TSG 24-08-2018;HT;1;0;False;45;999;period
DUS X AUG 25-08-2018;FT;1;2;False;90;999;period
SCF X SGE 25-08-2018;FT;0;2;False;90;999;period
SCF X SGE 25-08-2018;HT;0;1;False;45;999;period
BCS X NUR 25-08-2018;FT;1;0;False;90;999;period
SVW X H96 25-08-2018;FT;1;1;False;90;999;period
SVW X H96 25-08-2018;HT;0;0;False;45;999;period
WOB X S04 25-08-2018;FT;2;1;False;90;999;period
BMG X BLK 25-08-2018;FT;2;0;False;90;999;period
DOR X RBL 26-08-2018;FT;4;1;False;90;999;period
DOR X RBL 26-08-2018;HT;3;1;False;45;999;period
H96 X DOR 31-08-2018;FT;0;0;False;90;999;period
BLK X WOB 01-09-2018;FT;1;3;False;90;999;period
BLK X WOB 01-09-2018;HT;1;1;False;45;999;period
STU X BAY 01-09-2018;FT;0;3;False;90;999;period
BAY X BLK 15-09-2018;HT;2;1;False;45;999;period
RBL X H96 15-09-2018;FT;3;2;False;90;999;period
WOB X BCS 15-09-2018;FT;2;2;False;90;999;period
SCF X STU 16-09-2018;FT;3;3;False;90;999;period
AUG X SVW 22-09-2018;FT;2;3;False;90;999;period
AUG X SVW 22-09-2018;HT;1;2;False;45;999;period
BCS X BMG 22-09-2018;FT;4;2;False;90;999;period
WOB X SCF 22-09-2018;HT;0;2;False;45;999;period
SVW X BCS 25-09-2018;HT;2;0;False;45;999;period
DOR X NUR 26-09-2018;FT;7;0;False;90;999;period
NUR X DUS 29-09-2018;FT;3;0;False;90;999;period
BLK X DOR 29-09-2018;FT;2;4;False;90;999;period
DOR X AUG 06-10-2018;FT;4;3;False;90;999;period
RBL X NUR 07-10-2018;FT;6;0;False;90;999;period
RBL X NUR 07-10-2018;HT;4;0;False;45;999;period
SGE X DUS 19-10-2018;FT;7;1;False;90;999;period
SGE X DUS 19-10-2018;HT;3;0;False;45;999;period
STU X DOR 20-10-2018;FT;0;4;False;90;999;period
STU X DOR 20-10-2018;HT;0;3;False;45;999;period
BMG X MAI 21-10-2018;FT;4;0;False;90;999;period
SVW X BLK 28-10-2018;FT;2;6;False;90;999;period
BLK X TSG 03-11-2018;FT;1;4;False;90;999;period
WOB X DOR 03-11-2018;FT;0;1;False;90;999;period
S04 X NUR 24-11-2018;FT;5;2;False;90;999;period
BCS X AUG 18-12-2018;HT;2;2;False;45;999;period
DOR X H96 26-01-2019;FT;5;1;False;90;999;period
MAI X BLK 08-02-2019;FT;1;5;False;90;999;period
MAI X BLK 08-02-2019;HT;1;4;False;45;999;period
RBL X BCS 30-03-2019;FT;5;0;False;90;999;period
S04 X TSG 20-04-2019;FT;2;5;False;90;999;period
BLK X SGE 05-05-2019;FT;6;1;False;90;999;period
BLK X SGE 05-05-2019;HT;6;1;False;45;999;period
AUG X BCS 11-05-2019;FT;3;4;False;90;999;period
WOB X AUG 18-05-2019;FT;8;1;False;90;999;period
