game;addedTime;id;incidentClass;incidentType;isHome;player;playerName;reason;time
LIV X NOR 2019-08-09;;119257670;yellow;card;False;{'name': 'Emiliano Buendía', 'slug': 'emiliano-buendia', 'shortName': 'E. Buendía', 'position': 'M', 'userCount': 1528, 'id': 783126};Emiliano Buendía;Foul;65
LIV X NOR 2019-08-09;;119257669;yellow;card;False;{'name': 'Moritz Leitner', 'slug': 'moritz-leitner', 'shortName': 'M. Leitner', 'position': 'M', 'userCount': 128, 'id': 122403};Moritz Leitner;Foul;60
WES X MCI 2019-08-10;3.0;119258139;yellow;card;False;{'name': 'Raheem Sterling', 'slug': 'raheem-sterling', 'shortName': 'R. Sterling', 'position': 'F', 'userCount': 22277, 'id': 138534};Raheem Sterling;Foul;90
WES X MCI 2019-08-10;;119258138;yellow;card;False;{'name': 'Kyle Walker', 'slug': 'kyle-walker', 'shortName': 'K. Walker', 'position': 'D', 'userCount': 4670, 'id': 44614};Kyle Walker;Foul;87
WES X MCI 2019-08-10;;119258137;yellow;card;True;{'name': 'Felipe Anderson', 'slug': 'felipe-anderson', 'shortName': 'F. Anderson', 'position': 'M', 'userCount': 3552, 'id': 152276};Felipe Anderson;Foul;62
WES X MCI 2019-08-10;;119258136;yellow;card;True;{'name': 'Fabián Balbuena', 'slug': 'fabian-balbuena', 'shortName': 'F. Balbuena', 'position': 'D', 'userCount': 845, 'id': 339447};Fabián Balbuena;Foul;61
BOU X SHE 2019-08-10;;119258740;yellow;card;False;{'name': 'John Fleck', 'slug': 'john-fleck', 'shortName': 'J. Fleck', 'position': 'M', 'userCount': 443, 'id': 27999};John Fleck;Foul;78
BOU X SHE 2019-08-10;;119258739;yellow;card;True;{'name': 'Ryan Fraser', 'slug': 'ryan-fraser', 'shortName': 'R. Fraser', 'position': 'M', 'userCount': 1596, 'id': 138261};Ryan Fraser;Argument;64
BOU X SHE 2019-08-10;;119258738;yellow;card;True;{'name': 'Adam Smith', 'slug': 'adam-smith', 'shortName': 'A. Smith', 'position': 'D', 'userCount': 138, 'id': 44566};Adam Smith;Foul;43
CRY X EVE 2019-08-10;;119258734;yellowRed;card;False;{'name': 'Morgan Schneiderlin', 'slug': 'morgan-schneiderlin', 'shortName': 'M. Schneiderlin', 'position': 'M', 'userCount': 739, 'id': 27009};Morgan Schneiderlin;Foul;76
CRY X EVE 2019-08-10;;119258731;yellow;card;True;{'name': 'Luka Milivojević', 'slug': 'luka-milivojevic', 'shortName': 'L. Milivojević', 'position': 'M', 'userCount': 1615, 'id': 50294};Luka Milivojević;Persistent fouling;55
CRY X EVE 2019-08-10;;119258733;yellow;card;False;{'name': 'Morgan Schneiderlin', 'slug': 'morgan-schneiderlin', 'shortName': 'M. Schneiderlin', 'position': 'M', 'userCount': 739, 'id': 27009};Morgan Schneiderlin;Argument;54
CRY X EVE 2019-08-10;;119258732;yellow;card;False;{'name': 'Bernard', 'slug': 'bernard', 'shortName': 'Bernard', 'position': 'M', 'userCount': 1308, 'id': 241488};Bernard;Foul;52
CRY X EVE 2019-08-10;;119258730;yellow;card;True;{'name': 'Max Meyer', 'slug': 'max-meyer', 'shortName': 'M. Meyer', 'position': 'M', 'userCount': 649, 'id': 187431};Max Meyer;Foul;38
LEI X WOL 2019-08-11;;119260354;yellow;card;False;{'name': 'Rúben Neves', 'slug': 'ruben-neves', 'shortName': 'R. Neves', 'position': 'M', 'userCount': 4320, 'id': 280955};Ruben Neves;Argument;60
LEI X WOL 2019-08-11;;119260353;yellow;card;False;{'name': 'Jonny Castro', 'slug': 'jonny-castro', 'shortName': 'J. Castro', 'position': 'M', 'userCount': 463, 'id': 235648};Jonny Castro;Foul;31
WAT X BHA 2019-08-10;;119258721;yellow;card;False;{'name': 'Lewis Dunk', 'slug': 'lewis-dunk', 'shortName': 'L. Dunk', 'position': 'D', 'userCount': 831, 'id': 115365};Lewis Dunk;Foul;88
TOT X ASV 2019-08-10;;119259198;yellow;card;True;{'name': 'Érik Lamela', 'slug': 'erik-lamela', 'shortName': 'É. Lamela', 'position': 'M', 'userCount': 2874, 'id': 122702};Érik Lamela;Time wasting;87
NEW X ARS 2019-08-11;;119260358;yellow;card;False;{'name': 'Granit Xhaka', 'slug': 'granit-xhaka', 'shortName': 'G. Xhaka', 'position': 'M', 'userCount': 4403, 'id': 117777};Granit Xhaka;Foul;81
NEW X ARS 2019-08-11;;119260357;yellow;card;False;{'name': 'Henrikh Mkhitaryan', 'slug': 'henrikh-mkhitaryan', 'shortName': 'H. Mkhitaryan', 'position': 'M', 'userCount': 6313, 'id': 37151};Henrikh Mkhitaryan;Foul;37
NEW X ARS 2019-08-11;;119260356;yellow;card;False;{'name': 'Reiss Nelson', 'slug': 'reiss-nelson', 'shortName': 'R. Nelson', 'position': 'F', 'userCount': 2820, 'id': 826139};Reiss Nelson;Foul;25
NEW X ARS 2019-08-11;;119260355;yellow;card;True;{'name': 'Miguel Almirón', 'slug': 'miguel-almiron', 'shortName': 'M. Almirón', 'position': 'M', 'userCount': 2242, 'id': 333373};Miguel Almirón;Simulation;18
