game;addedTime;id;incidentClass;incidentType;injury;isHome;playerIn;playerOut;time
LIV X NOR 2019-08-09;;119355165;;substitution;;True;{'name': 'James Milner', 'slug': 'james-milner', 'shortName': 'J. Milner', 'position': 'M', 'userCount': 4415, 'id': 791};{'name': 'Roberto Firmino', 'slug': 'roberto-firmino', 'shortName': 'R. Firmino', 'position': 'F', 'userCount': 45472, 'id': 143697};86
LIV X NOR 2019-08-09;;119355168;;substitution;;False;{'name': 'Josip Drmić', 'slug': 'josip-drmic', 'shortName': 'J. Drmić', 'position': 'F', 'userCount': 264, 'id': 107025};{'name': 'Teemu Pukki', 'slug': 'teemu-pukki', 'shortName': 'T. Pukki', 'position': 'F', 'userCount': 5941, 'id': 15242};83
LIV X NOR 2019-08-09;;119355164;;substitution;;True;{'name': 'Sadio Mané', 'slug': 'sadio-mane', 'shortName': 'S. Mané', 'position': 'F', 'userCount': 71444, 'id': 217704};{'name': 'Divock Origi', 'slug': 'divock-origi', 'shortName': 'D. Origi', 'position': 'F', 'userCount': 7050, 'id': 190399};74
LIV X NOR 2019-08-09;;119355167;;substitution;;False;{'name': 'Onel Hernández', 'slug': 'onel-hernandez', 'shortName': 'O. Hernández', 'position': 'M', 'userCount': 284, 'id': 137017};{'name': 'Tom Trybull', 'slug': 'tom-trybull', 'shortName': 'T. Trybull', 'position': 'M', 'userCount': 65, 'id': 129916};70
LIV X NOR 2019-08-09;;119355166;;substitution;;False;{'name': 'Moritz Leitner', 'slug': 'moritz-leitner', 'shortName': 'M. Leitner', 'position': 'M', 'userCount': 128, 'id': 122403};{'name': 'Marco Stiepermann', 'slug': 'marco-stiepermann', 'shortName': 'M. Stiepermann', 'position': 'M', 'userCount': 111, 'id': 101789};58
LIV X NOR 2019-08-09;;119355163;injury;substitution;True;True;{'name': 'Adrián', 'slug': 'adrian', 'shortName': 'Adrián', 'position': 'G', 'userCount': 1745, 'id': 50539};{'name': 'Alisson', 'slug': 'alisson', 'shortName': 'Alisson', 'position': 'G', 'userCount': 20466, 'id': 243609};39
WES X MCI 2019-08-10;;119355776;;substitution;;False;{'name': 'Phil Foden', 'slug': 'foden-phil', 'shortName': 'P. Foden', 'position': 'M', 'userCount': 5423, 'id': 859765};{'name': 'David Silva', 'slug': 'david-silva', 'shortName': 'D. Silva', 'position': 'M', 'userCount': 8076, 'id': 11781};80
WES X MCI 2019-08-10;;119355775;;substitution;;False;{'name': 'İlkay Gündoğan', 'slug': 'ilkay-gundogan', 'shortName': 'İ. Gündoğan', 'position': 'M', 'userCount': 4510, 'id': 45853};{'name': 'Kevin De Bruyne', 'slug': 'kevin-de-bruyne', 'shortName': 'K. D. Bruyne', 'position': 'M', 'userCount': 59059, 'id': 70996};79
WES X MCI 2019-08-10;;119355774;;substitution;;False;{'name': 'Sergio Agüero', 'slug': 'sergio-aguero', 'shortName': 'S. Agüero', 'position': 'F', 'userCount': 55578, 'id': 17094};{'name': 'Gabriel Jesus', 'slug': 'gabriel-jesus', 'shortName': 'Gabriel', 'position': 'F', 'userCount': 21033, 'id': 794839};69
WES X MCI 2019-08-10;;119355773;injury;substitution;True;True;{'name': 'Javier Hernández', 'slug': 'javier-hernandez', 'shortName': 'J. Hernández', 'position': 'F', 'userCount': 5194, 'id': 34312};{'name': 'Felipe Anderson', 'slug': 'felipe-anderson', 'shortName': 'F. Anderson', 'position': 'M', 'userCount': 3552, 'id': 152276};66
