game;text;homeScore;awayScore;isLive;time;addedTime;incidentType
LIV X NOR 2019-08-09;FT;4;1;False;90;999;period
LIV X NOR 2019-08-09;HT;4;0;False;45;999;period
WES X MCI 2019-08-10;FT;0;5;False;90;999;period
WES X MCI 2019-08-10;HT;0;1;False;45;999;period
BOU X SHE 2019-08-10;FT;1;1;False;90;999;period
BOU X SHE 2019-08-10;HT;0;0;False;45;999;period
BUR X SOU 2019-08-10;FT;3;0;False;90;999;period
CRY X EVE 2019-08-10;FT;0;0;False;90;999;period
WAT X BHA 2019-08-10;FT;0;3;False;90;999;period
TOT X ASV 2019-08-10;FT;3;1;False;90;999;period
NEW X ARS 2019-08-11;FT;0;1;False;90;999;period
MUN X CHE 2019-08-11;FT;4;0;False;90;999;period
MUN X CHE 2019-08-11;HT;1;0;False;45;999;period
ARS X BUR 2019-08-17;FT;2;1;False;90;999;period
ARS X BUR 2019-08-17;HT;1;1;False;45;999;period
ASV X BOU 2019-08-17;FT;1;2;False;90;999;period
ASV X BOU 2019-08-17;HT;0;2;False;45;999;period
EVE X WAT 2019-08-17;FT;1;0;False;90;999;period
MCI X TOT 2019-08-17;FT;2;2;False;90;999;period
MCI X TOT 2019-08-17;HT;2;1;False;45;999;period
ASV X EVE 2019-08-23;FT;2;0;False;90;999;period
BOU X MCI 2019-08-25;FT;1;3;False;90;999;period
BOU X MCI 2019-08-25;HT;1;2;False;45;999;period
BHA X SOU 2019-08-24;FT;0;2;False;90;999;period
NOR X CHE 2019-08-24;FT;2;3;False;90;999;period
NOR X CHE 2019-08-24;HT;2;2;False;45;999;period
CHE X SHE 2019-08-31;HT;2;0;False;45;999;period
EVE X WOL 2019-09-01;FT;3;2;False;90;999;period
WOL X CHE 2019-09-14;FT;2;5;False;90;999;period
WOL X CHE 2019-09-14;HT;0;3;False;45;999;period
MCI X WAT 2019-09-21;FT;8;0;False;90;999;period
MCI X WAT 2019-09-21;HT;5;0;False;45;999;period
LEI X NEW 2019-09-29;FT;5;0;False;90;999;period
NOR X ASV 2019-10-05;FT;1;5;False;90;999;period
SOU X CHE 2019-10-06;FT;1;4;False;90;999;period
SOU X CHE 2019-10-06;HT;1;3;False;45;999;period
BUR X CHE 2019-10-26;FT;2;4;False;90;999;period
SOU X LEI 2019-10-25;FT;0;9;False;90;999;period
SOU X LEI 2019-10-25;HT;0;5;False;45;999;period
SHE X BUR 2019-11-02;HT;3;0;False;45;999;period
SHE X MUN 2019-11-24;FT;3;3;False;90;999;period
LIV X EVE 2019-12-04;FT;5;2;False;90;999;period
LIV X EVE 2019-12-04;HT;4;2;False;45;999;period
LEI X LIV 2019-12-26;FT;0;4;False;90;999;period
MUN X NEW 2019-12-26;HT;3;1;False;45;999;period
ASV X MCI 2020-01-12;FT;1;6;False;90;999;period
ASV X MCI 2020-01-12;HT;0;4;False;45;999;period
