game;name;slug;shortName;id;national;team_name;team_id;goals;goalAssist;totalTackle;totalPass;totalDuels;minutesPlayed;position;rating;shotsOnTarget;shotsOffTarget;shotsBlocked;totalContest;totalClearance;outfielderBlock;interceptionWon;wonTackle;challengeLost;accuratePass;keyPass;totalCross;totalLongBalls;dispossessed;wasFouled;fouls;saves;punches;runsOut;goodHighClaim;team
VIT X CEA 2018-05-20;Felipe Azevedo;ceara-sc;F. Azevedo;166471;False;Ceará SC;2001;;;2;10 (83%);7 (3);45';M;6.5;0;0;0;0 (0);1;0;0;2 (1);1;10 (83%);0;1 (0);0 (0);1;0;1;;;;;CEA
VIT X CEA 2018-05-20;Rodrigo Andrade;vitoria;R. Andrade;874398;False;Vitória;1962;;;1;14 (93%);6 (2);20';M;6.4;0;0;0;1 (0);1;0;0;1 (0);1;14 (93%);2;1 (0);0 (0);0;1;2;;;;;VIT
VIT X CEA 2018-05-20;André Lima;vitoria;A. Lima;28272;False;Vitória;1962;;;0;12 (85%);5 (0);61';F;6.3;0;0;0;0 (0);0;0;0;0 (0);1;12 (85%);1;0 (0);0 (0);1;0;1;;;;;VIT
VIT X CEA 2018-05-20;Guilherme Costa;vitoria;G. Costa;156013;False;Vitória;1962;;;0;1 (100%);9 (3);12';M;6.1;0;0;0;0 (0);0;0;1;0 (0);;1 (100%);0;3 (0);0 (0);3;3;1;;;;;VIT
VIT X CEA 2018-05-20;Éverson;ceara-sc;Éverson;870748;False;Ceará SC;2001;;;0;18 (66%);1 (0);90';G;6.0;0;0;0;0 (0);2;0;0;0 (0);;18 (66%);0;0 (0);20 (11);0;0;1;1;1;1 (1);0;CEA
VIT X CEA 2018-05-20;Éder Luís;ceara-sc;É. Luís;798340;False;Ceará SC;2001;;;0;16 (100%);7 (1);45';M;6.0;0;1;0;1 (0);1;0;0;0 (0);;16 (100%);1;0 (0);1 (1);5;1;0;;;;;CEA
AME X BOT 2018-05-20;Luan;america-mineiro;Luan;73096;False;América Mineiro;1973;;;1;33 (78%);13 (8);90';M;7.8;0;1;0;0 (0);2;0;6;1 (1);;33 (78%);2;1 (0);1 (1);1;2;4;;;;;AME
AME X BOT 2018-05-20;Norberto Neto;america-mineiro;N. Neto;839515;False;América Mineiro;1973;;;5;28 (82%);15 (10);90';D;7.7;0;0;2;4 (3);0;0;1;5 (2);;28 (82%);2;5 (1);2 (2);0;1;4;;;;;AME
AME X BOT 2018-05-20;Igor Rabello;botafogo;I. Rabello;753662;False;Botafogo;1958;;;2;55 (87%);12 (8);90';D;7.7;0;0;0;1 (1);8;2;3;2 (0);1;55 (87%);0;0 (0);10 (6);0;2;1;;;;;BOT
AME X BOT 2018-05-20;Gustavo Bochecha;botafogo;G. Bochecha;850478;False;Botafogo;1958;;;5;58 (89%);13 (9);90';M;7.4;0;1;0;1 (1);0;1;1;5 (1);1;58 (89%);1;0 (0);8 (7);1;3;2;;;;;BOT
AME X BOT 2018-05-20;Juninho;america-mineiro;Juninho;330691;False;América Mineiro;1973;1;;1;20 (80%);4 (2);47';M;7.3;1;0;1;0 (0);1;0;2;1 (1);;20 (80%);1;1 (0);3 (0);0;1;2;;;;;AME
AME X BOT 2018-05-20;Matheus Ferraz;america-mineiro;M. Ferraz;329083;False;América Mineiro;1973;;;0;29 (80%);5 (3);90';D;7.3;0;0;0;0 (0);9;0;4;0 (0);;29 (80%);0;0 (0);2 (1);0;0;1;;;;;AME
AME X BOT 2018-05-20;Giovanni;america-mineiro;Giovanni;552618;False;América Mineiro;1973;;;0;37 (82%);6 (2);90';D;7.2;0;0;1;1 (0);1;0;4;0 (0);1;37 (82%);2;2 (0);4 (3);0;0;0;;;;;AME
AME X BOT 2018-05-20;Rodrigo Lindoso;botafogo;R. Lindoso;343683;False;Botafogo;1958;;;0;80 (92%);6 (4);90';M;7.2;0;1;0;0 (0);5;0;0;0 (0);1;80 (92%);0;0 (0);12 (11);0;4;0;;;;;BOT
AME X BOT 2018-05-20;Joel Carli;botafogo;J. Carli;122716;False;Botafogo;1958;;;0;58 (84%);4 (3);90';D;7.2;0;0;0;1 (1);4;2;1;0 (0);;58 (84%);0;0 (0);8 (6);0;0;2;;;;;BOT
AME X BOT 2018-05-20;Messias;america-mineiro;Messias;839765;False;América Mineiro;1973;;;2;19 (73%);8 (4);90';D;7.1;0;0;0;0 (0);6;1;1;2 (1);;19 (73%);0;0 (0);6 (1);0;0;3;;;;;AME
AME X BOT 2018-05-20;João Ricardo;america-mineiro;J. Ricardo;839761;False;América Mineiro;1973;;;0;20 (80%);1 (1);90';G;7.1;0;0;0;0 (0);1;0;0;0 (0);;20 (80%);0;0 (0);16 (11);0;0;0;1;1;0 (0);1;AME
AME X BOT 2018-05-20;Ruy;america-mineiro;Ruy;795724;False;América Mineiro;1973;;;1;4 (66%);5 (5);13';M;7.1;0;0;0;2 (2);0;0;0;1 (1);;4 (66%);0;0 (0);1 (1);0;2;0;;;;;AME
AME X BOT 2018-05-20;Leandro Donizete;america-mineiro;L. Donizete;77548;False;América Mineiro;1973;;;1;65 (89%);4 (2);90';M;7.1;0;0;0;0 (0);0;1;1;1 (0);1;65 (89%);1;0 (0);10 (6);0;1;1;;;;;AME
AME X BOT 2018-05-20;Serginho;america-mineiro;Serginho;843735;False;América Mineiro;1973;;;0;22 (75%);7 (4);77';M;6.9;1;1;1;1 (1);1;0;0;0 (0);1;22 (75%);0;6 (0);3 (1);1;2;1;;;;;AME
AME X BOT 2018-05-20;Matheus Fernandes;botafogo;M. Fernandes;840150;False;Botafogo;1958;;;1;33 (91%);8 (5);90';M;6.9;0;0;0;1 (1);1;0;1;1 (1);1;33 (91%);2;0 (0);1 (1);0;2;2;;;;;BOT
AME X BOT 2018-05-20;Aderlan Silva;america-mineiro;A. Silva;584432;False;América Mineiro;1973;;;3;21 (72%);12 (4);90';M;6.9;0;1;0;1 (1);1;0;0;3 (3);2;21 (72%);2;5 (0);2 (1);3;0;1;;;;;AME
AME X BOT 2018-05-20;Gilson;botafogo;Gilson;842064;False;Botafogo;1958;;;1;38 (90%);4 (2);79';D;6.8;0;1;0;2 (1);0;0;1;1 (1);1;38 (90%);1;3 (1);3 (3);0;0;0;;;;;BOT
AME X BOT 2018-05-20;Rafael Moura;america-mineiro;R. Moura;23395;False;América Mineiro;1973;;1;0;12 (80%);7 (3);29';F;6.8;0;0;0;3 (2);0;0;0;0 (0);1;12 (80%);1;0 (0);1 (0);0;0;2;;;;;AME
AME X BOT 2018-05-20;Renatinho;botafogo;Renatinho;878087;False;Botafogo;1958;;;2;18 (78%);10 (6);65';M;6.7;0;0;1;2 (1);1;0;1;2 (2);1;18 (78%);0;4 (0);2 (0);1;2;1;;;;;BOT
AME X BOT 2018-05-20;Marcinho;botafogo;Marcinho;840148;False;Botafogo;1958;;;0;60 (80%);5 (0);90';D;6.7;0;1;0;0 (0);1;0;3;0 (0);;60 (80%);0;7 (0);9 (3);0;0;1;;;;;BOT
AME X BOT 2018-05-20;Zé Ricardo;america-mineiro;Z. Ricardo;840132;False;América Mineiro;1973;;;0;25 (92%);3 (0);43';M;6.6;0;2;1;0 (0);0;0;0;0 (0);;25 (92%);0;0 (0);3 (3);2;0;1;;;;;AME
AME X BOT 2018-05-20;Luiz Fernando;botafogo;L. Fernando;874143;False;Botafogo;1958;;;0;17 (54%);10 (2);90';M;6.5;0;2;0;4 (1);0;1;1;0 (0);1;17 (54%);1;2 (0);1 (0);0;1;0;;;;;BOT
AME X BOT 2018-05-20;Brenner;botafogo;Brenner;840208;False;Botafogo;1958;;;0;7 (87%);8 (4);65';F;6.5;1;0;0;0 (0);0;0;0;0 (0);;7 (87%);1;0 (0);0 (0);2;3;0;;;;;BOT
AME X BOT 2018-05-20;Kieza;botafogo;Kieza;76489;False;Botafogo;1958;;;0;12 (100%);2 (1);25';F;6.5;0;0;0;0 (0);0;0;0;0 (0);;12 (100%);0;0 (0);1 (1);1;1;0;;;;;BOT
AME X BOT 2018-05-20;Jefferson;botafogo;Jefferson;43685;False;Botafogo;1958;;;0;18 (85%);1 (1);90';G;6.5;0;0;0;0 (0);0;0;0;0 (0);;18 (85%);0;0 (0);5 (2);0;1;0;1;0;0 (0);3;BOT
AME X BOT 2018-05-20;Judivan;america-mineiro;Judivan;599682;False;América Mineiro;1973;;;0;8 (80%);5 (1);61';F;6.4;0;1;0;1 (0);0;0;0;0 (0);1;8 (80%);0;0 (0);0 (0);0;1;0;;;;;AME
AME X BOT 2018-05-20;Moisés;botafogo;Moisés;840158;False;Botafogo;1958;;;0;15 (100%);4 (1);11';D;6.2;0;0;0;0 (0);0;0;0;0 (0);1;15 (100%);0;3 (0);0 (0);2;1;0;;;;;BOT
AME X BOT 2018-05-20;Rodrigo Aguirre;botafogo;R. Aguirre;155974;False;Botafogo;1958;;;0;4 (66%);8 (0);25';F;6.1;0;0;1;1 (0);0;0;0;0 (0);1;4 (66%);0;2 (0);0 (0);1;0;2;;;;;BOT
PAR X GRE 2018-05-20;Maicon;gremio;Maicon;26230;False;Grêmio;5926;;;0;147 (93%);7 (3);90';M;7.8;0;1;0;0 (0);0;1;1;0 (0);1;147 (93%);0;0 (0);22 (19);1;1;3;;;;;GRE
PAR X GRE 2018-05-20;Júnior Gomes;parana-clube;J. Gomes;878092;False;Paraná Clube;1965;;;5;12 (66%);15 (10);86';D;7.7;0;0;0;3 (2);5;1;5;5 (3);1;12 (66%);0;0 (0);1 (0);0;3;1;;;;;PAR
PAR X GRE 2018-05-20;Ramiro;gremio;Ramiro;330693;False;Grêmio;5926;;;0;56 (91%);8 (3);90';M;7.6;0;0;1;0 (0);1;0;2;0 (0);1;56 (91%);3;12 (3);3 (2);1;2;1;;;;;GRE
PAR X GRE 2018-05-20;Thiago Rodrigues;parana-clube;T. Rodrigues;840026;False;Paraná Clube;1965;;;0;7 (53%);1 (1);90';G;7.4;0;0;0;0 (0);1;0;0;0 (0);;7 (53%);0;0 (0);11 (5);0;1;0;2;0;0 (0);0;PAR
PAR X GRE 2018-05-20;Walter Kannemann;gremio;W. Kannemann;249647;False;Grêmio;5926;;;2;39 (95%);9 (7);90';D;7.4;0;0;0;0 (0);4;0;3;2 (1);1;39 (95%);0;0 (0);2 (1);0;2;1;;;;;GRE
PAR X GRE 2018-05-20;Cléber Reis;parana-clube;C. Reis;243277;False;Paraná Clube;1965;;;2;20 (74%);8 (6);90';D;7.4;0;0;0;1 (1);7;1;1;2 (0);;20 (74%);0;0 (0);10 (4);0;2;2;;;;;PAR
PAR X GRE 2018-05-20;Bruno Cortêz;gremio;B. Cortêz;165577;False;Grêmio;5926;;;2;69 (88%);14 (8);90';D;7.4;0;0;0;3 (3);1;1;1;2 (2);;69 (88%);0;4 (1);1 (1);2;1;3;;;;;GRE
PAR X GRE 2018-05-20;Caio Henrique;parana-clube;C. Henrique;845170;False;Paraná Clube;1965;;;1;20 (74%);6 (4);79';F;7.2;0;1;0;2 (2);0;0;1;1 (0);1;20 (74%);0;3 (0);1 (0);0;0;0;;;;;PAR
PAR X GRE 2018-05-20;Mansur;parana-clube;Mansur;328871;False;Paraná Clube;1965;;;0;15 (75%);7 (4);90';D;7.2;0;0;0;1 (1);7;0;2;0 (0);;15 (75%);1;1 (1);4 (1);0;0;2;;;;;PAR
PAR X GRE 2018-05-20;Silvinho;parana-clube;Silvinho;223592;False;Paraná Clube;1965;;;3;19 (70%);8 (5);90';M;7.2;0;2;2;3 (2);1;0;2;3 (3);;19 (70%);1;1 (0);3 (0);1;0;0;;;;;PAR
PAR X GRE 2018-05-20;Neris;parana-clube;Neris;840247;False;Paraná Clube;1965;;;2;10 (55%);2 (2);90';D;7.0;0;0;0;0 (0);3;0;1;2 (2);;10 (55%);0;0 (0);7 (1);0;0;0;;;;;PAR
PAR X GRE 2018-05-20;Jorge Gonzalez;parana-clube;J. Gonzalez;106101;False;Paraná Clube;1965;;;5;21 (84%);15 (9);90';M;6.9;0;0;0;0 (0);0;0;3;5 (2);3;21 (84%);1;0 (0);3 (3);2;4;1;;;;;PAR
PAR X GRE 2018-05-20;Marcelo Grohe;gremio;M. Grohe;39427;False;Grêmio;5926;;;0;13 (92%);1 (1);90';G;6.9;0;0;0;0 (0);0;0;0;0 (0);;13 (92%);0;0 (0);4 (3);0;1;0;0;0;1 (1);0;GRE
PAR X GRE 2018-05-20;Alemão;parana-clube;Alemão;851580;False;Paraná Clube;1965;;;1;5 (83%);1 (1);4';D;6.8;0;0;0;0 (0);2;0;0;1 (1);;5 (83%);0;1 (1);1 (0);0;0;0;;;;;PAR
PAR X GRE 2018-05-20;Jailson;gremio;Jaja;794861;False;Grêmio;5926;;;3;87 (91%);10 (5);70';M;6.8;0;0;0;1 (1);0;0;1;3 (1);1;87 (91%);0;0 (0);10 (6);3;1;1;;;;;GRE
PAR X GRE 2018-05-20;Bressan;gremio;Bressan;312114;False;Grêmio;5926;;;1;37 (86%);4 (2);90';D;6.8;0;0;0;0 (0);3;0;1;1 (1);2;37 (86%);0;0 (0);5 (1);0;1;0;;;;;GRE
PAR X GRE 2018-05-20;Vinicius Lima;gremio;V. Lima;807850;False;Grêmio;5926;;;0;4 (80%);2 (1);10';M;6.7;2;0;0;0 (0);1;0;0;0 (0);;4 (80%);0;0 (0);0 (0);0;1;1;;;;;GRE
PAR X GRE 2018-05-20;Alex Santana;parana-clube;A. Santana;358166;False;Paraná Clube;1965;;;0;8 (100%);1 (0);11';M;6.7;0;0;0;0 (0);2;1;0;0 (0);;8 (100%);0;0 (0);0 (0);0;0;0;;;;;PAR
PAR X GRE 2018-05-20;Jhonny Lucas;parana-clube;J. Lucas;893524;False;Paraná Clube;1965;;;4;11 (68%);15 (7);90';M;6.6;0;0;0;2 (1);0;0;1;4 (2);1;11 (68%);1;2 (1);3 (2);2;2;4;;;;;PAR
PAR X GRE 2018-05-20;Carlos;parana-clube;Carlos;555624;False;Paraná Clube;1965;;;2;14 (73%);17 (7);90';M;6.6;0;1;0;4 (3);0;0;1;2 (0);1;14 (73%);1;0 (0);0 (0);0;1;3;;;;;PAR
PAR X GRE 2018-05-20;Leandro Vilela;parana-clube;L. Vilela;871013;False;Paraná Clube;1965;;;1;11 (61%);8 (3);72';M;6.5;0;0;0;0 (0);0;0;4;1 (0);2;11 (61%);0;0 (0);1 (1);1;2;2;;;;;PAR
PAR X GRE 2018-05-20;Léo Itaperuna;parana-clube;L. Itaperuna;236736;False;Paraná Clube;1965;;;0;3 (75%);4 (2);18';F;6.5;0;0;0;0 (0);0;0;0;0 (0);1;3 (75%);0;0 (0);0 (0);0;1;1;;;;;PAR
PAR X GRE 2018-05-20;André;gremio;André;118815;False;Grêmio;5926;;;1;11 (64%);11 (4);90';F;6.5;0;1;0;2 (0);0;0;0;1 (1);1;11 (64%);0;0 (0);1 (0);0;1;3;;;;;GRE
PAR X GRE 2018-05-20;Léo Moura;gremio;L. Moura;34143;False;Grêmio;5926;;;0;59 (92%);7 (2);80';D;6.5;0;0;0;1 (1);0;0;0;0 (0);1;59 (92%);0;3 (0);5 (3);2;1;0;;;;;GRE
PAR X GRE 2018-05-20;Cícero;gremio;Cícero;33539;False;Grêmio;5926;;;0;32 (84%);2 (0);20';M;6.5;0;1;0;0 (0);0;0;0;0 (0);2;32 (84%);1;0 (0);5 (4);0;0;0;;;;;GRE
PAR X GRE 2018-05-20;Maicosuel;gremio;Maicosuel;33130;False;Grêmio;5926;;;0;27 (90%);6 (2);71';M;6.3;0;0;0;1 (1);0;0;0;0 (0);1;27 (90%);0;0 (0);1 (0);3;0;0;;;;;GRE
PAR X GRE 2018-05-20;Pepê;gremio;Pepê;882664;False;Grêmio;5926;;;0;9 (100%);7 (1);19';F;6.2;0;0;1;2 (0);1;0;1;0 (0);;9 (100%);0;1 (0);0 (0);2;1;2;;;;;GRE
PAR X GRE 2018-05-20;Luan;gremio;Luan;386210;False;Grêmio;5926;;;1;60 (89%);20 (8);90';M;6.2;0;0;1;4 (4);0;0;0;1 (1);1;60 (89%);0;6 (0);4 (3);8;3;3;;;;;GRE
SPT X COR 2018-05-20;Carlos Henrique;sport-recife;C. Henrique;795074;False;Sport Recife;1959;1;;0;6 (66%);7 (4);31';F;7.5;2;0;0;3 (3);1;0;0;0 (0);;6 (66%);0;0 (0);1 (1);1;0;1;;;;;SPT
SPT X COR 2018-05-20;Anselmo;sport-recife;Anselmo;256671;False;Sport Recife;1959;;;7;51 (89%);25 (15);90';M;7.5;1;1;0;4 (3);3;0;0;7 (4);2;51 (89%);2;0 (0);3 (2);0;1;5;;;;;SPT
SPT X COR 2018-05-20;Mateus Vital;corinthians;M. Vital;823653;False;Corinthians;1957;;1;1;34 (91%);10 (5);83';M;7.2;1;0;0;4 (3);0;0;1;1 (1);;34 (91%);2;5 (1);1 (1);3;1;1;;;;;COR
SPT X COR 2018-05-20;Neto Moura;sport-recife;N. Moura;559034;False;Sport Recife;1959;;;3;36 (90%);11 (5);76';M;7.2;0;1;0;0 (0);1;0;2;3 (2);2;36 (90%);1;1 (1);3 (2);2;2;2;;;;;SPT
SPT X COR 2018-05-20;Juninho Capixaba;corinthians;J. Capixaba;870556;False;Corinthians;1957;;;5;77 (92%);15 (8);90';D;7.1;0;0;0;1 (0);5;0;3;5 (5);1;77 (92%);0;3 (0);8 (6);0;0;3;;;;;COR
SPT X COR 2018-05-20;Guilherme Mantuan;corinthians;G. Mantuan;861171;False;Corinthians;1957;;;0;57 (87%);4 (4);90';D;7.1;0;1;0;3 (3);1;0;2;0 (0);;57 (87%);0;1 (0);6 (4);0;1;0;;;;;COR
SPT X COR 2018-05-20;Claudio Winck;sport-recife;C. Winck;155998;False;Sport Recife;1959;;;1;32 (86%);12 (7);90';D;7.1;1;0;1;1 (1);1;0;3;1 (1);1;32 (86%);0;8 (2);5 (3);1;3;1;;;;;SPT
SPT X COR 2018-05-20;Roger;corinthians;Roger;77320;False;Corinthians;1957;1;;0;23 (95%);14 (4);90';F;7.1;1;0;0;0 (0);0;0;1;0 (0);2;23 (95%);1;0 (0);0 (0);1;1;4;;;;;COR
SPT X COR 2018-05-20;Pedro Henrique;corinthians;P. Henrique;551774;False;Corinthians;1957;;;1;37 (92%);7 (4);90';D;7.0;0;0;0;0 (0);2;1;0;1 (1);;37 (92%);0;0 (0);10 (9);0;2;0;;;;;COR
SPT X COR 2018-05-20;Ronaldo Alves;sport-recife;R. Alves;84883;False;Sport Recife;1959;;;0;37 (92%);5 (4);90';D;6.9;0;0;0;0 (0);4;0;2;0 (0);;37 (92%);0;0 (0);5 (3);0;3;0;;;;;SPT
SPT X COR 2018-05-20;Walter;corinthians;Walter;329055;False;Corinthians;1957;;;0;11 (55%);0 (0);90';G;6.8;0;0;0;0 (0);0;0;0;0 (0);;11 (55%);0;0 (0);12 (3);0;0;0;4;0;0 (0);0;COR
SPT X COR 2018-05-20;Gabriel Girotto;corinthians;G. Girotto;242052;False;Corinthians;1957;;;5;61 (95%);18 (11);90';M;6.8;0;0;0;1 (0);0;0;2;5 (3);3;61 (95%);0;0 (0);1 (1);0;2;1;;;;;COR
SPT X COR 2018-05-20;Rafael Marques;sport-recife;R. Marques;60254;False;Sport Recife;1959;;;0;34 (82%);12 (5);90';F;6.8;0;1;0;1 (0);2;0;0;0 (0);1;34 (82%);2;1 (1);1 (1);1;1;2;;;;;SPT
SPT X COR 2018-05-20;Michel Bastos;sport-recife;M. Bastos;16543;False;Sport Recife;1959;;;0;5 (83%);3 (1);19';M;6.8;0;2;0;1 (1);0;0;0;0 (0);;5 (83%);1;4 (1);0 (0);1;0;1;;;;;SPT
SPT X COR 2018-05-20;Sander;sport-recife;Sander;795014;False;Sport Recife;1959;;;1;42 (79%);11 (6);90';D;6.7;0;0;1;2 (2);2;0;2;1 (1);1;42 (79%);1;2 (0);2 (0);0;2;3;;;;;SPT
SPT X COR 2018-05-20;Paulo Roberto;corinthians;P. Roberto;329119;False;Corinthians;1957;;;3;37 (86%);10 (4);65';M;6.7;0;1;0;0 (0);0;0;2;3 (2);;37 (86%);0;0 (0);1 (1);2;0;2;;;;;COR
SPT X COR 2018-05-20;Gabriel;sport-recife;Gabriel;243459;False;Sport Recife;1959;;;3;39 (92%);10 (7);90';M;6.7;0;1;0;1 (0);0;0;1;3 (2);1;39 (92%);0;1 (0);1 (1);0;3;0;;;;;SPT
SPT X COR 2018-05-20;Marquinhos Gabriel;corinthians;M. Gabriel;90812;False;Corinthians;1957;;;0;4 (57%);6 (4);21';M;6.7;0;0;0;2 (2);0;0;0;0 (0);;4 (57%);0;0 (0);3 (1);1;2;1;;;;;COR
SPT X COR 2018-05-20;Emerson Sheik;corinthians;E. Sheik;30277;False;Corinthians;1957;;;0;6 (100%);3 (2);7';F;6.7;0;0;0;0 (0);0;0;0;0 (0);;6 (100%);0;1 (0);1 (1);0;2;1;;;;;COR
SPT X COR 2018-05-20;Everton Felipe;sport-recife;E. Felipe;551578;False;Sport Recife;1959;;;4;14 (66%);11 (4);59';M;6.6;0;0;0;1 (0);0;0;0;4 (4);1;14 (66%);2;3 (2);1 (0);4;0;1;;;;;SPT
SPT X COR 2018-05-20;Deivid;sport-recife;Deivid;84852;False;Sport Recife;1959;;;0;13 (100%);4 (1);14';M;6.6;0;1;0;0 (0);0;0;0;0 (0);1;13 (100%);1;1 (0);0 (0);0;0;1;;;;;SPT
SPT X COR 2018-05-20;Henrique;corinthians;Henrique;37288;False;Corinthians;1957;;;0;46 (93%);4 (1);90';D;6.6;0;0;0;0 (0);4;1;0;0 (0);1;46 (93%);0;0 (0);6 (3);0;0;1;;;;;COR
SPT X COR 2018-05-20;Maycon;corinthians;Maycon;831778;False;Corinthians;1957;;;0;22 (91%);1 (0);25';M;6.5;0;0;0;0 (0);0;0;0;0 (0);1;22 (91%);0;4 (0);1 (1);0;0;0;;;;;COR
SPT X COR 2018-05-20;Júnior Dutra;corinthians;J. Dutra;109339;False;Corinthians;1957;;;2;40 (81%);18 (8);90';M;6.5;0;0;0;3 (2);0;0;0;2 (1);3;40 (81%);1;5 (1);2 (0);1;2;2;;;;;COR
SPT X COR 2018-05-20;Magrão;sport-recife;Magrão;47689;False;Sport Recife;1959;;;0;13 (68%);1 (1);90';G;6.5;0;0;0;0 (0);0;0;0;0 (0);;13 (68%);0;0 (0);14 (8);0;1;0;1;0;0 (0);1;SPT
SPT X COR 2018-05-20;Pedrinho;corinthians;Pedrinho;874030;False;Corinthians;1957;;;0;40 (78%);15 (6);69';M;6.3;0;1;0;4 (1);0;0;3;0 (0);;40 (78%);1;3 (0);4 (1);4;4;1;;;;;COR
SPT X COR 2018-05-20;Rogério;sport-recife;Rogério;241472;False;Sport Recife;1959;;;0;11 (68%);9 (3);71';M;6.2;1;0;0;2 (1);0;0;0;0 (0);;11 (68%);0;5 (1);2 (1);2;0;0;;;;;SPT
SPT X COR 2018-05-20;Ernando;sport-recife;Ernando;82967;False;Sport Recife;1959;;;0;38 (90%);4 (1);90';D;6.2;0;0;0;0 (0);6;0;1;0 (0);1;38 (90%);0;0 (0);5 (2);0;0;1;;;;;SPT
SPO X SAN 2018-05-20;Bruno Alves;sao-paulo;B. Alves;551810;False;São Paulo;1981;;;3;28 (84%);12 (9);90';D;7.6;0;0;0;0 (0);8;0;2;3 (2);;28 (84%);0;0 (0);4 (2);0;1;1;;;;;SPO
SPO X SAN 2018-05-20;Hudson;sao-paulo;Hudson;551478;False;São Paulo;1981;;;7;33 (75%);20 (14);90';M;7.5;0;1;1;0 (0);1;1;3;7 (6);4;33 (75%);0;1 (0);2 (1);0;1;0;;;;;SPO
SPO X SAN 2018-05-20;Diego Souza;sao-paulo;D. Souza;17880;False;São Paulo;1981;1;;0;11 (78%);6 (5);70';F;7.5;1;3;0;0 (0);1;0;0;0 (0);1;11 (78%);0;2 (0);0 (0);0;0;0;;;;;SPO
SPO X SAN 2018-05-20;Éder Militão;sao-paulo;É. Militão;822519;False;São Paulo;1981;;;2;26 (72%);14 (11);90';D;7.4;0;2;0;3 (3);7;0;0;2 (2);1;26 (72%);1;2 (1);4 (0);0;1;1;;;;;SPO
SPO X SAN 2018-05-20;David Braz;santos;D. Braz;46942;False;Santos;1968;;;1;60 (83%);8 (3);90';D;7.3;0;0;0;1 (1);6;1;6;1 (1);1;60 (83%);0;0 (0);8 (4);0;0;1;;;;;SAN
SPO X SAN 2018-05-20;Lucas Veríssimo;santos;L. Veríssimo;826343;False;Santos;1968;;;1;70 (87%);5 (4);90';D;7.2;0;0;0;0 (0);5;0;5;1 (1);;70 (87%);0;0 (0);8 (3);0;0;0;;;;;SAN
SPO X SAN 2018-05-20;Alison;santos;Alison;329201;False;Santos;1968;;;2;27 (81%);8 (5);62';M;7.2;0;0;0;2 (2);4;1;2;2 (2);1;27 (81%);1;0 (0);2 (2);1;0;0;;;;;SAN
SPO X SAN 2018-05-20;Victor Ferraz;santos;V. Ferraz;255613;False;Santos;1968;;;1;54 (87%);5 (3);90';D;7.1;0;0;0;1 (1);2;0;1;1 (1);1;54 (87%);1;3 (1);5 (3);0;0;0;;;;;SAN
SPO X SAN 2018-05-20;Jucilei;sao-paulo;Jucilei;106952;False;São Paulo;1981;;;3;36 (83%);11 (7);90';M;7.1;0;0;0;0 (0);1;0;2;3 (3);2;36 (83%);1;0 (0);4 (3);0;0;2;;;;;SPO
SPO X SAN 2018-05-20;Anderson Martins;sao-paulo;A. Martins;77253;False;São Paulo;1981;;;2;27 (87%);6 (4);89';D;7.1;0;1;0;0 (0);5;0;3;2 (2);;27 (87%);0;0 (0);6 (4);0;1;2;;;;;SPO
SPO X SAN 2018-05-20;Éverton Cardoso;sao-paulo;É. Cardoso;76526;False;São Paulo;1981;;1;1;17 (68%);4 (2);80';M;7.1;0;0;0;0 (0);0;0;0;1 (1);;17 (68%);3;3 (1);4 (0);1;0;0;;;;;SPO
SPO X SAN 2018-05-20;Reinaldo;sao-paulo;Reinaldo;243109;False;São Paulo;1981;;;1;16 (59%);8 (3);76';D;7.0;0;1;0;2 (2);0;0;1;1 (0);;16 (59%);3;7 (0);2 (0);0;0;5;;;;;SPO
SPO X SAN 2018-05-20;Nenê;sao-paulo;Nenê;5672;False;São Paulo;1981;;;0;17 (63%);8 (1);90';M;7.0;0;2;1;3 (1);0;0;0;0 (0);1;17 (63%);2;9 (4);0 (0);2;0;1;;;;;SPO
SPO X SAN 2018-05-20;Sidão;sao-paulo;Sidão;841130;False;São Paulo;1981;;;0;12 (54%);0 (0);90';G;6.9;0;0;0;0 (0);1;0;0;0 (0);;12 (54%);0;0 (0);18 (8);0;0;0;1;1;0 (0);0;SPO
SPO X SAN 2018-05-20;Liziero;sao-paulo;Liziero;822510;False;São Paulo;1981;;;0;5 (100%);3 (3);10';M;6.9;0;0;0;2 (2);0;0;1;0 (0);;5 (100%);0;1 (0);0 (0);0;1;0;;;;;SPO
SPO X SAN 2018-05-20;Marcos Guilherme;sao-paulo;M. Guilherme;386214;False;São Paulo;1981;;;1;23 (88%);8 (4);90';M;6.9;0;1;0;2 (2);2;0;1;1 (1);1;23 (88%);1;3 (0);0 (0);1;1;1;;;;;SPO
SPO X SAN 2018-05-20;Gabriel Barbosa;santos;Gabriel;358554;False;Santos;1968;;;0;27 (87%);9 (6);90';M;6.8;0;0;0;2 (2);0;0;0;0 (0);1;27 (87%);2;2 (1);2 (2);2;4;0;;;;;SAN
SPO X SAN 2018-05-20;Dodô;santos;Dodô;108481;False;Santos;1968;;;1;39 (84%);8 (5);90';D;6.7;0;1;0;2 (1);1;0;4;1 (1);1;39 (84%);0;5 (0);2 (1);1;3;0;;;;;SAN
SPO X SAN 2018-05-20;Renato;santos;Renato;4425;False;Santos;1968;;;0;74 (90%);4 (1);90';M;6.6;0;1;0;1 (0);1;0;2;0 (0);2;74 (90%);0;0 (0);5 (4);0;0;0;;;;;SAN
