game;name;slug;shortName;id;national;team_name;team_id;goals;goalAssist;totalTackle;totalPass;totalDuels;minutesPlayed;position;rating;shotsOnTarget;shotsOffTarget;shotsBlocked;totalContest;totalClearance;outfielderBlock;interceptionWon;challengeLost;accuratePass;keyPass;totalCross;totalLongBalls;dispossessed;wasFouled;fouls;saves;punches;runsOut;goodHighClaim;team
FLA X CAM 2017-05-13;Orlando Berrío;flamengo;O. Berrío;285849;False;Flamengo;5981;;;2;13 (56%);10 (7);82';M;6.8;0;1;1;3 (3);0;0;1;;13 (56%);0;2 (0);1 (1);2;1;0;;;;;FLA
FLA X CAM 2017-05-13;Juan Cazares;atletico-mineiro;J. Cazares;158411;False;Atlético Mineiro;1977;;;0;16 (76%);8 (2);45';M;6.8;2;2;2;5 (2);0;0;0;;16 (76%);1;4 (1);1 (0);2;0;0;;;;;CAM
FLA X CAM 2017-05-13;Alex Muralha;flamengo;A. Santana;340113;False;Flamengo;5981;;;0;12 (80%);1 (1);90';G;6.7;0;0;0;0 (0);2;0;1;;12 (80%);0;0 (0);7 (4);0;0;0;1;2;0 (0);0;FLA
FLA X CAM 2017-05-13;Pará;flamengo;Pará;124982;False;Flamengo;5981;;;1;33 (82%);7 (3);90';D;6.7;0;1;0;0 (0);2;0;0;2;33 (82%);2;2 (2);8 (4);1;1;0;;;;;FLA
FLA X CAM 2017-05-13;Fábio Santos;atletico-mineiro;F. Santos;35519;False;Atlético Mineiro;1977;;;1;30 (85%);8 (4);90';D;6.7;0;1;0;0 (0);2;1;0;2;30 (85%);0;5 (0);9 (6);0;1;1;;;;;CAM
FLA X CAM 2017-05-13;Victor;atletico-mineiro;Victor;39418;False;Atlético Mineiro;1977;;;0;13 (52%);1 (1);90';G;6.6;0;0;0;0 (0);1;0;1;;13 (52%);0;0 (0);18 (6);0;0;0;1;1;0 (0);0;CAM
FLA X CAM 2017-05-13;Rafael Moura;atletico-mineiro;R. Moura;23395;False;Atlético Mineiro;1977;;;0;2 (50%);2 (1);10';F;6.6;0;0;0;0 (0);0;0;0;;2 (50%);1;0 (0);1 (1);0;0;1;;;;;CAM
FLA X CAM 2017-05-13;Ederson;flamengo;Ederson;3273;False;Flamengo;5981;;;0;8 (88%);2 (1);15';M;6.6;0;1;0;1 (0);0;0;0;;8 (88%);0;0 (0);1 (0);0;1;0;;;;;FLA
FLA X CAM 2017-05-13;Maicosuel;atletico-mineiro;Maicosuel;33130;False;Atlético Mineiro;1977;;;0;3 (60%);0 (0);10';M;6.5;0;0;0;0 (0);0;0;0;;3 (60%);0;0 (0);0 (0);0;0;0;;;;;CAM
FLA X CAM 2017-05-13;Robinho;atletico-mineiro;Robinho;11813;False;Atlético Mineiro;1977;;;1;32 (84%);11 (5);80';M;6.5;0;0;0;3 (2);0;0;0;;32 (84%);1;1 (0);0 (0);3;1;1;;;;;CAM
FLA X CAM 2017-05-13;Paolo Guerrero;flamengo;P. Guerrero;338;False;Flamengo;5981;;;0;11 (61%);9 (3);90';F;6.4;0;2;1;0 (0);2;0;0;;11 (61%);2;0 (0);1 (1);3;2;2;;;;;FLA
FLA X CAM 2017-05-13;Vinícius Júnior;flamengo;V. Júnior;868812;False;Flamengo;5981;;;1;1 (50%);4 (1);8';M;6.2;0;0;0;1 (0);0;0;0;2;1 (50%);0;2 (0);0 (0);0;0;0;;;;;FLA
FLA X CAM 2017-05-13;Miguel Trauco;flamengo;M. Trauco;247665;False;Flamengo;5981;;;2;21 (75%);8 (3);75';D;6.2;0;0;0;0 (0);2;0;1;1;21 (75%);0;0 (0);2 (0);2;0;2;;;;;FLA
FLA X CAM 2017-05-13;Rómulo Otero;atletico-mineiro;R. Otero;845323;False;Atlético Mineiro;1977;;;0;23 (92%);5 (0);45';M;6.1;1;0;0;2 (0);0;0;0;;23 (92%);0;3 (0);1 (1);2;0;0;;;;;CAM
COR X CHA 2017-05-13;Luiz Otávio;chapecoense;L. Otávio;874778;False;Chapecoense;21845;;;2;11 (64%);9 (7);90';D;7.2;0;1;0;0 (0);4;0;4;;11 (64%);0;0 (0);4 (0);0;0;0;;;;;CHA
COR X CHA 2017-05-13;Andrei Girotto;chapecoense;A. Girotto;794836;False;Chapecoense;21845;;;5;31 (72%);14 (9);90';M;7.2;0;1;0;0 (0);5;0;5;1;31 (72%);1;0 (0);4 (1);0;0;3;;;;;CHA
COR X CHA 2017-05-13;Reinaldo;chapecoense;Reinaldo;243109;False;Chapecoense;21845;;;2;27 (65%);6 (2);90';D;7.2;1;1;0;3 (0);2;0;1;;27 (65%);2;6 (4);6 (3);0;0;0;;;;;CHA
COR X CHA 2017-05-13;Wellington Paulista;chapecoense;W. Paulista;29106;False;Chapecoense;21845;1;;0;17 (81%);4 (1);75';F;7.2;1;0;1;0 (0);1;0;1;;17 (81%);1;0 (0);1 (0);0;0;2;;;;;CHA
COR X CHA 2017-05-13;Maycon;corinthians;Maycon;831778;False;Corinthians;1957;;;2;70 (90%);3 (3);90';M;7.1;0;0;0;0 (0);1;0;2;;70 (90%);0;1 (1);4 (1);0;1;0;;;;;COR
COR X CHA 2017-05-13;Rodriguinho;corinthians;Rodriguinho;797939;False;Corinthians;1957;;1;1;38 (79%);12 (7);90';M;7.1;0;2;0;1 (1);1;0;0;1;38 (79%);1;3 (1);2 (2);2;3;1;;;;;COR
COR X CHA 2017-05-13;Pedro Henrique;corinthians;P. Henrique;551774;False;Corinthians;1957;;;4;44 (91%);5 (5);46';D;7.1;0;0;0;0 (0);0;0;0;;44 (91%);0;0 (0);4 (3);0;0;0;;;;;COR
COR X CHA 2017-05-13;Jô;corinthians;Jô;17878;False;Corinthians;1957;1;;0;18 (66%);12 (2);90';F;7.1;1;0;0;1 (1);0;1;0;;18 (66%);0;0 (0);2 (1);3;0;1;;;;;COR
COR X CHA 2017-05-13;Pablo Nascimento Castro;corinthians;P. N. Castro;243735;False;Corinthians;1957;;;1;33 (94%);4 (3);44';D;7.0;0;0;0;0 (0);3;1;0;;33 (94%);0;0 (0);2 (1);0;0;1;;;;;COR
COR X CHA 2017-05-13;Rossi;chapecoense;Rossi;243425;False;Chapecoense;21845;;;2;9 (90%);6 (3);85';M;6.9;0;1;0;1 (0);0;0;1;;9 (90%);1;5 (0);0 (0);0;1;0;;;;;CHA
COR X CHA 2017-05-13;Gabriel Girotto;corinthians;G. Girotto;242052;False;Corinthians;1957;;;1;49 (89%);5 (2);78';M;6.9;0;0;0;2 (1);0;3;2;;49 (89%);1;0 (0);5 (3);1;0;0;;;;;COR
COR X CHA 2017-05-13;Luiz Antônio;chapecoense;L. Antônio;166487;False;Chapecoense;21845;;;0;38 (82%);1 (1);78';M;6.9;0;1;0;0 (0);0;0;2;;38 (82%);1;2 (0);9 (7);0;0;0;;;;;CHA
COR X CHA 2017-05-13;Apodi;chapecoense;Apodi;33119;False;Chapecoense;21845;;;1;14 (73%);10 (5);90';D;6.8;0;0;1;0 (0);3;0;1;;14 (73%);2;3 (1);1 (0);1;4;4;;;;;CHA
COR X CHA 2017-05-13;Fagner;corinthians;Fagner;25554;False;Corinthians;1957;;;5;56 (82%);19 (8);90';D;6.8;0;0;0;3 (1);1;0;2;;56 (82%);1;3 (0);7 (4);4;1;2;;;;;COR
COR X CHA 2017-05-13;Jádson;corinthians;Jádson;13635;False;Corinthians;1957;;;2;46 (76%);3 (2);90';M;6.8;0;1;0;0 (0);0;0;0;;46 (76%);0;4 (0);4 (2);1;0;0;;;;;COR
COR X CHA 2017-05-13;Jandrei;chapecoense;Jandrei;874979;False;Chapecoense;21845;;;0;10 (55%);3 (3);90';G;6.7;0;0;0;0 (0);0;0;0;;10 (55%);0;0 (0);12 (4);0;3;0;1;0;2 (2);3;CHA
COR X CHA 2017-05-13;Arthur;chapecoense;Arthur;829832;False;Chapecoense;21845;;;3;20 (76%);15 (6);90';M;6.7;0;2;1;1 (0);0;0;3;;20 (76%);1;4 (1);2 (1);4;1;0;;;;;CHA
COR X CHA 2017-05-13;Fabián Balbuena;corinthians;F. Balbuena;339447;False;Corinthians;1957;;;1;83 (86%);12 (7);90';D;6.7;0;0;0;0 (0);4;0;0;1;83 (86%);0;0 (0);6 (2);0;2;0;;;;;COR
COR X CHA 2017-05-13;Léo Jabá;corinthians;L. Jabá;852518;False;Corinthians;1957;;;1;6 (85%);4 (2);21';F;6.6;0;0;0;0 (0);0;0;0;;6 (85%);0;0 (0);0 (0);0;1;2;;;;;COR
COR X CHA 2017-05-13;Guilherme Arana;corinthians;G. Arana;599684;False;Corinthians;1957;;;0;56 (84%);7 (3);90';D;6.6;0;0;0;0 (0);1;0;1;;56 (84%);2;4 (1);4 (1);2;1;1;;;;;COR
COR X CHA 2017-05-13;Ángel Romero;corinthians;Á. Romero;312344;False;Corinthians;1957;;;1;23 (88%);7 (3);69';M;6.6;1;0;0;0 (0);0;0;0;;23 (88%);0;0 (0);0 (0);2;2;0;;;;;COR
COR X CHA 2017-05-13;Victor Ramos;chapecoense;V. Ramos;77267;False;Chapecoense;21845;;;2;11 (73%);7 (3);90';D;6.6;0;0;0;0 (0);3;0;4;1;11 (73%);0;0 (0);3 (1);0;0;1;;;;;CHA
COR X CHA 2017-05-13;Neném;chapecoense;Neném;551340;False;Chapecoense;21845;;;0;4 (100%);0 (0);5';M;6.5;0;0;0;0 (0);0;0;0;;4 (100%);0;0 (0);0 (0);0;0;0;;;;;CHA
COR X CHA 2017-05-13;Osman;chapecoense;Osman;839772;False;Chapecoense;21845;;;1;3 (50%);7 (3);15';M;6.4;0;0;0;0 (0);0;0;0;1;3 (50%);0;0 (0);0 (0);1;0;1;;;;;CHA
COR X CHA 2017-05-13;Nadson;chapecoense;Nadson;243423;False;Chapecoense;21845;;;0;6 (100%);1 (0);12';M;6.4;0;0;0;0 (0);0;0;0;;6 (100%);0;0 (0);0 (0);0;0;1;;;;;CHA
COR X CHA 2017-05-13;Colin Kazim-Richards;corinthians;C. Kazim-Richards;30134;False;Corinthians;1957;;;0;2 (100%);5 (2);12';F;6.4;0;0;0;0 (0);0;0;0;;2 (100%);0;0 (0);0 (0);1;1;2;;;;;COR
COR X CHA 2017-05-13;Cássio;corinthians;Cássio;27756;False;Corinthians;1957;;;0;15 (65%);0 (0);90';G;6.4;0;0;0;0 (0);1;0;0;;15 (65%);0;0 (0);14 (6);0;0;0;1;0;0 (0);0;COR
COR X CHA 2017-05-13;João Pedro;chapecoense;J. Pedro;605528;False;Chapecoense;21845;;;1;26 (81%);15 (6);90';M;6.0;0;1;3;8 (2);1;0;0;1;26 (81%);0;2 (0);1 (1);2;1;0;;;;;CHA
FLU X SAN 2017-05-14;Henrique Dourado;fluminense;Henrique;329219;False;Fluminense;1961;2;;0;22 (84%);10 (8);90';F;8.9;2;0;0;2 (2);1;0;1;;22 (84%);1;2 (1);2 (2);1;2;1;;;;;FLU
FLU X SAN 2017-05-14;Junior Sornoza;fluminense;J. Sornoza;155786;False;Fluminense;1961;1;;1;41 (87%);2 (1);86';M;7.6;2;0;0;0 (0);2;0;0;;41 (87%);0;7 (1);8 (6);1;0;0;;;;;FLU
FLU X SAN 2017-05-14;Vladimir Hernández;santos;V. Hernández;47093;False;Santos;1968;1;;1;17 (89%);6 (4);28';M;7.5;2;1;0;1 (0);0;0;0;;17 (89%);0;1 (0);0 (0);0;3;1;;;;;SAN
FLU X SAN 2017-05-14;Lucas Lima;santos;L. Lima;244589;False;Santos;1968;;;1;57 (82%);11 (6);90';M;7.4;1;1;0;2 (2);0;0;0;1;57 (82%);5;6 (1);3 (2);3;3;1;;;;;SAN
FLU X SAN 2017-05-14;Diego Cavalieri;fluminense;D. Cavalieri;39328;False;Fluminense;1961;;;0;13 (56%);0 (0);90';G;7.2;0;0;0;0 (0);3;0;0;;13 (56%);0;0 (0);21 (11);0;0;0;5;1;3 (3);0;FLU
FLU X SAN 2017-05-14;Ricardo Oliveira;santos;R. Oliveira;2099;False;Santos;1968;;;1;13 (86%);6 (3);64';F;7.1;1;4;1;0 (0);0;0;0;;13 (86%);0;0 (0);0 (0);0;1;3;;;;;SAN
FLU X SAN 2017-05-14;Wendel;fluminense;Wendel;872368;False;Fluminense;1961;;1;2;44 (89%);7 (3);90';M;7.0;0;1;0;0 (0);2;0;2;1;44 (89%);1;2 (0);2 (1);1;1;2;;;;;FLU
FLU X SAN 2017-05-14;Bruno Henrique;santos;B. Henrique;795291;False;Santos;1968;;1;2;19 (73%);17 (8);90';M;7.0;2;1;0;1 (1);4;0;0;;19 (73%);3;3 (2);3 (1);6;3;3;;;;;SAN
FLU X SAN 2017-05-14;Marcos Júnior;fluminense;M. Júnior;232910;False;Fluminense;1961;;;0;6 (60%);5 (5);26';F;7.0;0;0;0;1 (1);1;0;1;;6 (60%);2;1 (0);1 (1);0;3;0;;;;;FLU
FLU X SAN 2017-05-14;Henrique;fluminense;Henrique;37288;False;Fluminense;1961;;;1;18 (94%);9 (5);90';D;7.0;0;1;0;0 (0);4;0;2;;18 (94%);0;0 (0);3 (2);0;3;0;;;;;FLU
FLU X SAN 2017-05-14;Jefferson Orejuela;fluminense;J. Orejuela;340201;False;Fluminense;1961;;;2;38 (97%);7 (6);90';M;6.9;0;0;0;1 (1);2;0;1;1;38 (97%);0;0 (0);5 (4);0;3;0;;;;;FLU
FLU X SAN 2017-05-14;Renato Chaves;fluminense;R. Chaves;106953;False;Fluminense;1961;;;1;14 (77%);6 (3);90';D;6.9;0;0;0;0 (0);5;3;1;;14 (77%);0;0 (0);4 (1);0;0;2;;;;;FLU
FLU X SAN 2017-05-14;Richarlison;fluminense;Richarlison;840217;False;Fluminense;1961;;;1;11 (73%);8 (3);84';M;6.8;0;1;1;0 (0);1;0;0;;11 (73%);1;0 (0);0 (0);1;0;2;;;;;FLU
FLU X SAN 2017-05-14;Thiago Maia;santos;T. Maia;358550;False;Santos;1968;;;1;86 (94%);12 (4);90';M;6.8;0;1;1;1 (1);3;0;4;1;86 (94%);1;0 (0);2 (2);2;1;3;;;;;SAN
FLU X SAN 2017-05-14;Victor Ferraz;santos;V. Ferraz;255613;False;Santos;1968;1;;3;45 (84%);7 (3);90';D;6.8;1;0;0;0 (0);2;0;0;1;45 (84%);1;3 (0);3 (1);0;0;2;;;;;SAN
FLU X SAN 2017-05-14;Renato;santos;Renato;4425;False;Santos;1968;;;0;62 (92%);3 (1);90';M;6.8;0;0;0;0 (0);4;0;0;;62 (92%);1;0 (0);5 (4);0;1;0;;;;;SAN
FLU X SAN 2017-05-14;Vitor Bueno;santos;V. F. Bueno;808785;False;Santos;1968;;;0;18 (75%);2 (2);62';M;6.7;0;1;1;0 (0);0;0;0;;18 (75%);1;0 (0);2 (0);0;2;0;;;;;SAN
FLU X SAN 2017-05-14;Wellington Silva;fluminense;W. Silva;121264;False;Fluminense;1961;;;1;19 (90%);7 (6);64';M;6.7;0;0;0;0 (0);0;0;0;;19 (90%);0;4 (1);2 (1);1;5;0;;;;;FLU
FLU X SAN 2017-05-14;Lucas Veríssimo;santos;L. Veríssimo;826343;False;Santos;1968;;;1;32 (91%);12 (7);90';D;6.5;0;0;0;0 (0);6;1;0;;32 (91%);0;0 (0);2 (1);0;1;2;;;;;SAN
FLU X SAN 2017-05-14;Léo Cittadini;santos;L. Cittadini;332171;False;Santos;1968;;;0;8 (100%);0 (0);11';M;6.5;0;0;0;0 (0);0;0;0;;8 (100%);0;1 (0);0 (0);0;0;0;;;;;SAN
FLU X SAN 2017-05-14;Kayke Rodrigues;santos;K. Rodrigues;108193;False;Santos;1968;;;0;6 (66%);3 (0);26';F;6.5;0;0;0;0 (0);0;0;0;;6 (66%);0;0 (0);0 (0);0;0;1;;;;;SAN
FLU X SAN 2017-05-14;Gustavo Scarpa;fluminense;G. Scarpa;559036;False;Fluminense;1961;;;0;0 (0%);1 (1);4';M;6.4;0;0;0;0 (0);0;0;0;;0 (0%);0;1 (0);0 (0);0;1;0;;;;;FLU
FLU X SAN 2017-05-14;Léo Pelé;fluminense;L. Pelé;360940;False;Fluminense;1961;;1;0;17 (89%);12 (3);90';D;6.3;1;0;0;1 (1);4;0;2;1;17 (89%);1;3 (1);1 (0);2;0;5;;;;;FLU
FLU X SAN 2017-05-14;Yuri;santos;Yuri;842734;False;Santos;1968;;;1;55 (94%);5 (1);90';D;6.2;0;0;0;0 (0);1;0;0;1;55 (94%);0;0 (0);3 (2);0;0;1;;;;;SAN
FLU X SAN 2017-05-14;Vanderlei;santos;Vanderlei;77526;False;Santos;1968;;;0;9 (100%);0 (0);90';G;6.2;0;0;0;0 (0);2;0;0;;9 (100%);0;0 (0);2 (2);0;0;0;2;1;0 (0);0;SAN
FLU X SAN 2017-05-14;Pierre;fluminense;Pierre;39674;False;Fluminense;1961;;;0;3 (100%);1 (0);6';M;6.1;0;0;0;0 (0);1;0;0;;3 (100%);0;0 (0);2 (2);1;0;0;;;;;FLU
FLU X SAN 2017-05-14;Jean Mota;santos;J. Mota;243231;False;Santos;1968;;;1;27 (93%);4 (1);79';D;5.8;0;1;0;0 (0);1;0;1;1;27 (93%);2;6 (2);2 (1);1;0;1;;;;;SAN
FLU X SAN 2017-05-14;Lucas;fluminense;Lucas;165575;False;Fluminense;1961;;;4;15 (93%);13 (4);90';D;5.8;0;0;0;2 (0);4;0;0;1;15 (93%);1;6 (1);2 (2);2;0;3;;;;;FLU
AVA X VIT 2017-05-14;Capa;avai;Capa;868629;False;Avaí;7315;;;3;18 (51%);17 (12);90';D;7.5;0;2;0;0 (0);4;0;2;2;18 (51%);1;6 (1);7 (1);1;4;0;;;;;AVA
AVA X VIT 2017-05-14;Leandro Silva;avai;L. Silva;551816;False;Avaí;7315;;;3;13 (65%);12 (8);90';D;7.5;0;0;0;2 (0);5;1;5;;13 (65%);2;6 (0);2 (0);0;1;1;;;;;AVA
AVA X VIT 2017-05-14;Luan;avai;Luan;254365;False;Avaí;7315;;;3;21 (67%);18 (12);90';M;7.3;0;0;0;1 (1);0;1;4;;21 (67%);0;1 (0);1 (1);1;1;2;;;;;AVA
AVA X VIT 2017-05-14;Willian Farias;vitoria;W. Farias;243239;False;Vitória;1962;;;3;68 (85%);9 (5);90';M;7.3;0;1;0;0 (0);2;1;1;1;68 (85%);2;0 (0);7 (4);1;1;2;;;;;VIT
AVA X VIT 2017-05-14;Judson;avai;Judson;870546;False;Avaí;7315;;;2;36 (90%);7 (2);87';M;7.2;1;2;0;1 (0);3;0;3;;36 (90%);0;0 (0);2 (2);0;0;2;;;;;AVA
AVA X VIT 2017-05-14;Rômulo;avai;Rômulo;795019;False;Avaí;7315;;;4;13 (76%);7 (6);80';M;7.2;1;1;0;1 (1);0;0;0;;13 (76%);2;0 (0);2 (0);1;1;0;;;;;AVA
AVA X VIT 2017-05-14;Betão;avai;Betão;34054;False;Avaí;7315;;;1;28 (75%);5 (3);90';D;7.2;0;0;0;0 (0);7;0;3;;28 (75%);0;0 (0);9 (1);0;1;0;;;;;AVA
AVA X VIT 2017-05-14;Geferson;vitoria;Geferson;789961;False;Vitória;1962;;;1;41 (87%);3 (2);90';D;7.1;0;0;0;0 (0);2;0;2;;41 (87%);1;1 (0);3 (1);0;0;0;;;;;VIT
AVA X VIT 2017-05-14;Fernando Miguel;vitoria;F. Miguel;358418;False;Vitória;1962;;;0;20 (47%);2 (2);90';G;7.1;0;0;0;0 (0);3;0;0;;20 (47%);0;0 (0);34 (12);0;1;0;2;2;1 (1);1;VIT
AVA X VIT 2017-05-14;Patric;vitoria;Patric;78853;False;Vitória;1962;;;1;51 (68%);8 (2);90';D;7.1;0;1;0;2 (0);0;0;6;1;51 (68%);2;1 (0);8 (0);1;0;0;;;;;VIT
AVA X VIT 2017-05-14;Mauricio Kozlinski;avai;M. Kozlinski;879859;False;Avaí;7315;;;0;10 (58%);1 (1);90';G;7.0;0;0;0;0 (0);2;0;0;;10 (58%);0;0 (0);14 (7);0;0;0;1;1;0 (0);0;AVA
AVA X VIT 2017-05-14;Alemão;avai;Alemão;551314;False;Avaí;7315;;;0;25 (75%);6 (2);90';D;7.0;0;0;0;0 (0);5;0;2;;25 (75%);0;1 (0);10 (4);0;0;0;;;;;AVA
AVA X VIT 2017-05-14;Júnior Dutra;avai;J. Dutra;109339;False;Avaí;7315;;;1;13 (68%);14 (8);90';F;7.0;0;1;1;3 (2);0;0;0;2;13 (68%);1;2 (0);1 (1);0;5;1;;;;;AVA
AVA X VIT 2017-05-14;Cleiton Xavier;vitoria;C. Xavier;46832;False;Vitória;1962;;;0;36 (81%);13 (3);90';M;7.0;0;2;0;2 (1);1;0;0;1;36 (81%);2;5 (2);1 (0);1;2;3;;;;;VIT
AVA X VIT 2017-05-14;Renê Santos;vitoria;R. Santos;218804;False;Vitória;1962;;;0;61 (88%);7 (3);90';D;6.9;0;0;0;0 (0);10;1;0;2;61 (88%);0;0 (0);9 (4);0;0;2;;;;;VIT
AVA X VIT 2017-05-14;Denílson;avai;Denílson;331855;False;Avaí;7315;;;1;18 (81%);8 (3);90';M;6.8;0;0;2;2 (1);0;0;0;1;18 (81%);1;3 (1);2 (2);1;0;0;;;;;AVA
AVA X VIT 2017-05-14;Rafaelson;vitoria;Rafaelson;840449;False;Vitória;1962;;;0;15 (75%);14 (6);81';F;6.7;1;2;0;0 (0);0;0;0;;15 (75%);0;0 (0);0 (0);0;1;2;;;;;VIT
AVA X VIT 2017-05-14;David da Fonseca;vitoria;D. d. Fonseca;840291;False;Vitória;1962;;;3;19 (82%);16 (8);88';M;6.7;0;1;0;3 (2);1;0;0;1;19 (82%);1;4 (0);0 (0);1;1;2;;;;;VIT
AVA X VIT 2017-05-14;Flávio;vitoria;Flávio;839521;False;Vitória;1962;;;1;7 (70%);3 (3);9';M;6.7;0;0;0;0 (0);0;0;1;;7 (70%);0;0 (0);0 (0);0;0;0;;;;;VIT
AVA X VIT 2017-05-14;Paulinho;vitoria;Paulinho;329267;False;Vitória;1962;;;1;20 (76%);10 (3);80';M;6.7;0;2;1;2 (1);0;0;3;;20 (76%);0;1 (0);0 (0);4;0;1;;;;;VIT
AVA X VIT 2017-05-14;Alan Costa;vitoria;A. Costa;329161;False;Vitória;1962;;;0;42 (77%);5 (3);90';D;6.7;0;0;0;1 (1);1;0;3;1;42 (77%);0;0 (0);9 (1);0;0;0;;;;;VIT
AVA X VIT 2017-05-14;Uillian Correia;vitoria;U. Correia;253857;False;Vitória;1962;;;2;64 (94%);10 (3);90';M;6.7;0;0;1;1 (0);1;0;0;;64 (94%);1;0 (0);10 (8);3;0;2;;;;;VIT
AVA X VIT 2017-05-14;Wellington Simião;avai;W. Simião;870290;False;Avaí;7315;;;0;4 (50%);3 (1);21';M;6.6;0;1;0;2 (1);0;0;1;;4 (50%);0;1 (0);0 (0);0;0;0;;;;;AVA
AVA X VIT 2017-05-14;Marquinhos;avai;Marquinhos;124984;False;Avaí;7315;;;0;28 (70%);4 (2);69';M;6.6;0;0;0;1 (1);1;0;0;;28 (70%);2;7 (0);5 (3);2;0;0;;;;;AVA
AVA X VIT 2017-05-14;Vinicius Pacheco;avai;V. Pacheco;44643;False;Avaí;7315;;;0;1 (100%);1 (1);3';M;6.6;0;0;0;0 (0);0;0;0;;1 (100%);0;0 (0);0 (0);0;1;0;;;;;AVA
AVA X VIT 2017-05-14;Jean Pineda;vitoria;J. Pineda;26496;False;Vitória;1962;;;1;8 (88%);2 (1);10';F;6.6;0;0;0;0 (0);0;0;0;;8 (88%);0;0 (0);0 (0);0;0;0;;;;;VIT
AVA X VIT 2017-05-14;Euller;vitoria;Euller;336843;False;Vitória;1962;;;0;5 (83%);4 (1);2';D;6.5;0;0;0;2 (1);0;0;0;;5 (83%);0;0 (0);1 (1);0;0;1;;;;;VIT
AVA X VIT 2017-05-14;Diego Tavares;avai;D. Tavares;871003;False;Avaí;7315;;;0;1 (100%);3 (0);10';D;6.2;0;0;0;1 (0);0;0;0;1;1 (100%);0;1 (0);0 (0);0;0;0;;;;;AVA
