game;addedTime;id;incidentClass;incidentType;injury;isHome;playerIn;playerOut;time
KAI X H96 05-08-2016;;118446390;;substitution;;False;{'name': 'Valmir Sulejmani', 'slug': 'valmir-sulejmani', 'shortName': 'V. Sulejmani', 'position': 'F', 'userCount': 78, 'id': 270817};{'name': 'Kenan Karaman', 'slug': 'kenan-karaman', 'shortName': 'K. Karaman', 'position': 'F', 'userCount': 894, 'id': 168943};87
KAI X H96 05-08-2016;;118446384;;substitution;;False;{'name': 'Edgar Prib', 'slug': 'edgar-prib', 'shortName': 'E. Prib', 'position': 'M', 'userCount': 43, 'id': 40206};{'name': 'Sebastian Maier', 'slug': 'sebastian-maier', 'shortName': 'S. Maier', 'position': 'M', 'userCount': 21, 'id': 142249};81
KAI X H96 05-08-2016;;118446378;;substitution;;False;{'name': 'Martin Harnik', 'slug': 'martin-harnik', 'shortName': 'M. Harnik', 'position': 'F', 'userCount': 221, 'id': 16186};{'name': 'Felix Klaus', 'slug': 'felix-klaus', 'shortName': 'F. Klaus', 'position': 'F', 'userCount': 151, 'id': 116570};76
KAI X H96 05-08-2016;;118446376;;substitution;;True;{'name': 'Maximilian Dittgen', 'slug': 'maximilian-dittgen', 'shortName': 'M. Dittgen', 'position': 'M', 'userCount': 8, 'id': 187427};{'name': 'Marcel Gaus', 'slug': 'marcel-gaus', 'shortName': 'M. Gaus', 'position': 'M', 'userCount': 15, 'id': 48508};74
KAI X H96 05-08-2016;;118446377;;substitution;;True;{'name': 'Kacper Przybyłko', 'slug': 'kacper-przybylko', 'shortName': 'K. Przybyłko', 'position': 'F', 'userCount': 333, 'id': 95358};{'name': 'Christoph Moritz', 'slug': 'christoph-moritz', 'shortName': 'C. Moritz', 'position': 'M', 'userCount': 33, 'id': 74340};73
KAI X H96 05-08-2016;;118446370;;substitution;;True;{'name': 'Marlon Frey', 'slug': 'marlon-frey', 'shortName': 'M. Frey', 'position': 'M', 'userCount': 10, 'id': 326683};{'name': 'Robert  Pich', 'slug': 'robert-pich', 'shortName': 'R. . Pich', 'position': 'M', 'userCount': 50, 'id': 63416};59
BOC X UNB 06-08-2016;;118446599;;substitution;;True;{'name': 'Russell Canouse', 'slug': 'russell-canouse', 'shortName': 'R. Canouse', 'position': 'M', 'userCount': 15, 'id': 226804};{'name': 'Thomas Eisfeld', 'slug': 'thomas-eisfeld', 'shortName': 'T. Eisfeld', 'position': 'M', 'userCount': 16, 'id': 142631};89
BOC X UNB 06-08-2016;;118446597;;substitution;;False;{'name': 'Michael Parensen', 'slug': 'michael-parensen', 'shortName': 'M. Parensen', 'position': 'D', 'userCount': 34, 'id': 14108};{'name': 'Stephan Fürstner', 'slug': 'stephan-furstner', 'shortName': 'S. Fürstner', 'position': 'M', 'userCount': 6, 'id': 15416};80
BOC X UNB 06-08-2016;;118446596;;substitution;;False;{'name': 'Christopher Quiring', 'slug': 'christopher-quiring', 'shortName': 'C. Quiring', 'position': 'M', 'userCount': 3, 'id': 108205};{'name': 'Felix Kroos', 'slug': 'felix-kroos', 'shortName': 'F. Kroos', 'position': 'M', 'userCount': 180, 'id': 44806};77
BOC X UNB 06-08-2016;;118446595;;substitution;;False;{'name': 'Collin Quaner', 'slug': 'collin-quaner', 'shortName': 'C. Quaner', 'position': 'F', 'userCount': 40, 'id': 117399};{'name': 'Kenny Prince Redondo', 'slug': 'kenny-prince-redondo', 'shortName': 'K. P. Redondo', 'position': 'M', 'userCount': 20, 'id': 168959};71
BOC X UNB 06-08-2016;;118446592;;substitution;;True;{'name': 'Nils Quaschner', 'slug': 'nils-quaschner', 'shortName': 'N. Quaschner', 'position': 'F', 'userCount': 6, 'id': 129923};{'name': 'Peniel Mlapa', 'slug': 'peniel-mlapa', 'shortName': 'P. Mlapa', 'position': 'F', 'userCount': 91, 'id': 53811};68
BOC X UNB 06-08-2016;;118446588;;substitution;;True;{'name': 'Johannes Wurtz', 'slug': 'johannes-wurtz', 'shortName': 'J. Wurtz', 'position': 'F', 'userCount': 10, 'id': 152115};{'name': 'Kevin Stöger', 'slug': 'kevin-stoger', 'shortName': 'K. Stöger', 'position': 'M', 'userCount': 431, 'id': 95381};46
DRE X NUR 06-08-2016;1.0;118446673;;substitution;;False;{'name': 'Even Hovland', 'slug': 'even-hovland', 'shortName': 'E. Hovland', 'position': 'D', 'userCount': 42, 'id': 22454};{'name': 'Enis Alushi', 'slug': 'enis-alushi', 'shortName': 'E. Alushi', 'position': 'M', 'userCount': 13, 'id': 4469};90
DRE X NUR 06-08-2016;;118446668;;substitution;;False;{'name': 'Tobias Kempe', 'slug': 'tobias-kempe', 'shortName': 'T. Kempe', 'position': 'M', 'userCount': 74, 'id': 37630};{'name': 'Jakub Sylvestr', 'slug': 'jakub-sylvestr', 'shortName': 'J. Sylvestr', 'position': 'F', 'userCount': 20, 'id': 1000041};87
DRE X NUR 06-08-2016;;118446663;;substitution;;False;{'name': 'Ondřej Petrák', 'slug': 'ondrej-petrak', 'shortName': 'O. Petrák', 'position': 'M', 'userCount': 69, 'id': 137051};{'name': 'Lukas Mühl', 'slug': 'lukas-muhl', 'shortName': 'L. Mühl', 'position': 'D', 'userCount': 59, 'id': 833067};81
DRE X NUR 06-08-2016;;118446652;;substitution;;True;{'name': 'Manuel Konrad', 'slug': 'manuel-konrad', 'shortName': 'M. Konrad', 'position': 'M', 'userCount': 3, 'id': 15791};{'name': 'Marco Hartmann', 'slug': 'marco-hartmann', 'shortName': 'M. Hartmann', 'position': 'D', 'userCount': 15, 'id': 38310};78
DRE X NUR 06-08-2016;;118446646;;substitution;;True;{'name': 'Niklas Hauptmann', 'slug': 'niklas-hauptmann', 'shortName': 'N. Hauptmann', 'position': 'M', 'userCount': 30, 'id': 798154};{'name': 'Aias Aosman', 'slug': 'aias-aosman', 'shortName': 'A. Aosman', 'position': 'F', 'userCount': 221, 'id': 157871};70
DRE X NUR 06-08-2016;;118446641;;substitution;;True;{'name': 'Stefan Kutschke', 'slug': 'stefan-kutschke', 'shortName': 'S. Kutschke', 'position': 'M', 'userCount': 21, 'id': 38923};{'name': 'Andreas Lambertz', 'slug': 'andreas-lambertz', 'shortName': 'A. Lambertz', 'position': 'M', 'userCount': 6, 'id': 4861};62
SAN X DUS 06-08-2016;;118446666;;substitution;;True;{'name': 'José Pierre Vunguidica', 'slug': 'jose-pierre-vunguidica', 'shortName': 'J. P. Vunguidica', 'position': 'F', 'userCount': 13, 'id': 53786};{'name': 'Thomas Pledl', 'slug': 'thomas-pledl', 'shortName': 'T. Pledl', 'position': 'M', 'userCount': 43, 'id': 168909};86
SAN X DUS 06-08-2016;;118446648;;substitution;;True;{'name': 'Lucas Höler', 'slug': 'lucas-holer', 'shortName': 'L. Höler', 'position': 'F', 'userCount': 184, 'id': 280009};{'name': 'Andrew Wooten', 'slug': 'andrew-wooten', 'shortName': 'A. Wooten', 'position': 'F', 'userCount': 45, 'id': 39884};73
SAN X DUS 06-08-2016;;118446644;;substitution;;False;{'name': 'Marlon Ritter', 'slug': 'marlon-ritter', 'shortName': 'M. Ritter', 'position': 'M', 'userCount': 31, 'id': 169233};{'name': 'Christian Gartner', 'slug': 'christian-gartner', 'shortName': 'C. Gartner', 'position': 'M', 'userCount': 18, 'id': 112040};69
SAN X DUS 06-08-2016;;118446642;;substitution;;True;{'name': 'Denis Linsmayer', 'slug': 'denis-linsmayer', 'shortName': 'D. Linsmayer', 'position': 'M', 'userCount': 9, 'id': 124771};{'name': 'Korbinian Vollmann', 'slug': 'korbinian-vollmann', 'shortName': 'K. Vollmann', 'position': 'M', 'userCount': 13, 'id': 142292};65
SAN X DUS 06-08-2016;;118446639;;substitution;;False;{'name': 'Özkan Yıldırım', 'slug': 'ozkan-yildirim', 'shortName': 'Ö. Yıldırım', 'position': 'M', 'userCount': 8, 'id': 132634};{'name': 'Axel Bellinghausen', 'slug': 'axel-bellinghausen', 'shortName': 'A. Bellinghausen', 'position': 'M', 'userCount': 4, 'id': 4859};61
SAN X DUS 06-08-2016;;118446638;;substitution;;False;{'name': 'Fred Ngombo', 'slug': 'fred-ngombo', 'shortName': 'F. Ngombo', 'position': 'F', 'userCount': 21, 'id': 826988};{'name': 'Emmanuel Iyoha', 'slug': 'emmanuel-iyoha', 'shortName': 'E. Iyoha', 'position': 'F', 'userCount': 61, 'id': 790775};60
FUR X MUN 07-08-2016;;118447653;;substitution;;True;{'name': 'Nicolai Rapp', 'slug': 'nicolai-rapp', 'shortName': 'N. Rapp', 'position': 'D', 'userCount': 20, 'id': 787931};{'name': 'Jürgen Gjasula', 'slug': 'jurgen-gjasula', 'shortName': 'J. Gjasula', 'position': 'M', 'userCount': 22, 'id': 47};85
FUR X MUN 07-08-2016;;118447650;;substitution;;True;{'name': 'Zlatko Tripić', 'slug': 'zlatko-tripic', 'shortName': 'Z. Tripić', 'position': 'F', 'userCount': 60, 'id': 163569};{'name': 'Sebastian Freis', 'slug': 'sebastian-freis', 'shortName': 'S. Freis', 'position': 'F', 'userCount': 2, 'id': 5086};76
FUR X MUN 07-08-2016;;118447646;;substitution;;True;{'name': 'Serdar Dursun', 'slug': 'serdar-dursun', 'shortName': 'S. Dursun', 'position': 'F', 'userCount': 191, 'id': 123917};{'name': 'Ante Vukušić', 'slug': 'ante-vukusic', 'shortName': 'A. Vukušić', 'position': 'F', 'userCount': 148, 'id': 55138};70
FUR X MUN 07-08-2016;;118447645;;substitution;;False;{'name': 'Sascha Mölders', 'slug': 'sascha-molders', 'shortName': 'S. Mölders', 'position': 'F', 'userCount': 39, 'id': 24933};{'name': 'Stefan Mugoša', 'slug': 'stefan-mugosa', 'shortName': 'S. Mugoša', 'position': 'F', 'userCount': 85, 'id': 109099};70
FUR X MUN 07-08-2016;;118447624;;substitution;;False;{'name': 'Goran Sukalo', 'slug': 'goran-sukalo', 'shortName': 'G. Sukalo', 'position': 'M', 'userCount': 3, 'id': 2334};{'name': 'Fanol Perdedaj', 'slug': 'fanol-perdedaj', 'shortName': 'F. Perdedaj', 'position': 'M', 'userCount': 32, 'id': 71848};60
FUR X MUN 07-08-2016;;118447623;;substitution;;False;{'name': 'Daylon Claasen', 'slug': 'daylon-claasen', 'shortName': 'D. Claasen', 'position': 'F', 'userCount': 6, 'id': 127547};{'name': 'Karim Matmour', 'slug': 'karim-matmour', 'shortName': 'K. Matmour', 'position': 'F', 'userCount': 18, 'id': 14700};60
HEI X AUE 07-08-2016;;118447752;;substitution;;True;{'name': 'Ben Halloran', 'slug': 'ben-halloran', 'shortName': 'B. Halloran', 'position': 'F', 'userCount': 35, 'id': 136911};{'name': 'Marc Schnatterer', 'slug': 'marc-schnatterer', 'shortName': 'M. Schnatterer', 'position': 'M', 'userCount': 58, 'id': 26573};79
HEI X AUE 07-08-2016;;118447750;;substitution;;False;{'name': 'Martin Toshev', 'slug': 'martin-toshev', 'shortName': 'M. Toshev', 'position': 'F', 'userCount': 14, 'id': 62023};{'name': 'Philipp Riese', 'slug': 'philipp-riese', 'shortName': 'P. Riese', 'position': 'M', 'userCount': 11, 'id': 96301};78
HEI X AUE 07-08-2016;;118447747;;substitution;;False;{'name': 'Fabio Kaufmann', 'slug': 'fabio-kaufmann', 'shortName': 'F. Kaufmann', 'position': 'M', 'userCount': 14, 'id': 142329};{'name': 'Nicky Adler', 'slug': 'nicky-adler', 'shortName': 'N. Adler', 'position': 'F', 'userCount': 2, 'id': 8907};75
HEI X AUE 07-08-2016;;118447738;;substitution;;False;{'name': 'Dimitriy Nazarov', 'slug': 'dimitriy-nazarov', 'shortName': 'D. Nazarov', 'position': 'M', 'userCount': 220, 'id': 96920};{'name': 'Cebio Soukou', 'slug': 'cebio-soukou', 'shortName': 'C. Soukou', 'position': 'M', 'userCount': 620, 'id': 142524};71
HEI X AUE 07-08-2016;;118447722;;substitution;;True;{'name': 'David Atanga', 'slug': 'david-atanga', 'shortName': 'D. Atanga', 'position': 'M', 'userCount': 77, 'id': 786187};{'name': 'Tim Kleindienst', 'slug': 'tim-kleindienst', 'shortName': 'T. Kleindienst', 'position': 'F', 'userCount': 240, 'id': 228981};60
HEI X AUE 07-08-2016;;118447711;;substitution;;True;{'name': 'Martin Rasner', 'slug': 'martin-rasner', 'shortName': 'M. Rasner', 'position': 'M', 'userCount': 4, 'id': 336387};{'name': 'Tim Skarke', 'slug': 'tim-skarke', 'shortName': 'T. Skarke', 'position': 'M', 'userCount': 16, 'id': 800252};57
ARM X KAR 07-08-2016;1.0;118447775;;substitution;;False;{'name': 'Erwin Hoffer', 'slug': 'erwin-hoffer', 'shortName': 'E. Hoffer', 'position': 'F', 'userCount': 19, 'id': 5542};{'name': 'Dimitris Diamantakos', 'slug': 'dimitris-diamantakos', 'shortName': 'D. Diamantakos', 'position': 'F', 'userCount': 282, 'id': 98217};90
ARM X KAR 07-08-2016;;118447769;;substitution;;False;{'name': 'Matthias Bader', 'slug': 'matthias-bader', 'shortName': 'M. Bader', 'position': 'D', 'userCount': 23, 'id': 800444};{'name': 'Manuel Torres', 'slug': 'manuel-torres', 'shortName': 'M. Torres', 'position': 'M', 'userCount': 11, 'id': 129510};86
ARM X KAR 07-08-2016;;118447749;;substitution;;True;{'name': 'Christoph Hemlein', 'slug': 'christoph-hemlein', 'shortName': 'C. Hemlein', 'position': 'M', 'userCount': 6, 'id': 123688};{'name': 'Michael Görlitz', 'slug': 'michael-gorlitz', 'shortName': 'M. Görlitz', 'position': 'D', 'userCount': 2, 'id': 14004};76
ARM X KAR 07-08-2016;;118447741;;substitution;;True;{'name': 'Keanu Staude', 'slug': 'keanu-staude', 'shortName': 'K. Staude', 'position': 'M', 'userCount': 10, 'id': 840429};{'name': 'Andreas Voglsammer', 'slug': 'andreas-voglsammer', 'shortName': 'A. Voglsammer', 'position': 'M', 'userCount': 162, 'id': 123320};71
ARM X KAR 07-08-2016;;118447740;;substitution;;False;{'name': 'Yann Rollim', 'slug': 'yann-rollim', 'shortName': 'Y. Rollim', 'position': 'M', 'userCount': 32, 'id': 592022};{'name': 'Boubacar Barry', 'slug': 'boubacar-barry', 'shortName': 'B. Barry', 'position': 'M', 'userCount': 18, 'id': 572926};71
ARM X KAR 07-08-2016;;118447729;;substitution;;True;{'name': 'Manuel Junglas', 'slug': 'manuel-junglas', 'shortName': 'M. Junglas', 'position': 'M', 'userCount': 3, 'id': 21446};{'name': 'Manuel Prietl', 'slug': 'manuel-prietl', 'shortName': 'M. Prietl', 'position': 'M', 'userCount': 55, 'id': 134849};63
EBR X WKI 07-08-2016;;118447768;;substitution;;True;{'name': 'Hendrick Zuck', 'slug': 'hendrick-zuck', 'shortName': 'H. Zuck', 'position': 'M', 'userCount': 6, 'id': 124776};{'name': 'Salim Khelifi', 'slug': 'salim-khelifi', 'shortName': 'S. Khelifi', 'position': 'M', 'userCount': 170, 'id': 134250};85
EBR X WKI 07-08-2016;;118447757;;substitution;;False;{'name': 'Felix Müller', 'slug': 'felix-muller', 'shortName': 'F. Müller', 'position': 'M', 'userCount': 8, 'id': 142398};{'name': 'Peter Kurzweg', 'slug': 'peter-kurzweg', 'shortName': 'P. Kurzweg', 'position': 'D', 'userCount': 9, 'id': 168893};80
EBR X WKI 07-08-2016;;118447753;;substitution;;True;{'name': 'Orhan Ademi', 'slug': 'orhan-ademi', 'shortName': 'O. Ademi', 'position': 'F', 'userCount': 14, 'id': 43459};{'name': 'Julius Biada', 'slug': 'julius-biada', 'shortName': 'J. Biada', 'position': 'M', 'userCount': 16, 'id': 142480};78
EBR X WKI 07-08-2016;;118447751;;substitution;;False;{'name': 'Marco Königs', 'slug': 'marco-konigs', 'shortName': 'M. Königs', 'position': 'F', 'userCount': 6, 'id': 94810};{'name': 'Elia Soriano', 'slug': 'elia-soriano', 'shortName': 'E. Soriano', 'position': 'F', 'userCount': 52, 'id': 38892};77
EBR X WKI 07-08-2016;;118447742;;substitution;;True;{'name': 'Onel Hernández', 'slug': 'onel-hernandez', 'shortName': 'O. Hernández', 'position': 'M', 'userCount': 291, 'id': 137017};{'name': 'Nik Omladič', 'slug': 'nik-omladic', 'shortName': 'N. Omladič', 'position': 'M', 'userCount': 40, 'id': 41728};72
EBR X WKI 07-08-2016;;118447707;;substitution;;False;{'name': 'Sascha Traut', 'slug': 'sascha-traut', 'shortName': 'S. Traut', 'position': 'M', 'userCount': 2, 'id': 9354};{'name': 'Joannis Karsanidis', 'slug': 'joannis-karsanidis', 'shortName': 'J. Karsanidis', 'position': 'M', 'userCount': 10, 'id': 270533};52
STU X STP 08-08-2016;;118448348;;substitution;;False;{'name': 'Sören Gonther', 'slug': 'soren-gonther', 'shortName': 'S. Gonther', 'position': 'D', 'userCount': 16, 'id': 26275};{'name': 'Bernd Nehrig', 'slug': 'bernd-nehrig', 'shortName': 'B. Nehrig', 'position': 'M', 'userCount': 12, 'id': 9450};79
STU X STP 08-08-2016;;118448342;;substitution;;False;{'name': 'Jeremy Dudziak', 'slug': 'jeremy-dudziak', 'shortName': 'J. Dudziak', 'position': 'M', 'userCount': 274, 'id': 187187};{'name': 'Aziz Bouhaddouz', 'slug': 'aziz-bouhaddouz', 'shortName': 'A. Bouhaddouz', 'position': 'F', 'userCount': 314, 'id': 26527};70
STU X STP 08-08-2016;;118448341;;substitution;;False;{'name': 'Ryo Miyaichi', 'slug': 'ryo-miyaichi', 'shortName': 'R. Miyaichi', 'position': 'M', 'userCount': 208, 'id': 146089};{'name': 'Fafà Picault', 'slug': 'fafa-picault', 'shortName': 'F. Picault', 'position': 'M', 'userCount': 49, 'id': 787689};67
STU X STP 08-08-2016;;118448340;;substitution;;True;{'name': 'Borys Tashchy', 'slug': 'borys-tashchy', 'shortName': 'B. Tashchy', 'position': 'F', 'userCount': 60, 'id': 111726};{'name': 'Berkay Özcan', 'slug': 'berkay-ozcan', 'shortName': 'B. Özcan', 'position': 'M', 'userCount': 285, 'id': 806964};67
STU X STP 08-08-2016;;118448332;;substitution;;True;{'name': 'Alexandru Maxim', 'slug': 'alexandru-maxim', 'shortName': 'A. Maxim', 'position': 'M', 'userCount': 552, 'id': 180511};{'name': 'Philip Heise', 'slug': 'philip-heise', 'shortName': 'P. Heise', 'position': 'M', 'userCount': 37, 'id': 124743};46
NUR X HEI 12-08-2016;3.0;118449241;;substitution;;False;{'name': 'Timo Beermann', 'slug': 'timo-beermann', 'shortName': 'T. Beermann', 'position': 'D', 'userCount': 14, 'id': 72192};{'name': 'Marc Schnatterer', 'slug': 'marc-schnatterer', 'shortName': 'M. Schnatterer', 'position': 'M', 'userCount': 58, 'id': 26573};90
NUR X HEI 12-08-2016;;118449235;;substitution;;False;{'name': 'Dominik Widemann', 'slug': 'dominik-widemann', 'shortName': 'D. Widemann', 'position': 'F', 'userCount': 5, 'id': 574822};{'name': 'Tim Kleindienst', 'slug': 'tim-kleindienst', 'shortName': 'T. Kleindienst', 'position': 'F', 'userCount': 240, 'id': 228981};87
NUR X HEI 12-08-2016;;118449231;;substitution;;True;{'name': 'Cedric Teuchert', 'slug': 'cedric-teuchert', 'shortName': 'C. Teuchert', 'position': 'F', 'userCount': 111, 'id': 326643};{'name': 'Jakub Sylvestr', 'slug': 'jakub-sylvestr', 'shortName': 'J. Sylvestr', 'position': 'F', 'userCount': 20, 'id': 1000041};84
NUR X HEI 12-08-2016;;118449220;;substitution;;False;{'name': 'David Atanga', 'slug': 'david-atanga', 'shortName': 'D. Atanga', 'position': 'M', 'userCount': 77, 'id': 786187};{'name': 'Martin Rasner', 'slug': 'martin-rasner', 'shortName': 'M. Rasner', 'position': 'M', 'userCount': 4, 'id': 336387};73
NUR X HEI 12-08-2016;;118449207;;substitution;;True;{'name': 'Edgar Salli', 'slug': 'edgar-salli', 'shortName': 'E. Salli', 'position': 'M', 'userCount': 71, 'id': 159747};{'name': 'Lukas Mühl', 'slug': 'lukas-muhl', 'shortName': 'L. Mühl', 'position': 'D', 'userCount': 59, 'id': 833067};61
AUE X SAN 12-08-2016;;118449239;;substitution;;True;{'name': 'Simon Handle', 'slug': 'simon-handle', 'shortName': 'S. Handle', 'position': 'F', 'userCount': 3, 'id': 126344};{'name': 'Pascal Köpke', 'slug': 'pascal-kopke', 'shortName': 'P. Köpke', 'position': 'F', 'userCount': 74, 'id': 254001};89
AUE X SAN 12-08-2016;;118449232;;substitution;;True;{'name': 'Louis Samson', 'slug': 'louis-samson', 'shortName': 'L. Samson', 'position': 'D', 'userCount': 12, 'id': 254025};{'name': 'Mario Kvesić', 'slug': 'mario-kvesic', 'shortName': 'M. Kvesić', 'position': 'M', 'userCount': 29, 'id': 137095};83
AUE X SAN 12-08-2016;;118449218;;substitution;;False;{'name': 'Denis Linsmayer', 'slug': 'denis-linsmayer', 'shortName': 'D. Linsmayer', 'position': 'M', 'userCount': 9, 'id': 124771};{'name': 'Markus Karl', 'slug': 'markus-karl', 'shortName': 'M. Karl', 'position': 'M', 'userCount': 4, 'id': 2358};70
AUE X SAN 12-08-2016;;118449213;;substitution;;True;{'name': 'Dimitriy Nazarov', 'slug': 'dimitriy-nazarov', 'shortName': 'D. Nazarov', 'position': 'M', 'userCount': 220, 'id': 96920};{'name': 'Nicky Adler', 'slug': 'nicky-adler', 'shortName': 'N. Adler', 'position': 'F', 'userCount': 2, 'id': 8907};68
AUE X SAN 12-08-2016;;118449205;;substitution;;False;{'name': 'Jakub Kosecki', 'slug': 'jakub-kosecki', 'shortName': 'J. Kosecki', 'position': 'M', 'userCount': 104, 'id': 72094};{'name': 'Andrew Wooten', 'slug': 'andrew-wooten', 'shortName': 'A. Wooten', 'position': 'F', 'userCount': 45, 'id': 39884};59
AUE X SAN 12-08-2016;;118449188;;substitution;;False;{'name': 'Leart Paqarada', 'slug': 'leart-paqarada', 'shortName': 'L. Paqarada', 'position': 'D', 'userCount': 209, 'id': 151581};{'name': 'Damian Roßbach', 'slug': 'damian-rossbach', 'shortName': 'D. Roßbach', 'position': 'D', 'userCount': 6, 'id': 142116};46
DUS X STU 12-08-2016;;118449342;;substitution;;True;{'name': 'Julian Koch', 'slug': 'julian-koch', 'shortName': 'J. Koch', 'position': 'D', 'userCount': 19, 'id': 44805};{'name': 'Axel Bellinghausen', 'slug': 'axel-bellinghausen', 'shortName': 'A. Bellinghausen', 'position': 'M', 'userCount': 4, 'id': 4859};90
DUS X STU 12-08-2016;;118449331;;substitution;;False;{'name': 'Berkay Özcan', 'slug': 'berkay-ozcan', 'shortName': 'B. Özcan', 'position': 'M', 'userCount': 285, 'id': 806964};{'name': 'Borys Tashchy', 'slug': 'borys-tashchy', 'shortName': 'B. Tashchy', 'position': 'F', 'userCount': 60, 'id': 111726};79
