game;accuratePass;aerialDuels;challengeLost;dispossessed;fouls;goalAssist;goals;goodHighClaim;groundDuels;id;interceptionWon;keyPass;minutesPlayed;name;national;offsides;outfielderBlock;position;punches;rating;runsOut;saves;shortName;shotsBlocked;shotsOffTarget;shotsOnTarget;slug;team;team_id;team_name;totalClearance;totalContest;totalCross;totalDuels;totalLongBalls;totalPass;totalTackle;touches;wasFouled
UNB X FUR 16-12-2016;28 (77%);6 (3);;3;2;;;;14 (6);117399;1;1;90';Collin Quaner;False;2;1;F;;6.7;;;C. Quaner;0;0;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;3;4 (1);0 (0);20 (9);0 (0);28 (77%);2;66;3
UNB X FUR 16-12-2016;0 (0%);2 (0);;0;0;;;;0 (0);16122;0;0;5';Sören Brandy;False;;0;F;;6.7;;;S. Brandy;0;0;1;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;0;0 (0);0 (0);2 (0);0 (0);0 (0%);0;4;0
UNB X FUR 16-12-2016;19 (70%);6 (3);;0;1;;;;3 (2);336375;0;0;90';Lukas Gugganig;False;;0;D;;6.6;;;L. Gugganig;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;7;1 (0);0 (0);9 (5);8 (3);19 (70%);1;38;2
UNB X FUR 16-12-2016;19 (70%);6 (1);4;1;1;;;;11 (5);792572;1;1;90';Benedikt Kirsch;False;;0;M;;6.5;;;B. Kirsch;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;1;0 (0);0 (0);17 (6);2 (1);19 (70%);4;42;1
UNB X FUR 16-12-2016;20 (62%);2 (0);2;1;1;;;;8 (3);190065;4;0;90';Khaled Narey;False;;0;M;;6.5;;;K. Narey;0;1;1;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;1;1 (0);0 (0);10 (3);6 (1);20 (62%);3;60;0
UNB X FUR 16-12-2016;9 (64%);2 (0);1;2;0;;;;6 (2);94627;1;0;66';Simon Hedlund;False;2;0;M;;6.4;;;S. Hedlund;0;0;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;0;1 (0);1 (0);8 (2);1 (1);9 (64%);2;25;0
UNB X FUR 16-12-2016;23 (60%);12 (7);2;1;4;;;;9 (2);108740;2;1;74';Damjan Đoković;False;;0;M;;6.3;;;D. Djoković;1;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;2;1 (1);4 (1);21 (9);7 (2);23 (60%);1;52;0
UNB X FUR 16-12-2016;10 (76%);4 (1);1;1;0;;;;2 (0);41611;2;0;78';Mathis Bolly;False;1;0;F;;6.3;;;M. Bolly;0;2;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;3;0 (0);0 (0);6 (1);1 (1);10 (76%);0;25;0
UNB X FUR 16-12-2016;11 (64%);3 (0);1;7;1;;;;26 (8);36113;0;2;89';Sercan Sararer;False;;0;F;;6.3;;;S. Sararer;2;0;1;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;14 (5);3 (1);29 (8);0 (0);11 (64%);2;51;1
UNB X FUR 16-12-2016;3 (33%);3 (1);1;0;1;;;;1 (0);168959;0;0;24';Kenny Prince Redondo;False;;0;M;;6.2;;;K. P. Redondo;1;0;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;0;0 (0);0 (0);4 (1);1 (0);3 (33%);0;11;0
UNB X FUR 16-12-2016;0 (0%);0 (0);;0;0;;;;0 (0);856082;0;0;1';Dominik Sollfrank;False;;0;D;;–;;;D. Sollfrank;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;0 (0);0 (0);0 (0);0 (0);0 (0%);0;0;0
MUN X HEI 16-12-2016;19 (67%);14 (6);;1;6;;1;;8 (4);24933;0;3;90';Sascha Mölders;False;;0;F;;7.7;;;S. Mölders;2;1;2;1860-munchen;MUN;2536;1860 München;1;2 (2);0 (0);22 (10);1 (1);19 (67%);0;47;3
MUN X HEI 16-12-2016;27 (73%);5 (3);2;0;0;;;;11 (9);40230;8;0;90';Marcel Titsch-Rivero;False;;0;M;;7.6;;;M. Titsch-Rivero;0;0;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;4;0 (0);0 (0);16 (12);3 (2);27 (73%);6;61;4
MUN X HEI 16-12-2016;43 (75%);8 (4);;0;0;;;;3 (3);26765;2;0;90';Mathias Wittek;False;;3;D;;7.5;;;M. Wittek;0;0;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;5;0 (0);0 (0);11 (7);10 (5);43 (75%);2;73;1
MUN X HEI 16-12-2016;28 (68%);10 (5);;0;0;1;;;2 (2);3887;2;1;90';Jan Mauersberger;False;;0;D;;7.5;;;J. Mauersberger;0;0;2;1860-munchen;MUN;2536;1860 München;2;0 (0);0 (0);12 (7);12 (4);28 (68%);1;51;1
MUN X HEI 16-12-2016;22 (64%);4 (1);1;0;2;;1;;8 (5);26573;1;0;90';Marc Schnatterer;False;;0;M;;7.4;;;M. Schnatterer;0;2;2;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;1;1 (1);4 (0);12 (6);6 (3);22 (64%);2;53;2
MUN X HEI 16-12-2016;30 (68%);5 (5);;0;2;;;;10 (7);254125;3;1;90';Maximilian Wittek;False;;0;M;;7.2;;;M. Wittek;0;2;0;1860-munchen;MUN;2536;1860 München;2;2 (0);2 (1);15 (12);9 (3);30 (68%);3;79;5
MUN X HEI 16-12-2016;35 (72%);0 (0);;1;2;;;;12 (4);138158;4;3;90';Levent Ayçiçek;False;;0;F;;7.2;;;L. Ayçiçek;1;1;2;1860-munchen;MUN;2536;1860 München;1;6 (1);13 (3);12 (4);7 (2);35 (72%);3;86;0
MUN X HEI 16-12-2016;28 (71%);1 (1);;;0;;;1;0 (0);121908;0;0;90';Kevin Müller;False;;0;G;3;7.2;0 (0);5;K. Müller;0;0;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;3;0 (0);0 (0);1 (1);29 (18);28 (71%);0;52;0
MUN X HEI 16-12-2016;17 (58%);2 (2);;0;1;;;;3 (2);19225;0;1;90';Arne Feick;False;;0;D;;7.2;;;A. Feick;1;0;1;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;6;0 (0);3 (1);5 (4);7 (1);17 (58%);0;52;3
MUN X HEI 16-12-2016;29 (78%);6 (4);;5;1;;;;8 (2);127547;1;3;80';Daylon Claasen;False;;0;F;;7.1;;;D. Claasen;0;1;0;1860-munchen;MUN;2536;1860 München;1;1 (1);0 (0);14 (6);4 (4);29 (78%);0;53;1
MUN X HEI 16-12-2016;4 (50%);0 (0);;0;1;;;;4 (3);800252;2;0;29';Tim Skarke;False;;0;M;;6.9;;;T. Skarke;0;0;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;2;0 (0);0 (0);4 (3);0 (0);4 (50%);2;19;1
MUN X HEI 16-12-2016;31 (81%);11 (6);1;0;3;;;;3 (1);72192;3;1;90';Timo Beermann;False;;1;D;;6.9;;;T. Beermann;0;0;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;6;0 (0);0 (0);14 (7);8 (4);31 (81%);0;51;3
MUN X HEI 16-12-2016;19 (59%);2 (1);;0;4;;;;11 (7);3952;2;1;61';Robert Strauss;False;;0;D;;6.8;;;R. Strauss;0;0;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;3;0 (0);0 (0);13 (8);4 (0);19 (59%);4;54;3
MUN X HEI 16-12-2016;26 (74%);1 (0);1;1;2;;;;8 (3);71848;7;0;90';Fanol Perdedaj;False;;1;M;;6.7;;;F. Perdedaj;2;0;0;1860-munchen;MUN;2536;1860 München;1;2 (1);0 (0);9 (3);3 (1);26 (74%);2;55;0
MUN X HEI 16-12-2016;9 (47%);6 (3);;0;1;;;;3 (1);52755;3;1;90';John Verhoek;False;;0;F;;6.7;;;J. Verhoek;0;1;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;2;1 (0);0 (0);9 (4);1 (1);9 (47%);1;30;0
MUN X HEI 16-12-2016;3 (75%);1 (0);;0;0;;;;1 (1);792441;0;0;4';Romuald Lacazette;False;;0;M;;6.6;;;R. Lacazette;0;0;0;1860-munchen;MUN;2536;1860 München;0;0 (0);0 (0);2 (1);1 (0);3 (75%);0;5;1
MUN X HEI 16-12-2016;10 (100%);2 (0);;0;2;;;;8 (5);136911;0;0;29';Ben Halloran;False;;0;M;;6.6;;;B. Halloran;0;0;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;0;2 (1);0 (0);10 (5);1 (1);10 (100%);1;16;3
MUN X HEI 16-12-2016;1 (100%);0 (0);;0;0;;;;0 (0);40226;0;0;7';Ronny Philp;False;;0;D;;6.6;;;R. Philp;0;0;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;1;0 (0);0 (0);0 (0);0 (0);1 (100%);0;2;0
MUN X HEI 16-12-2016;14 (87%);2 (1);1;0;1;;;;4 (1);128792;4;0;61';Sebastian Griesbeck;False;;0;M;;6.5;;;S. Griesbeck;0;0;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;2;1 (0);0 (0);6 (2);0 (0);14 (87%);0;25;1
MUN X HEI 16-12-2016;18 (58%);0 (0);;;0;;;0;0 (0);125274;0;0;90';Stefan Ortega;False;;0;G;1;6.5;0 (0);2;S. Ortega;0;0;0;1860-munchen;MUN;2536;1860 München;1;0 (0);0 (0);0 (0);23 (10);18 (58%);0;36;0
MUN X HEI 16-12-2016;29 (85%);9 (4);;0;0;;;;0 (0);12861;1;0;90';Kai Bülow;False;;0;D;;6.5;;;K. Bülow;0;0;0;1860-munchen;MUN;2536;1860 München;3;0 (0);0 (0);9 (4);6 (3);29 (85%);0;39;1
MUN X HEI 16-12-2016;17 (54%);17 (11);;3;3;;;;9 (2);228981;1;0;90';Tim Kleindienst;False;;1;F;;6.4;;;T. Kleindienst;0;1;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;2;3 (0);1 (0);26 (13);1 (0);17 (54%);0;52;2
MUN X HEI 16-12-2016;35 (74%);1 (0);;1;5;;;;9 (3);9435;0;1;86';Daniel Adlung;False;;0;M;;6.4;;;D. Adlung;0;0;0;1860-munchen;MUN;2536;1860 München;1;0 (0);1 (0);10 (3);4 (1);35 (74%);1;57;2
MUN X HEI 16-12-2016;7 (58%);6 (1);;2;1;;;;5 (2);122578;0;0;83';Denis Thomalla;False;;0;M;;6.3;;;D. Thomalla;0;0;0;1-fc-heidenheim;HEI;5885;1. FC Heidenheim;2;1 (0);1 (0);11 (3);1 (1);7 (58%);2;22;0
MUN X HEI 16-12-2016;31 (79%);8 (4);;0;1;;;;2 (1);792142;1;0;90';Felix Uduokhai;False;;0;D;;6.1;;;F. Uduokhai;0;0;0;1860-munchen;MUN;2536;1860 München;1;0 (0);0 (0);10 (5);6 (1);31 (79%);1;44;0
MUN X HEI 16-12-2016;25 (67%);6 (4);1;1;3;;;;9 (3);98433;1;1;90';Filip Stojković;False;;0;M;;6.1;;;F. Stojković;0;0;0;1860-munchen;MUN;2536;1860 München;1;1 (0);5 (1);15 (7);3 (0);25 (67%);1;70;4
MUN X HEI 16-12-2016;2 (66%);5 (0);;1;3;;;;3 (1);15803;0;0;10';Stefan Aigner;False;;0;M;;6.0;;;S. Aigner;0;0;0;1860-munchen;MUN;2536;1860 München;0;0 (0);0 (0);8 (1);0 (0);2 (66%);0;7;1
AUE X DUS 16-12-2016;40 (85%);7 (4);;0;1;;;;2 (1);368854;1;0;90';Robin Bormuth;False;;2;D;;7.6;;;R. Bormuth;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;12;0 (0);0 (0);9 (5);10 (9);40 (85%);0;64;1
AUE X DUS 16-12-2016;28 (65%);7 (4);;0;0;;;;2 (2);132148;1;0;90';Steve Breitkreuz;False;;0;D;;7.5;;;S. Breitkreuz;0;1;1;erzgebirge-aue;AUE;2566;Erzgebirge Aue;9;0 (0);0 (0);9 (6);16 (4);28 (65%);2;61;0
AUE X DUS 16-12-2016;20 (66%);4 (0);;1;1;;;;6 (4);91493;6;2;90';Clemens Fandrich;False;;1;M;;7.5;;;C. Fandrich;1;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;3;1 (0);3 (2);10 (4);4 (0);20 (66%);3;56;1
AUE X DUS 16-12-2016;24 (58%);6 (5);3;1;2;;;;6 (0);40379;3;0;90';Lukas Schmitz;False;;3;D;;7.4;;;L. Schmitz;1;1;1;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;7;0 (0);3 (1);12 (5);7 (4);24 (58%);0;77;0
AUE X DUS 16-12-2016;16 (55%);3 (1);1;0;1;;;;10 (7);254001;1;2;90';Pascal Köpke;False;;0;F;;7.3;;;P. Köpke;1;1;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;1;3 (2);0 (0);13 (8);2 (1);16 (55%);1;44;4
AUE X DUS 16-12-2016;46 (82%);5 (4);;0;1;;;;2 (1);187423;1;0;90';Kevin Akpoguma;False;;1;D;;7.3;;;K. Akpoguma;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;6;0 (0);0 (0);7 (5);10 (4);46 (82%);0;69;1
AUE X DUS 16-12-2016;27 (75%);4 (1);1;0;1;;;;6 (4);142107;6;0;90';Fabian Kalig;False;;0;D;;7.3;;;F. Kalig;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;4;0 (0);1 (0);10 (5);6 (2);27 (75%);2;68;2
AUE X DUS 16-12-2016;20 (71%);5 (3);;0;1;;;;5 (4);40445;1;0;90';Julian Schauerte;False;;0;D;;7.3;;;J. Schauerte;0;0;1;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;7;1 (1);2 (0);10 (7);6 (2);20 (71%);2;63;2
AUE X DUS 16-12-2016;24 (70%);1 (0);1;0;3;;;;7 (2);142613;2;1;90';Marcel Sobottka;False;;2;M;;7.2;;;M. Sobottka;0;1;1;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;2 (1);0 (0);8 (2);3 (1);24 (70%);1;47;0
AUE X DUS 16-12-2016;9 (52%);1 (0);1;0;1;;;;6 (4);136930;3;0;47';Calogero Rizzuto;False;;1;D;;7.2;;;C. Rizzuto;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;3;2 (2);0 (0);7 (4);10 (4);9 (52%);2;39;0
AUE X DUS 16-12-2016;36 (83%);2 (0);;1;1;;;;3 (1);108171;0;0;90';Adam Sušac;False;;0;D;;7.2;;;A. Sušac;0;1;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;7;0 (0);0 (0);5 (1);13 (8);36 (83%);1;58;0
AUE X DUS 16-12-2016;25 (83%);0 (0);;;0;;;0;0 (0);294;0;0;90';Michael Rensing;False;;0;G;0;7.2;0 (0);2;M. Rensing;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;0 (0);0 (0);0 (0);12 (7);25 (83%);0;36;0
AUE X DUS 16-12-2016;21 (65%);5 (5);;2;5;;;;21 (10);254297;4;1;90';Ihlas Bebou;False;;1;M;;7.1;;;I. Bebou;1;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;7 (3);2 (1);26 (15);4 (2);21 (65%);3;63;5
AUE X DUS 16-12-2016;16 (53%);0 (0);;;0;;;1;0 (0);26952;0;0;90';Martin Männel;False;;0;G;0;7.1;0 (0);3;M. Männel;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;0;0 (0);0 (0);0 (0);19 (5);16 (53%);0;35;0
AUE X DUS 16-12-2016;11 (57%);6 (3);2;1;2;;;;14 (7);142524;0;1;90';Cebio Soukou;False;;0;M;;7.0;;;C. Soukou;3;1;2;erzgebirge-aue;AUE;2566;Erzgebirge Aue;1;3 (1);0 (0);20 (10);3 (1);11 (57%);4;39;2
AUE X DUS 16-12-2016;39 (83%);3 (0);1;0;2;;;;6 (3);424;2;2;90';Christian Tiffert;False;;0;M;;7.0;;;C. Tiffert;1;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;3;2 (2);6 (1);9 (3);8 (3);39 (83%);0;68;1
AUE X DUS 16-12-2016;38 (76%);7 (4);1;1;2;;;;6 (2);112040;1;2;79';Christian Gartner;False;;1;M;;6.9;;;C. Gartner;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;1;0 (0);0 (0);13 (6);4 (3);38 (76%);1;60;1
AUE X DUS 16-12-2016;6 (50%);1 (0);;0;0;;;;2 (2);78881;4;0;43';Sebastian Hertner;False;;0;D;;6.9;;;S. Hertner;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;3;0 (0);2 (2);3 (2);4 (0);6 (50%);1;25;1
AUE X DUS 16-12-2016;57 (86%);8 (4);2;0;1;;;;6 (3);9439;2;0;90';Adam Bodzek;False;1;0;M;;6.9;;;A. Bodzek;0;2;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;4;1 (0);0 (0);14 (7);10 (7);57 (86%);1;80;3
AUE X DUS 16-12-2016;1 (25%);1 (1);;0;0;;;;0 (0);169233;0;2;11';Marlon Ritter;False;;0;F;;6.7;;;M. Ritter;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;0 (0);5 (1);1 (1);0 (0);1 (25%);0;9;0
AUE X DUS 16-12-2016;15 (75%);6 (2);;0;1;;;;8 (6);96920;1;1;64';Dimitriy Nazarov;False;;0;M;;6.7;;;D. Nazarov;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;1;3 (2);0 (0);14 (8);2 (2);15 (75%);1;35;4
AUE X DUS 16-12-2016;14 (50%);4 (3);1;0;0;;;;4 (1);13009;0;1;90';Rouwen Hennings;False;;0;F;;6.7;;;R. Hennings;0;2;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;3;2 (0);0 (0);8 (4);2 (2);14 (50%);1;40;0
AUE X DUS 16-12-2016;3 (33%);3 (2);;0;1;;;;3 (2);8907;2;1;21';Nicky Adler;False;;0;F;;6.7;;;N. Adler;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;0;1 (0);0 (0);6 (4);1 (0);3 (33%);1;14;1
AUE X DUS 16-12-2016;5 (83%);1 (1);1;0;0;;;;3 (1);790775;1;0;21';Emmanuel Iyoha;False;;0;F;;6.6;;;E. Iyoha;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;1 (0);0 (0);4 (2);0 (0);5 (83%);0;11;1
AUE X DUS 16-12-2016;12 (80%);8 (3);;0;2;;;;2 (1);254025;1;1;69';Louis Samson;False;;0;M;;6.6;;;L. Samson;0;1;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;0;0 (0);0 (0);10 (4);1 (1);12 (80%);0;19;1
AUE X DUS 16-12-2016;13 (72%);3 (3);1;2;1;;;;9 (2);4859;1;1;69';Axel Bellinghausen;False;;0;M;;6.4;;;A. Bellinghausen;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;1;4 (1);4 (2);12 (5);3 (2);13 (72%);0;36;2
AUE X DUS 16-12-2016;6 (66%);5 (0);;0;3;;;;3 (1);137095;0;1;26';Mario Kvesić;False;;0;M;;6.3;;;M. Kvesić;3;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;0;1 (1);1 (0);8 (1);1 (0);6 (66%);0;16;0
STP X BOC 17-12-2016;16 (69%);5 (4);1;0;3;;;;11 (6);237064;4;0;90';Nico Rieble;False;;1;D;;7.6;;;N. Rieble;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;9;1 (0);0 (0);16 (10);4 (3);16 (69%);5;51;1
STP X BOC 17-12-2016;52 (77%);16 (13);;0;5;;;;6 (2);66514;3;1;90';Lasse Sobiech;False;;0;D;;7.5;;;L. Sobiech;0;1;0;fc-st-pauli;STP;2526;FC St. Pauli;4;0 (0);0 (0);22 (15);15 (8);52 (77%);2;78;0
STP X BOC 17-12-2016;14 (66%);4 (3);;0;3;;;;6 (4);119179;5;0;90';Anthony Losilla;False;;1;M;;7.4;;;A. Losilla;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;10;3 (3);0 (0);10 (7);5 (2);14 (66%);1;44;1
STP X BOC 17-12-2016;15 (55%);8 (4);;1;1;;1;;7 (5);26527;0;1;90';Aziz Bouhaddouz;False;;0;F;;7.4;;;A. Bouhaddouz;2;3;1;fc-st-pauli;STP;2526;FC St. Pauli;0;1 (1);0 (0);15 (9);2 (1);15 (55%);2;47;2
STP X BOC 17-12-2016;66 (90%);7 (3);1;0;0;;;;1 (0);26275;4;0;90';Sören Gonther;False;;1;D;;7.4;;;S. Gonther;0;0;1;fc-st-pauli;STP;2526;FC St. Pauli;2;0 (0);0 (0);8 (3);14 (12);66 (90%);0;83;0
STP X BOC 17-12-2016;9 (64%);8 (6);1;0;1;;;;5 (3);236;8;0;90';Tim Hoogland;False;;1;D;;7.3;;;T. Hoogland;2;0;0;vfl-bochum;BOC;2542;VfL Bochum;10;0 (0);0 (0);13 (9);8 (3);9 (64%);2;39;1
STP X BOC 17-12-2016;42 (80%);1 (0);;1;2;;;;7 (5);573308;2;0;72';Richard Neudecker;False;;0;M;;7.2;;;R. Neudecker;2;1;0;fc-st-pauli;STP;2526;FC St. Pauli;1;2 (2);0 (0);8 (5);7 (3);42 (80%);1;67;2
STP X BOC 17-12-2016;5 (62%);9 (1);;1;1;;1;;3 (1);53811;0;0;45';Peniel Mlapa;False;;0;F;;7.2;;;P. Mlapa;0;0;2;vfl-bochum;BOC;2542;VfL Bochum;3;0 (0);0 (0);12 (2);0 (0);5 (62%);1;17;0
STP X BOC 17-12-2016;40 (81%);2 (1);;2;2;;;;9 (7);35799;0;2;90';Vegar Eggen Hedenstad;False;;0;D;;7.1;;;V. E. Hedenstad;1;0;0;fc-st-pauli;STP;2526;FC St. Pauli;1;1 (1);15 (2);11 (8);8 (3);40 (81%);5;93;1
STP X BOC 17-12-2016;30 (88%);1 (0);1;3;0;;;;9 (4);549976;2;3;90';Kyoung-Rok Choi;False;;0;M;;7.0;;;K. Choi;0;2;0;fc-st-pauli;STP;2526;FC St. Pauli;0;1 (0);2 (1);10 (4);2 (2);30 (88%);2;53;2
STP X BOC 17-12-2016;44 (65%);11 (5);;0;0;;;;2 (2);186995;3;1;90';Joel Keller;False;;1;D;;6.9;;;J. Keller;0;1;0;fc-st-pauli;STP;2526;FC St. Pauli;2;1 (1);8 (2);13 (7);14 (4);44 (65%);1;97;0
STP X BOC 17-12-2016;15 (48%);4 (3);3;2;0;;;;9 (3);143228;4;2;90';Alexander Merkel;False;1;0;M;;6.8;;;A. Merkel;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;1;1 (0);4 (1);13 (6);2 (1);15 (48%);2;51;2
STP X BOC 17-12-2016;32 (84%);2 (0);2;2;1;;;;11 (5);71072;0;2;90';Waldemar Sobota;False;;0;M;;6.8;;;W. Sobota;0;1;0;fc-st-pauli;STP;2526;FC St. Pauli;0;2 (1);1 (0);13 (5);5 (4);32 (84%);1;53;3
STP X BOC 17-12-2016;22 (78%);1 (1);;;0;;;0;0 (0);2313;0;0;90';Philipp Heerwagen;False;;0;G;0;6.8;0 (0);2;P. Heerwagen;0;0;0;fc-st-pauli;STP;2526;FC St. Pauli;0;0 (0);0 (0);1 (1);10 (4);22 (78%);0;36;1
STP X BOC 17-12-2016;10 (90%);1 (1);;0;2;;;;2 (0);226804;3;0;45';Russell Canouse;False;;0;M;;6.7;;;R. Canouse;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;4;0 (0);0 (0);3 (1);2 (1);10 (90%);0;19;0
STP X BOC 17-12-2016;3 (37%);1 (0);;2;0;;;;9 (6);549966;0;0;45';Nico Empen;False;;0;F;;6.6;;;N. Empen;0;0;0;fc-st-pauli;STP;2526;FC St. Pauli;0;1 (0);2 (0);10 (6);1 (1);3 (37%);2;22;4
STP X BOC 17-12-2016;12 (46%);4 (0);;1;1;;;;13 (7);101789;5;1;90';Marco Stiepermann;False;;0;M;;6.6;;;M. Stiepermann;0;1;1;vfl-bochum;BOC;2542;VfL Bochum;2;6 (2);1 (0);17 (7);8 (3);12 (46%);3;61;2
STP X BOC 17-12-2016;7 (63%);1 (0);;2;5;;;;11 (3);254411;3;0;90';Jan Gyamerah;False;;0;D;;6.5;;;J. Gyamerah;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;9;2 (1);0 (0);12 (3);3 (1);7 (63%);2;45;0
STP X BOC 17-12-2016;0 (0%);1 (0);;0;1;;;;1 (1);146927;0;0;17';Daniel Buballa;False;;0;M;;6.5;;;D. Buballa;0;0;0;fc-st-pauli;STP;2526;FC St. Pauli;0;0 (0);0 (0);2 (1);0 (0);0 (0%);1;1;0
STP X BOC 17-12-2016;25 (86%);4 (2);1;1;0;;;;3 (1);66512;2;0;45';Marc Hornschuh;False;;0;M;;6.5;;;M. Hornschuh;0;0;0;fc-st-pauli;STP;2526;FC St. Pauli;0;0 (0);0 (0);7 (3);3 (1);25 (86%);1;34;0
STP X BOC 17-12-2016;12 (60%);7 (2);1;2;2;;;;13 (5);152115;1;0;90';Johannes Wurtz;False;;1;M;;6.4;;;J. Wurtz;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;3;4 (1);0 (0);20 (7);4 (1);12 (60%);3;37;1
STP X BOC 17-12-2016;8 (50%);11 (5);1;1;2;1;;;12 (5);129923;1;3;87';Nils Quaschner;False;;0;M;;6.4;;;N. Quaschner;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;2;3 (0);1 (1);23 (10);1 (0);8 (50%);2;38;4
STP X BOC 17-12-2016;16 (47%);2 (2);;;0;;;3;0 (0);24937;0;0;90';Manuel Riemann;False;;0;G;2;6.3;0 (0);2;M. Riemann;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;2;0 (0);0 (0);2 (2);31 (13);16 (47%);0;47;1
STP X BOC 17-12-2016;13 (65%);4 (1);2;2;2;;;;22 (11);146089;1;0;90';Ryo Miyaichi;False;;0;M;;6.2;;;R. Miyaichi;0;0;1;fc-st-pauli;STP;2526;FC St. Pauli;0;6 (1);5 (1);26 (12);0 (0);13 (65%);4;54;6
STP X BOC 17-12-2016;9 (81%);2 (1);;0;1;;;;2 (1);37628;0;0;28';Timo Perthel;False;;0;D;;4.9;;;T. Perthel;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;3;0 (0);0 (0);4 (2);1 (1);9 (81%);1;17;0
STP X BOC 17-12-2016;4 (80%);0 (0);;0;0;;;;0 (0);549968;0;0;1';Dennis Rosin;False;;0;M;;–;;;D. Rosin;0;0;0;fc-st-pauli;STP;2526;FC St. Pauli;0;0 (0);0 (0);0 (0);2 (1);4 (80%);0;5;0
STP X BOC 17-12-2016;1 (50%);1 (1);;0;0;;;;0 (0);53787;0;0;3';Arvydas Novikovas;False;1;0;M;;–;;;A. Novikovas;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;1;0 (0);0 (0);1 (1);0 (0);1 (50%);0;3;0
KAR X EBR 17-12-2016;30 (75%);7 (3);;1;1;;;;5 (3);122010;4;0;90';Saulo Decarli;False;;4;D;;7.8;;;S. Decarli;0;0;1;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;10;0 (0);0 (0);12 (6);8 (1);30 (75%);1;65;2
KAR X EBR 17-12-2016;10 (55%);0 (0);1;0;1;;;;6 (4);171885;5;0;90';Maximilian Sauer;False;;1;D;;7.7;;;M. Sauer;0;1;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;4;1 (1);1 (0);6 (4);3 (0);10 (55%);3;46;0
