game;text;homeScore;awayScore;isLive;time;addedTime;incidentType
KAI X H96 05-08-2016;FT;0;4;False;90;999;period
KAI X H96 05-08-2016;HT;0;1;False;45;999;period
BOC X UNB 06-08-2016;FT;2;1;False;90;999;period
BOC X UNB 06-08-2016;HT;0;0;False;45;999;period
DRE X NUR 06-08-2016;FT;1;1;False;90;999;period
SAN X DUS 06-08-2016;FT;2;2;False;90;999;period
SAN X DUS 06-08-2016;HT;2;1;False;45;999;period
FUR X MUN 07-08-2016;FT;1;0;False;90;999;period
FUR X MUN 07-08-2016;HT;1;0;False;45;999;period
ARM X KAR 07-08-2016;FT;0;0;False;90;999;period
AUE X SAN 12-08-2016;FT;2;0;False;90;999;period
AUE X SAN 12-08-2016;HT;2;0;False;45;999;period
STP X EBR 13-08-2016;FT;0;2;False;90;999;period
H96 X FUR 14-08-2016;FT;3;1;False;90;999;period
WKI X KAI 14-08-2016;HT;1;1;False;45;999;period
HEI X WKI 26-08-2016;FT;1;2;False;90;999;period
FUR X AUE 27-08-2016;FT;3;2;False;90;999;period
ARM X UNB 28-08-2016;FT;4;4;False;90;999;period
EBR X NUR 28-08-2016;FT;6;1;False;90;999;period
UNB X KAR 10-09-2016;FT;4;0;False;90;999;period
MUN X UNB 16-09-2016;HT;1;2;False;45;999;period
FUR X WKI 16-09-2016;FT;0;3;False;90;999;period
BOC X NUR 16-09-2016;FT;5;4;False;90;999;period
BOC X NUR 16-09-2016;HT;3;3;False;45;999;period
KAI X STU 17-09-2016;FT;0;1;False;90;999;period
ARM X H96 18-09-2016;FT;3;3;False;90;999;period
DUS X BOC 20-09-2016;FT;3;0;False;90;999;period
ARM X NUR 25-09-2016;FT;1;3;False;90;999;period
AUE X BOC 30-09-2016;FT;2;4;False;90;999;period
AUE X BOC 30-09-2016;HT;2;2;False;45;999;period
STU X FUR 03-10-2016;HT;3;0;False;45;999;period
DRE X STU 15-10-2016;FT;5;0;False;90;999;period
FUR X HEI 15-10-2016;HT;0;2;False;45;999;period
MUN X DUS 16-10-2016;HT;0;3;False;45;999;period
MUN X AUE 28-10-2016;FT;6;2;False;90;999;period
MUN X AUE 28-10-2016;HT;3;1;False;45;999;period
FUR X H96 03-02-2017;FT;4;1;False;90;999;period
HEI X NUR 04-02-2017;FT;2;3;False;90;999;period
AUE X DRE 26-02-2017;FT;1;4;False;90;999;period
AUE X DRE 26-02-2017;HT;0;4;False;45;999;period
STU X DRE 02-04-2017;HT;1;3;False;45;999;period
BOC X DRE 28-04-2017;FT;4;2;False;90;999;period
ARM X EBR 14-05-2017;FT;6;0;False;90;999;period
KAR X DRE 14-05-2017;FT;3;4;False;90;999;period
