game;fixture;id;team_home;team_away;date;link;home_score;away_score
BAY X BMG 05-08-2005;1;177572;BAY;BMG;05-08-2005;https://www.sofascore.com/pt/bayern-munchen-borussia-mgladbach/Cabsxdb;3;0
KOL X MAI 06-08-2005;1;177566;KOL;MAI;06-08-2005;https://www.sofascore.com/pt/1-fc-koln-1-fsv-mainz-05/gbbswdb;1;0
HSV X NUR 06-08-2005;1;177569;HSV;NUR;06-08-2005;https://www.sofascore.com/pt/hamburger-sv-1-fc-nurnberg/yabsBdb;3;0
H96 X BCS 06-08-2005;1;177574;H96;BCS;06-08-2005;https://www.sofascore.com/pt/hannover-96-hertha-bsc/DabsQab;2;2
DUI X STU 06-08-2005;1;177567;DUI;STU;06-08-2005;https://www.sofascore.com/pt/vfb-stuttgart-msv-duisburg/TabsCdb;1;1
SVW X ARM 06-08-2005;1;177571;SVW;ARM;06-08-2005;https://www.sofascore.com/pt/arminia-bielefeld-werder-bremen/JabsPab;5;2
WOB X DOR 06-08-2005;1;177570;WOB;DOR;06-08-2005;https://www.sofascore.com/pt/borussia-dortmund-wolfsburg/zabsydb;2;2
SGE X BLK 07-08-2005;1;177573;SGE;BLK;07-08-2005;https://www.sofascore.com/pt/bayer-04-leverkusen-eintracht-frankfurt/zdbsGdb;1;4
S04 X KAI 07-08-2005;1;177568;S04;KAI;07-08-2005;https://www.sofascore.com/pt/1-fc-kaiserslautern-fc-schalke-04/FabsAdb;2;1
KAI X DUI 13-08-2005;2;177579;KAI;DUI;13-08-2005;https://www.sofascore.com/pt/1-fc-kaiserslautern-msv-duisburg/TabsAdb;5;3
NUR X H96 13-08-2005;2;177583;NUR;H96;13-08-2005;https://www.sofascore.com/pt/hannover-96-1-fc-nurnberg/yabsQab;1;1
ARM X HSV 13-08-2005;2;177582;ARM;HSV;13-08-2005;https://www.sofascore.com/pt/hamburger-sv-arminia-bielefeld/PabsBdb;0;2
BLK X BAY 13-08-2005;2;177576;BLK;BAY;13-08-2005;https://www.sofascore.com/pt/bayer-04-leverkusen-bayern-munchen/xdbsGdb;2;5
DOR X S04 13-08-2005;2;177578;DOR;S04;13-08-2005;https://www.sofascore.com/pt/borussia-dortmund-fc-schalke-04/Fabsydb;1;2
BMG X WOB 13-08-2005;2;177577;BMG;WOB;13-08-2005;https://www.sofascore.com/pt/borussia-mgladbach-wolfsburg/zabsCab;1;1
BCS X SGE 13-08-2005;2;177575;BCS;SGE;13-08-2005;https://www.sofascore.com/pt/eintracht-frankfurt-hertha-bsc/Dabszdb;2;0
MAI X SVW 14-08-2005;2;177581;MAI;SVW;14-08-2005;https://www.sofascore.com/pt/1-fsv-mainz-05-werder-bremen/Jabsgbb;0;2
STU X KOL 14-08-2005;2;177580;STU;KOL;14-08-2005;https://www.sofascore.com/pt/vfb-stuttgart-1-fc-koln/wdbsCdb;2;3
KOL X KAI 27-08-2005;3;177585;KOL;KAI;27-08-2005;https://www.sofascore.com/pt/1-fc-kaiserslautern-1-fc-koln/wdbsAdb;2;3
BAY X BCS 27-08-2005;3;177589;BAY;BCS;27-08-2005;https://www.sofascore.com/pt/bayern-munchen-hertha-bsc/Dabsxdb;3;0
SGE X NUR 27-08-2005;3;177590;SGE;NUR;27-08-2005;https://www.sofascore.com/pt/eintracht-frankfurt-1-fc-nurnberg/yabszdb;1;0
S04 X BMG 27-08-2005;3;177587;S04;BMG;27-08-2005;https://www.sofascore.com/pt/fc-schalke-04-borussia-mgladbach/CabsFab;1;1
HSV X H96 27-08-2005;3;177584;HSV;H96;27-08-2005;https://www.sofascore.com/pt/hamburger-sv-hannover-96/QabsBdb;1;1
SVW X STU 27-08-2005;3;177592;SVW;STU;27-08-2005;https://www.sofascore.com/pt/vfb-stuttgart-werder-bremen/JabsCdb;1;1
WOB X BLK 27-08-2005;3;177588;WOB;BLK;27-08-2005;https://www.sofascore.com/pt/bayer-04-leverkusen-wolfsburg/zabsGdb;2;1
ARM X MAI 28-08-2005;3;177591;ARM;MAI;28-08-2005;https://www.sofascore.com/pt/1-fsv-mainz-05-arminia-bielefeld/Pabsgbb;2;0
DUI X DOR 28-08-2005;3;177586;DUI;DOR;28-08-2005;https://www.sofascore.com/pt/borussia-dortmund-msv-duisburg/Tabsydb;1;1
KAI X SVW 10-09-2005;4;177597;KAI;SVW;10-09-2005;https://www.sofascore.com/pt/1-fc-kaiserslautern-werder-bremen/JabsAdb;1;5
NUR X BAY 10-09-2005;4;177601;NUR;BAY;10-09-2005;https://www.sofascore.com/pt/bayern-munchen-1-fc-nurnberg/yabsxdb;1;2
MAI X HSV 10-09-2005;4;177599;MAI;HSV;10-09-2005;https://www.sofascore.com/pt/hamburger-sv-1-fsv-mainz-05/gbbsBdb;1;3
BLK X S04 10-09-2005;4;177594;BLK;S04;10-09-2005;https://www.sofascore.com/pt/bayer-04-leverkusen-fc-schalke-04/FabsGdb;1;1
BMG X DUI 10-09-2005;4;177595;BMG;DUI;10-09-2005;https://www.sofascore.com/pt/msv-duisburg-borussia-mgladbach/CabsTab;2;1
H96 X SGE 10-09-2005;4;177600;H96;SGE;10-09-2005;https://www.sofascore.com/pt/eintracht-frankfurt-hannover-96/Qabszdb;2;0
STU X ARM 10-09-2005;4;177598;STU;ARM;10-09-2005;https://www.sofascore.com/pt/vfb-stuttgart-arminia-bielefeld/PabsCdb;1;1
DOR X KOL 11-09-2005;4;177596;DOR;KOL;11-09-2005;https://www.sofascore.com/pt/borussia-dortmund-1-fc-koln/wdbsydb;2;1
BCS X WOB 11-09-2005;4;177593;BCS;WOB;11-09-2005;https://www.sofascore.com/pt/hertha-bsc-wolfsburg/zabsDab;3;0
KOL X BMG 17-09-2005;5;177603;KOL;BMG;17-09-2005;https://www.sofascore.com/pt/1-fc-koln-borussia-mgladbach/Cabswdb;2;1
MAI X STU 17-09-2005;5;177608;MAI;STU;17-09-2005;https://www.sofascore.com/pt/vfb-stuttgart-1-fsv-mainz-05/gbbsCdb;1;2
ARM X KAI 17-09-2005;5;177609;ARM;KAI;17-09-2005;https://www.sofascore.com/pt/1-fc-kaiserslautern-arminia-bielefeld/PabsAdb;0;0
BAY X H96 17-09-2005;5;177607;BAY;H96;17-09-2005;https://www.sofascore.com/pt/bayern-munchen-hannover-96/Qabsxdb;1;0
HSV X SGE 17-09-2005;5;177602;HSV;SGE;17-09-2005;https://www.sofascore.com/pt/hamburger-sv-eintracht-frankfurt/zdbsBdb;1;1
SVW X DOR 17-09-2005;5;177610;SVW;DOR;17-09-2005;https://www.sofascore.com/pt/borussia-dortmund-werder-bremen/Jabsydb;3;2
