game;fixture;id;team_home;team_away;date;link;home_score;away_score
CHV X JUV 30-08-2014;1;5784358;CHV;JUV;30-08-2014;https://www.sofascore.com/pt/chievoverona-juventus/MdbsUdb;0;1
ROM X FIO 30-08-2014;1;5784366;ROM;FIO;30-08-2014;https://www.sofascore.com/pt/roma-fiorentina/Tdbsceb;2;0
ATT X HEL 31-08-2014;1;5784354;ATT;HEL;31-08-2014;https://www.sofascore.com/pt/hellas-verona-atalanta/Ldbsbeb;0;0
MIL X LAZ 31-08-2014;1;5784362;MIL;LAZ;31-08-2014;https://www.sofascore.com/pt/lazio-milan/RdbsZdb;3;1
CES X PRM 31-08-2014;1;5784356;CES;PRM;31-08-2014;https://www.sofascore.com/pt/cesena-parma/PdbsReb;1;0
GEN X NAP 31-08-2014;1;5784360;GEN;NAP;31-08-2014;https://www.sofascore.com/pt/napoli-genoa/nebsoeb;1;2
PAL X SAM 31-08-2014;1;5784364;PAL;SAM;31-08-2014;https://www.sofascore.com/pt/palermo-sampdoria/lebspeb;1;1
SAS X CAG 31-08-2014;1;5784368;SAS;CAG;31-08-2014;https://www.sofascore.com/pt/sassuolo-cagliari/uebsTfb;1;1
TOR X INT 31-08-2014;1;5784370;TOR;INT;31-08-2014;https://www.sofascore.com/pt/inter-torino/WdbsXdb;0;0
UDI X EMP 31-08-2014;1;5784372;UDI;EMP;31-08-2014;https://www.sofascore.com/pt/empoli-udinese/Vdbsfeb;2;0
EMP X ROM 13-09-2014;2;5784376;EMP;ROM;13-09-2014;https://www.sofascore.com/pt/empoli-roma/cebsfeb;0;1
JUV X UDI 13-09-2014;2;5784402;JUV;UDI;13-09-2014;https://www.sofascore.com/pt/udinese-juventus/MdbsVdb;2;0
SAM X TOR 14-09-2014;2;5784410;SAM;TOR;14-09-2014;https://www.sofascore.com/pt/sampdoria-torino/Wdbsleb;2;0
CAG X ATT 14-09-2014;2;5784374;CAG;ATT;14-09-2014;https://www.sofascore.com/pt/cagliari-atalanta/Ldbsueb;1;2
FIO X GEN 14-09-2014;2;5784378;FIO;GEN;14-09-2014;https://www.sofascore.com/pt/genoa-fiorentina/Tdbsneb;0;0
INT X SAS 14-09-2014;2;5784382;INT;SAS;14-09-2014;https://www.sofascore.com/pt/sassuolo-inter/XdbsTfb;7;0
LAZ X CES 14-09-2014;2;5784404;LAZ;CES;14-09-2014;https://www.sofascore.com/pt/cesena-lazio/ZdbsReb;3;0
NAP X CHV 14-09-2014;2;5784406;NAP;CHV;14-09-2014;https://www.sofascore.com/pt/napoli-chievoverona/Udbsoeb;0;1
PRM X MIL 14-09-2014;2;5784408;PRM;MIL;14-09-2014;https://www.sofascore.com/pt/milan-parma/PdbsRdb;4;5
HEL X PAL 15-09-2014;2;5784380;HEL;PAL;15-09-2014;https://www.sofascore.com/pt/palermo-hellas-verona/bebspeb;2;1
CES X EMP 20-09-2014;3;5785780;CES;EMP;20-09-2014;https://www.sofascore.com/pt/cesena-empoli/febsReb;2;2
MIL X JUV 20-09-2014;3;5785786;MIL;JUV;20-09-2014;https://www.sofascore.com/pt/milan-juventus/MdbsRdb;0;1
CHV X PRM 21-09-2014;3;5785782;CHV;PRM;21-09-2014;https://www.sofascore.com/pt/chievoverona-parma/PdbsUdb;2;3
GEN X LAZ 21-09-2014;3;5785784;GEN;LAZ;21-09-2014;https://www.sofascore.com/pt/genoa-lazio/Zdbsneb;1;0
ROM X CAG 21-09-2014;3;5785790;ROM;CAG;21-09-2014;https://www.sofascore.com/pt/cagliari-roma/cebsueb;2;0
SAS X SAM 21-09-2014;3;5785792;SAS;SAM;21-09-2014;https://www.sofascore.com/pt/sassuolo-sampdoria/lebsTfb;0;0
ATT X FIO 21-09-2014;3;5785778;ATT;FIO;21-09-2014;https://www.sofascore.com/pt/fiorentina-atalanta/LdbsTdb;0;1
UDI X NAP 21-09-2014;3;5785796;UDI;NAP;21-09-2014;https://www.sofascore.com/pt/napoli-udinese/Vdbsoeb;1;0
PAL X INT 21-09-2014;3;5785788;PAL;INT;21-09-2014;https://www.sofascore.com/pt/palermo-inter/Xdbspeb;1;1
TOR X HEL 21-09-2014;3;5785794;TOR;HEL;21-09-2014;https://www.sofascore.com/pt/hellas-verona-torino/Wdbsbeb;0;1
EMP X MIL 23-09-2014;4;5785800;EMP;MIL;23-09-2014;https://www.sofascore.com/pt/empoli-milan/Rdbsfeb;2;2
CAG X TOR 24-09-2014;4;5785798;CAG;TOR;24-09-2014;https://www.sofascore.com/pt/cagliari-torino/Wdbsueb;1;2
FIO X SAS 24-09-2014;4;5785802;FIO;SAS;24-09-2014;https://www.sofascore.com/pt/sassuolo-fiorentina/TdbsTfb;0;0
HEL X GEN 24-09-2014;4;5785804;HEL;GEN;24-09-2014;https://www.sofascore.com/pt/genoa-hellas-verona/bebsneb;2;2
INT X ATT 24-09-2014;4;5785806;INT;ATT;24-09-2014;https://www.sofascore.com/pt/inter-atalanta/LdbsXdb;2;0
JUV X CES 24-09-2014;4;5785808;JUV;CES;24-09-2014;https://www.sofascore.com/pt/cesena-juventus/MdbsReb;3;0
NAP X PAL 24-09-2014;4;5785812;NAP;PAL;24-09-2014;https://www.sofascore.com/pt/palermo-napoli/oebspeb;3;3
PRM X ROM 24-09-2014;4;5785814;PRM;ROM;24-09-2014;https://www.sofascore.com/pt/roma-parma/Pdbsceb;1;2
SAM X CHV 24-09-2014;4;5785816;SAM;CHV;24-09-2014;https://www.sofascore.com/pt/sampdoria-chievoverona/Udbsleb;2;1
LAZ X UDI 25-09-2014;4;5785810;LAZ;UDI;25-09-2014;https://www.sofascore.com/pt/lazio-udinese/VdbsZdb;0;1
ROM X HEL 27-09-2014;5;5785830;ROM;HEL;27-09-2014;https://www.sofascore.com/pt/roma-hellas-verona/bebsceb;2;0
ATT X JUV 27-09-2014;5;5785818;ATT;JUV;27-09-2014;https://www.sofascore.com/pt/juventus-atalanta/LdbsMdb;0;3
SAS X NAP 28-09-2014;5;5785832;SAS;NAP;28-09-2014;https://www.sofascore.com/pt/sassuolo-napoli/oebsTfb;0;1
CES X MIL 28-09-2014;5;5785820;CES;MIL;28-09-2014;https://www.sofascore.com/pt/cesena-milan/RdbsReb;1;1
