game;fixture;id;team_home;team_away;date;link;home_score;away_score
ARS X LEI 11-08-2017;1;7437077;ARS;LEI;11-08-2017;https://www.sofascore.com/pt/arsenal-leicester-city/GR;4;3
WAT X LIV 12-08-2017;1;7437084;WAT;LIV;12-08-2017;https://www.sofascore.com/pt/liverpool-watford/zU;3;3
CHE X BUR 12-08-2017;1;7437076;CHE;BUR;12-08-2017;https://www.sofascore.com/pt/burnley-chelsea/gsN;2;3
CRY X HUD 12-08-2017;1;7437085;CRY;HUD;12-08-2017;https://www.sofascore.com/pt/crystal-palace-huddersfield-town/hsjb;0;3
EVE X STO 12-08-2017;1;7437079;EVE;STO;12-08-2017;https://www.sofascore.com/pt/everton-stoke-city/EY;1;0
SOU X SWA 12-08-2017;1;7437082;SOU;SWA;12-08-2017;https://www.sofascore.com/pt/swansea-city-southampton/Vzb;0;0
WBA X BOU 12-08-2017;1;7437080;WBA;BOU;12-08-2017;https://www.sofascore.com/pt/west-bromwich-albion-bournemouth/iskb;1;0
BHA X MCI 12-08-2017;1;7437078;BHA;MCI;12-08-2017;https://www.sofascore.com/pt/brighton-and-hove-albion-manchester-city/rsF;0;2
NEW X TOT 13-08-2017;1;7437081;NEW;TOT;13-08-2017;https://www.sofascore.com/pt/newcastle-united-tottenham/IO;0;2
MUN X WES 13-08-2017;1;7437083;MUN;WES;13-08-2017;https://www.sofascore.com/pt/west-ham-united-manchester-united/KM;4;0
SWA X MUN 19-08-2017;2;7437724;SWA;MUN;19-08-2017;https://www.sofascore.com/pt/swansea-city-manchester-united/JdCg;0;4
BOU X WAT 19-08-2017;2;7437730;BOU;WAT;19-08-2017;https://www.sofascore.com/pt/bournemouth-watford/zskb;0;2
BUR X WBA 19-08-2017;2;7437726;BUR;WBA;19-08-2017;https://www.sofascore.com/pt/west-bromwich-albion-burnley/gsi;0;1
LEI X BHA 19-08-2017;2;7437729;LEI;BHA;19-08-2017;https://www.sofascore.com/pt/leicester-city-brighton-and-hove-albion/FsG;2;0
LIV X CRY 19-08-2017;2;7437733;LIV;CRY;19-08-2017;https://www.sofascore.com/pt/crystal-palace-liverpool/hsU;1;0
SOU X WES 19-08-2017;2;7438040;SOU;WES;19-08-2017;https://www.sofascore.com/pt/southampton-west-ham-united/MV;3;2
STO X ARS 19-08-2017;2;7437725;STO;ARS;19-08-2017;https://www.sofascore.com/pt/arsenal-stoke-city/ER;1;0
HUD X NEW 20-08-2017;2;7437727;HUD;NEW;20-08-2017;https://www.sofascore.com/pt/huddersfield-town-newcastle-united/Ojb;1;0
TOT X CHE 20-08-2017;2;7437731;TOT;CHE;20-08-2017;https://www.sofascore.com/pt/chelsea-tottenham/IN;1;2
MCI X EVE 21-08-2017;2;7437728;MCI;EVE;21-08-2017;https://www.sofascore.com/pt/everton-manchester-city/rY;1;1
BOU X MCI 26-08-2017;3;7437801;BOU;MCI;26-08-2017;https://www.sofascore.com/pt/bournemouth-manchester-city/rkb;1;2
CRY X SWA 26-08-2017;3;7437746;CRY;SWA;26-08-2017;https://www.sofascore.com/pt/swansea-city-crystal-palace/HLIc;0;2
HUD X SOU 26-08-2017;3;7437798;HUD;SOU;26-08-2017;https://www.sofascore.com/pt/huddersfield-town-southampton/Vsjb;0;0
NEW X WES 26-08-2017;3;7437778;NEW;WES;26-08-2017;https://www.sofascore.com/pt/newcastle-united-west-ham-united/MO;3;0
WAT X BHA 26-08-2017;3;7437784;WAT;BHA;26-08-2017;https://www.sofascore.com/pt/brighton-and-hove-albion-watford/zsF;0;0
MUN X LEI 26-08-2017;3;7437750;MUN;LEI;26-08-2017;https://www.sofascore.com/pt/manchester-united-leicester-city/GK;2;0
CHE X EVE 27-08-2017;3;7437762;CHE;EVE;27-08-2017;https://www.sofascore.com/pt/everton-chelsea/BQy;2;0
WBA X STO 27-08-2017;3;7437793;WBA;STO;27-08-2017;https://www.sofascore.com/pt/west-bromwich-albion-stoke-city/iE;1;1
LIV X ARS 27-08-2017;3;7437766;LIV;ARS;27-08-2017;https://www.sofascore.com/pt/liverpool-arsenal/HQfh;4;0
TOT X BUR 27-08-2017;3;7437780;TOT;BUR;27-08-2017;https://www.sofascore.com/pt/burnley-tottenham/gsI;1;1
MCI X LIV 09-09-2017;4;7437749;MCI;LIV;09-09-2017;https://www.sofascore.com/pt/liverpool-manchester-city/rU;5;0
ARS X BOU 09-09-2017;4;7437773;ARS;BOU;09-09-2017;https://www.sofascore.com/pt/bournemouth-arsenal/Rkb;3;0
BHA X WBA 09-09-2017;4;7437790;BHA;WBA;09-09-2017;https://www.sofascore.com/pt/west-bromwich-albion-brighton-and-hove-albion/isF;3;1
EVE X TOT 09-09-2017;4;7437756;EVE;TOT;09-09-2017;https://www.sofascore.com/pt/everton-tottenham/UwXh;0;3
LEI X CHE 09-09-2017;4;7437779;LEI;CHE;09-09-2017;https://www.sofascore.com/pt/chelsea-leicester-city/GsN;1;2
SOU X WAT 09-09-2017;4;7437760;SOU;WAT;09-09-2017;https://www.sofascore.com/pt/southampton-watford/zV;0;2
STO X MUN 09-09-2017;4;7437737;STO;MUN;09-09-2017;https://www.sofascore.com/pt/manchester-united-stoke-city/EK;2;2
BUR X CRY 10-09-2017;4;7437735;BUR;CRY;10-09-2017;https://www.sofascore.com/pt/crystal-palace-burnley/gsh;1;0
SWA X NEW 10-09-2017;4;7437781;SWA;NEW;10-09-2017;https://www.sofascore.com/pt/swansea-city-newcastle-united/Ozb;0;1
