game;fixture;id;team_home;team_away;date;link;home_score;away_score
UDI X GEN 28-08-2010;1;1437123;UDI;GEN;28-08-2010;https://www.sofascore.com/pt/genoa-udinese/Vdbsneb;0;1
ROM X CES 28-08-2010;1;1437121;ROM;CES;28-08-2010;https://www.sofascore.com/pt/cesena-roma/cebsReb;0;0
BAR X JUV 29-08-2010;1;1437114;BAR;JUV;29-08-2010;https://www.sofascore.com/pt/bari-juventus/Mdbsmeb;1;0
CHV X CAT 29-08-2010;1;1437116;CHV;CAT;29-08-2010;https://www.sofascore.com/pt/catania-chievoverona/UdbsAeb;2;1
FIO X NAP 29-08-2010;1;1437117;FIO;NAP;29-08-2010;https://www.sofascore.com/pt/napoli-fiorentina/Tdbsoeb;1;1
MIL X LEC 29-08-2010;1;1437118;MIL;LEC;29-08-2010;https://www.sofascore.com/pt/milan-lecce/OdbsRdb;4;0
PAL X CAG 29-08-2010;1;1437119;PAL;CAG;29-08-2010;https://www.sofascore.com/pt/cagliari-palermo/pebsueb;0;0
PRM X BCA 29-08-2010;1;1437120;PRM;BCA;29-08-2010;https://www.sofascore.com/pt/brescia-parma/PdbsQdb;2;0
SAM X LAZ 29-08-2010;1;1437122;SAM;LAZ;29-08-2010;https://www.sofascore.com/pt/sampdoria-lazio/Zdbsleb;2;0
BGN X INT 30-08-2010;1;1437115;BGN;INT;30-08-2010;https://www.sofascore.com/pt/inter-bologna/KdbsXdb;0;0
INT X UDI 11-09-2010;2;1437129;INT;UDI;11-09-2010;https://www.sofascore.com/pt/inter-udinese/VdbsXdb;2;1
CAG X ROM 11-09-2010;2;1437125;CAG;ROM;11-09-2010;https://www.sofascore.com/pt/cagliari-roma/cebsueb;5;1
CES X MIL 11-09-2010;2;1437127;CES;MIL;11-09-2010;https://www.sofascore.com/pt/cesena-milan/RdbsReb;2;0
BCA X PAL 12-09-2010;2;1437124;BCA;PAL;12-09-2010;https://www.sofascore.com/pt/palermo-brescia/Qdbspeb;3;2
CAT X PRM 12-09-2010;2;1437126;CAT;PRM;12-09-2010;https://www.sofascore.com/pt/catania-parma/PdbsAeb;2;1
GEN X CHV 12-09-2010;2;1437128;GEN;CHV;12-09-2010;https://www.sofascore.com/pt/genoa-chievoverona/Udbsneb;1;3
JUV X SAM 12-09-2010;2;1437130;JUV;SAM;12-09-2010;https://www.sofascore.com/pt/sampdoria-juventus/Mdbsleb;3;3
