game;fixture;id;team_home;team_away;date;link;home_score;away_score
MUN X TOT 08-08-2015;1;6767929;MUN;TOT;08-08-2015;https://www.sofascore.com/pt/manchester-united-tottenham/IsK;1;0
BOU X ASV 08-08-2015;1;6767928;BOU;ASV;08-08-2015;https://www.sofascore.com/pt/bournemouth-aston-villa/Pkb;0;1
EVE X WAT 08-08-2015;1;6767936;EVE;WAT;08-08-2015;https://www.sofascore.com/pt/everton-watford/zY;2;2
LEI X SUN 08-08-2015;1;6767932;LEI;SUN;08-08-2015;https://www.sofascore.com/pt/sunderland-leicester-city/GQ;4;2
NOR X CRY 08-08-2015;1;6767933;NOR;CRY;08-08-2015;https://www.sofascore.com/pt/crystal-palace-norwich-city/hnf;1;3
CHE X SWA 08-08-2015;1;6767930;CHE;SWA;08-08-2015;https://www.sofascore.com/pt/swansea-city-chelsea/Nzb;2;2
ARS X WES 09-08-2015;1;6767931;ARS;WES;09-08-2015;https://www.sofascore.com/pt/arsenal-west-ham-united/MR;0;2
NEW X SOU 09-08-2015;1;6767935;NEW;SOU;09-08-2015;https://www.sofascore.com/pt/southampton-newcastle-united/OV;2;2
STO X LIV 09-08-2015;1;6767934;STO;LIV;09-08-2015;https://www.sofascore.com/pt/liverpool-stoke-city/EU;0;1
WBA X MCI 10-08-2015;1;6767937;WBA;MCI;10-08-2015;https://www.sofascore.com/pt/west-bromwich-albion-manchester-city/ir;0;3
ASV X MUN 14-08-2015;2;6767951;ASV;MUN;14-08-2015;https://www.sofascore.com/pt/aston-villa-manchester-united/KP;0;1
SOU X EVE 15-08-2015;2;6767949;SOU;EVE;15-08-2015;https://www.sofascore.com/pt/everton-southampton/VY;0;3
SUN X NOR 15-08-2015;2;6767952;SUN;NOR;15-08-2015;https://www.sofascore.com/pt/sunderland-norwich-city/Qnf;1;3
SWA X NEW 15-08-2015;2;6767943;SWA;NEW;15-08-2015;https://www.sofascore.com/pt/swansea-city-newcastle-united/Ozb;2;0
TOT X STO 15-08-2015;2;6767954;TOT;STO;15-08-2015;https://www.sofascore.com/pt/tottenham-stoke-city/EsI;2;2
WAT X WBA 15-08-2015;2;6767948;WAT;WBA;15-08-2015;https://www.sofascore.com/pt/west-bromwich-albion-watford/isz;0;0
WES X LEI 15-08-2015;2;6767947;WES;LEI;15-08-2015;https://www.sofascore.com/pt/west-ham-united-leicester-city/GsM;1;2
CRY X ARS 16-08-2015;2;6767945;CRY;ARS;16-08-2015;https://www.sofascore.com/pt/crystal-palace-arsenal/hsR;1;2
MCI X CHE 16-08-2015;2;6767944;MCI;CHE;16-08-2015;https://www.sofascore.com/pt/chelsea-manchester-city/rN;3;0
LIV X BOU 17-08-2015;2;6767946;LIV;BOU;17-08-2015;https://www.sofascore.com/pt/bournemouth-liverpool/Uskb;1;0
MUN X NEW 22-08-2015;3;6767960;MUN;NEW;22-08-2015;https://www.sofascore.com/pt/newcastle-united-manchester-united/DYBe;0;0
CRY X ASV 22-08-2015;3;6767961;CRY;ASV;22-08-2015;https://www.sofascore.com/pt/crystal-palace-aston-villa/hP;2;1
LEI X TOT 22-08-2015;3;6767958;LEI;TOT;22-08-2015;https://www.sofascore.com/pt/tottenham-leicester-city/MXpf;1;1
NOR X STO 22-08-2015;3;6767963;NOR;STO;22-08-2015;https://www.sofascore.com/pt/stoke-city-norwich-city/GNGc;1;1
SUN X SWA 22-08-2015;3;6767959;SUN;SWA;22-08-2015;https://www.sofascore.com/pt/swansea-city-sunderland/Qzb;1;1
WES X BOU 22-08-2015;3;6767957;WES;BOU;22-08-2015;https://www.sofascore.com/pt/bournemouth-west-ham-united/Mkb;3;4
WBA X CHE 23-08-2015;3;6767964;WBA;CHE;23-08-2015;https://www.sofascore.com/pt/west-bromwich-albion-chelsea/wv;2;3
EVE X MCI 23-08-2015;3;6767962;EVE;MCI;23-08-2015;https://www.sofascore.com/pt/everton-manchester-city/rY;0;2
WAT X SOU 23-08-2015;3;6767956;WAT;SOU;23-08-2015;https://www.sofascore.com/pt/southampton-watford/zV;0;0
ARS X LIV 24-08-2015;3;6767950;ARS;LIV;24-08-2015;https://www.sofascore.com/pt/liverpool-arsenal/HQfh;0;0
NEW X ARS 29-08-2015;4;6768027;NEW;ARS;29-08-2015;https://www.sofascore.com/pt/arsenal-newcastle-united/Ardc;0;1
ASV X SUN 29-08-2015;4;6768035;ASV;SUN;29-08-2015;https://www.sofascore.com/pt/sunderland-aston-villa/nrqc;2;2
BOU X LEI 29-08-2015;4;6768031;BOU;LEI;29-08-2015;https://www.sofascore.com/pt/bournemouth-leicester-city/Gskb;1;1
CHE X CRY 29-08-2015;4;6768029;CHE;CRY;29-08-2015;https://www.sofascore.com/pt/crystal-palace-chelsea/hN;1;2
LIV X WES 29-08-2015;4;6768028;LIV;WES;29-08-2015;https://www.sofascore.com/pt/liverpool-west-ham-united/MU;0;3
MCI X WAT 29-08-2015;4;6768032;MCI;WAT;29-08-2015;https://www.sofascore.com/pt/watford-manchester-city/rz;2;0
STO X WBA 29-08-2015;4;6768033;STO;WBA;29-08-2015;https://www.sofascore.com/pt/west-bromwich-albion-stoke-city/iE;0;1
TOT X EVE 29-08-2015;4;6768030;TOT;EVE;29-08-2015;https://www.sofascore.com/pt/everton-tottenham/UwXh;0;0
SOU X NOR 30-08-2015;4;6768036;SOU;NOR;30-08-2015;https://www.sofascore.com/pt/southampton-norwich-city/Aptd;3;0
SWA X MUN 30-08-2015;4;6768037;SWA;MUN;30-08-2015;https://www.sofascore.com/pt/swansea-city-manchester-united/JdCg;2;1
EVE X CHE 12-09-2015;5;6768043;EVE;CHE;12-09-2015;https://www.sofascore.com/pt/everton-chelsea/BQy;3;1
ARS X STO 12-09-2015;5;6768034;ARS;STO;12-09-2015;https://www.sofascore.com/pt/arsenal-stoke-city/ER;2;0
CRY X MCI 12-09-2015;5;6768039;CRY;MCI;12-09-2015;https://www.sofascore.com/pt/crystal-palace-manchester-city/hr;0;1
NOR X BOU 12-09-2015;5;6768046;NOR;BOU;12-09-2015;https://www.sofascore.com/pt/bournemouth-norwich-city/kbnf;3;1
WAT X SWA 12-09-2015;5;6768044;WAT;SWA;12-09-2015;https://www.sofascore.com/pt/swansea-city-watford/zzb;1;0
WBA X SOU 12-09-2015;5;6768040;WBA;SOU;12-09-2015;https://www.sofascore.com/pt/west-bromwich-albion-southampton/iV;0;0
MUN X LIV 12-09-2015;5;6768041;MUN;LIV;12-09-2015;https://www.sofascore.com/pt/liverpool-manchester-united/KU;3;1
SUN X TOT 13-09-2015;5;6768045;SUN;TOT;13-09-2015;https://www.sofascore.com/pt/sunderland-tottenham/IQ;0;1
LEI X ASV 13-09-2015;5;6768038;LEI;ASV;13-09-2015;https://www.sofascore.com/pt/aston-villa-leicester-city/GP;3;2
WES X NEW 14-09-2015;5;6768042;WES;NEW;14-09-2015;https://www.sofascore.com/pt/newcastle-united-west-ham-united/MO;2;0
CHE X ARS 19-09-2015;6;6768050;CHE;ARS;19-09-2015;https://www.sofascore.com/pt/arsenal-chelsea/NR;2;0
ASV X WBA 19-09-2015;6;6768049;ASV;WBA;19-09-2015;https://www.sofascore.com/pt/west-bromwich-albion-aston-villa/iP;0;1
BOU X SUN 19-09-2015;6;6768067;BOU;SUN;19-09-2015;https://www.sofascore.com/pt/bournemouth-sunderland/Qkb;2;0
NEW X WAT 19-09-2015;6;6768070;NEW;WAT;19-09-2015;https://www.sofascore.com/pt/newcastle-united-watford/QqFg;1;2
STO X LEI 19-09-2015;6;6768063;STO;LEI;19-09-2015;https://www.sofascore.com/pt/leicester-city-stoke-city/EG;2;2
SWA X EVE 19-09-2015;6;6768066;SWA;EVE;19-09-2015;https://www.sofascore.com/pt/swansea-city-everton/Yzb;0;0
MCI X WES 19-09-2015;6;6768051;MCI;WES;19-09-2015;https://www.sofascore.com/pt/west-ham-united-manchester-city/rM;1;2
TOT X CRY 20-09-2015;6;6768065;TOT;CRY;20-09-2015;https://www.sofascore.com/pt/crystal-palace-tottenham/hI;1;0
LIV X NOR 20-09-2015;6;6768047;LIV;NOR;20-09-2015;https://www.sofascore.com/pt/liverpool-norwich-city/uHIe;1;1
SOU X MUN 20-09-2015;6;6768062;SOU;MUN;20-09-2015;https://www.sofascore.com/pt/southampton-manchester-united/KV;2;3
TOT X MCI 26-09-2015;7;6768068;TOT;MCI;26-09-2015;https://www.sofascore.com/pt/tottenham-manchester-city/rI;4;1
LEI X ARS 26-09-2015;7;6768069;LEI;ARS;26-09-2015;https://www.sofascore.com/pt/arsenal-leicester-city/GR;2;5
LIV X ASV 26-09-2015;7;6768048;LIV;ASV;26-09-2015;https://www.sofascore.com/pt/liverpool-aston-villa/PU;3;2
MUN X SUN 26-09-2015;7;6768081;MUN;SUN;26-09-2015;https://www.sofascore.com/pt/sunderland-manchester-united/KsQ;3;0
SOU X SWA 26-09-2015;7;6768071;SOU;SWA;26-09-2015;https://www.sofascore.com/pt/swansea-city-southampton/Vzb;3;1
STO X BOU 26-09-2015;7;6768072;STO;BOU;26-09-2015;https://www.sofascore.com/pt/bournemouth-stoke-city/Eskb;2;1
WES X NOR 26-09-2015;7;6768079;WES;NOR;26-09-2015;https://www.sofascore.com/pt/west-ham-united-norwich-city/Msnf;2;2
NEW X CHE 26-09-2015;7;6768064;NEW;CHE;26-09-2015;https://www.sofascore.com/pt/newcastle-united-chelsea/NO;2;2
WAT X CRY 27-09-2015;7;6768076;WAT;CRY;27-09-2015;https://www.sofascore.com/pt/crystal-palace-watford/hz;0;1
WBA X EVE 28-09-2015;7;6768077;WBA;EVE;28-09-2015;https://www.sofascore.com/pt/west-bromwich-albion-everton/iY;2;3
CRY X WBA 03-10-2015;8;6768085;CRY;WBA;03-10-2015;https://www.sofascore.com/pt/west-bromwich-albion-crystal-palace/hi;2;0
