game;fixture;id;team_home;team_away;date;link;home_score;away_score
KAI X H96 05-08-2016;1;7108257;KAI;H96;05-08-2016;https://www.sofascore.com/pt/1-fc-kaiserslautern-hannover-96/QabsAdb;0;4
BOC X UNB 06-08-2016;1;7108258;BOC;UNB;06-08-2016;https://www.sofascore.com/pt/1-fc-union-berlin-vfl-bochum/RabsXab;2;1
DRE X NUR 06-08-2016;1;7108262;DRE;NUR;06-08-2016;https://www.sofascore.com/pt/dynamo-dresden-1-fc-nurnberg/yabsVbb;1;1
SAN X DUS 06-08-2016;1;7108268;SAN;DUS;06-08-2016;https://www.sofascore.com/pt/sv-sandhausen-fortuna-dusseldorf/Nbbshyc;2;2
FUR X MUN 07-08-2016;1;7108261;FUR;MUN;07-08-2016;https://www.sofascore.com/pt/spvgg-greuther-furth-1860-munchen/Labsbbb;1;0
HEI X AUE 07-08-2016;1;7108265;HEI;AUE;07-08-2016;https://www.sofascore.com/pt/1-fc-heidenheim-erzgebirge-aue/qbbsKrc;1;0
ARM X KAR 07-08-2016;1;7108264;ARM;KAR;07-08-2016;https://www.sofascore.com/pt/karlsruher-sc-arminia-bielefeld/Pabsdbb;0;0
EBR X WKI 07-08-2016;1;7108266;EBR;WKI;07-08-2016;https://www.sofascore.com/pt/eintracht-braunschweig-fc-wurzburger-kickers/hbbsXDj;2;1
STU X STP 08-08-2016;1;7108260;STU;STP;08-08-2016;https://www.sofascore.com/pt/vfb-stuttgart-fc-st-pauli/BabsCdb;2;1
NUR X HEI 12-08-2016;2;7108528;NUR;HEI;12-08-2016;https://www.sofascore.com/pt/1-fc-heidenheim-1-fc-nurnberg/yabsKrc;1;1
AUE X SAN 12-08-2016;2;7108772;AUE;SAN;12-08-2016;https://www.sofascore.com/pt/sv-sandhausen-erzgebirge-aue/qbbshyc;2;0
DUS X STU 12-08-2016;2;7108846;DUS;STU;12-08-2016;https://www.sofascore.com/pt/vfb-stuttgart-fortuna-dusseldorf/NbbsCdb;1;0
KAR X BOC 13-08-2016;2;7108530;KAR;BOC;13-08-2016;https://www.sofascore.com/pt/karlsruher-sc-vfl-bochum/Rabsdbb;1;1
STP X EBR 13-08-2016;2;7108757;STP;EBR;13-08-2016;https://www.sofascore.com/pt/eintracht-braunschweig-fc-st-pauli/Babshbb;0;2
H96 X FUR 14-08-2016;2;7108844;H96;FUR;14-08-2016;https://www.sofascore.com/pt/spvgg-greuther-furth-hannover-96/Qabsbbb;3;1
MUN X ARM 14-08-2016;2;7108531;MUN;ARM;14-08-2016;https://www.sofascore.com/pt/arminia-bielefeld-1860-munchen/LabsPab;1;0
WKI X KAI 14-08-2016;2;7108908;WKI;KAI;14-08-2016;https://www.sofascore.com/pt/1-fc-kaiserslautern-fc-wurzburger-kickers/AdbsXDj;1;1
UNB X DRE 15-08-2016;2;7108907;UNB;DRE;15-08-2016;https://www.sofascore.com/pt/dynamo-dresden-1-fc-union-berlin/XabsVbb;2;2
HEI X WKI 26-08-2016;3;7108536;HEI;WKI;26-08-2016;https://www.sofascore.com/pt/1-fc-heidenheim-fc-wurzburger-kickers/KrcsXDj;1;2
SAN X STU 26-08-2016;3;7108535;SAN;STU;26-08-2016;https://www.sofascore.com/pt/sv-sandhausen-vfb-stuttgart/Cdbshyc;1;2
BOC X H96 26-08-2016;3;7108533;BOC;H96;26-08-2016;https://www.sofascore.com/pt/vfl-bochum-hannover-96/QabsRab;1;1
