game;fixture;id;team_home;team_away;date;link;home_score;away_score
AUE X STP 03-08-2012;1;2779634;AUE;STP;03-08-2012;https://www.sofascore.com/pt/erzgebirge-aue-fc-st-pauli/Babsqbb;0;0
ING X CTT 03-08-2012;1;2779632;ING;CTT;03-08-2012;https://www.sofascore.com/pt/ingolstadt-energie-cottbus/HabsFrc;2;2
BCS X SCP 03-08-2012;1;2779620;BCS;SCP;03-08-2012;https://www.sofascore.com/pt/sc-paderborn-07-hertha-bsc/Dabslbb;2;2
MUN X JAH 04-08-2012;1;2779628;MUN;JAH;04-08-2012;https://www.sofascore.com/pt/ssv-jahn-regensburg-1860-munchen/Labsrbb;1;0
BOC X DRE 04-08-2012;1;2779630;BOC;DRE;04-08-2012;https://www.sofascore.com/pt/dynamo-dresden-vfl-bochum/RabsVbb;2;1
DUI X AAL 05-08-2012;1;2779624;DUI;AAL;05-08-2012;https://www.sofascore.com/pt/vfr-aalen-msv-duisburg/Tabsabb;1;4
SAN X FSV 05-08-2012;1;2779636;SAN;FSV;05-08-2012;https://www.sofascore.com/pt/sv-sandhausen-fsv-frankfurt/Cpcshyc;1;1
EBR X KOL 05-08-2012;1;2779622;EBR;KOL;05-08-2012;https://www.sofascore.com/pt/1-fc-koln-eintracht-braunschweig/hbbswdb;1;0
KAI X UNB 06-08-2012;1;2779626;KAI;UNB;06-08-2012;https://www.sofascore.com/pt/1-fc-kaiserslautern-1-fc-union-berlin/XabsAdb;3;3
KOL X SAN 10-08-2012;2;2780412;KOL;SAN;10-08-2012;https://www.sofascore.com/pt/sv-sandhausen-1-fc-koln/wdbshyc;1;1
AAL X KAI 10-08-2012;2;2780428;AAL;KAI;10-08-2012;https://www.sofascore.com/pt/1-fc-kaiserslautern-vfr-aalen/abbsAdb;1;2
CTT X AUE 10-08-2012;2;2780424;CTT;AUE;10-08-2012;https://www.sofascore.com/pt/erzgebirge-aue-energie-cottbus/Habsqbb;3;0
SCP X BOC 11-08-2012;2;2780416;SCP;BOC;11-08-2012;https://www.sofascore.com/pt/sc-paderborn-07-vfl-bochum/Rabslbb;4;0
STP X ING 11-08-2012;2;2780414;STP;ING;11-08-2012;https://www.sofascore.com/pt/ingolstadt-fc-st-pauli/BabsFrc;1;1
UNB X EBR 12-08-2012;2;2780418;UNB;EBR;12-08-2012;https://www.sofascore.com/pt/eintracht-braunschweig-1-fc-union-berlin/Xabshbb;0;1
JAH X DUI 12-08-2012;2;2780430;JAH;DUI;12-08-2012;https://www.sofascore.com/pt/ssv-jahn-regensburg-msv-duisburg/Tabsrbb;2;0
FSV X BCS 12-08-2012;2;2780422;FSV;BCS;12-08-2012;https://www.sofascore.com/pt/fsv-frankfurt-hertha-bsc/DabsCpc;3;1
DRE X MUN 13-08-2012;2;2780420;DRE;MUN;13-08-2012;https://www.sofascore.com/pt/dynamo-dresden-1860-munchen/LabsVbb;2;2
EBR X SCP 24-08-2012;3;2780436;EBR;SCP;24-08-2012;https://www.sofascore.com/pt/sc-paderborn-07-eintracht-braunschweig/hbbslbb;2;1
BCS X JAH 24-08-2012;3;2780432;BCS;JAH;24-08-2012;https://www.sofascore.com/pt/ssv-jahn-regensburg-hertha-bsc/Dabsrbb;2;1
SAN X UNB 24-08-2012;3;2780448;SAN;UNB;24-08-2012;https://www.sofascore.com/pt/sv-sandhausen-1-fc-union-berlin/Xabshyc;2;0
CTT X STP 25-08-2012;3;2780444;CTT;STP;25-08-2012;https://www.sofascore.com/pt/energie-cottbus-fc-st-pauli/BabsHab;2;0
DUI X DRE 25-08-2012;3;2780438;DUI;DRE;25-08-2012;https://www.sofascore.com/pt/dynamo-dresden-msv-duisburg/TabsVbb;1;3
KAI X MUN 26-08-2012;3;2780434;KAI;MUN;26-08-2012;https://www.sofascore.com/pt/1-fc-kaiserslautern-1860-munchen/LabsAdb;0;0
ING X FSV 26-08-2012;3;2780442;ING;FSV;26-08-2012;https://www.sofascore.com/pt/ingolstadt-fsv-frankfurt/CpcsFrc;0;2
BOC X AAL 26-08-2012;3;2780440;BOC;AAL;26-08-2012;https://www.sofascore.com/pt/vfr-aalen-vfl-bochum/Rabsabb;0;1
AUE X KOL 27-08-2012;3;2780446;AUE;KOL;27-08-2012;https://www.sofascore.com/pt/1-fc-koln-erzgebirge-aue/qbbswdb;2;0
KOL X CTT 31-08-2012;4;2780450;KOL;CTT;31-08-2012;https://www.sofascore.com/pt/1-fc-koln-energie-cottbus/Habswdb;0;1
MUN X DUI 31-08-2012;4;2780456;MUN;DUI;31-08-2012;https://www.sofascore.com/pt/msv-duisburg-1860-munchen/LabsTab;3;0
DRE X KAI 31-08-2012;4;2780460;DRE;KAI;31-08-2012;https://www.sofascore.com/pt/1-fc-kaiserslautern-dynamo-dresden/VbbsAdb;1;3
STP X SAN 01-09-2012;4;2780452;STP;SAN;01-09-2012;https://www.sofascore.com/pt/sv-sandhausen-fc-st-pauli/Babshyc;2;1
AAL X EBR 01-09-2012;4;2780464;AAL;EBR;01-09-2012;https://www.sofascore.com/pt/eintracht-braunschweig-vfr-aalen/abbshbb;0;3
FSV X AUE 02-09-2012;4;2780462;FSV;AUE;02-09-2012;https://www.sofascore.com/pt/fsv-frankfurt-erzgebirge-aue/qbbsCpc;1;0
SCP X ING 02-09-2012;4;2780454;SCP;ING;02-09-2012;https://www.sofascore.com/pt/ingolstadt-sc-paderborn-07/lbbsFrc;1;3
JAH X BOC 02-09-2012;4;2780466;JAH;BOC;02-09-2012;https://www.sofascore.com/pt/ssv-jahn-regensburg-vfl-bochum/Rabsrbb;0;1
UNB X BCS 03-09-2012;4;2780458;UNB;BCS;03-09-2012;https://www.sofascore.com/pt/1-fc-union-berlin-hertha-bsc/DabsXab;1;2
CTT X FSV 14-09-2012;5;2780482;CTT;FSV;14-09-2012;https://www.sofascore.com/pt/fsv-frankfurt-energie-cottbus/HabsCpc;2;2
ING X UNB 14-09-2012;5;2780480;ING;UNB;14-09-2012;https://www.sofascore.com/pt/ingolstadt-1-fc-union-berlin/XabsFrc;2;1
BOC X MUN 14-09-2012;5;2780478;BOC;MUN;14-09-2012;https://www.sofascore.com/pt/vfl-bochum-1860-munchen/LabsRab;0;0
EBR X JAH 15-09-2012;5;2780476;EBR;JAH;15-09-2012;https://www.sofascore.com/pt/ssv-jahn-regensburg-eintracht-braunschweig/hbbsrbb;1;0
