game;fixture;id;team_home;team_away;date;link;home_score;away_score
MUN X SWA 16-08-2014;1;5581522;MUN;SWA;16-08-2014;https://www.sofascore.com/pt/swansea-city-manchester-united/JdCg;1;2
LEI X EVE 16-08-2014;1;5581518;LEI;EVE;16-08-2014;https://www.sofascore.com/pt/everton-leicester-city/GY;2;2
QPR X HUL 16-08-2014;1;5581526;QPR;HUL;16-08-2014;https://www.sofascore.com/pt/hull-city-queens-park-rangers/bsWb;0;1
STO X ASV 16-08-2014;1;5581528;STO;ASV;16-08-2014;https://www.sofascore.com/pt/aston-villa-stoke-city/EP;0;1
WBA X SUN 16-08-2014;1;5581530;WBA;SUN;16-08-2014;https://www.sofascore.com/pt/west-bromwich-albion-sunderland/iQ;2;2
WES X TOT 16-08-2014;1;5581532;WES;TOT;16-08-2014;https://www.sofascore.com/pt/west-ham-united-tottenham/IM;0;1
ARS X CRY 16-08-2014;1;5581514;ARS;CRY;16-08-2014;https://www.sofascore.com/pt/crystal-palace-arsenal/hsR;2;1
LIV X SOU 17-08-2014;1;5581520;LIV;SOU;17-08-2014;https://www.sofascore.com/pt/southampton-liverpool/UsV;2;1
NEW X MCI 17-08-2014;1;5581524;NEW;MCI;17-08-2014;https://www.sofascore.com/pt/newcastle-united-manchester-city/rO;0;2
BUR X CHE 18-08-2014;1;5581516;BUR;CHE;18-08-2014;https://www.sofascore.com/pt/burnley-chelsea/gsN;1;3
ASV X NEW 23-08-2014;2;5582452;ASV;NEW;23-08-2014;https://www.sofascore.com/pt/aston-villa-newcastle-united/OP;0;0
CHE X LEI 23-08-2014;2;5582454;CHE;LEI;23-08-2014;https://www.sofascore.com/pt/chelsea-leicester-city/GsN;2;0
CRY X WES 23-08-2014;2;5582456;CRY;WES;23-08-2014;https://www.sofascore.com/pt/crystal-palace-west-ham-united/hsM;1;3
SOU X WBA 23-08-2014;2;5582464;SOU;WBA;23-08-2014;https://www.sofascore.com/pt/west-bromwich-albion-southampton/iV;0;0
SWA X BUR 23-08-2014;2;5582468;SWA;BUR;23-08-2014;https://www.sofascore.com/pt/swansea-city-burnley/gzb;1;0
EVE X ARS 23-08-2014;2;5582458;EVE;ARS;23-08-2014;https://www.sofascore.com/pt/everton-arsenal/RY;2;2
