game;fixture;id;team_home;team_away;date;link;home_score;away_score
ROM X UDI 20-08-2016;1;7140728;ROM;UDI;20-08-2016;https://www.sofascore.com/pt/roma-udinese/Vdbsceb;4;0
JUV X FIO 20-08-2016;1;7140719;JUV;FIO;20-08-2016;https://www.sofascore.com/pt/fiorentina-juventus/MdbsTdb;2;1
MIL X TOR 21-08-2016;1;7140725;MIL;TOR;21-08-2016;https://www.sofascore.com/pt/torino-milan/RdbsWdb;3;2
ATT X LAZ 21-08-2016;1;7140721;ATT;LAZ;21-08-2016;https://www.sofascore.com/pt/lazio-atalanta/LdbsZdb;3;4
BGN X CRO 21-08-2016;1;7140723;BGN;CRO;21-08-2016;https://www.sofascore.com/pt/crotone-bologna/Kdbsteb;1;0
CHV X INT 21-08-2016;1;7140720;CHV;INT;21-08-2016;https://www.sofascore.com/pt/inter-chievoverona/UdbsXdb;2;0
EMP X SAM 21-08-2016;1;7140724;EMP;SAM;21-08-2016;https://www.sofascore.com/pt/sampdoria-empoli/febsleb;0;1
GEN X CAG 21-08-2016;1;7140722;GEN;CAG;21-08-2016;https://www.sofascore.com/pt/cagliari-genoa/nebsueb;3;1
PAL X SAS 21-08-2016;1;7140727;PAL;SAS;21-08-2016;https://www.sofascore.com/pt/sassuolo-palermo/pebsTfb;0;1
PES X NAP 21-08-2016;1;7140726;PES;NAP;21-08-2016;https://www.sofascore.com/pt/pescara-napoli/oebsKid;2;2
LAZ X JUV 27-08-2016;2;7141988;LAZ;JUV;27-08-2016;https://www.sofascore.com/pt/lazio-juventus/MdbsZdb;0;1
NAP X MIL 27-08-2016;2;7141985;NAP;MIL;27-08-2016;https://www.sofascore.com/pt/napoli-milan/Rdbsoeb;4;2
INT X PAL 28-08-2016;2;7141987;INT;PAL;28-08-2016;https://www.sofascore.com/pt/palermo-inter/Xdbspeb;1;1
CAG X ROM 28-08-2016;2;7141986;CAG;ROM;28-08-2016;https://www.sofascore.com/pt/cagliari-roma/cebsueb;2;2
CRO X GEN 28-08-2016;2;7141984;CRO;GEN;28-08-2016;https://www.sofascore.com/pt/crotone-genoa/nebsteb;1;3
FIO X CHV 28-08-2016;2;7141989;FIO;CHV;28-08-2016;https://www.sofascore.com/pt/chievoverona-fiorentina/TdbsUdb;1;0
SAM X ATT 28-08-2016;2;7141997;SAM;ATT;28-08-2016;https://www.sofascore.com/pt/sampdoria-atalanta/Ldbsleb;2;1
SAS X PES 28-08-2016;2;7141991;SAS;PES;28-08-2016;https://www.sofascore.com/pt/pescara-sassuolo/TfbsKid;0;3
TOR X BGN 28-08-2016;2;7141992;TOR;BGN;28-08-2016;https://www.sofascore.com/pt/torino-bologna/KdbsWdb;5;1
UDI X EMP 28-08-2016;2;7141990;UDI;EMP;28-08-2016;https://www.sofascore.com/pt/empoli-udinese/Vdbsfeb;2;0
JUV X SAS 10-09-2016;3;7141994;JUV;SAS;10-09-2016;https://www.sofascore.com/pt/sassuolo-juventus/MdbsTfb;3;1
PAL X NAP 10-09-2016;3;7142001;PAL;NAP;10-09-2016;https://www.sofascore.com/pt/palermo-napoli/oebspeb;0;3
BGN X CAG 11-09-2016;3;7141995;BGN;CAG;11-09-2016;https://www.sofascore.com/pt/cagliari-bologna/Kdbsueb;2;1
ATT X TOR 11-09-2016;3;7141999;ATT;TOR;11-09-2016;https://www.sofascore.com/pt/torino-atalanta/LdbsWdb;2;1
CHV X LAZ 11-09-2016;3;7141998;CHV;LAZ;11-09-2016;https://www.sofascore.com/pt/lazio-chievoverona/UdbsZdb;1;1
GEN X FIO 11-09-2016;3;7141993;GEN;FIO;11-09-2016;https://www.sofascore.com/pt/genoa-fiorentina/Tdbsneb;1;0
MIL X UDI 11-09-2016;3;7141996;MIL;UDI;11-09-2016;https://www.sofascore.com/pt/udinese-milan/RdbsVdb;0;1
ROM X SAM 11-09-2016;3;7142003;ROM;SAM;11-09-2016;https://www.sofascore.com/pt/sampdoria-roma/cebsleb;3;2
PES X INT 11-09-2016;3;7142000;PES;INT;11-09-2016;https://www.sofascore.com/pt/pescara-inter/XdbsKid;1;2
EMP X CRO 12-09-2016;3;7142002;EMP;CRO;12-09-2016;https://www.sofascore.com/pt/crotone-empoli/febsteb;2;1
SAM X MIL 16-09-2016;4;7142015;SAM;MIL;16-09-2016;https://www.sofascore.com/pt/sampdoria-milan/Rdbsleb;0;1
LAZ X PES 17-09-2016;4;7142014;LAZ;PES;17-09-2016;https://www.sofascore.com/pt/pescara-lazio/ZdbsKid;3;0
NAP X BGN 17-09-2016;4;7142013;NAP;BGN;17-09-2016;https://www.sofascore.com/pt/napoli-bologna/Kdbsoeb;3;1
UDI X CHV 18-09-2016;4;7142021;UDI;CHV;18-09-2016;https://www.sofascore.com/pt/udinese-chievoverona/UdbsVdb;1;2
CAG X ATT 18-09-2016;4;7142019;CAG;ATT;18-09-2016;https://www.sofascore.com/pt/cagliari-atalanta/Ldbsueb;3;0
CRO X PAL 18-09-2016;4;7142016;CRO;PAL;18-09-2016;https://www.sofascore.com/pt/crotone-palermo/pebsteb;1;1
SAS X GEN 18-09-2016;4;7142018;SAS;GEN;18-09-2016;https://www.sofascore.com/pt/sassuolo-genoa/nebsTfb;2;0
TOR X EMP 18-09-2016;4;7142022;TOR;EMP;18-09-2016;https://www.sofascore.com/pt/empoli-torino/Wdbsfeb;0;0
INT X JUV 18-09-2016;4;7142020;INT;JUV;18-09-2016;https://www.sofascore.com/pt/inter-juventus/MdbsXdb;2;1
FIO X ROM 18-09-2016;4;7142017;FIO;ROM;18-09-2016;https://www.sofascore.com/pt/roma-fiorentina/Tdbsceb;1;0
MIL X LAZ 20-09-2016;5;7142011;MIL;LAZ;20-09-2016;https://www.sofascore.com/pt/lazio-milan/RdbsZdb;2;0
