game;fixture;id;team_home;team_away;date;link;home_score;away_score
BAY X BLK 18-08-2017;1;7458849;BAY;BLK;18-08-2017;https://www.sofascore.com/pt/bayer-04-leverkusen-bayern-munchen/xdbsGdb;3;1
MAI X H96 19-08-2017;1;7458864;MAI;H96;19-08-2017;https://www.sofascore.com/pt/1-fsv-mainz-05-hannover-96/Qabsgbb;0;1
TSG X SVW 19-08-2017;1;7458860;TSG;SVW;19-08-2017;https://www.sofascore.com/pt/1899-hoffenheim-werder-bremen/Jabsubb;1;0
HSV X AUG 19-08-2017;1;7458859;HSV;AUG;19-08-2017;https://www.sofascore.com/pt/hamburger-sv-augsburg/acbsBdb;1;0
BCS X STU 19-08-2017;1;7458865;BCS;STU;19-08-2017;https://www.sofascore.com/pt/vfb-stuttgart-hertha-bsc/DabsCdb;2;0
WOB X DOR 19-08-2017;1;7458866;WOB;DOR;19-08-2017;https://www.sofascore.com/pt/borussia-dortmund-wolfsburg/zabsydb;0;3
S04 X RBL 19-08-2017;1;7458861;S04;RBL;19-08-2017;https://www.sofascore.com/pt/rb-leipzig-fc-schalke-04/FabskCo;2;0
SCF X SGE 20-08-2017;1;7458862;SCF;SGE;20-08-2017;https://www.sofascore.com/pt/eintracht-frankfurt-freiburg/Nabszdb;0;0
BMG X KOL 20-08-2017;1;7458863;BMG;KOL;20-08-2017;https://www.sofascore.com/pt/1-fc-koln-borussia-mgladbach/Cabswdb;1;0
KOL X HSV 25-08-2017;2;7458896;KOL;HSV;25-08-2017;https://www.sofascore.com/pt/hamburger-sv-1-fc-koln/wdbsBdb;1;3
AUG X BMG 26-08-2017;2;7458918;AUG;BMG;26-08-2017;https://www.sofascore.com/pt/augsburg-borussia-mgladbach/Cabsacb;2;2
BLK X TSG 26-08-2017;2;7458904;BLK;TSG;26-08-2017;https://www.sofascore.com/pt/bayer-04-leverkusen-1899-hoffenheim/ubbsGdb;2;2
SGE X WOB 26-08-2017;2;7458906;SGE;WOB;26-08-2017;https://www.sofascore.com/pt/eintracht-frankfurt-wolfsburg/zabszdb;0;1
STU X MAI 26-08-2017;2;7458892;STU;MAI;26-08-2017;https://www.sofascore.com/pt/vfb-stuttgart-1-fsv-mainz-05/gbbsCdb;1;0
SVW X BAY 26-08-2017;2;7458911;SVW;BAY;26-08-2017;https://www.sofascore.com/pt/bayern-munchen-werder-bremen/Jabsxdb;0;2
DOR X BCS 26-08-2017;2;7458909;DOR;BCS;26-08-2017;https://www.sofascore.com/pt/borussia-dortmund-hertha-bsc/Dabsydb;2;0
