game;fixture;id;team_home;team_away;date;link;home_score;away_score
SVW X S04 06-08-2004;1;102068;SVW;S04;06-08-2004;https://www.sofascore.com/pt/werder-bremen-fc-schalke-04/FabsJab;1;0
KAI X NUR 07-08-2004;1;102070;KAI;NUR;07-08-2004;https://www.sofascore.com/pt/1-fc-kaiserslautern-1-fc-nurnberg/yabsAdb;1;3
BLK X H96 07-08-2004;1;102074;BLK;H96;07-08-2004;https://www.sofascore.com/pt/bayer-04-leverkusen-hannover-96/QabsGdb;2;1
DOR X WOB 07-08-2004;1;102072;DOR;WOB;07-08-2004;https://www.sofascore.com/pt/borussia-dortmund-wolfsburg/zabsydb;1;2
SCF X HAN 07-08-2004;1;102071;SCF;HAN;07-08-2004;https://www.sofascore.com/pt/freiburg-hansa-rostock/IabsNab;0;0
HSV X BAY 07-08-2004;1;102076;HSV;BAY;07-08-2004;https://www.sofascore.com/pt/hamburger-sv-bayern-munchen/xdbsBdb;0;2
BCS X BOC 07-08-2004;1;102075;BCS;BOC;07-08-2004;https://www.sofascore.com/pt/vfl-bochum-hertha-bsc/DabsRab;2;2
ARM X BMG 08-08-2004;1;102073;ARM;BMG;08-08-2004;https://www.sofascore.com/pt/arminia-bielefeld-borussia-mgladbach/CabsPab;0;0
STU X MAI 08-08-2004;1;102077;STU;MAI;08-08-2004;https://www.sofascore.com/pt/vfb-stuttgart-1-fsv-mainz-05/gbbsCdb;4;2
NUR X STU 14-08-2004;2;102086;NUR;STU;14-08-2004;https://www.sofascore.com/pt/vfb-stuttgart-1-fc-nurnberg/yabsCdb;1;1
MAI X HSV 14-08-2004;2;102078;MAI;HSV;14-08-2004;https://www.sofascore.com/pt/hamburger-sv-1-fsv-mainz-05/gbbsBdb;2;1
BAY X BCS 14-08-2004;2;102079;BAY;BCS;14-08-2004;https://www.sofascore.com/pt/bayern-munchen-hertha-bsc/Dabsxdb;1;1
BMG X DOR 14-08-2004;2;102082;BMG;DOR;14-08-2004;https://www.sofascore.com/pt/borussia-dortmund-borussia-mgladbach/Cabsydb;2;3
S04 X KAI 14-08-2004;2;102085;S04;KAI;14-08-2004;https://www.sofascore.com/pt/1-fc-kaiserslautern-fc-schalke-04/FabsAdb;2;1
HAN X SVW 14-08-2004;2;102084;HAN;SVW;14-08-2004;https://www.sofascore.com/pt/werder-bremen-hansa-rostock/IabsJab;0;4
BOC X BLK 15-08-2004;2;102080;BOC;BLK;15-08-2004;https://www.sofascore.com/pt/bayer-04-leverkusen-vfl-bochum/RabsGdb;2;2
WOB X SCF 15-08-2004;2;102083;WOB;SCF;15-08-2004;https://www.sofascore.com/pt/freiburg-wolfsburg/zabsNab;0;1
H96 X ARM 28-09-2004;2;102081;H96;ARM;28-09-2004;https://www.sofascore.com/pt/hannover-96-arminia-bielefeld/PabsQab;0;1
KAI X STU 28-08-2004;3;102087;KAI;STU;28-08-2004;https://www.sofascore.com/pt/vfb-stuttgart-1-fc-kaiserslautern/AdbsCdb;2;3
ARM X BOC 28-08-2004;3;102090;ARM;BOC;28-08-2004;https://www.sofascore.com/pt/vfl-bochum-arminia-bielefeld/PabsRab;1;2
BLK X BAY 28-08-2004;3;102091;BLK;BAY;28-08-2004;https://www.sofascore.com/pt/bayer-04-leverkusen-bayern-munchen/xdbsGdb;4;1
S04 X HAN 28-08-2004;3;102094;S04;HAN;28-08-2004;https://www.sofascore.com/pt/hansa-rostock-fc-schalke-04/FabsIab;0;2
SCF X BMG 28-08-2004;3;102088;SCF;BMG;28-08-2004;https://www.sofascore.com/pt/freiburg-borussia-mgladbach/CabsNab;1;1
HSV X NUR 28-08-2004;3;102093;HSV;NUR;28-08-2004;https://www.sofascore.com/pt/hamburger-sv-1-fc-nurnberg/yabsBdb;4;3
BCS X MAI 28-08-2004;3;102092;BCS;MAI;28-08-2004;https://www.sofascore.com/pt/1-fsv-mainz-05-hertha-bsc/Dabsgbb;1;1
DOR X H96 29-08-2004;3;102089;DOR;H96;29-08-2004;https://www.sofascore.com/pt/borussia-dortmund-hannover-96/Qabsydb;1;1
SVW X WOB 29-08-2004;3;102095;SVW;WOB;29-08-2004;https://www.sofascore.com/pt/werder-bremen-wolfsburg/zabsJab;1;2
NUR X BCS 11-09-2004;4;102104;NUR;BCS;11-09-2004;https://www.sofascore.com/pt/hertha-bsc-1-fc-nurnberg/yabsDab;0;0
MAI X BLK 11-09-2004;4;102096;MAI;BLK;11-09-2004;https://www.sofascore.com/pt/bayer-04-leverkusen-1-fsv-mainz-05/gbbsGdb;2;0
BAY X ARM 11-09-2004;4;102097;BAY;ARM;11-09-2004;https://www.sofascore.com/pt/bayern-munchen-arminia-bielefeld/Pabsxdb;1;0
BMG X SVW 11-09-2004;4;102100;BMG;SVW;11-09-2004;https://www.sofascore.com/pt/werder-bremen-borussia-mgladbach/CabsJab;3;1
STU X HSV 11-09-2004;4;102103;STU;HSV;11-09-2004;https://www.sofascore.com/pt/vfb-stuttgart-hamburger-sv/BdbsCdb;2;0
BOC X DOR 11-09-2004;4;102098;BOC;DOR;11-09-2004;https://www.sofascore.com/pt/borussia-dortmund-vfl-bochum/Rabsydb;2;2
WOB X S04 11-09-2004;4;102101;WOB;S04;11-09-2004;https://www.sofascore.com/pt/fc-schalke-04-wolfsburg/zabsFab;3;0
H96 X SCF 12-09-2004;4;102099;H96;SCF;12-09-2004;https://www.sofascore.com/pt/hannover-96-freiburg/NabsQab;2;2
HAN X KAI 12-09-2004;4;102102;HAN;KAI;12-09-2004;https://www.sofascore.com/pt/1-fc-kaiserslautern-hansa-rostock/IabsAdb;2;3
KAI X HSV 18-09-2004;5;102105;KAI;HSV;18-09-2004;https://www.sofascore.com/pt/hamburger-sv-1-fc-kaiserslautern/AdbsBdb;2;1
ARM X MAI 18-09-2004;5;102108;ARM;MAI;18-09-2004;https://www.sofascore.com/pt/1-fsv-mainz-05-arminia-bielefeld/Pabsgbb;1;1
BLK X NUR 18-09-2004;5;102109;BLK;NUR;18-09-2004;https://www.sofascore.com/pt/bayer-04-leverkusen-1-fc-nurnberg/yabsGdb;2;2
DOR X BAY 18-09-2004;5;102107;DOR;BAY;18-09-2004;https://www.sofascore.com/pt/borussia-dortmund-bayern-munchen/xdbsydb;2;2
S04 X BMG 18-09-2004;5;102112;S04;BMG;18-09-2004;https://www.sofascore.com/pt/fc-schalke-04-borussia-mgladbach/CabsFab;3;2
HAN X WOB 18-09-2004;5;102111;HAN;WOB;18-09-2004;https://www.sofascore.com/pt/hansa-rostock-wolfsburg/zabsIab;1;2
SVW X H96 18-09-2004;5;102113;SVW;H96;18-09-2004;https://www.sofascore.com/pt/hannover-96-werder-bremen/JabsQab;3;0
SCF X BOC 19-09-2004;5;102106;SCF;BOC;19-09-2004;https://www.sofascore.com/pt/vfl-bochum-freiburg/NabsRab;1;1
