game;fixture;id;team_home;team_away;date;link;home_score;away_score
BAY X HSV 15-08-2008;1;796580;BAY;HSV;15-08-2008;https://www.sofascore.com/pt/hamburger-sv-bayern-munchen/xdbsBdb;2;2
ARM X SVW 16-08-2008;1;796590;ARM;SVW;16-08-2008;https://www.sofascore.com/pt/arminia-bielefeld-werder-bremen/JabsPab;2;2
BLK X DOR 16-08-2008;1;796584;BLK;DOR;16-08-2008;https://www.sofascore.com/pt/bayer-04-leverkusen-borussia-dortmund/ydbsGdb;2;3
CTT X TSG 16-08-2008;1;796589;CTT;TSG;16-08-2008;https://www.sofascore.com/pt/1899-hoffenheim-energie-cottbus/Habsubb;0;3
S04 X H96 16-08-2008;1;796581;S04;H96;16-08-2008;https://www.sofascore.com/pt/hannover-96-fc-schalke-04/FabsQab;3;0
KAR X BOC 16-08-2008;1;796586;KAR;BOC;16-08-2008;https://www.sofascore.com/pt/karlsruher-sc-vfl-bochum/Rabsdbb;1;0
WOB X KOL 16-08-2008;1;796583;WOB;KOL;16-08-2008;https://www.sofascore.com/pt/1-fc-koln-wolfsburg/zabswdb;2;1
BMG X STU 17-08-2008;1;796593;BMG;STU;17-08-2008;https://www.sofascore.com/pt/vfb-stuttgart-borussia-mgladbach/CabsCdb;1;3
SGE X BCS 17-08-2008;1;796585;SGE;BCS;17-08-2008;https://www.sofascore.com/pt/eintracht-frankfurt-hertha-bsc/Dabszdb;0;2
H96 X CTT 22-08-2008;2;796605;H96;CTT;22-08-2008;https://www.sofascore.com/pt/hannover-96-energie-cottbus/HabsQab;0;0
TSG X BMG 23-08-2008;2;796610;TSG;BMG;23-08-2008;https://www.sofascore.com/pt/1899-hoffenheim-borussia-mgladbach/Cabsubb;1;0
DOR X BAY 23-08-2008;2;796609;DOR;BAY;23-08-2008;https://www.sofascore.com/pt/borussia-dortmund-bayern-munchen/xdbsydb;1;1
HSV X KAR 23-08-2008;2;796602;HSV;KAR;23-08-2008;https://www.sofascore.com/pt/hamburger-sv-karlsruher-sc/dbbsBdb;2;1
BCS X ARM 23-08-2008;2;796606;BCS;ARM;23-08-2008;https://www.sofascore.com/pt/arminia-bielefeld-hertha-bsc/DabsPab;1;1
STU X BLK 23-08-2008;2;796603;STU;BLK;23-08-2008;https://www.sofascore.com/pt/bayer-04-leverkusen-vfb-stuttgart/CdbsGdb;0;2
SVW X S04 23-08-2008;2;796600;SVW;S04;23-08-2008;https://www.sofascore.com/pt/werder-bremen-fc-schalke-04/FabsJab;1;1
KOL X SGE 24-08-2008;2;796611;KOL;SGE;24-08-2008;https://www.sofascore.com/pt/eintracht-frankfurt-1-fc-koln/wdbszdb;1;1
BOC X WOB 24-08-2008;2;796607;BOC;WOB;24-08-2008;https://www.sofascore.com/pt/vfl-bochum-wolfsburg/zabsRab;2;2
KAR X KOL 29-08-2008;3;796676;KAR;KOL;29-08-2008;https://www.sofascore.com/pt/1-fc-koln-karlsruher-sc/dbbswdb;0;2
ARM X HSV 30-08-2008;3;796683;ARM;HSV;30-08-2008;https://www.sofascore.com/pt/hamburger-sv-arminia-bielefeld/PabsBdb;2;4
BLK X TSG 30-08-2008;3;796675;BLK;TSG;30-08-2008;https://www.sofascore.com/pt/bayer-04-leverkusen-1899-hoffenheim/ubbsGdb;5;2
BMG X SVW 30-08-2008;3;796685;BMG;SVW;30-08-2008;https://www.sofascore.com/pt/werder-bremen-borussia-mgladbach/CabsJab;3;2
CTT X DOR 30-08-2008;3;796681;CTT;DOR;30-08-2008;https://www.sofascore.com/pt/borussia-dortmund-energie-cottbus/Habsydb;0;1
S04 X BOC 30-08-2008;3;796669;S04;BOC;30-08-2008;https://www.sofascore.com/pt/vfl-bochum-fc-schalke-04/FabsRab;1;0
WOB X SGE 30-08-2008;3;796671;WOB;SGE;30-08-2008;https://www.sofascore.com/pt/eintracht-frankfurt-wolfsburg/zabszdb;2;2
BAY X BCS 31-08-2008;3;796665;BAY;BCS;31-08-2008;https://www.sofascore.com/pt/bayern-munchen-hertha-bsc/Dabsxdb;4;1
STU X H96 31-08-2008;3;796673;STU;H96;31-08-2008;https://www.sofascore.com/pt/vfb-stuttgart-hannover-96/QabsCdb;2;0
SGE X KAR 12-09-2008;4;796689;SGE;KAR;12-09-2008;https://www.sofascore.com/pt/eintracht-frankfurt-karlsruher-sc/dbbszdb;-1;-1
KOL X BAY 13-09-2008;4;796698;KOL;BAY;13-09-2008;https://www.sofascore.com/pt/bayern-munchen-1-fc-koln/wdbsxdb;0;3
DOR X S04 13-09-2008;4;796694;DOR;S04;13-09-2008;https://www.sofascore.com/pt/borussia-dortmund-fc-schalke-04/Fabsydb;3;3
HSV X BLK 13-09-2008;4;796687;HSV;BLK;13-09-2008;https://www.sofascore.com/pt/bayer-04-leverkusen-hamburger-sv/BdbsGdb;3;2
BCS X WOB 13-09-2008;4;796690;BCS;WOB;13-09-2008;https://www.sofascore.com/pt/hertha-bsc-wolfsburg/zabsDab;2;2
SVW X CTT 13-09-2008;4;796686;SVW;CTT;13-09-2008;https://www.sofascore.com/pt/werder-bremen-energie-cottbus/HabsJab;3;0
TSG X STU 13-09-2008;4;796695;TSG;STU;13-09-2008;https://www.sofascore.com/pt/vfb-stuttgart-1899-hoffenheim/ubbsCdb;0;0
H96 X BMG 14-09-2008;4;796688;H96;BMG;14-09-2008;https://www.sofascore.com/pt/hannover-96-borussia-mgladbach/CabsQab;5;1
BOC X ARM 14-09-2008;4;796692;BOC;ARM;14-09-2008;https://www.sofascore.com/pt/vfl-bochum-arminia-bielefeld/PabsRab;2;0
SGE X KAR 22-10-2008;4;879022;SGE;KAR;22-10-2008;https://www.sofascore.com/pt/eintracht-frankfurt-karlsruher-sc/dbbszdb;2;1
BLK X H96 19-09-2008;5;796712;BLK;H96;19-09-2008;https://www.sofascore.com/pt/bayer-04-leverkusen-hannover-96/QabsGdb;4;0
ARM X KOL 20-09-2008;5;796715;ARM;KOL;20-09-2008;https://www.sofascore.com/pt/1-fc-koln-arminia-bielefeld/Pabswdb;2;0
BAY X SVW 20-09-2008;5;796703;BAY;SVW;20-09-2008;https://www.sofascore.com/pt/bayern-munchen-werder-bremen/Jabsxdb;2;5
BMG X BCS 20-09-2008;5;796716;BMG;BCS;20-09-2008;https://www.sofascore.com/pt/hertha-bsc-borussia-mgladbach/CabsDab;0;1
CTT X BOC 20-09-2008;5;796714;CTT;BOC;20-09-2008;https://www.sofascore.com/pt/vfl-bochum-energie-cottbus/HabsRab;1;1
S04 X SGE 20-09-2008;5;796704;S04;SGE;20-09-2008;https://www.sofascore.com/pt/eintracht-frankfurt-fc-schalke-04/Fabszdb;1;0
TSG X DOR 21-09-2008;5;796718;TSG;DOR;21-09-2008;https://www.sofascore.com/pt/borussia-dortmund-1899-hoffenheim/ubbsydb;4;1
STU X KAR 21-09-2008;5;796709;STU;KAR;21-09-2008;https://www.sofascore.com/pt/vfb-stuttgart-karlsruher-sc/dbbsCdb;3;1
WOB X HSV 21-09-2008;5;796706;WOB;HSV;21-09-2008;https://www.sofascore.com/pt/hamburger-sv-wolfsburg/zabsBdb;3;0
KOL X S04 26-09-2008;6;796741;KOL;S04;26-09-2008;https://www.sofascore.com/pt/1-fc-koln-fc-schalke-04/Fabswdb;1;0
DOR X STU 27-09-2008;6;796739;DOR;STU;27-09-2008;https://www.sofascore.com/pt/vfb-stuttgart-borussia-dortmund/ydbsCdb;3;0
HSV X BMG 27-09-2008;6;796726;HSV;BMG;27-09-2008;https://www.sofascore.com/pt/hamburger-sv-borussia-mgladbach/CabsBdb;1;0
H96 X BAY 27-09-2008;6;796729;H96;BAY;27-09-2008;https://www.sofascore.com/pt/bayern-munchen-hannover-96/Qabsxdb;1;0
BCS X CTT 27-09-2008;6;796734;BCS;CTT;27-09-2008;https://www.sofascore.com/pt/energie-cottbus-hertha-bsc/DabsHab;0;1
BOC X BLK 27-09-2008;6;796736;BOC;BLK;27-09-2008;https://www.sofascore.com/pt/bayer-04-leverkusen-vfl-bochum/RabsGdb;2;3
