game;fixture;id;team_home;team_away;date;link;home_score;away_score
ING X AUE 19-07-2013;1;3976083;ING;AUE;19-07-2013;https://www.sofascore.com/pt/ingolstadt-erzgebirge-aue/qbbsFrc;1;2
SAN X AAL 19-07-2013;1;3976079;SAN;AAL;19-07-2013;https://www.sofascore.com/pt/sv-sandhausen-vfr-aalen/abbshyc;0;0
STP X MUN 19-07-2013;1;3976077;STP;MUN;19-07-2013;https://www.sofascore.com/pt/1860-munchen-fc-st-pauli/BabsLab;1;0
SCP X KAI 20-07-2013;1;3976081;SCP;KAI;20-07-2013;https://www.sofascore.com/pt/1-fc-kaiserslautern-sc-paderborn-07/lbbsAdb;0;1
DRE X KOL 20-07-2013;1;3976085;DRE;KOL;20-07-2013;https://www.sofascore.com/pt/1-fc-koln-dynamo-dresden/Vbbswdb;1;1
FSV X KAR 21-07-2013;1;3976073;FSV;KAR;21-07-2013;https://www.sofascore.com/pt/fsv-frankfurt-karlsruher-sc/dbbsCpc;0;1
FUR X ARM 21-07-2013;1;3976071;FUR;ARM;21-07-2013;https://www.sofascore.com/pt/spvgg-greuther-furth-arminia-bielefeld/Pabsbbb;2;0
UNB X BOC 21-07-2013;1;3976075;UNB;BOC;21-07-2013;https://www.sofascore.com/pt/1-fc-union-berlin-vfl-bochum/RabsXab;1;2
DUS X CTT 22-07-2013;1;3976069;DUS;CTT;22-07-2013;https://www.sofascore.com/pt/fortuna-dusseldorf-energie-cottbus/HabsNbb;1;0
ARM X UNB 26-07-2013;2;3976305;ARM;UNB;26-07-2013;https://www.sofascore.com/pt/1-fc-union-berlin-arminia-bielefeld/PabsXab;1;1
AAL X FUR 26-07-2013;2;3976287;AAL;FUR;26-07-2013;https://www.sofascore.com/pt/spvgg-greuther-furth-vfr-aalen/abbsbbb;0;2
KAI X ING 26-07-2013;2;3976267;KAI;ING;26-07-2013;https://www.sofascore.com/pt/ingolstadt-1-fc-kaiserslautern/AdbsFrc;3;1
AUE X SAN 27-07-2013;2;3976299;AUE;SAN;27-07-2013;https://www.sofascore.com/pt/sv-sandhausen-erzgebirge-aue/qbbshyc;1;0
KAR X STP 27-07-2013;2;3976303;KAR;STP;27-07-2013;https://www.sofascore.com/pt/karlsruher-sc-fc-st-pauli/Babsdbb;0;0
MUN X FSV 28-07-2013;2;3976277;MUN;FSV;28-07-2013;https://www.sofascore.com/pt/fsv-frankfurt-1860-munchen/LabsCpc;2;1
CTT X SCP 28-07-2013;2;3976281;CTT;SCP;28-07-2013;https://www.sofascore.com/pt/sc-paderborn-07-energie-cottbus/Habslbb;4;0
KOL X DUS 28-07-2013;2;3976273;KOL;DUS;28-07-2013;https://www.sofascore.com/pt/1-fc-koln-fortuna-dusseldorf/Nbbswdb;1;1
BOC X DRE 29-07-2013;2;3976293;BOC;DRE;29-07-2013;https://www.sofascore.com/pt/dynamo-dresden-vfl-bochum/RabsVbb;1;1
DRE X UNB 09-08-2013;3;3976327;DRE;UNB;09-08-2013;https://www.sofascore.com/pt/dynamo-dresden-1-fc-union-berlin/XabsVbb;1;3
FSV X BOC 09-08-2013;3;3976313;FSV;BOC;09-08-2013;https://www.sofascore.com/pt/fsv-frankfurt-vfl-bochum/RabsCpc;1;0
DUS X MUN 09-08-2013;3;3976309;DUS;MUN;09-08-2013;https://www.sofascore.com/pt/fortuna-dusseldorf-1860-munchen/LabsNbb;1;2
ING X KAR 10-08-2013;3;3976323;ING;KAR;10-08-2013;https://www.sofascore.com/pt/ingolstadt-karlsruher-sc/dbbsFrc;0;2
SCP X KOL 10-08-2013;3;3976321;SCP;KOL;10-08-2013;https://www.sofascore.com/pt/1-fc-koln-sc-paderborn-07/lbbswdb;1;1
AUE X AAL 11-08-2013;3;3976325;AUE;AAL;11-08-2013;https://www.sofascore.com/pt/erzgebirge-aue-vfr-aalen/abbsqbb;0;1
STP X ARM 11-08-2013;3;3976315;STP;ARM;11-08-2013;https://www.sofascore.com/pt/arminia-bielefeld-fc-st-pauli/BabsPab;0;1
SAN X CTT 11-08-2013;3;3976319;SAN;CTT;11-08-2013;https://www.sofascore.com/pt/sv-sandhausen-energie-cottbus/Habshyc;2;2
FUR X KAI 12-08-2013;3;3976311;FUR;KAI;12-08-2013;https://www.sofascore.com/pt/1-fc-kaiserslautern-spvgg-greuther-furth/bbbsAdb;2;1
ARM X SCP 16-08-2013;4;3977595;ARM;SCP;16-08-2013;https://www.sofascore.com/pt/sc-paderborn-07-arminia-bielefeld/Pabslbb;3;3
KAR X FUR 16-08-2013;4;3977593;KAR;FUR;16-08-2013;https://www.sofascore.com/pt/karlsruher-sc-spvgg-greuther-furth/bbbsdbb;1;2
BOC X STP 16-08-2013;4;3977589;BOC;STP;16-08-2013;https://www.sofascore.com/pt/vfl-bochum-fc-st-pauli/BabsRab;2;2
KAI X AUE 17-08-2013;4;3977579;KAI;AUE;17-08-2013;https://www.sofascore.com/pt/1-fc-kaiserslautern-erzgebirge-aue/qbbsAdb;2;1
KOL X SAN 17-08-2013;4;3977581;KOL;SAN;17-08-2013;https://www.sofascore.com/pt/sv-sandhausen-1-fc-koln/wdbshyc;2;0
MUN X ING 18-08-2013;4;3977583;MUN;ING;18-08-2013;https://www.sofascore.com/pt/ingolstadt-1860-munchen/LabsFrc;1;0
DRE X FSV 18-08-2013;4;3977591;DRE;FSV;18-08-2013;https://www.sofascore.com/pt/fsv-frankfurt-dynamo-dresden/VbbsCpc;0;3
CTT X AAL 18-08-2013;4;3977587;CTT;AAL;18-08-2013;https://www.sofascore.com/pt/vfr-aalen-energie-cottbus/Habsabb;5;1
UNB X DUS 19-08-2013;4;3977585;UNB;DUS;19-08-2013;https://www.sofascore.com/pt/fortuna-dusseldorf-1-fc-union-berlin/XabsNbb;2;1
AUE X CTT 23-08-2013;5;3977613;AUE;CTT;23-08-2013;https://www.sofascore.com/pt/erzgebirge-aue-energie-cottbus/Habsqbb;2;1
ING X ARM 23-08-2013;5;3977611;ING;ARM;23-08-2013;https://www.sofascore.com/pt/ingolstadt-arminia-bielefeld/PabsFrc;3;2
SAN X KAR 23-08-2013;5;3977607;SAN;KAR;23-08-2013;https://www.sofascore.com/pt/sv-sandhausen-karlsruher-sc/dbbshyc;1;1
FUR X KOL 24-08-2013;5;3977599;FUR;KOL;24-08-2013;https://www.sofascore.com/pt/1-fc-koln-spvgg-greuther-furth/bbbswdb;0;0
